z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,denU,denL,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0475677,0.000248323,-0,-nan,-0.0073832,3.85434e-05,0,-nan,0.237628,0.00124052,-0,-nan,8.95724,8.28946,0.200177,-0.0310704,116.143,10000000,0
0.15,0.0473046,0.00024695,-0,-nan,-0.00906459,4.73209e-05,0,-nan,0.237628,0.00124052,-0,-nan,4.31886,4.03474,0.19907,-0.0381462,118.358,10000000,0
0.2,0.0479169,0.000250146,-0,-nan,-0.0115127,6.01013e-05,0,-nan,0.237628,0.00124052,-0,-nan,2.41801,2.25071,0.201647,-0.0484486,119.869,10000000,0
0.25,0.0493105,0.000257421,-0,-nan,-0.0143959,7.51528e-05,0,-nan,0.237628,0.00124052,-0,-nan,1.46021,1.33762,0.207512,-0.0605819,119.07,10000000,0
0.3,0.0510385,0.000266442,-0,-nan,-0.0173723,9.06905e-05,0,-nan,0.237628,0.00124051,-0,-nan,0.922251,0.826366,0.214783,-0.0731073,117.281,10000000,0
0.35,0.0527282,0.000275262,-0,-nan,-0.0202588,0.000105759,0,-nan,0.237628,0.00124051,-0,-nan,0.599894,0.525605,0.221894,-0.0852544,117.816,10000000,0
0.4,0.0542102,0.000282998,-0,-nan,-0.0230204,0.000120175,0,-nan,0.237628,0.00124051,-0,-nan,0.401251,0.344705,0.228131,-0.0968758,118.458,10000000,0
0.45,0.0555122,0.000289795,-0,-nan,-0.0256694,0.000134004,0,-nan,0.237628,0.00124051,-0,-nan,0.275726,0.232819,0.23361,-0.108023,118.551,10000000,0
0.5,0.0567748,0.000296386,-0,-nan,-0.0281312,0.000146855,0,-nan,0.237628,0.00124051,-0,-nan,0.194425,0.161313,0.238923,-0.118383,118.479,10000000,0
0.55,0.0581273,0.000303446,-0,-nan,-0.030194,0.000157624,0,-nan,0.237628,0.0012405,-0,-nan,0.140309,0.113989,0.244615,-0.127064,118.45,10000000,0
0.6,0.0596178,0.000311227,-0,-nan,-0.0315358,0.000164628,0,-nan,0.237628,0.0012405,-0,-nan,0.102816,0.0813338,0.250887,-0.132711,118.078,10000000,0
0.65,0.0611637,0.000319297,-0,-nan,-0.0319085,0.000166574,0,-nan,0.237628,0.0012405,-0,-nan,0.0755118,0.0578831,0.257393,-0.13428,119.188,10000000,0
0.7,0.062667,0.000327144,-0,-nan,-0.0311246,0.000162481,0,-nan,0.237628,0.0012405,-0,-nan,0.0548546,0.0406076,0.263719,-0.13098,117.85,10000000,0
0.75,0.064005,0.000334129,-0,-nan,-0.0292307,0.000152595,0,-nan,0.237628,0.0012405,-0,-nan,0.0386389,0.0276118,0.26935,-0.12301,119.704,10000000,0
0.8,0.0650898,0.000339792,-0,-nan,-0.0265012,0.000138346,0,-nan,0.237628,0.0012405,-0,-nan,0.02566,0.0177494,0.273915,-0.111524,118.591,10000000,0
0.1,0.0594445,0.000310325,-0,-nan,-0.00310525,1.62107e-05,0,-nan,0.237628,0.00124052,-0,-nan,8.95724,8.28946,0.250158,-0.0130677,119.512,10000000,0
0.15,0.0588239,0.000307085,-0,-nan,-0.00418938,2.18703e-05,0,-nan,0.237628,0.00124052,-0,-nan,4.31886,4.03474,0.247546,-0.01763,117.587,10000000,0
0.2,0.0592924,0.000309531,-0,-nan,-0.00615343,3.21235e-05,0,-nan,0.237628,0.00124052,-0,-nan,2.41801,2.25071,0.249518,-0.0258953,119.115,10000000,0
0.25,0.0607782,0.000317288,-0,-nan,-0.00873221,4.55858e-05,0,-nan,0.237628,0.00124052,-0,-nan,1.46021,1.33762,0.255771,-0.0367474,118.188,10000000,0
0.3,0.0627338,0.000327496,-0,-nan,-0.011603,6.05723e-05,0,-nan,0.237628,0.00124051,-0,-nan,0.922251,0.826366,0.264,-0.0488284,119.198,10000000,0
0.35,0.0646796,0.000337653,-0,-nan,-0.0145662,7.60412e-05,0,-nan,0.237628,0.00124051,-0,-nan,0.599894,0.525605,0.272189,-0.0612982,117.654,10000000,0
