z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,denU,denL,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0492735,0.000257228,-0,-nan,-0.00110378,5.76221e-06,0,-nan,0.237628,0.00124052,-0,-nan,27.9005,26.1577,0.207356,-0.00464501,119.68,10000000,0
0.15,0.0487301,0.000254391,-0,-nan,-0.00258222,1.34803e-05,0,-nan,0.237628,0.00124052,-0,-nan,13.4601,12.7186,0.205069,-0.0108667,120.948,10000000,0
0.2,0.0491099,0.000256374,-0,-nan,-0.00472507,2.46668e-05,0,-nan,0.237628,0.00124052,-0,-nan,7.5318,7.0952,0.206667,-0.0198843,120.325,10000000,0
0.25,0.0503566,0.000262883,-0,-nan,-0.00723317,3.77602e-05,0,-nan,0.237628,0.00124052,-0,-nan,4.54132,4.2214,0.211914,-0.0304391,118.503,10000000,0
0.3,0.0520065,0.000271495,-0,-nan,-0.00983662,5.13513e-05,0,-nan,0.237628,0.00124052,-0,-nan,2.86252,2.61228,0.218857,-0.0413951,119.084,10000000,0
0.35,0.0536481,0.000280065,-0,-nan,-0.0124094,6.47825e-05,0,-nan,0.237628,0.00124052,-0,-nan,1.85835,1.66446,0.225765,-0.0522222,119.358,10000000,0
0.4,0.0550803,0.000287542,-0,-nan,-0.0149435,7.80111e-05,0,-nan,0.237628,0.00124051,-0,-nan,1.24093,1.09334,0.231792,-0.0628861,119.958,10000000,0
0.45,0.0563292,0.000294061,-0,-nan,-0.0174418,9.10532e-05,0,-nan,0.237628,0.00124051,-0,-nan,0.851501,0.739513,0.237048,-0.0733997,120.105,10000000,0
0.5,0.0575706,0.000300541,-0,-nan,-0.0197887,0.000103305,0,-nan,0.237628,0.00124051,-0,-nan,0.599567,0.513144,0.242272,-0.0832759,117.453,10000000,0
0.55,0.058988,0.00030794,-0,-nan,-0.0217169,0.000113371,0,-nan,0.237628,0.00124051,-0,-nan,0.431962,0.363263,0.248237,-0.0913903,117.78,10000000,0
0.6,0.0606788,0.000316767,-0,-nan,-0.0228511,0.000119292,0,-nan,0.237628,0.00124051,-0,-nan,0.315884,0.259811,0.255352,-0.0961636,119.598,10000000,0
0.65,0.0625664,0.00032662,-0,-nan,-0.0229219,0.000119661,0,-nan,0.237628,0.00124051,-0,-nan,0.231447,0.185432,0.263296,-0.0964614,119.589,10000000,0
0.7,0.0645395,0.00033692,-0,-nan,-0.0217326,0.000113452,0,-nan,0.237628,0.00124051,-0,-nan,0.167703,0.130513,0.271599,-0.0914564,118.466,10000000,0
0.75,0.0664257,0.000346767,-0,-nan,-0.0193556,0.000101043,0,-nan,0.237628,0.0012405,-0,-nan,0.117831,0.0890438,0.279537,-0.0814532,119.382,10000000,0
0.8,0.0680727,0.000355364,-0,-nan,-0.0161105,8.41027e-05,0,-nan,0.237628,0.0012405,-0,-nan,0.0780711,0.0574188,0.286468,-0.0677972,118.321,10000000,0
0.1,0.0476622,0.000248817,-0,-nan,-0.00149158,7.78665e-06,0,-nan,0.237628,0.00124052,-0,-nan,27.9005,26.1577,0.200575,-0.00627694,118.69,10000000,0
0.15,0.0471493,0.000246139,-0,-nan,-0.00298414,1.55785e-05,0,-nan,0.237628,0.00124052,-0,-nan,13.4601,12.7186,0.198417,-0.0125581,119.004,10000000,0
0.2,0.0475273,0.000248112,-0,-nan,-0.00507915,2.65153e-05,0,-nan,0.237628,0.00124052,-0,-nan,7.5318,7.0952,0.200007,-0.0213744,119.318,10000000,0
0.25,0.0487401,0.000254444,-0,-nan,-0.00748108,3.90544e-05,0,-nan,0.237628,0.00124052,-0,-nan,4.54132,4.2214,0.205111,-0.0314824,118.627,10000000,0
0.3,0.0503392,0.000262792,-0,-nan,-0.0099324,5.18513e-05,0,-nan,0.237628,0.00124052,-0,-nan,2.86252,2.61228,0.211841,-0.0417982,118.678,10000000,0
0.35,0.0519278,0.000271085,-0,-nan,-0.0123183,6.43066e-05,0,-nan,0.237628,0.00124052,-0,-nan,1.85835,1.66446,0.218526,-0.0518386,120.508,10000000,0
0.4,0.0533124,0.000278313,-0,-nan,-0.0146362,7.64069e-05,0,-nan,0.237628,0.00124051,-0,-nan,1.24093,1.09334,0.224353,-0.0615929,119.295,10000000,0
0.45,0.0545184,0.000284608,-0,-nan,-0.0168935,8.81907e-05,0,-nan,0.237628,0.00124051,-0,-nan,0.851501,0.739513,0.229428,-0.0710921,120.383,10000000,0
0.5,0.0557155,0.000290857,-0,-nan,-0.0189874,9.91218e-05,0,-nan,0.237628,0.00124051,-0,-nan,0.599567,0.513144,0.234465,-0.0799041,119.135,10000000,0
0.55,0.0570806,0.000297983,-0,-nan,-0.0206789,0.000107952,0,-nan,0.237628,0.00124051,-0,-nan,0.431962,0.363263,0.24021,-0.0870222,119.291,10000000,0
0.6,0.0587082,0.000306479,-0,-nan,-0.0216346,0.000112941,0,-nan,0.237628,0.00124051,-0,-nan,0.315884,0.259811,0.247059,-0.0910441,118.086,10000000,0
0.65,0.0605245,0.000315961,-0,-nan,-0.021623,0.00011288,0,-nan,0.237628,0.00124051,-0,-nan,0.231447,0.185432,0.254703,-0.0909954,118.434,10000000,0
0.7,0.0624235,0.000325874,-0,-nan,-0.0204813,0.00010692,0,-nan,0.237628,0.00124051,-0,-nan,0.167703,0.130513,0.262694,-0.0861905,119.208,10000000,0
