z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,denU,denL,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0624654,0.000326096,-0,-nan,-0.0149079,7.78255e-05,0,-nan,0.237628,0.00124052,-0,-nan,1.65212,1.42016,0.262871,-0.0627364,120.771,10000000,0
0.15,0.0622748,0.0003251,-0,-nan,-0.0163569,8.53899e-05,0,-nan,0.237628,0.00124051,-0,-nan,0.793168,0.694488,0.262069,-0.0688343,117.759,10000000,0
0.2,0.0630079,0.000328926,-0,-nan,-0.0191026,9.9723e-05,0,-nan,0.237628,0.00124051,-0,-nan,0.444944,0.386846,0.265154,-0.0803887,117.019,10000000,0
0.25,0.0645326,0.000336885,-0,-nan,-0.0228407,0.000119237,0,-nan,0.237628,0.00124051,-0,-nan,0.270759,0.228186,0.27157,-0.0961197,118.338,10000000,0
0.3,0.0663648,0.000346449,-0,-nan,-0.0270819,0.000141378,0,-nan,0.237628,0.00124051,-0,-nan,0.172748,0.139444,0.27928,-0.113968,120.22,10000000,0
0.35,0.0681305,0.000355667,-0,-nan,-0.0314582,0.000164224,0,-nan,0.237628,0.0012405,-0,-nan,0.113483,0.0876768,0.286711,-0.132384,117.235,10000000,0
0.4,0.0696805,0.000363758,-0,-nan,-0.0358016,0.000186897,0,-nan,0.237628,0.0012405,-0,-nan,0.0765458,0.0569011,0.293234,-0.150662,119.311,10000000,0
0.45,0.07105,0.000370907,-0,-nan,-0.0400999,0.000209336,0,-nan,0.237628,0.0012405,-0,-nan,0.0529773,0.0380705,0.298997,-0.168751,118.122,10000000,0
0.5,0.0723545,0.000377716,-0,-nan,-0.0443434,0.000231489,0,-nan,0.237628,0.0012405,-0,-nan,0.0376223,0.0261181,0.304487,-0.186609,118.198,10000000,0
0.55,0.0736744,0.000384607,-0,-nan,-0.0483846,0.000252585,0,-nan,0.237628,0.0012405,-0,-nan,0.027376,0.0182308,0.310041,-0.203615,118.601,10000000,0
0.6,0.0750062,0.000391559,-0,-nan,-0.0518862,0.000270865,0,-nan,0.237628,0.0012405,-0,-nan,0.020264,0.0127992,0.315646,-0.218351,119.557,10000000,0
0.65,0.0762524,0.000398065,-0,-nan,-0.0544391,0.000284192,0,-nan,0.237628,0.0012405,-0,-nan,0.0150542,0.00892748,0.32089,-0.229094,119.551,10000000,0
0.7,0.0773221,0.000403649,-0,-nan,-0.0556149,0.000290329,0,-nan,0.237628,0.0012405,-0,-nan,0.0110694,0.00611706,0.325392,-0.234042,118.119,10000000,0
0.75,0.0781402,0.00040792,-0,-nan,-0.0551671,0.000287992,0,-nan,0.237628,0.0012405,-0,-nan,0.00788929,0.00405528,0.328835,-0.232158,118.901,10000000,0
0.8,0.0786841,0.000410759,-0,-nan,-0.0531516,0.00027747,0,-nan,0.237628,0.0012405,-0,-nan,0.00529414,0.00254296,0.331123,-0.223676,119.048,10000000,0
0.1,0.0558893,0.000291765,-0,-nan,-0.0162683,8.49272e-05,0,-nan,0.237628,0.00124052,-0,-nan,1.65212,1.42016,0.235197,-0.0684612,120.561,10000000,0
0.15,0.0558936,0.000291787,-0,-nan,-0.017963,9.3774e-05,0,-nan,0.237628,0.00124051,-0,-nan,0.793168,0.694488,0.235215,-0.0755929,119.179,10000000,0
0.2,0.0567271,0.000296138,-0,-nan,-0.0209076,0.000109146,0,-nan,0.237628,0.00124051,-0,-nan,0.444944,0.386846,0.238723,-0.0879847,118.825,10000000,0
0.25,0.0582414,0.000304042,-0,-nan,-0.0247767,0.000129344,0,-nan,0.237628,0.00124051,-0,-nan,0.270759,0.228186,0.245095,-0.104267,118.387,10000000,0
0.3,0.0599971,0.000313207,-0,-nan,-0.0290746,0.00015178,0,-nan,0.237628,0.00124051,-0,-nan,0.172748,0.139444,0.252484,-0.122354,119.036,10000000,0
