z2,<dsig|c12>_UC,err_<dsig|c12>_UC,<ALL|c12>_UC,err_<ALL|c12>_UC,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,Collins_UC,times[s],neval,fail
,0.1,0.019805,7.25645e-06,0.000258914,7.51794e-08,0.148847,5.45367e-05,0.0019459,5.6502e-07,0.210601,120.887,39000000,0
,0.15,0.0202018,7.46962e-06,0.000264116,7.72578e-08,0.14885,5.50372e-05,0.00194604,5.69246e-07,0.214816,117.675,38000000,0
,0.2,0.0210227,7.74753e-06,0.000274821,8.00241e-08,0.148847,5.48549e-05,0.00194582,5.66596e-07,0.223549,117.714,38000000,0
,0.25,0.0221358,8.24702e-06,0.000289348,8.5079e-08,0.148846,5.54547e-05,0.00194564,5.7209e-07,0.235387,114.687,37000000,0
,0.3,0.0233263,8.667e-06,0.000304889,8.93199e-08,0.148845,5.53042e-05,0.0019455,5.69951e-07,0.248048,114.782,37000000,0
,0.35,0.0244698,9.0706e-06,0.000319824,9.34009e-08,0.148845,5.51746e-05,0.00194542,5.68138e-07,0.260209,114.801,37000000,0
,0.4,0.0255504,9.73133e-06,0.000333935,1.0013e-07,0.148846,5.66905e-05,0.00194536,5.83314e-07,0.271698,108.742,35000000,0
,0.45,0.0265941,1.53836e-05,0.000347623,1.58027e-07,0.148864,8.61118e-05,0.00194586,8.84578e-07,0.282762,49.5694,16000000,0
,0.5,0.0275835,2.86354e-05,0.00036084,2.93008e-07,0.148913,0.000154592,0.00194805,1.58184e-06,0.293184,18.4942,6000000,0
,0.55,0.0284291,7.18399e-05,0.000371324,7.27539e-07,0.149061,0.000376675,0.00194695,3.81467e-06,0.301873,6.19817,2000000,0
,0.6,0.029042,0.000170203,0.000375628,1.68369e-06,0.149676,0.000877188,0.0019359,8.67737e-06,0.307114,3.09491,1000000,0
,0.65,0.0290813,0.000170434,0.000376135,1.68597e-06,0.149676,0.000877189,0.00193589,8.67736e-06,0.30753,3.09648,1000000,0
,0.7,0.0285832,0.000167515,0.000369693,1.6571e-06,0.149676,0.000877189,0.00193589,8.67735e-06,0.302263,3.09752,1000000,0
,0.75,0.0275961,0.00016173,0.000356925,1.59987e-06,0.149676,0.000877189,0.00193588,8.67734e-06,0.291825,3.09937,1000000,0
,0.8,0.0262741,0.000153982,0.000339824,1.52322e-06,0.149676,0.00087719,0.00193588,8.67733e-06,0.277844,3.09585,1000000,0
