z2,AL_over_AU,err_AL_over_AU,BU_over_AU_times_Collins_UC,err_BU_over_AU_times_Collins_UC,BL_over_AU_times_Collins_UC,err_BL_over_AU_times_Collins_UC,AU,err_AU,BU,err_BU,AL,err_AL,BL,err_BL,Collins_UC,Collins_U,Collins_L,time[s],neval,fail
,0.1,0,0,0,0,0,0,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0.316702,0.0642007,-0.673498,0.0834291,1000000,0
,0.15,0,0,0,0,0,0,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0.334672,0.0965433,-0.676878,0.101368,1000000,0
,0.2,0,0,0,0,0,0,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0.345169,0.136476,-0.677197,0.0827595,1000000,0
,0.25,0,0,0,0,0,0,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0.348202,0.184228,-0.674848,0.0833479,1000000,0
,0.3,0,0,0,0,0,0,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0.348502,0.240547,-0.671724,0.0822091,1000000,0
,0.35,0,0,0,0,0,0,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0.350265,0.305676,-0.669647,0.0827742,1000000,0
,0.4,0,0,0,0,0,0,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0.355428,0.37939,-0.66975,0.082743,1000000,0
,0.45,0,0,0,0,0,0,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0.362923,0.461308,-0.672121,0.0832981,1000000,0
,0.5,0,0,0,0,0,0,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0.369161,0.55117,-0.676097,0.0837133,1000000,0
,0.55,0,0,0,0,0,0,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0.370049,0.648934,-0.681275,0.0828383,1000000,0
,0.6,0,0,0,0,0,0,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0.362559,0.754678,-0.688105,0.0827718,1000000,0
,0.65,0,0,0,0,0,0,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0.346564,0.868398,-0.698482,0.0827767,1000000,0
,0.7,0,0,0,0,0,0,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0.323162,0.989968,-0.715623,0.0835942,1000000,0
,0.75,0,0,0,0,0,0,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0.295793,1.11908,-0.744839,0.0831246,1000000,0
,0.8,0,0,0,0,0,0,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0.2686,1.25534,-0.793461,0.0841739,1000000,0
