z2,AL_over_AU,err_AL_over_AU,BU_over_AU_times_Collins_UC,err_BU_over_AU_times_Collins_UC,BL_over_AU_times_Collins_UC,err_BL_over_AU_times_Collins_UC,AU,err_AU,BU,err_BU,AL,err_AL,BL,err_BL,Collins_UC,Collins_U,Collins_L,time[s],neval,fail
,0.1,0,0,0,0,0,0,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0.0916953,0.185579,-0.00290307,0.306497,1000000,0
,0.15,0,0,0,0,0,0,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0.098236,0.188896,-0.012755,0.307774,1000000,0
,0.2,0,0,0,0,0,0,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0.103238,0.185379,-0.0272563,0.307939,1000000,0
,0.25,0,0,0,0,0,0,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0.107628,0.17629,-0.0470692,0.308424,1000000,0
,0.3,0,0,0,0,0,0,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0.11351,0.165282,-0.0725222,0.307125,1000000,0
,0.35,0,0,0,0,0,0,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0.122265,0.155148,-0.103426,0.307659,1000000,0
,0.4,0,0,0,0,0,0,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0.134294,0.147021,-0.139417,0.303362,1000000,0
,0.45,0,0,0,0,0,0,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0.149385,0.140401,-0.180743,0.308476,1000000,0
,0.5,0,0,0,0,0,0,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0.167283,0.133933,-0.22869,0.298347,1000000,0
,0.55,0,0,0,0,0,0,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0.188159,0.126455,-0.285452,0.307142,1000000,0
,0.6,0,0,0,0,0,0,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0.212605,0.11758,-0.353408,0.307659,1000000,0
,0.65,0,0,0,0,0,0,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0.241328,0.107998,-0.433922,0.308214,1000000,0
,0.7,0,0,0,0,0,0,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0.274806,0.0985958,-0.527565,0.307893,1000000,0
,0.75,0,0,0,0,0,0,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0.31302,0.0905789,-0.633041,0.303247,1000000,0
,0.8,0,0,0,0,0,0,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0,2.22045e-19,0.355438,0.0848937,-0.747717,0.307019,1000000,0
