z2,AL_over_AU,err_AL_over_AU,BU_over_AU_times_Collins_UC,err_BU_over_AU_times_Collins_UC,BL_over_AU_times_Collins_UC,err_BL_over_AU_times_Collins_UC,AU,err_AU,BU,err_BU,AL,err_AL,BL,err_BL,Collins_UC,Collins_U,Collins_L,time[s],neval,fail
,0.1,0.944619,0.000730526,0.0130469,1.07507e-05,0.0123009,1.0051e-05,2.98361e-12,1.64502e-15,6.83914e-13,4.18806e-16,2.81837e-12,1.5284e-15,6.44808e-13,3.88843e-16,0.0900894,0.182588,-0.00300471,0.314238,1000000,0
,0.15,0.944619,0.000730526,0.0141161,1.16317e-05,0.013309,1.08747e-05,2.98361e-12,1.64502e-15,6.83914e-13,4.18806e-16,2.81837e-12,1.5284e-15,6.44808e-13,3.88843e-16,0.0974722,0.187583,-0.0127007,0.321743,1000000,0
,0.2,0.944619,0.000730526,0.0149259,1.2299e-05,0.0140725,1.14985e-05,2.98361e-12,1.64502e-15,6.83914e-13,4.18806e-16,2.81837e-12,1.5284e-15,6.44808e-13,3.88843e-16,0.103064,0.185375,-0.0269364,0.320522,1000000,0
,0.25,0.944619,0.000730526,0.0155963,1.28514e-05,0.0147045,1.20149e-05,2.98361e-12,1.64502e-15,6.83914e-13,4.18806e-16,2.81837e-12,1.5284e-15,6.44808e-13,3.88843e-16,0.107693,0.177005,-0.0464487,0.316209,1000000,0
,0.3,0.944619,0.000730526,0.0164465,1.3552e-05,0.0155061,1.267e-05,2.98361e-12,1.64502e-15,6.83914e-13,4.18806e-16,2.81837e-12,1.5284e-15,6.44808e-13,3.88843e-16,0.113564,0.16629,-0.0715856,0.317399,1000000,0
,0.35,0.944619,0.000730526,0.0176963,1.45818e-05,0.0166844,1.36327e-05,2.98361e-12,1.64502e-15,6.83914e-13,4.18806e-16,2.81837e-12,1.5284e-15,6.44808e-13,3.88843e-16,0.122193,0.156252,-0.102163,0.331284,1000000,0
,0.4,0.944619,0.000730526,0.0194214,1.60033e-05,0.0183108,1.49617e-05,2.98361e-12,1.64502e-15,6.83914e-13,4.18806e-16,2.81837e-12,1.5284e-15,6.44808e-13,3.88843e-16,0.134105,0.148344,-0.137694,0.324598,1000000,0
,0.45,0.944619,0.000730526,0.021588,1.77886e-05,0.0203536,1.66308e-05,2.98361e-12,1.64502e-15,6.83914e-13,4.18806e-16,2.81837e-12,1.5284e-15,6.44808e-13,3.88843e-16,0.149066,0.142111,-0.178307,0.320341,1000000,0
,0.5,0.944619,0.000730526,0.0241523,1.99016e-05,0.0227713,1.86063e-05,2.98361e-12,1.64502e-15,6.83914e-13,4.18806e-16,2.81837e-12,1.5284e-15,6.44808e-13,3.88843e-16,0.166772,0.136174,-0.225208,0.325116,1000000,0
,0.55,0.944619,0.000730526,0.0271298,2.2355e-05,0.0255785,2.09e-05,2.98361e-12,1.64502e-15,6.83914e-13,4.18806e-16,2.81837e-12,1.5284e-15,6.44808e-13,3.88843e-16,0.187332,0.129114,-0.280771,0.321212,1000000,0
,0.6,0.944619,0.000730526,0.03061,2.52227e-05,0.0288597,2.35811e-05,2.98361e-12,1.64502e-15,6.83914e-13,4.18806e-16,2.81837e-12,1.5284e-15,6.44808e-13,3.88843e-16,0.211363,0.12044,-0.347594,0.320047,1000000,0
,0.65,0.944619,0.000730526,0.0347046,2.85967e-05,0.0327202,2.67355e-05,2.98361e-12,1.64502e-15,6.83914e-13,4.18806e-16,2.81837e-12,1.5284e-15,6.44808e-13,3.88843e-16,0.239636,0.110779,-0.427318,0.325427,1000000,0
,0.7,0.944619,0.000730526,0.0394972,3.25458e-05,0.0372387,3.04275e-05,2.98361e-12,1.64502e-15,6.83914e-13,4.18806e-16,2.81837e-12,1.5284e-15,6.44808e-13,3.88843e-16,0.272729,0.101028,-0.52082,0.320482,1000000,0
,0.75,0.944619,0.000730526,0.0449954,3.70763e-05,0.0424226,3.46632e-05,2.98361e-12,1.64502e-15,6.83914e-13,4.18806e-16,2.81837e-12,1.5284e-15,6.44808e-13,3.88843e-16,0.310694,0.092523,-0.626865,0.325819,1000000,0
,0.8,0.944619,0.000730526,0.0511243,4.21266e-05,0.048201,3.93847e-05,2.98361e-12,1.64502e-15,6.83914e-13,4.18806e-16,2.81837e-12,1.5284e-15,6.44808e-13,3.88843e-16,0.353015,0.0863148,-0.742765,0.330374,1000000,0
