z2,AL_over_AU,err_AL_over_AU,BU_over_AU_times_Collins_UL,err_BU_over_AU_times_Collins_UL,BL_over_AU_times_Collins_UL,err_BL_over_AU_times_Collins_UL,AU,err_AU,BU,err_BU,AL,err_AL,BL,err_BL,Collins_UL,Collins_U,Collins_L,time[s],neval,fail
,0.1,0.313457,9.42783e-05,0.039709,2.14049e-05,0.0110551,4.82436e-06,2.57572e-09,6.80386e-13,4.60837e-10,2.1654e-13,8.07376e-10,1.16119e-13,1.28298e-10,4.45662e-14,0.351289,0.347792,-0.00349673,0.546614,2000000,0
,0.15,0.313457,9.42783e-05,0.0403115,2.17297e-05,0.0112228,4.89756e-06,2.57572e-09,6.80386e-13,4.60837e-10,2.1654e-13,8.07376e-10,1.16119e-13,1.28298e-10,4.45662e-14,0.356619,0.343832,-0.0127867,0.545467,2000000,0
,0.2,0.313457,9.42783e-05,0.042171,2.2732e-05,0.0117405,5.12348e-06,2.57572e-09,6.80386e-13,4.60837e-10,2.1654e-13,8.07376e-10,1.16119e-13,1.28298e-10,4.45662e-14,0.373069,0.346388,-0.0266807,0.534997,2000000,0
,0.25,0.313457,9.42783e-05,0.0450215,2.42686e-05,0.0125341,5.4698e-06,2.57572e-09,6.80386e-13,4.60837e-10,2.1654e-13,8.07376e-10,1.16119e-13,1.28298e-10,4.45662e-14,0.398287,0.355063,-0.0432233,0.558419,2000000,0
,0.3,0.313457,9.42783e-05,0.0482911,2.6031e-05,0.0134444,5.86703e-06,2.57572e-09,6.80386e-13,4.60837e-10,2.1654e-13,8.07376e-10,1.16119e-13,1.28298e-10,4.45662e-14,0.427211,0.366598,-0.0606132,0.566838,2000000,0
,0.35,0.313457,9.42783e-05,0.0515502,2.77878e-05,0.0143517,6.26299e-06,2.57572e-09,6.80386e-13,4.60837e-10,2.1654e-13,8.07376e-10,1.16119e-13,1.28298e-10,4.45662e-14,0.456043,0.378073,-0.0779705,0.540338,2000000,0
,0.4,0.313457,9.42783e-05,0.0546303,2.94481e-05,0.0152092,6.63719e-06,2.57572e-09,6.80386e-13,4.60837e-10,2.1654e-13,8.07376e-10,1.16119e-13,1.28298e-10,4.45662e-14,0.483291,0.388088,-0.0952028,0.541999,2000000,0
,0.45,0.313457,9.42783e-05,0.0575508,3.10224e-05,0.0160223,6.99202e-06,2.57572e-09,6.80386e-13,4.60837e-10,2.1654e-13,8.07376e-10,1.16119e-13,1.28298e-10,4.45662e-14,0.509128,0.396833,-0.112295,0.54402,2000000,0
,0.5,0.313457,9.42783e-05,0.0603655,3.25396e-05,0.0168059,7.33398e-06,2.57572e-09,6.80386e-13,4.60837e-10,2.1654e-13,8.07376e-10,1.16119e-13,1.28298e-10,4.45662e-14,0.534028,0.405545,-0.128483,0.545566,2000000,0
,0.55,0.313457,9.42783e-05,0.0630169,3.39689e-05,0.0175441,7.65611e-06,2.57572e-09,6.80386e-13,4.60837e-10,2.1654e-13,8.07376e-10,1.16119e-13,1.28298e-10,4.45662e-14,0.557484,0.415571,-0.141913,0.539067,2000000,0
,0.6,0.313457,9.42783e-05,0.0652946,3.51966e-05,0.0181782,7.93282e-06,2.57572e-09,6.80386e-13,4.60837e-10,2.1654e-13,8.07376e-10,1.16119e-13,1.28298e-10,4.45662e-14,0.577633,0.42756,-0.150073,0.551108,2000000,0
,0.65,0.313457,9.42783e-05,0.0669242,3.60751e-05,0.0186319,8.13082e-06,2.57572e-09,6.80386e-13,4.60837e-10,2.1654e-13,8.07376e-10,1.16119e-13,1.28298e-10,4.45662e-14,0.59205,0.440998,-0.151053,0.552311,2000000,0
,0.7,0.313457,9.42783e-05,0.067658,3.64706e-05,0.0188361,8.21996e-06,2.57572e-09,6.80386e-13,4.60837e-10,2.1654e-13,8.07376e-10,1.16119e-13,1.28298e-10,4.45662e-14,0.598541,0.455095,-0.143447,0.550351,2000000,0
,0.75,0.313457,9.42783e-05,0.0673989,3.63309e-05,0.018764,8.18848e-06,2.57572e-09,6.80386e-13,4.60837e-10,2.1654e-13,8.07376e-10,1.16119e-13,1.28298e-10,4.45662e-14,0.596249,0.468641,-0.127608,0.550386,2000000,0
,0.8,0.313457,9.42783e-05,0.0662692,3.5722e-05,0.0184495,8.05124e-06,2.57572e-09,6.80386e-13,4.60837e-10,2.1654e-13,8.07376e-10,1.16119e-13,1.28298e-10,4.45662e-14,0.586256,0.480495,-0.105761,0.525681,2000000,0
