z2,AL_over_AU,err_AL_over_AU,BU_over_AU_times_Collins_UL,err_BU_over_AU_times_Collins_UL,BL_over_AU_times_Collins_UL,err_BL_over_AU_times_Collins_UL,AU,err_AU,BU,err_BU,AL,err_AL,BL,err_BL,Collins_UL,Collins_U,Collins_L,time[s],neval,fail
,0.1,0.343136,0.000229916,0.020809,1.99091e-05,0.00641207,5.43895e-06,1.83517e-09,9.90785e-13,3.31762e-10,2.6205e-13,6.29714e-10,2.49894e-13,1.02229e-10,6.68818e-14,0.182191,0.179037,-0.00315344,0.322015,1000000,0
,0.15,0.343136,0.000229916,0.0226565,2.16767e-05,0.00698136,5.92184e-06,1.83517e-09,9.90785e-13,3.31762e-10,2.6205e-13,6.29714e-10,2.49894e-13,1.02229e-10,6.68818e-14,0.198366,0.185688,-0.0126786,0.314287,1000000,0
,0.2,0.343136,0.000229916,0.0241487,2.31043e-05,0.00744115,6.31185e-06,1.83517e-09,9.90785e-13,3.31762e-10,2.6205e-13,6.29714e-10,2.49894e-13,1.02229e-10,6.68818e-14,0.211431,0.184765,-0.0266653,0.31781,1000000,0
,0.25,0.343136,0.000229916,0.0254693,2.43678e-05,0.00784807,6.65702e-06,1.83517e-09,9.90785e-13,3.31762e-10,2.6205e-13,6.29714e-10,2.49894e-13,1.02229e-10,6.68818e-14,0.222993,0.177109,-0.0458837,0.324012,1000000,0
,0.3,0.343136,0.000229916,0.0271133,2.59408e-05,0.00835468,7.08674e-06,1.83517e-09,9.90785e-13,3.31762e-10,2.6205e-13,6.29714e-10,2.49894e-13,1.02229e-10,6.68818e-14,0.237388,0.166648,-0.0707399,0.314197,1000000,0
,0.35,0.343136,0.000229916,0.029441,2.81678e-05,0.00907192,7.69513e-06,1.83517e-09,9.90785e-13,3.31762e-10,2.6205e-13,6.29714e-10,2.49894e-13,1.02229e-10,6.68818e-14,0.257767,0.15677,-0.100998,0.314337,1000000,0
,0.4,0.343136,0.000229916,0.0325698,3.11612e-05,0.010036,8.51291e-06,1.83517e-09,9.90785e-13,3.31762e-10,2.6205e-13,6.29714e-10,2.49894e-13,1.02229e-10,6.68818e-14,0.285161,0.14904,-0.136121,0.32547,1000000,0
,0.45,0.343136,0.000229916,0.0364636,3.48867e-05,0.0112359,9.53066e-06,1.83517e-09,9.90785e-13,3.31762e-10,2.6205e-13,6.29714e-10,2.49894e-13,1.02229e-10,6.68818e-14,0.319253,0.143198,-0.176055,0.319495,1000000,0
,0.5,0.343136,0.000229916,0.0410898,3.93128e-05,0.0126614,1.07398e-05,1.83517e-09,9.90785e-13,3.31762e-10,2.6205e-13,6.29714e-10,2.49894e-13,1.02229e-10,6.68818e-14,0.359757,0.13777,-0.221987,0.320587,1000000,0
,0.55,0.343136,0.000229916,0.0465494,4.45363e-05,0.0143437,1.21668e-05,1.83517e-09,9.90785e-13,3.31762e-10,2.6205e-13,6.29714e-10,2.49894e-13,1.02229e-10,6.68818e-14,0.407557,0.131227,-0.27633,0.321948,1000000,0
,0.6,0.343136,0.000229916,0.0530896,5.07936e-05,0.016359,1.38763e-05,1.83517e-09,9.90785e-13,3.31762e-10,2.6205e-13,6.29714e-10,2.49894e-13,1.02229e-10,6.68818e-14,0.464819,0.122833,-0.341986,0.321891,1000000,0
,0.65,0.343136,0.000229916,0.0609971,5.83592e-05,0.0187956,1.59431e-05,1.83517e-09,9.90785e-13,3.31762e-10,2.6205e-13,6.29714e-10,2.49894e-13,1.02229e-10,6.68818e-14,0.534053,0.113178,-0.420875,0.319521,1000000,0
,0.7,0.343136,0.000229916,0.0705061,6.74569e-05,0.0217257,1.84285e-05,1.83517e-09,9.90785e-13,3.31762e-10,2.6205e-13,6.29714e-10,2.49894e-13,1.02229e-10,6.68818e-14,0.617307,0.103188,-0.51412,0.321728,1000000,0
,0.75,0.343136,0.000229916,0.081664,7.81323e-05,0.0251639,2.13449e-05,1.83517e-09,9.90785e-13,3.31762e-10,2.6205e-13,6.29714e-10,2.49894e-13,1.02229e-10,6.68818e-14,0.714999,0.0942364,-0.620763,0.319527,1000000,0
,0.8,0.343136,0.000229916,0.0942723,9.01953e-05,0.029049,2.46404e-05,1.83517e-09,9.90785e-13,3.31762e-10,2.6205e-13,6.29714e-10,2.49894e-13,1.02229e-10,6.68818e-14,0.82539,0.0875906,-0.737799,0.321713,1000000,0
