        Q2    <dsig|+1,0>         err[1]    <dsig|+2,0>         err[2]      <ALL|0,0>         err[3]     <ALL|+1,0>         err[4]   <dsig|0,+1>          err[5]   <dsig|+1,-1>         err[6]    dsig|+1,+1>         err[7]  <dsig|+2,+1>          err[8]  <dsig|+2,-1>          err[9]     <ALL|0,+1>        err[10]    <ALL|+1,-1>        err[11]    <ALL|+1,+1>        err[12]           AUzi        err[13]        AUcfqzi        err[14]       AUc2fqzi        err[15]           ALzi        err[16]        ALcfqzi        err[17]       BUcf12zi        err[18]    BUcfqmf12zi        err[19]    BUcfqpf12zi        err[20]   BUc2fqmf12zi        err[21]   BUc2fqpf12zi        err[22]       BLcf12zi        err[23]    BLcfqmf12zi        err[24]    BLcfqpf12zi        err[25]        time[s]     neval      fail
    220.35      0.0569685    6.81337e-05        0.14703    7.90483e-05     -0.0700357    4.14339e-05     -0.0243363    1.02536e-05    -0.00132075    4.74232e-06    -0.00216042    4.94295e-06     0.00216042    4.94295e-06       0.011859    5.87939e-06       0.011859    5.87939e-06    -0.00109607    7.08923e-07     0.00152041    6.35401e-07    -0.00152041    6.35401e-07    8.99909e-06    2.76818e-09    2.56333e-07    2.96257e-10    1.32313e-06    5.83425e-10   -6.30258e-07    3.18503e-10   -1.09502e-07    3.15275e-11   -4.42933e-08    1.58456e-10   -7.24527e-08    1.64264e-10    7.24527e-08    1.64264e-10    3.97709e-07    1.54631e-10    3.97709e-07    1.54631e-10   -3.67582e-08    2.09138e-11    5.09891e-08    1.44246e-11   -5.09891e-08    1.44246e-11        20.0805  10000000         1
   228.764      0.0538342    6.76572e-05       0.146188    7.89571e-05     -0.0706534    4.22163e-05     -0.0250616    1.07509e-05    -0.00124002    4.81431e-06    -0.00195806    4.88748e-06     0.00195806    4.88748e-06      0.0118887    5.95783e-06      0.0118887    5.95783e-06    -0.00109333    7.19882e-07     0.00156212    6.63253e-07    -0.00156212    6.63253e-07    8.27921e-06    2.56463e-09    2.22852e-07    2.71433e-10    1.21032e-06    5.35502e-10   -5.84954e-07     2.9888e-10   -1.03745e-07    3.07874e-11   -3.82691e-08    1.48105e-10   -6.04292e-08     1.4967e-10    6.04292e-08     1.4967e-10    3.66905e-07    1.44535e-10    3.66905e-07    1.44535e-10    -3.3742e-08    1.96046e-11    4.82099e-08    1.39988e-11   -4.82099e-08    1.39988e-11        20.0206  10000000         1
   237.178      0.0508461    6.47394e-05       0.145344    7.39028e-05     -0.0712472    4.19698e-05      -0.025782    1.05135e-05     -0.0011565    4.57433e-06    -0.00176714    4.66391e-06     0.00176714    4.66391e-06      0.0119149    5.63908e-06      0.0119149    5.63908e-06     -0.0010903    7.10868e-07     0.00160349    6.46296e-07    -0.00160349    6.46296e-07    7.63612e-06    2.23687e-09    1.94133e-07    2.40548e-10    1.10987e-06    4.61269e-10   -5.44052e-07    2.78052e-10   -9.84372e-08    2.79256e-11   -3.29276e-08    1.29881e-10   -5.03133e-08    1.31969e-10    5.03133e-08    1.31969e-10    3.39236e-07    1.26105e-10    3.39236e-07    1.26105e-10   -3.10428e-08    1.80818e-11     4.5654e-08    1.26392e-11    -4.5654e-08    1.26392e-11          19.91  10000000         1
   245.592      0.0479634     6.4142e-05        0.14451    6.96107e-05     -0.0717995    4.20945e-05     -0.0264963    1.02411e-05    -0.00107206    4.40464e-06     -0.0015847    4.61828e-06      0.0015847    4.61828e-06      0.0119382    5.35342e-06      0.0119382    5.35342e-06    -0.00108667    7.13339e-07     0.00164446    6.27324e-07    -0.00164446    6.27324e-07    7.05938e-06    1.95568e-09    1.69296e-07     2.2149e-10    1.02015e-06    4.02008e-10    -5.0686e-07    2.61892e-10   -9.35236e-08    2.52069e-11   -2.82247e-08    1.15699e-10   -4.17212e-08    1.21037e-10    4.17212e-08    1.21037e-10    3.14303e-07    1.10829e-10    3.14303e-07    1.10829e-10   -2.86094e-08    1.70261e-11    4.32945e-08    1.13542e-11   -4.32945e-08    1.13542e-11        14.0358  10000000         1
   254.006      0.0451837    6.63373e-05       0.143689    7.14325e-05     -0.0723086    4.32626e-05     -0.0272047    1.07684e-05   -0.000988255    4.45459e-06    -0.00141068    4.77658e-06     0.00141068    4.77658e-06      0.0119592    5.51545e-06      0.0119592    5.51545e-06    -0.00108244    7.34317e-07     0.00168504    6.59522e-07    -0.00168504    6.59522e-07    6.54128e-06     1.8648e-09     1.4778e-07    2.12836e-10    9.39912e-07    3.82796e-10   -4.72991e-07    2.48802e-10   -8.89767e-08    2.44336e-11   -2.41143e-08    1.08478e-10   -3.44218e-08    1.16139e-10    3.44218e-08    1.16139e-10    2.91814e-07     1.0579e-10    2.91814e-07     1.0579e-10   -2.64123e-08    1.62591e-11    4.11164e-08    1.10266e-11   -4.11164e-08    1.10266e-11        14.2744  10000000         1
    262.42      0.0425256    6.38125e-05       0.142874    6.67115e-05      -0.072789    4.32687e-05     -0.0279084    1.05913e-05   -0.000903256    4.31731e-06    -0.00124591    4.57867e-06     0.00124591    4.57867e-06      0.0119775    5.22762e-06      0.0119775    5.22762e-06    -0.00107787    7.32662e-07     0.00172529    6.44865e-07    -0.00172529    6.44865e-07    6.07336e-06    1.63458e-09    1.29137e-07    1.90636e-10    8.67727e-07    3.31083e-10   -4.42074e-07    2.34308e-10    -8.4749e-08    2.26751e-11   -2.04681e-08    9.76765e-11   -2.82327e-08    1.03476e-10    2.82327e-08    1.03476e-10    2.71414e-07    9.32557e-11    2.71414e-07    9.32557e-11   -2.44248e-08    1.52455e-11    3.90957e-08    1.01399e-11   -3.90957e-08    1.01399e-11        14.0132  10000000         1
   270.834      0.0399546    6.36341e-05       0.142074    6.53591e-05     -0.0732313    4.36812e-05     -0.0286068    1.07322e-05   -0.000819893    4.26359e-06    -0.00108804    4.55816e-06     0.00108804    4.55816e-06       0.011994    5.16658e-06       0.011994    5.16658e-06    -0.00107278    7.39832e-07      0.0017652    6.51743e-07     -0.0017652    6.51743e-07    5.65027e-06    1.49709e-09    1.12877e-07     1.7727e-10    8.02758e-07    3.01893e-10   -4.13777e-07    2.21124e-10   -8.08182e-08    2.14654e-11   -1.72884e-08    8.97861e-11   -2.29426e-08    9.59219e-11    2.29426e-08    9.59219e-11    2.52907e-07    8.58972e-11    2.52907e-07    8.58972e-11   -2.26208e-08    1.44029e-11    3.72213e-08     9.5709e-12   -3.72213e-08     9.5709e-12        14.4576  10000000         1
   279.248      0.0374721    6.47132e-05       0.141284      6.928e-05     -0.0736373    4.51508e-05        -0.0293    1.16997e-05   -0.000736481    4.48175e-06   -0.000937095    4.62558e-06    0.000937095    4.62558e-06      0.0120084    5.53311e-06      0.0120084    5.53311e-06    -0.00106719    7.63156e-07     0.00180476    7.11192e-07    -0.00180476    7.11192e-07    5.26657e-06    1.49473e-09    9.86746e-08    1.68091e-10    7.44083e-07    2.97542e-10   -3.87816e-07    2.10782e-10   -7.71551e-08    2.16715e-11   -1.44779e-08    8.80073e-11   -1.84216e-08    9.07802e-11    1.84216e-08    9.07802e-11    2.36064e-07    8.56875e-11    2.36064e-07    8.56875e-11    -2.0979e-08    1.37701e-11    3.54782e-08    9.69907e-12   -3.54782e-08    9.69907e-12        15.0077  10000000         1
   287.662      0.0350727     6.6762e-05       0.140503    6.82914e-05     -0.0740169    4.61652e-05     -0.0299882    1.18164e-05   -0.000653218    4.41341e-06   -0.000792236    4.77399e-06    0.000792236    4.77399e-06      0.0120207    5.46615e-06      0.0120207    5.46615e-06    -0.00106124    7.82689e-07       0.001844    7.17196e-07      -0.001844    7.17196e-07    4.91714e-06    1.38194e-09    8.62287e-08     1.6234e-10    6.90874e-07     2.7397e-10   -3.63952e-07    2.02649e-10   -7.37282e-08    2.03626e-11   -1.19914e-08    8.09489e-11   -1.45434e-08    8.75429e-11    1.45434e-08    8.75429e-11     2.2067e-07    7.88846e-11     2.2067e-07    7.88846e-11   -1.94816e-08    1.32841e-11    3.38512e-08    9.10111e-12   -3.38512e-08    9.10111e-12        15.3737  10000000         1
   296.076      0.0327529    6.68051e-05       0.139741    6.75784e-05     -0.0743523    4.68539e-05     -0.0306708    1.20723e-05   -0.000571222     4.4244e-06   -0.000653355    4.76931e-06    0.000653355    4.76931e-06       0.012032    5.45434e-06       0.012032    5.45434e-06    -0.00105469    7.94286e-07     0.00188288    7.31283e-07    -0.00188288    7.31283e-07    4.59938e-06    1.28889e-09    7.53215e-08    1.52174e-10    6.42721e-07    2.53316e-10   -3.41974e-07    1.93019e-10   -7.05333e-08    1.94957e-11   -9.81037e-09    7.59364e-11   -1.12209e-08    8.18494e-11    1.12209e-08    8.18494e-11    2.06641e-07    7.36324e-11    2.06641e-07    7.36324e-11   -1.81136e-08    1.26618e-11    3.23373e-08    8.69588e-12   -3.23373e-08    8.69588e-12        18.7365  10000000         1
    304.49      0.0305308    6.63464e-05        0.13898    6.60273e-05     -0.0746681    4.74471e-05       -0.03135    1.22993e-05   -0.000488525    4.54325e-06   -0.000521449    4.71255e-06    0.000521449    4.71255e-06      0.0120413    5.41204e-06      0.0120413    5.41204e-06    -0.00104795    8.05925e-07     0.00192153     7.4163e-07    -0.00192153     7.4163e-07     4.3083e-06    1.19006e-09    6.57679e-08    1.41761e-10     5.9877e-07    2.31441e-10   -3.21693e-07    1.84093e-10   -6.75328e-08    1.88145e-11   -7.86052e-09    7.30702e-11   -8.39029e-09     7.5791e-11    8.39029e-09     7.5791e-11    1.93748e-07     6.8695e-11    1.93748e-07     6.8695e-11   -1.68618e-08    1.21023e-11     3.0918e-08    8.33432e-12    -3.0918e-08    8.33432e-12        20.2928  10000000         1
   312.904      0.0283481    6.47628e-05       0.138238    6.60106e-05     -0.0749411    4.76506e-05     -0.0320227     1.2662e-05    -0.00040738    4.52534e-06   -0.000392797    4.59819e-06    0.000392797    4.59819e-06       0.012049    5.45649e-06       0.012049    5.45649e-06    -0.00104053    8.05328e-07     0.00195977    7.63129e-07    -0.00195977    7.63129e-07    4.04218e-06    1.12422e-09     5.7294e-08    1.29918e-10    5.58781e-07    2.16897e-10   -3.02925e-07    1.73209e-10   -6.47207e-08    1.81905e-11   -6.15105e-09    6.83069e-11   -5.93086e-09    6.94087e-11    5.93086e-09    6.94087e-11    1.81928e-07    6.50196e-11    1.81928e-07    6.50196e-11    -1.5711e-08    1.13475e-11    2.95906e-08    8.06467e-12   -2.95906e-08    8.06467e-12        19.6814  10000000         1
   321.318      0.0262643    6.53907e-05       0.137506    6.63043e-05     -0.0751969    4.90637e-05     -0.0326926    1.30372e-05   -0.000328217     4.7533e-06    -0.00027104    4.61955e-06     0.00027104    4.61955e-06      0.0120559    5.53611e-06      0.0120559    5.53611e-06    -0.00103304    8.29057e-07     0.00199781    7.85205e-07    -0.00199781    7.85205e-07    3.79774e-06    1.07921e-09    4.98725e-08    1.23357e-10    5.22212e-07    2.03432e-10   -2.85578e-07     1.6773e-10   -6.20789e-08    1.73681e-11   -4.65685e-09    6.74283e-11   -3.84561e-09    6.55345e-11    3.84561e-09    6.55345e-11    1.71053e-07    6.17012e-11    1.71053e-07    6.17012e-11   -1.46571e-08    1.10008e-11    2.83456e-08    7.69631e-12   -2.83456e-08    7.69631e-12        18.6101  10000000         1
   329.732       0.024228     6.3044e-05        0.13678    6.01935e-05     -0.0754249    4.86571e-05      -0.033358    1.22804e-05   -0.000247874    4.76035e-06   -0.000152684    4.44737e-06    0.000152684    4.44737e-06      0.0120611    5.06059e-06      0.0120611    5.06059e-06    -0.00102508    8.24093e-07     0.00203557    7.36428e-07    -0.00203557    7.36428e-07    3.57263e-06    9.34022e-10    4.32788e-08    1.12047e-10    4.88666e-07    1.72987e-10   -2.69465e-07    1.58919e-10   -5.95879e-08    1.54442e-11   -3.30899e-09    6.35423e-11   -2.03825e-09    5.93677e-11    2.03825e-09    5.93677e-11    1.61009e-07    5.28389e-11    1.61009e-07    5.28389e-11   -1.36842e-08    1.04032e-11    2.71738e-08    6.79533e-12   -2.71738e-08    6.79533e-12        19.1229  10000000         1
   338.146      0.0222546    6.24841e-05       0.136065    6.01982e-05      -0.075616    5.11749e-05     -0.0340177    1.27588e-05   -0.000168452    5.84078e-06   -3.88365e-05    4.40999e-06    3.88365e-05    4.40999e-06      0.0120649    5.11015e-06      0.0120649    5.11015e-06    -0.00101665    8.67537e-07     0.00207296    7.65565e-07    -0.00207296    7.65565e-07    3.36553e-06    9.29915e-10    3.74492e-08    1.04636e-10    4.57933e-07     1.5823e-10   -2.54488e-07    1.57223e-10   -5.72438e-08    1.45189e-11   -2.11873e-09    7.34609e-11   -4.88471e-10     5.5467e-11    4.88471e-10     5.5467e-11    1.51747e-07    4.87144e-11    1.51747e-07    4.87144e-11    -1.2787e-08    1.03237e-11     2.6073e-08    6.38893e-12    -2.6073e-08    6.38893e-12        20.0361  10000000         1
    346.56      0.0203386     6.4933e-05       0.135369    6.35565e-05     -0.0757792    5.04113e-05     -0.0346735     1.3598e-05   -9.13629e-05    4.71013e-06    7.10183e-05    4.56268e-06   -7.10183e-05    4.56268e-06      0.0120681    5.42192e-06      0.0120681    5.42192e-06    -0.00100787    8.53375e-07     0.00211013    8.14478e-07    -0.00211013    8.14478e-07    3.17436e-06    8.77892e-10    3.22811e-08    1.02673e-10     4.2971e-07    1.63036e-10    -2.4055e-07     1.4554e-10   -5.50331e-08    1.53023e-11   -1.08402e-09    5.58847e-11     8.4263e-10    5.41355e-11    -8.4263e-10    5.41355e-11    1.43187e-07    5.06985e-11    1.43187e-07    5.06985e-11   -1.19583e-08    9.56993e-12    2.50366e-08    6.74134e-12   -2.50366e-08    6.74134e-12        18.5631  10000000         1
   354.974      0.0184785    7.69488e-05       0.134675    7.61871e-05     -0.0759223     5.9945e-05     -0.0353253    1.73327e-05   -1.36269e-05    4.32395e-06    0.000177101    5.41098e-06   -0.000177101    5.41098e-06      0.0120699    6.49737e-06      0.0120699    6.49737e-06   -0.000998811    1.00373e-06     0.00214702    1.03888e-06    -0.00214702    1.03888e-06     2.9976e-06    1.01448e-09    2.76956e-08     1.1495e-10    4.03703e-07    1.83004e-10   -2.27585e-07    1.62347e-10   -5.29456e-08    1.88097e-11   -1.52702e-10    4.84539e-11    1.98458e-09    6.06315e-11   -1.98458e-09    6.06315e-11    1.35254e-07    5.66206e-11    1.35254e-07    5.66206e-11   -1.11926e-08    1.05907e-11    2.40594e-08    8.32036e-12   -2.40594e-08    8.32036e-12        18.8546  10000000         1
   363.388      0.0166705    7.49379e-05       0.133995    7.32252e-05     -0.0760342    5.80072e-05     -0.0359725     1.6892e-05    6.23283e-05     4.2971e-06    0.000279419    5.26356e-06   -0.000279419    5.26356e-06      0.0120709    6.28465e-06      0.0120709    6.28465e-06   -0.000989377    9.76285e-07     0.00218363    1.01122e-06    -0.00218363    1.01122e-06    2.83387e-06    9.18975e-10     2.3621e-08    1.05906e-10    3.79725e-07    1.67026e-10   -2.15471e-07    1.48796e-10   -5.09707e-08    1.73111e-11     6.6039e-10    4.55288e-11    2.96055e-09     5.5761e-11   -2.96055e-09     5.5761e-11    1.27895e-07    5.20948e-11    1.27895e-07    5.20948e-11   -1.04828e-08    9.76955e-12    2.31363e-08    7.64875e-12   -2.31363e-08    7.64875e-12        18.5671  10000000         1
   371.802      0.0149049    7.00536e-05       0.133322    6.68699e-05     -0.0761151    5.55466e-05     -0.0366146    1.58065e-05    0.000138846    4.17702e-06    0.000379248    4.93975e-06   -0.000379248    4.93975e-06      0.0120706     5.7861e-06      0.0120706     5.7861e-06   -0.000979463    9.36613e-07     0.00221995    9.43539e-07    -0.00221995    9.43539e-07    2.68199e-06    7.95793e-10    1.99873e-08    9.37541e-11    3.57569e-07    1.44595e-10    -2.0414e-07    1.36105e-10      -4.91e-08     1.5396e-11    1.39246e-09    4.18887e-11    3.80342e-09    4.95272e-11   -3.80342e-09    4.95272e-11    1.21054e-07     4.5575e-11    1.21054e-07     4.5575e-11   -9.82289e-09    8.92952e-12    2.22635e-08     6.7751e-12   -2.22635e-08     6.7751e-12        18.3839  10000000         1
   380.216      0.0132005    7.16899e-05       0.132663    6.77501e-05     -0.0761817    5.55343e-05      -0.037255    1.61889e-05    0.000212143    4.32776e-06    0.000474071    5.01123e-06   -0.000474071    5.01123e-06      0.0120702    5.89445e-06      0.0120702    5.89445e-06   -0.000969526    9.44531e-07     0.00225611    9.65624e-07    -0.00225611    9.65624e-07    2.54082e-06    7.61297e-10    1.67701e-08    9.09368e-11    3.37073e-07    1.39399e-10   -1.93564e-07    1.28632e-10   -4.73291e-08    1.48957e-11    2.01583e-09    4.11189e-11    4.50473e-09    4.75987e-11   -4.50473e-09    4.75987e-11    1.14694e-07    4.42288e-11    1.14694e-07    4.42288e-11   -9.21266e-09    8.54012e-12     2.1438e-08    6.55218e-12    -2.1438e-08    6.55218e-12        18.6883  10000000         1
    388.63      0.0115286    6.72471e-05       0.132012     6.1781e-05     -0.0762142      5.386e-05     -0.0378898    1.51841e-05    0.000285943    4.14469e-06    0.000567435    4.68515e-06   -0.000567435    4.68515e-06      0.0120685    5.41766e-06      0.0120685    5.41766e-06   -0.000959016    9.13923e-07     0.00229195    9.02833e-07    -0.00229195    9.02833e-07    2.40954e-06    6.61574e-10    1.38893e-08    8.09275e-11    3.18089e-07    1.20552e-10   -1.83641e-07    1.19583e-10   -4.56485e-08    1.33251e-11    2.57704e-09     3.7347e-11    5.11397e-09    4.22012e-11   -5.11397e-09    4.22012e-11    1.08767e-07    3.86288e-11    1.08767e-07    3.86288e-11   -8.64306e-09     7.8874e-12     2.0656e-08    5.83449e-12    -2.0656e-08    5.83449e-12        19.0585  10000000         1
   397.044     0.00989713    6.79937e-05       0.131372    6.21175e-05     -0.0762246    5.36656e-05     -0.0385205     1.5367e-05    0.000358655    4.24272e-06    0.000657977    4.77218e-06   -0.000657977    4.77218e-06      0.0120659    5.43606e-06      0.0120659    5.43606e-06    -0.00094824    9.18627e-07     0.00232754     9.1519e-07    -0.00232754     9.1519e-07     2.2872e-06    6.35004e-10    1.13184e-08     7.7694e-11    3.00474e-07    1.15005e-10   -1.74341e-07    1.12797e-10    -4.4052e-08    1.26195e-11    3.06862e-09    3.62903e-11    5.62958e-09    4.08004e-11   -5.62958e-09    4.08004e-11    1.03235e-07    3.66297e-11    1.03235e-07    3.66297e-11   -8.11305e-09    7.53001e-12    1.99142e-08    5.54481e-12   -1.99142e-08    5.54481e-12        19.5338  10000000         1
   405.458     0.00831478     6.8433e-05       0.130741    6.21759e-05     -0.0762085     5.3402e-05      -0.039148    1.56164e-05    0.000430319    4.43902e-06     0.00074527    4.77827e-06    -0.00074527    4.77827e-06      0.0120631    5.49205e-06      0.0120631    5.49205e-06   -0.000937131    9.22369e-07     0.00236291    9.28509e-07    -0.00236291    9.28509e-07    2.17313e-06     6.0337e-10    9.03455e-09    7.43145e-11    2.84117e-07    1.09697e-10   -1.65611e-07    1.06551e-10   -4.25368e-08    1.21834e-11    3.49858e-09     3.6077e-11    6.05919e-09    3.88118e-11   -6.05919e-09    3.88118e-11    9.80752e-08     3.5387e-11    9.80752e-08     3.5387e-11   -7.61905e-09    7.19447e-12    1.92109e-08     5.3419e-12   -1.92109e-08     5.3419e-12        19.9384  10000000         1
   413.872     0.00677794    6.49675e-05       0.130117    5.78797e-05     -0.0761775    5.21789e-05     -0.0397718    1.48093e-05    0.000500943     4.4043e-06     0.00082942    4.52585e-06    -0.00082942    4.52585e-06      0.0120594    5.13708e-06      0.0120594    5.13708e-06   -0.000925905    9.00192e-07     0.00239805     8.7932e-07    -0.00239805     8.7932e-07    2.06655e-06    5.39037e-10    7.00347e-09    6.71043e-11    2.68893e-07    9.68889e-11   -1.57424e-07    9.97057e-11   -4.10952e-08    1.09202e-11    3.87348e-09    3.40407e-11    6.41338e-09    3.49556e-11   -6.41338e-09    3.49556e-11    9.32475e-08    3.14044e-11    9.32475e-08    3.14044e-11   -7.15944e-09    6.70543e-12    1.85426e-08    4.77874e-12   -1.85426e-08    4.77874e-12        18.1011  10000000         1
   422.286     0.00526458    6.68143e-05       0.129505     5.9889e-05     -0.0761151    5.28528e-05     -0.0403912    1.53584e-05    0.000570581    4.68475e-06    0.000912071    4.66563e-06   -0.000912071    4.66563e-06       0.012055    5.30068e-06       0.012055    5.30068e-06   -0.000914194    9.19431e-07     0.00243294     9.1452e-07    -0.00243294     9.1452e-07    1.96691e-06    5.38017e-10    5.17748e-09    6.56936e-11    2.54724e-07    9.49804e-11   -1.49712e-07    9.55511e-11    -3.9723e-08    1.04918e-11    4.19972e-09    3.44626e-11    6.71323e-09    3.42919e-11   -6.71323e-09    3.42919e-11      8.873e-08    3.05471e-11      8.873e-08    3.05471e-11   -6.72886e-09     6.5123e-12    1.79074e-08    4.61699e-12   -1.79074e-08    4.61699e-12        14.9296  10000000         1
     430.7     0.00379645    6.72213e-05         0.1289    6.31151e-05     -0.0760305    5.33368e-05     -0.0410071    1.64407e-05    0.000639664    5.30801e-06    0.000991928     4.7163e-06   -0.000991928     4.7163e-06        0.01205    5.63052e-06        0.01205    5.63052e-06   -0.000902234    9.35989e-07     0.00246758    9.80655e-07    -0.00246758    9.80655e-07     1.8736e-06    5.50514e-10    3.55651e-09    6.29642e-11    2.41506e-07    9.45946e-11   -1.42451e-07    9.07438e-11   -3.84154e-08    1.04787e-11    4.48536e-09    3.71968e-11    6.95546e-09    3.30078e-11   -6.95546e-09    3.30078e-11    8.44951e-08    3.06988e-11    8.44951e-08    3.06988e-11   -6.32652e-09    6.29446e-12    1.73029e-08    4.63006e-12   -1.73029e-08    4.63006e-12        14.1509  10000000         1
   439.114     0.00236618     6.2868e-05       0.128303    5.56467e-05     -0.0759343    5.56117e-05     -0.0416203    1.52434e-05    0.000708247    5.91408e-06     0.00106936    4.38819e-06    -0.00106936    4.38819e-06      0.0120445     5.0084e-06      0.0120445     5.0084e-06   -0.000890155    9.69237e-07     0.00250207    9.05733e-07    -0.00250207    9.05733e-07    1.78603e-06    4.93945e-10    2.11303e-09    5.61389e-11    2.29152e-07    7.65592e-11   -1.35621e-07    9.19698e-11   -3.71675e-08     8.9243e-12    4.73468e-09    3.95144e-11    7.14878e-09    2.92687e-11   -7.14878e-09    2.92687e-11    8.05181e-08    2.50029e-11    8.05181e-08    2.50029e-11   -5.95076e-09    6.26693e-12    1.67265e-08    3.90675e-12   -1.67265e-08    3.90675e-12        18.2609  10000000         1
   447.528    0.000973905    6.24319e-05       0.127717    5.75766e-05     -0.0758116    5.84497e-05     -0.0422306    1.63394e-05    0.000773722    7.45299e-06     0.00114412    4.37026e-06    -0.00114412    4.37026e-06      0.0120387     5.2277e-06      0.0120387     5.2277e-06   -0.000877817    1.04026e-06     0.00253636    9.71946e-07    -0.00253636    9.71946e-07    1.70383e-06     5.1816e-10    8.29682e-10    5.31859e-11    2.17608e-07    7.24169e-11    -1.2917e-07    9.15133e-11   -3.59768e-08    8.60533e-12    4.93489e-09    4.75123e-11    7.29734e-09    2.77855e-11   -7.29734e-09    2.77855e-11    7.67845e-08    2.38005e-11    7.67845e-08    2.38005e-11   -5.59882e-09    6.41273e-12    1.61772e-08    3.77175e-12   -1.61772e-08    3.77175e-12        23.2428  10000000         1
   455.942   -0.000401645     6.6527e-05       0.127134    6.50596e-05     -0.0756615    6.45805e-05     -0.0428335     1.9028e-05    0.000841007    8.62295e-06     0.00121823    4.67118e-06    -0.00121823    4.67118e-06      0.0120315    5.95323e-06      0.0120315    5.95323e-06   -0.000864973    1.14529e-06     0.00257023    1.13448e-06    -0.00257023    1.13448e-06    1.62685e-06    5.85592e-10   -3.26708e-10    5.41146e-11    2.06827e-07    7.52331e-11    -1.2309e-07    9.52635e-11   -3.48418e-08    9.07055e-12    5.12226e-09    5.24868e-11     7.4198e-09    2.83248e-11    -7.4198e-09    2.83248e-11    7.32797e-08    2.48787e-11    7.32797e-08    2.48787e-11   -5.26824e-09    6.71285e-12    1.56543e-08    3.99906e-12   -1.56543e-08    3.99906e-12        19.4115  10000000         1
   464.356    -0.00173816    6.46184e-05       0.126553    6.03018e-05     -0.0754895    6.06922e-05     -0.0434331    1.77436e-05    0.000910705    7.19419e-06     0.00128945    4.49767e-06    -0.00128945    4.49767e-06      0.0120238     5.5341e-06      0.0120238     5.5341e-06   -0.000851797    1.06645e-06     0.00260389     1.0541e-06    -0.00260389     1.0541e-06    1.55437e-06    4.90188e-10   -1.35087e-09    5.02186e-11     1.9671e-07    7.02654e-11   -1.17338e-07    8.67776e-11   -3.37555e-08    8.76611e-12     5.3002e-09    4.18359e-11    7.50446e-09    2.60687e-11   -7.50446e-09    2.60687e-11    6.99769e-08    2.34595e-11    6.99769e-08    2.34595e-11   -4.95736e-09    6.00651e-12    1.51543e-08    3.84645e-12   -1.51543e-08    3.84645e-12        22.7575  10000000         1
    472.77     -0.0030567    6.73746e-05       0.125994    5.86016e-05     -0.0753092    5.77934e-05     -0.0440335    1.72027e-05    0.000973587    6.08787e-06     0.00135986     4.6892e-06    -0.00135986     4.6892e-06      0.0120167    5.36424e-06      0.0120167    5.36424e-06    -0.00083874    1.03258e-06     0.00263758    1.01982e-06    -0.00263758    1.01982e-06    1.48599e-06    4.34813e-10   -2.27111e-09    5.00544e-11    1.87226e-07    6.76894e-11   -1.11908e-07    7.93924e-11   -3.27166e-08     8.4688e-12    5.41745e-09    3.38384e-11    7.56682e-09    2.59986e-11   -7.56682e-09    2.59986e-11    6.68658e-08    2.25421e-11    6.68658e-08    2.25421e-11   -4.66711e-09    5.58106e-12    1.46766e-08    3.70936e-12   -1.46766e-08    3.70936e-12        22.4392  10000000         1
   481.184     -0.0043507    6.54223e-05       0.125438    5.56273e-05     -0.0750931    5.68065e-05      -0.044627    1.65665e-05     0.00103759    5.49014e-06     0.00142876    4.52638e-06    -0.00142876    4.52638e-06      0.0120085    5.10258e-06      0.0120085    5.10258e-06   -0.000825074    1.00455e-06     0.00267089    9.80215e-07    -0.00267089    9.80215e-07    1.42171e-06    3.89608e-10   -3.09272e-09     4.6498e-11    1.78336e-07    6.21782e-11   -1.06761e-07    7.52767e-11   -3.17233e-08    7.94388e-12    5.52439e-09    2.91917e-11     7.6071e-09    2.40093e-11    -7.6071e-09    2.40093e-11    6.39367e-08    2.07624e-11    6.39367e-08    2.07624e-11   -4.39291e-09    5.21124e-12    1.42205e-08    3.47137e-12   -1.42205e-08    3.47137e-12        18.1327  10000000         1
   489.598    -0.00559905    6.37408e-05       0.124886    5.52352e-05     -0.0748657    5.64754e-05     -0.0452189    1.68328e-05      0.0011011    5.31032e-06     0.00149459    4.38936e-06    -0.00149459    4.38936e-06      0.0120001    5.12086e-06      0.0120001    5.12086e-06   -0.000811366    9.94162e-07     0.00270407    9.93867e-07    -0.00270407    9.93867e-07      1.361e-06    3.67697e-10   -3.81016e-09    4.33635e-11    1.69971e-07      5.952e-11   -1.01892e-07    7.17645e-11   -3.07715e-08    7.88026e-12    5.61277e-09    2.70264e-11    7.61852e-09    2.22795e-11   -7.61852e-09    2.22795e-11    6.11695e-08    2.02056e-11    6.11695e-08    2.02056e-11   -4.13586e-09    4.94293e-12    1.37837e-08    3.43488e-12   -1.37837e-08    3.43488e-12        14.9408  10000000         1
