z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,denU,denL,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0432291,3.85264e-05,-0,-nan,-0.0145659,1.29814e-05,0,-nan,0.210127,0.000187268,-0,-nan,1.65212,1.42016,0.205728,-0.0693196,110.21,10000000,0
0.15,0.0433689,3.86514e-05,-0,-nan,-0.0161372,1.43819e-05,0,-nan,0.210126,0.00018727,-0,-nan,0.793168,0.694488,0.206394,-0.0767977,110.679,10000000,0
0.2,0.0441497,3.93474e-05,-0,-nan,-0.0187332,1.66956e-05,0,-nan,0.210126,0.00018727,-0,-nan,0.444944,0.386846,0.21011,-0.0891522,109.775,10000000,0
0.25,0.0454344,4.04925e-05,-0,-nan,-0.02207,1.96694e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.270759,0.228186,0.216224,-0.105032,107.956,10000000,0
0.3,0.0468791,4.17801e-05,-0,-nan,-0.0257279,2.29295e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.172748,0.139444,0.2231,-0.12244,107.723,10000000,0
0.35,0.0482413,4.29941e-05,-0,-nan,-0.0294053,2.6207e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.113483,0.0876768,0.229583,-0.139941,110.684,10000000,0
0.4,0.0494371,4.40599e-05,-0,-nan,-0.0329728,2.93864e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0765458,0.0569011,0.235274,-0.156919,110.937,10000000,0
0.45,0.0504949,4.50027e-05,-0,-nan,-0.0364285,3.24663e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0529773,0.0380705,0.240308,-0.173365,110.15,10000000,0
0.5,0.051475,4.58762e-05,-0,-nan,-0.0397712,3.54454e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0376223,0.0261181,0.244972,-0.189273,110.295,10000000,0
0.55,0.0524005,4.6701e-05,-0,-nan,-0.0428921,3.82268e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.027376,0.0182308,0.249377,-0.204126,108.492,10000000,0
0.6,0.0532395,4.74488e-05,-0,-nan,-0.0455399,4.05866e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.020264,0.0127992,0.25337,-0.216726,110.639,10000000,0
