z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,denU,denL,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0604477,5.38729e-05,-0,-nan,-0.0136153,1.21343e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.159396,0.116304,0.287674,-0.0647957,110.074,10000000,0
0.15,0.0605782,5.39892e-05,-0,-nan,-0.0159791,1.42411e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.075876,0.0575463,0.288295,-0.0760453,109.184,10000000,0
0.2,0.0609938,5.43596e-05,-0,-nan,-0.0196117,1.74786e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0427249,0.0319367,0.290272,-0.0933331,110.018,10000000,0
0.25,0.0616051,5.49045e-05,-0,-nan,-0.0243397,2.16923e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0263869,0.0184807,0.293182,-0.115834,108.841,10000000,0
0.3,0.0622494,5.54787e-05,-0,-nan,-0.0298212,2.65776e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0171611,0.0109744,0.296248,-0.141921,109.406,10000000,0
0.35,0.0628332,5.5999e-05,-0,-nan,-0.0357409,3.18535e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0114812,0.0066856,0.299026,-0.170093,109.769,10000000,0
0.4,0.0633383,5.64492e-05,-0,-nan,-0.0418913,3.73349e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.00786201,0.00421073,0.30143,-0.199363,109.978,10000000,0
0.45,0.0637822,5.68448e-05,-0,-nan,-0.0482272,4.29817e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.00551021,0.00273922,0.303543,-0.229516,110.473,10000000,0
0.5,0.0641776,5.71972e-05,-0,-nan,-0.0548226,4.88597e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.00396131,0.00182265,0.305424,-0.260903,109.414,10000000,0
0.55,0.0645125,5.74957e-05,-0,-nan,-0.0617446,5.50288e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.00292304,0.0012227,0.307018,-0.293846,109.373,10000000,0
0.6,0.0647562,5.77129e-05,-0,-nan,-0.0689574,6.14571e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.00220007,0.000811839,0.308178,-0.328172,109.614,10000000,0
0.65,0.0648852,5.78278e-05,-0,-nan,-0.0762431,6.79504e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0016649,0.000525113,0.308792,-0.362845,110.087,10000000,0
0.7,0.0648925,5.78344e-05,-0,-nan,-0.0832371,7.41837e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.00124772,0.000325965,0.308827,-0.39613,108.201,10000000,0
0.75,0.0647963,5.77487e-05,-0,-nan,-0.089339,7.96218e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.000905338,0.000191333,0.308369,-0.425169,110.309,10000000,0
0.8,0.0646308,5.76011e-05,-0,-nan,-0.0937246,8.35305e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.000617041,0.000104352,0.307581,-0.44604,109.459,10000000,0
0.1,0.0623939,5.56073e-05,-0,-nan,-0.013763,1.22661e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.159396,0.116304,0.296935,-0.065499,110.207,10000000,0
0.15,0.0624968,5.56992e-05,-0,-nan,-0.0158244,1.41032e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.075876,0.0575463,0.297425,-0.0753091,113.517,10000000,0
0.2,0.0629084,5.60661e-05,-0,-nan,-0.0192915,1.71932e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0427249,0.0319367,0.299384,-0.0918094,109.414,10000000,0
0.25,0.0635406,5.66294e-05,-0,-nan,-0.0240111,2.13995e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0263869,0.0184807,0.302393,-0.11427,110.662,10000000,0
0.3,0.0642209,5.72358e-05,-0,-nan,-0.0296319,2.64089e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0171611,0.0109744,0.30563,-0.14102,110.511,10000000,0
0.35,0.064847,5.77938e-05,-0,-nan,-0.0358195,3.19235e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0114812,0.0066856,0.30861,-0.170467,109.671,10000000,0
0.4,0.0653968,5.82838e-05,-0,-nan,-0.0423493,3.77431e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.00786201,0.00421073,0.311227,-0.201542,111.181,10000000,0
0.45,0.065887,5.87207e-05,-0,-nan,-0.0491724,4.38241e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.00551021,0.00273922,0.31356,-0.234014,111.808,10000000,0
0.5,0.0663298,5.91153e-05,-0,-nan,-0.0563727,5.02412e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.00396131,0.00182265,0.315667,-0.26828,109.935,10000000,0
0.55,0.0667098,5.9454e-05,-0,-nan,-0.0640274,5.70633e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.00292304,0.0012227,0.317475,-0.304709,109.648,10000000,0
0.6,0.0669901,5.97038e-05,-0,-nan,-0.0720974,6.42556e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.00220007,0.000811839,0.318809,-0.343115,110.965,10000000,0
0.65,0.0671416,5.98388e-05,-0,-nan,-0.0803335,7.15958e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0016649,0.000525113,0.31953,-0.382311,108.834,10000000,0
0.7,0.0671537,5.98496e-05,-0,-nan,-0.0883125,7.8707e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.00124772,0.000325965,0.319588,-0.420284,109.997,10000000,0
0.75,0.0670451,5.97528e-05,-0,-nan,-0.0953299,8.49612e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.000905338,0.000191333,0.319071,-0.45368,110.244,10000000,0
0.8,0.0668542,5.95827e-05,-0,-nan,-0.100409,8.94882e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.000617041,0.000104352,0.318163,-0.477854,109.15,10000000,0
0.1,0.0544496,4.85272e-05,-0,-nan,-0.0136309,1.21483e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.159396,0.116304,0.259128,-0.0648704,111.236,10000000,0
0.15,0.0546418,4.86985e-05,-0,-nan,-0.0163263,1.45506e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.075876,0.0575463,0.260043,-0.0776979,109.393,10000000,0
0.2,0.055075,4.90846e-05,-0,-nan,-0.0201019,1.79154e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0427249,0.0319367,0.262105,-0.0956658,109.997,10000000,0
0.25,0.0556578,4.9604e-05,-0,-nan,-0.0247764,2.20816e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0263869,0.0184807,0.264878,-0.117912,109.1,10000000,0
0.3,0.0562477,5.01298e-05,-0,-nan,-0.0300307,2.67643e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0171611,0.0109744,0.267686,-0.142917,106.497,10000000,0
