z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,denU,denL,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0378112,3.36996e-05,-0,-nan,-0.00222952,1.98708e-06,0,-nan,0.210127,0.000187278,-0,-nan,27.9005,26.1577,0.179945,-0.0106104,108.401,10000000,0
0.15,0.0374508,3.33783e-05,-0,-nan,-0.00368761,3.28661e-06,0,-nan,0.210126,0.000187277,-0,-nan,13.4601,12.7186,0.17823,-0.0175495,109.643,10000000,0
0.2,0.0377995,3.36878e-05,-0,-nan,-0.00564833,5.03393e-06,0,-nan,0.210126,0.00018727,-0,-nan,7.5318,7.0952,0.179889,-0.0268806,108.98,10000000,0
0.25,0.0388057,3.45839e-05,-0,-nan,-0.00784167,6.98855e-06,0,-nan,0.210127,0.000187267,-0,-nan,4.54132,4.2214,0.184677,-0.0373187,110.269,10000000,0
0.3,0.0401112,3.57474e-05,-0,-nan,-0.0100423,8.94978e-06,0,-nan,0.210127,0.000187267,-0,-nan,2.86252,2.61228,0.19089,-0.0477915,109.216,10000000,0
0.35,0.0414032,3.68992e-05,-0,-nan,-0.012157,1.08345e-05,0,-nan,0.210127,0.000187268,-0,-nan,1.85835,1.66446,0.197039,-0.0578557,109.433,10000000,0
0.4,0.0425312,3.79046e-05,-0,-nan,-0.0141916,1.26479e-05,0,-nan,0.210126,0.000187269,-0,-nan,1.24093,1.09334,0.202407,-0.0675385,109.307,10000000,0
0.45,0.0435156,3.87822e-05,-0,-nan,-0.0161554,1.43981e-05,0,-nan,0.210126,0.00018727,-0,-nan,0.851501,0.739513,0.207093,-0.0768845,109.702,10000000,0
0.5,0.0444876,3.96485e-05,-0,-nan,-0.0179561,1.60029e-05,0,-nan,0.210126,0.00018727,-0,-nan,0.599567,0.513144,0.211718,-0.0854538,108.214,10000000,0
0.55,0.0455808,4.06229e-05,-0,-nan,-0.0193804,1.72724e-05,0,-nan,0.210126,0.00018727,-0,-nan,0.431962,0.363263,0.216921,-0.0922323,107.028,10000000,0
0.6,0.0468634,4.1766e-05,-0,-nan,-0.0201368,1.79465e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.315884,0.259811,0.223025,-0.0958322,109.439,10000000,0
0.65,0.0482753,4.30244e-05,-0,-nan,-0.0200305,1.78518e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.231447,0.185432,0.229744,-0.0953263,110.527,10000000,0
0.7,0.0497331,4.43237e-05,-0,-nan,-0.0189302,1.68712e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.167703,0.130513,0.236682,-0.0900897,109.031,10000000,0
0.75,0.0511111,4.55519e-05,-0,-nan,-0.0169198,1.50794e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.117831,0.0890438,0.24324,-0.080522,110.59,10000000,0
0.8,0.0523017,4.66129e-05,-0,-nan,-0.0142718,1.27195e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0780711,0.0574188,0.248906,-0.0679202,109.437,10000000,0
0.1,0.0569775,5.07817e-05,-0,-nan,0.00154652,1.37835e-06,-0,-nan,0.210127,0.000187278,-0,-nan,27.9005,26.1577,0.271158,0.00735995,109.103,10000000,0
0.15,0.0562635,5.01454e-05,-0,-nan,0.000650407,5.79682e-07,-0,-nan,0.210127,0.000187278,-0,-nan,13.4601,12.7186,0.26776,0.00309531,108.86,10000000,0
0.2,0.0566072,5.04512e-05,-0,-nan,-0.000930136,8.28986e-07,0,-nan,0.210126,0.000187275,-0,-nan,7.5318,7.0952,0.269396,-0.00442656,108.62,10000000,0
0.25,0.0579581,5.16534e-05,-0,-nan,-0.00297612,2.65238e-06,0,-nan,0.210127,0.000187269,-0,-nan,4.54132,4.2214,0.275825,-0.0141635,108.269,10000000,0
0.3,0.0597854,5.32812e-05,-0,-nan,-0.00525175,4.68039e-06,0,-nan,0.210127,0.000187267,-0,-nan,2.86252,2.61228,0.28452,-0.0249932,109.305,10000000,0
0.35,0.0616112,5.49085e-05,-0,-nan,-0.00762466,6.79516e-06,0,-nan,0.210127,0.000187267,-0,-nan,1.85835,1.66446,0.293209,-0.0362859,109.628,10000000,0
0.4,0.0631984,5.63234e-05,-0,-nan,-0.0100662,8.97119e-06,0,-nan,0.210127,0.000187268,-0,-nan,1.24093,1.09334,0.300763,-0.0479056,109.026,10000000,0
0.45,0.0645768,5.75521e-05,-0,-nan,-0.0125715,1.1204e-05,0,-nan,0.210127,0.000187269,-0,-nan,0.851501,0.739513,0.307324,-0.0598283,108.067,10000000,0
0.5,0.0659575,5.87829e-05,-0,-nan,-0.0150359,1.34004e-05,0,-nan,0.210126,0.00018727,-0,-nan,0.599567,0.513144,0.313895,-0.0715567,109.683,10000000,0
0.55,0.0675664,6.02169e-05,-0,-nan,-0.017206,1.53345e-05,0,-nan,0.210126,0.00018727,-0,-nan,0.431962,0.363263,0.321552,-0.0818842,110.063,10000000,0
0.6,0.0695309,6.19679e-05,-0,-nan,-0.0187003,1.66663e-05,0,-nan,0.210126,0.00018727,-0,-nan,0.315884,0.259811,0.330901,-0.0889958,109.952,10000000,0
0.65,0.0717668,6.39606e-05,-0,-nan,-0.0192059,1.71168e-05,0,-nan,0.210126,0.00018727,-0,-nan,0.231447,0.185432,0.341542,-0.0914017,110.021,10000000,0
0.7,0.0741448,6.60801e-05,-0,-nan,-0.0184628,1.64546e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.167703,0.130513,0.352859,-0.0878655,108.399,10000000,0
0.75,0.0764536,6.81378e-05,-0,-nan,-0.0164684,1.46771e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.117831,0.0890438,0.363846,-0.0783739,110.297,10000000,0
0.8,0.0784998,6.99615e-05,-0,-nan,-0.0134818,1.20154e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0780711,0.0574188,0.373584,-0.0641605,110.426,10000000,0
0.1,0.0475016,4.23363e-05,-0,-nan,1.86134e-07,1.65894e-10,-0,-nan,0.210127,0.000187278,-0,-nan,27.9005,26.1577,0.226062,8.85817e-07,108.699,10000000,0
0.15,0.0469407,4.18363e-05,-0,-nan,-0.00112863,1.0059e-06,0,-nan,0.210127,0.000187277,-0,-nan,13.4601,12.7186,0.223392,-0.00537118,109.672,10000000,0
0.2,0.0472661,4.21254e-05,-0,-nan,-0.00286941,2.55733e-06,0,-nan,0.210126,0.000187272,-0,-nan,7.5318,7.0952,0.224942,-0.0136557,110.169,10000000,0
