z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,denU,denL,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0387557,3.45408e-05,-0,-nan,-0.00630789,5.62187e-06,0,-nan,0.210126,0.000187274,-0,-nan,8.95724,8.28946,0.18444,-0.0300196,109.773,10000000,0
0.15,0.0385619,3.43666e-05,-0,-nan,-0.00773003,6.88906e-06,0,-nan,0.210127,0.000187267,-0,-nan,4.31886,4.03474,0.183517,-0.0367874,109.306,10000000,0
0.2,0.0390844,3.48324e-05,-0,-nan,-0.0098022,8.73583e-06,0,-nan,0.210127,0.000187268,-0,-nan,2.41801,2.25071,0.186004,-0.0466489,108.985,10000000,0
0.25,0.0402434,3.58656e-05,-0,-nan,-0.0122453,1.09133e-05,0,-nan,0.210127,0.000187269,-0,-nan,1.46021,1.33762,0.19152,-0.0582759,109.01,10000000,0
0.3,0.0416732,3.71401e-05,-0,-nan,-0.0147711,1.31643e-05,0,-nan,0.210126,0.000187269,-0,-nan,0.922251,0.826366,0.198325,-0.0702963,109.699,10000000,0
0.35,0.0430705,3.83855e-05,-0,-nan,-0.017225,1.53514e-05,0,-nan,0.210126,0.00018727,-0,-nan,0.599894,0.525605,0.204974,-0.0819747,109.397,10000000,0
0.4,0.0442981,3.94797e-05,-0,-nan,-0.0195774,1.74479e-05,0,-nan,0.210126,0.00018727,-0,-nan,0.401251,0.344705,0.210817,-0.0931698,110.768,10000000,0
0.45,0.0453788,4.04429e-05,-0,-nan,-0.021838,1.94627e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.275726,0.232819,0.21596,-0.103928,108.155,10000000,0
0.5,0.0464249,4.13753e-05,-0,-nan,-0.0239414,2.13373e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.194425,0.161313,0.220938,-0.113938,108.472,10000000,0
0.55,0.0475379,4.23673e-05,-0,-nan,-0.0257048,2.29089e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.140309,0.113989,0.226235,-0.12233,108.36,10000000,0
0.6,0.0487528,4.345e-05,-0,-nan,-0.0268509,2.39304e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.102816,0.0813338,0.232017,-0.127785,109.883,10000000,0
0.65,0.0500004,4.4562e-05,-0,-nan,-0.0271662,2.42114e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0755118,0.0578831,0.237955,-0.129285,108.66,10000000,0
0.7,0.051201,4.5632e-05,-0,-nan,-0.0264886,2.36075e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0548546,0.0406076,0.243668,-0.126061,109.975,10000000,0
0.75,0.0522573,4.65734e-05,-0,-nan,-0.0248578,2.2154e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0386389,0.0276118,0.248695,-0.118299,109.825,10000000,0
0.8,0.0531024,4.73266e-05,-0,-nan,-0.0225087,2.00604e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.02566,0.0177494,0.252717,-0.10712,108.62,10000000,0
0.1,0.0581894,5.18619e-05,-0,-nan,-0.00191482,1.7066e-06,0,-nan,0.210127,0.000187277,-0,-nan,8.95724,8.28946,0.276925,-0.00911271,110.28,10000000,0
0.15,0.0575438,5.12843e-05,-0,-nan,-0.0027759,2.47394e-06,0,-nan,0.210126,0.000187269,-0,-nan,4.31886,4.03474,0.273853,-0.0132106,107.398,10000000,0
0.2,0.0579581,5.16527e-05,-0,-nan,-0.00444446,3.96093e-06,0,-nan,0.210127,0.000187267,-0,-nan,2.41801,2.25071,0.275824,-0.0211513,109.182,10000000,0
0.25,0.0593683,5.29097e-05,-0,-nan,-0.00669672,5.96819e-06,0,-nan,0.210127,0.000187268,-0,-nan,1.46021,1.33762,0.282535,-0.0318698,107.926,10000000,0
0.3,0.0612418,5.45798e-05,-0,-nan,-0.00924806,8.24204e-06,0,-nan,0.210127,0.000187269,-0,-nan,0.922251,0.826366,0.291452,-0.0440119,109.159,10000000,0
0.35,0.0631089,5.62441e-05,-0,-nan,-0.0119175,1.06211e-05,0,-nan,0.210126,0.000187269,-0,-nan,0.599894,0.525605,0.300338,-0.0567157,109.818,10000000,0
0.4,0.0647422,5.77e-05,-0,-nan,-0.0146476,1.30544e-05,0,-nan,0.210126,0.00018727,-0,-nan,0.401251,0.344705,0.308111,-0.0697087,109.55,10000000,0
0.45,0.0661722,5.89745e-05,-0,-nan,-0.0174333,1.5537e-05,0,-nan,0.210126,0.00018727,-0,-nan,0.275726,0.232819,0.314917,-0.0829657,109.947,10000000,0
0.5,0.0675947,6.02424e-05,-0,-nan,-0.0201905,1.79944e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.194425,0.161313,0.321687,-0.0960875,109.741,10000000,0
0.55,0.0692096,6.16817e-05,-0,-nan,-0.0226872,2.02195e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.140309,0.113989,0.329372,-0.107969,109.069,10000000,0
0.6,0.071116,6.33808e-05,-0,-nan,-0.0245478,2.18778e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.102816,0.0813338,0.338445,-0.116824,109.335,10000000,0
0.65,0.0732189,6.5255e-05,-0,-nan,-0.0254358,2.26692e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0755118,0.0578831,0.348452,-0.12105,110.381,10000000,0
0.7,0.0753879,6.71881e-05,-0,-nan,-0.0250551,2.23299e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0548546,0.0406076,0.358775,-0.119238,109.667,10000000,0
0.75,0.0774314,6.90094e-05,-0,-nan,-0.0233569,2.08164e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0386389,0.0276118,0.3685,-0.111157,108.261,10000000,0
0.8,0.0791885,7.05753e-05,-0,-nan,-0.0205659,1.8329e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.02566,0.0177494,0.376862,-0.0978741,108.174,10000000,0
0.1,0.0485554,4.32753e-05,-0,-nan,-0.00371985,3.31533e-06,0,-nan,0.210126,0.000187276,-0,-nan,8.95724,8.28946,0.231077,-0.0177029,109.684,10000000,0
0.15,0.0480948,4.28626e-05,-0,-nan,-0.00481258,4.28903e-06,0,-nan,0.210127,0.000187268,-0,-nan,4.31886,4.03474,0.228884,-0.0229032,107.872,10000000,0
0.2,0.0485275,4.32481e-05,-0,-nan,-0.00665145,5.92783e-06,0,-nan,0.210127,0.000187267,-0,-nan,2.41801,2.25071,0.230943,-0.0316544,108.48,10000000,0
0.25,0.0497868,4.43707e-05,-0,-nan,-0.00898431,8.00695e-06,0,-nan,0.210127,0.000187268,-0,-nan,1.46021,1.33762,0.236937,-0.0427566,107.146,10000000,0
0.3,0.0514228,4.58291e-05,-0,-nan,-0.0115213,1.0268e-05,0,-nan,0.210126,0.000187269,-0,-nan,0.922251,0.826366,0.244723,-0.0548301,109.115,10000000,0
0.35,0.0530453,4.72752e-05,-0,-nan,-0.01409,1.25573e-05,0,-nan,0.210126,0.00018727,-0,-nan,0.599894,0.525605,0.252445,-0.0670548,110.756,10000000,0
0.4,0.0544686,4.85439e-05,-0,-nan,-0.0166432,1.48328e-05,0,-nan,0.210126,0.00018727,-0,-nan,0.401251,0.344705,0.259219,-0.0792056,111.389,10000000,0
0.45,0.0557187,4.96581e-05,-0,-nan,-0.01918,1.70938e-05,0,-nan,0.210126,0.00018727,-0,-nan,0.275726,0.232819,0.265168,-0.0912787,108.385,10000000,0
0.5,0.0569521,5.07574e-05,-0,-nan,-0.0216234,1.92714e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.194425,0.161313,0.271038,-0.102907,109.028,10000000,0
0.55,0.0583232,5.19794e-05,-0,-nan,-0.0237628,2.11781e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.140309,0.113989,0.277563,-0.113088,107.836,10000000,0
0.6,0.0599022,5.33867e-05,-0,-nan,-0.0252695,2.2521e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.102816,0.0813338,0.285077,-0.120259,108.945,10000000,0
0.65,0.0616062,5.49054e-05,-0,-nan,-0.0258671,2.30536e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0755118,0.0578831,0.293187,-0.123103,109.393,10000000,0
0.7,0.0633283,5.64402e-05,-0,-nan,-0.0253272,2.25725e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0548546,0.0406076,0.301382,-0.120534,107.932,10000000,0
0.75,0.0649196,5.78585e-05,-0,-nan,-0.0236476,2.10755e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0386389,0.0276118,0.308956,-0.11254,109.22,10000000,0
0.8,0.0662614,5.90543e-05,-0,-nan,-0.0210617,1.87709e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.02566,0.0177494,0.315341,-0.100234,110.395,10000000,0
0.1,0.0551054,4.91132e-05,-0,-nan,-0.00351264,3.13067e-06,0,-nan,0.210127,0.000187277,-0,-nan,8.95724,8.28946,0.262249,-0.0167168,109.555,10000000,0
0.15,0.0545523,4.86179e-05,-0,-nan,-0.00462948,4.12587e-06,0,-nan,0.210127,0.000187269,-0,-nan,4.31886,4.03474,0.259616,-0.0220318,108.791,10000000,0
0.2,0.055006,4.90217e-05,-0,-nan,-0.00653016,5.81973e-06,0,-nan,0.210127,0.000187267,-0,-nan,2.41801,2.25071,0.261775,-0.0310772,108.528,10000000,0
0.25,0.0563958,5.02606e-05,-0,-nan,-0.00894811,7.97467e-06,0,-nan,0.210127,0.000187268,-0,-nan,1.46021,1.33762,0.268389,-0.0425843,109.555,10000000,0
0.3,0.0582141,5.18815e-05,-0,-nan,-0.0115772,1.03178e-05,0,-nan,0.210127,0.000187269,-0,-nan,0.922251,0.826366,0.277043,-0.0550962,106.241,10000000,0
0.35,0.0600179,5.34894e-05,-0,-nan,-0.0142348,1.26864e-05,0,-nan,0.210126,0.00018727,-0,-nan,0.599894,0.525605,0.285628,-0.0677441,110.054,10000000,0
0.4,0.0615956,5.48956e-05,-0,-nan,-0.0168701,1.50351e-05,0,-nan,0.210126,0.00018727,-0,-nan,0.401251,0.344705,0.293136,-0.0802854,109.011,10000000,0
0.45,0.0629763,5.61262e-05,-0,-nan,-0.0194831,1.73639e-05,0,-nan,0.210126,0.00018727,-0,-nan,0.275726,0.232819,0.299707,-0.092721,110.124,10000000,0
0.5,0.0643414,5.7343e-05,-0,-nan,-0.0219979,1.96052e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.194425,0.161313,0.306204,-0.104689,108.217,10000000,0
0.55,0.0658731,5.87081e-05,-0,-nan,-0.024203,2.15705e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.140309,0.113989,0.313493,-0.115183,109.31,10000000,0
0.6,0.0676591,6.02999e-05,-0,-nan,-0.0257646,2.29622e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.102816,0.0813338,0.321993,-0.122615,107.513,10000000,0
