z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,denU,denL,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0513419,4.57575e-05,-0,-nan,-0.0136219,1.21403e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.159396,0.116304,0.244339,-0.0648274,110.362,10000000,0
0.15,0.0515571,4.59494e-05,-0,-nan,-0.0161093,1.43571e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.075876,0.0575463,0.245363,-0.0766651,108.926,10000000,0
0.2,0.0520165,4.63588e-05,-0,-nan,-0.0197871,1.76349e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0427249,0.0319367,0.247549,-0.0941679,110.867,10000000,0
0.25,0.0526233,4.68996e-05,-0,-nan,-0.024479,2.18165e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0263869,0.0184807,0.250437,-0.116497,108.659,10000000,0
0.3,0.0532357,4.74454e-05,-0,-nan,-0.0298529,2.66059e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0171611,0.0109744,0.253351,-0.142071,109.677,10000000,0
0.35,0.0537824,4.79326e-05,-0,-nan,-0.0356062,3.17334e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0114812,0.0066856,0.255953,-0.169452,110.575,10000000,0
0.4,0.0542566,4.83553e-05,-0,-nan,-0.0415419,3.70235e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.00786201,0.00421073,0.25821,-0.1977,111.34,10000000,0
0.45,0.0546749,4.8728e-05,-0,-nan,-0.0476177,4.24385e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.00551021,0.00273922,0.2602,-0.226615,110.861,10000000,0
0.5,0.0550398,4.90533e-05,-0,-nan,-0.0539034,4.80405e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.00396131,0.00182265,0.261937,-0.256529,110.452,10000000,0
0.55,0.055328,4.93102e-05,-0,-nan,-0.0604622,5.38859e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.00292304,0.0012227,0.263309,-0.287743,110.132,10000000,0
0.6,0.0555025,4.94657e-05,-0,-nan,-0.06726,5.99444e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.00220007,0.000811839,0.264139,-0.320094,111.399,10000000,0
0.65,0.0555446,4.95032e-05,-0,-nan,-0.0740935,6.60346e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0016649,0.000525113,0.264339,-0.352615,111.514,10000000,0
0.7,0.0554544,4.94228e-05,-0,-nan,-0.0806249,7.18556e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.00124772,0.000325965,0.26391,-0.383698,111.421,10000000,0
0.75,0.0552609,4.92503e-05,-0,-nan,-0.0862995,7.6913e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.000905338,0.000191333,0.262989,-0.410704,110.588,10000000,0
0.8,0.0550075,4.90245e-05,-0,-nan,-0.0903603,8.05321e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.000617041,0.000104352,0.261783,-0.430029,110.856,10000000,0
0.1,0.0771902,6.87943e-05,-0,-nan,-0.0137024,1.2212e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.159396,0.116304,0.367352,-0.0652102,111.968,10000000,0
0.15,0.0771542,6.87623e-05,-0,-nan,-0.015139,1.34924e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.075876,0.0575463,0.367181,-0.0720473,110.874,10000000,0
0.2,0.0774958,6.90667e-05,-0,-nan,-0.0181305,1.61585e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0427249,0.0319367,0.368806,-0.086284,111.714,10000000,0
0.25,0.0781415,6.96423e-05,-0,-nan,-0.0225858,2.01292e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0263869,0.0184807,0.371879,-0.107487,110.414,10000000,0
0.3,0.0788857,7.03055e-05,-0,-nan,-0.028168,2.51042e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0171611,0.0109744,0.375421,-0.134053,109.574,10000000,0
0.35,0.0795898,7.09331e-05,-0,-nan,-0.0345346,3.07784e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0114812,0.0066856,0.378772,-0.164352,109.206,10000000,0
0.4,0.0802129,7.14884e-05,-0,-nan,-0.0414504,3.6942e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.00786201,0.00421073,0.381737,-0.197265,113.04,10000000,0
0.45,0.0807729,7.19875e-05,-0,-nan,-0.0488733,4.35575e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.00551021,0.00273922,0.384402,-0.23259,108.646,10000000,0
0.5,0.0812962,7.24539e-05,-0,-nan,-0.0569139,5.07236e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.00396131,0.00182265,0.386893,-0.270856,110.57,10000000,0
0.55,0.0817812,7.28861e-05,-0,-nan,-0.0656774,5.85339e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.00292304,0.0012227,0.389201,-0.312562,111.326,10000000,0
0.6,0.0821948,7.32547e-05,-0,-nan,-0.075129,6.69574e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.00220007,0.000811839,0.391169,-0.357543,108.714,10000000,0
0.65,0.0824952,7.35224e-05,-0,-nan,-0.0849726,7.57304e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0016649,0.000525113,0.392599,-0.404389,110.802,10000000,0
0.7,0.082657,7.36666e-05,-0,-nan,-0.0946846,8.4386e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.00124772,0.000325965,0.393369,-0.450609,111.756,10000000,0
0.75,0.0826824,7.36893e-05,-0,-nan,-0.103369,9.21261e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.000905338,0.000191333,0.39349,-0.491939,111.833,10000000,0
0.8,0.0825988,7.36148e-05,-0,-nan,-0.109757,9.78194e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.000617041,0.000104352,0.393092,-0.522341,110.961,10000000,0
0.1,0.064408,5.74024e-05,-0,-nan,-0.0133582,1.19053e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.159396,0.116304,0.306521,-0.0635724,110.627,10000000,0
0.15,0.0644721,5.74596e-05,-0,-nan,-0.0152301,1.35736e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.075876,0.0575463,0.306826,-0.0724809,109.247,10000000,0
0.2,0.0648542,5.78002e-05,-0,-nan,-0.0185105,1.64971e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0427249,0.0319367,0.308644,-0.0880922,110.498,10000000,0
0.25,0.065472,5.83508e-05,-0,-nan,-0.0230609,2.05527e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0263869,0.0184807,0.311584,-0.109748,111.316,10000000,0
0.3,0.0661493,5.89544e-05,-0,-nan,-0.0285403,2.5436e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0171611,0.0109744,0.314808,-0.135824,110.064,10000000,0
0.35,0.0667772,5.9514e-05,-0,-nan,-0.0346189,3.08535e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.0114812,0.0066856,0.317796,-0.164753,110.276,10000000,0
0.4,0.0673292,6.0006e-05,-0,-nan,-0.0410742,3.66067e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.00786201,0.00421073,0.320423,-0.195474,112.022,10000000,0
0.45,0.0678221,6.04453e-05,-0,-nan,-0.0478588,4.26534e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.00551021,0.00273922,0.322769,-0.227763,110.483,10000000,0
0.5,0.0682713,6.08456e-05,-0,-nan,-0.0550587,4.90701e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.00396131,0.00182265,0.324906,-0.262027,110.652,10000000,0
0.55,0.0686657,6.11971e-05,-0,-nan,-0.0627538,5.59283e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.00292304,0.0012227,0.326783,-0.298649,108.254,10000000,0
0.6,0.0689707,6.1469e-05,-0,-nan,-0.0709061,6.31938e-05,0,-nan,0.210126,0.000187271,-0,-nan,0.00220007,0.000811839,0.328235,-0.337445,111.606,10000000,0
