z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,AU,err_AU,BU,err_BU,denU,denL,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0370594,3.20234e-05,-0,-nan,-0.00286159,2.47273e-06,0,-nan,0.174193,0.000150522,-0,-nan,-1.567560.000877126,-0.2730570.000179802,5.46675,5.04626,0.212749,-0.0164277,177.364,20000000,0
0.15,0.0367242,3.17853e-05,-0,-nan,-0.00395765,3.4254e-06,0,-nan,0.174161,0.000150738,-0,-nan,-1.564940.000877084,-0.2725510.00017976,2.63507,2.45617,0.210864,-0.0227241,177.57,20000000,0
0.2,0.0370666,3.21859e-05,-0,-nan,-0.00561629,4.87677e-06,0,-nan,0.174149,0.000151218,-0,-nan,-1.563480.000879167,-0.2722770.000180155,1.47523,1.36989,0.212845,-0.03225,177.987,20000000,0
0.25,0.0380307,3.30961e-05,-0,-nan,-0.00761461,6.6266e-06,0,-nan,0.174147,0.000151551,-0,-nan,-1.562860.000880806,-0.2721690.000180476,0.891035,0.813851,0.218382,-0.0437251,177.959,20000000,0
0.3,0.0392737,3.42192e-05,-0,-nan,-0.00972524,8.47362e-06,0,-nan,0.174148,0.000151736,-0,-nan,-1.562580.000881728,-0.272120.000180659,0.562931,0.502556,0.225519,-0.0558446,177.869,20000000,0
0.35,0.0405014,3.5313e-05,-0,-nan,-0.0118262,1.03112e-05,0,-nan,0.174149,0.00015184,-0,-nan,-1.562410.000882245,-0.2720920.000180762,0.36628,0.3195,0.232567,-0.0679082,178.014,20000000,0
0.4,0.0415758,3.62676e-05,-0,-nan,-0.0138938,1.21199e-05,0,-nan,0.174151,0.000151916,-0,-nan,-1.562320.000882635,-0.2720790.000180842,0.245059,0.20945,0.238734,-0.0797805,177.833,20000000,0
0.45,0.0425168,3.71031e-05,-0,-nan,-0.0159296,1.39013e-05,0,-nan,0.174152,0.000151978,-0,-nan,-1.562290.000882973,-0.2720760.00018091,0.168434,0.141415,0.244136,-0.0914692,177.608,20000000,0
0.5,0.0434394,3.79112e-05,-0,-nan,-0.017858,1.55853e-05,0,-nan,0.174143,0.000151981,-0,-nan,-1.561160.000882391,-0.2718650.000180786,0.118797,0.0979448,0.249447,-0.102548,178.141,20000000,0
0.55,0.0444641,3.87973e-05,-0,-nan,-0.0194947,1.70102e-05,0,-nan,0.174143,0.000151949,-0,-nan,-1.561070.000882143,-0.2718490.000180739,0.0857548,0.069179,0.255332,-0.111947,178.004,20000000,0
0.6,0.0456407,3.98028e-05,-0,-nan,-0.0205624,1.79323e-05,0,-nan,0.174142,0.000151868,-0,-nan,-1.560950.00088159,-0.2718270.000180631,0.0628612,0.0493318,0.262089,-0.118079,177.788,20000000,0
0.65,0.0469077,4.08695e-05,-0,-nan,-0.0208444,1.81612e-05,0,-nan,0.17414,0.000151724,-0,-nan,-1.560770.000880633,-0.2717940.000180444,0.0461857,0.0350825,0.269367,-0.119699,177.849,20000000,0
0.7,0.0481861,4.19235e-05,-0,-nan,-0.0201699,1.75485e-05,0,-nan,0.174138,0.000151506,-0,-nan,-1.560530.000879195,-0.2717480.000180164,0.0335651,0.0245909,0.276712,-0.115827,178.229,20000000,0
0.75,0.0493655,4.28613e-05,-0,-nan,-0.0185626,1.61168e-05,0,-nan,0.174133,0.00015119,-0,-nan,-1.560230.000877149,-0.2716870.000179763,0.0236522,0.0167056,0.283493,-0.1066,177.727,20000000,0
0.8,0.0503595,4.3597e-05,-0,-nan,-0.0162403,1.40594e-05,0,-nan,0.174128,0.000150745,-0,-nan,-1.559860.000874295,-0.2716160.000179206,0.0157127,0.0107287,0.289209,-0.0932661,177.171,20000000,0
