        Q2    <dsig|+1,0>         err[1]    <dsig|+2,0>         err[2]      <ALL|0,0>         err[3]     <ALL|+1,0>         err[4]   <dsig|0,+1>          err[5]   <dsig|+1,-1>         err[6]    dsig|+1,+1>         err[7]  <dsig|+2,+1>          err[8]  <dsig|+2,-1>          err[9]     <ALL|0,+1>        err[10]    <ALL|+1,-1>        err[11]    <ALL|+1,+1>        err[12]        time[s]     neval      fail
   1901.54     -0.0583654     0.00196921      0.0064876    0.000227473       0.922576      0.0304754     -0.0638727       0.002141      0.0780012     0.00261365      0.0130742    0.000439895     -0.0130742    0.000439895     0.00271313    9.62233e-05     0.00271313    9.62233e-05      0.0760562     0.00254103       0.014188    0.000473532      -0.014188    0.000473532      0.0313969    100000         0
   1904.03     -0.0581916     0.00197072     0.00643882    0.000226638       0.923256      0.0306101     -0.0636506     0.00214165       0.078094     0.00262595      0.0130381    0.000440324     -0.0130381    0.000440324     0.00268978    9.57656e-05     0.00268978    9.57656e-05      0.0761675     0.00255381      0.0141424    0.000473797     -0.0141424    0.000473797      0.0313088    100000         0
   1906.51     -0.0579656     0.00197166     0.00638395    0.000225723       0.923928      0.0307618     -0.0633879     0.00214227      0.0782105     0.00264054      0.0129901     0.00044061     -0.0129901     0.00044061     0.00266448    9.52939e-05     0.00266448    9.52939e-05      0.0762963     0.00256863      0.0140874    0.000474038     -0.0140874    0.000474038      0.0346581    100000         0
      1909     -0.0577524     0.00197307     0.00633123    0.000224868       0.924642      0.0309253      -0.063144     0.00214365      0.0783045     0.00265554      0.0129451    0.000441014     -0.0129451    0.000441014     0.00264032    9.48615e-05     0.00264032    9.48615e-05      0.0764086     0.00258396      0.0140366    0.000474453     -0.0140366    0.000474453      0.0355109    100000         0
   1911.48     -0.0574831     0.00197166     0.00627296    0.000223715       0.925288      0.0310652     -0.0628387     0.00214194      0.0784103     0.00266911      0.0128878    0.000440789     -0.0128878    0.000440789     0.00261391    9.43061e-05     0.00261391    9.43061e-05      0.0765243     0.00259767      0.0139723    0.000474185     -0.0139723    0.000474185      0.0337386    100000         0
   1913.97     -0.0573115     0.00197463      0.0062258    0.000223038        0.92595      0.0312243     -0.0626284     0.00214445      0.0784948     0.00268345      0.0128512    0.000441521     -0.0128512    0.000441521     0.00259169    9.39246e-05     0.00259169    9.39246e-05      0.0766275     0.00261246      0.0139284    0.000474843     -0.0139284    0.000474843      0.0339455    100000         0
   1916.45     -0.0571158     0.00197549     0.00617567    0.000222126       0.926645      0.0313689     -0.0623815     0.00214434      0.0785959     0.00269715      0.0128104    0.000441814     -0.0128104    0.000441814     0.00256785    9.34324e-05     0.00256785    9.34324e-05      0.0767475     0.00262658      0.0138773    0.000474947     -0.0138773    0.000474947      0.0336246    100000         0
   1918.94     -0.0569023     0.00197646     0.00612396    0.000221221       0.927296      0.0315222     -0.0621314     0.00214497      0.0786851     0.00271101       0.012766    0.000442136      -0.012766    0.000442136     0.00254393    9.29683e-05     0.00254393    9.29683e-05      0.0768526     0.00264085      0.0138257    0.000475212     -0.0138257    0.000475212       0.035489    100000         0
   1921.42     -0.0567375     0.00197929     0.00607853    0.000220535       0.927976      0.0316849     -0.0619281     0.00214736       0.078761     0.00272515      0.0127314    0.000442855     -0.0127314    0.000442855     0.00252253     9.2588e-05     0.00252253     9.2588e-05      0.0769505     0.00265556      0.0137837    0.000475856     -0.0137837    0.000475856      0.0338936    100000         0
   1923.91     -0.0565017     0.00198049     0.00602355    0.000219602       0.928617      0.0318562     -0.0616628     0.00214849      0.0788866     0.00274229      0.0126813    0.000443208     -0.0126813    0.000443208     0.00249753    9.21159e-05     0.00249753    9.21159e-05      0.0770861     0.00267277      0.0137281    0.000476219     -0.0137281    0.000476219       0.035544    100000         0
   1926.39     -0.0563057      0.0019828     0.00597416    0.000218831       0.929292      0.0320289     -0.0614295     0.00215041      0.0789459     0.00275668        0.01264    0.000443812       -0.01264    0.000443812     0.00247453    9.16988e-05     0.00247453    9.16988e-05      0.0771667     0.00268773      0.0136796    0.000476759     -0.0136796    0.000476759       0.032632    100000         0
   1928.88     -0.0560919     0.00198335     0.00592442    0.000217901       0.929955       0.032177     -0.0611692     0.00215014      0.0790822     0.00277197      0.0125943    0.000444018     -0.0125943    0.000444018     0.00245135    9.12106e-05     0.00245135    9.12106e-05      0.0773159     0.00270324      0.0136249    0.000476815     -0.0136249    0.000476815      0.0375347    100000         0
   1931.36     -0.0559242     0.00198581     0.00588024    0.000217214       0.930592      0.0323374     -0.0609646     0.00215212      0.0791649     0.00278645       0.012559    0.000444645      -0.012559    0.000444645     0.00243074    9.08347e-05     0.00243074    9.08347e-05       0.077418     0.00271821      0.0135825    0.000477367     -0.0135825    0.000477367      0.0368863    100000         0
   1933.85     -0.0556765     0.00198647     0.00582478    0.000216206       0.931236      0.0325088     -0.0606821     0.00215257       0.079327     0.00280459      0.0125074    0.000444915     -0.0125074    0.000444915     0.00240536    9.03264e-05     0.00240536    9.03264e-05      0.0775877     0.00273641       0.013524    0.000477604      -0.013524    0.000477604      0.0353354    100000         0
   1936.33     -0.0555141     0.00198838     0.00578067    0.000215425       0.931887      0.0326586      -0.060468     0.00215341      0.0793775       0.002817      0.0124741    0.000445459     -0.0124741    0.000445459     0.00238409    8.98861e-05     0.00238409    8.98861e-05      0.0776619     0.00274952      0.0134803    0.000477932     -0.0134803    0.000477932      0.0352238    100000         0
   1938.82     -0.0552434     0.00198725      0.0057248    0.000214288       0.932522      0.0328144     -0.0601548     0.00215167      0.0794879     0.00283209      0.0124162    0.000445304     -0.0124162    0.000445304     0.00235867    8.93256e-05     0.00235867    8.93256e-05      0.0777826      0.0027648      0.0134141    0.000477671     -0.0134141    0.000477671      0.0353713    100000         0
    1941.3     -0.0550549     0.00198963     0.00567899     0.00021357       0.933164      0.0329923       -0.05994     0.00215412      0.0795993      0.0028487      0.0123779    0.000445952     -0.0123779    0.000445952      0.0023378    8.89571e-05      0.0023378    8.89571e-05      0.0779112     0.00278184      0.0133707    0.000478349     -0.0133707    0.000478349       0.033923    100000         0
   1943.79     -0.0548368     0.00199162     0.00562685    0.000212669       0.933828      0.0331809     -0.0596789     0.00215558      0.0797557     0.00286828      0.0123323    0.000446519     -0.0123323    0.000446519     0.00231358    8.84787e-05     0.00231358    8.84787e-05      0.0780795     0.00280156      0.0133166    0.000478818     -0.0133166    0.000478818      0.0337634    100000         0
   1946.27     -0.0546452     0.00199373     0.00558168    0.000211932       0.934432      0.0333529     -0.0594562     0.00215739      0.0798211     0.00288332      0.0122905    0.000447043     -0.0122905    0.000447043     0.00229303    8.80894e-05     0.00229303    8.80894e-05      0.0781625     0.00281706      0.0132693    0.000479312     -0.0132693    0.000479312      0.0324174    100000         0
   1948.76     -0.0544539     0.00199432     0.00553785    0.000211099        0.93507      0.0335043     -0.0592231     0.00215735      0.0799708     0.00289915      0.0122524    0.000447317     -0.0122524    0.000447317     0.00227262    8.76585e-05     0.00227262    8.76585e-05      0.0783281     0.00283328      0.0132225    0.000479461     -0.0132225    0.000479461      0.0307557    100000         0
   1951.24     -0.0542346      0.0019944     0.00548861    0.000210102       0.935699      0.0336592     -0.0589529     0.00215633      0.0800757      0.0029141      0.0122062    0.000447448     -0.0122062    0.000447448     0.00224956    8.71328e-05     0.00224956    8.71328e-05      0.0784478     0.00284858      0.0131661    0.000479378     -0.0131661    0.000479378      0.0304201    100000         0
   1953.73     -0.0540137     0.00199687     0.00543838    0.000209308       0.936325      0.0338584     -0.0587059     0.00215894      0.0802223     0.00293436      0.0121595    0.000448104     -0.0121595    0.000448104      0.0022269    8.67288e-05      0.0022269    8.67288e-05      0.0786048     0.00286898      0.0131146    0.000480081     -0.0131146    0.000480081       0.030687    100000         0
   1956.21     -0.0538268     0.00199827     0.00539568     0.00020854       0.936934      0.0340198     -0.0584809     0.00215966       0.080336     0.00295036      0.0121188    0.000448475     -0.0121188    0.000448475     0.00220729    8.63201e-05     0.00220729    8.63201e-05      0.0787342     0.00288532      0.0130668    0.000480342     -0.0130668    0.000480342       0.030987    100000         0
    1958.7     -0.0535417     0.00199637     0.00533819    0.000207245       0.937532      0.0341795     -0.0581504       0.002157      0.0804634      0.0029665      0.0120595    0.000448211     -0.0120595    0.000448211     0.00218097    8.56831e-05     0.00218097    8.56831e-05      0.0788686     0.00290161      0.0129981    0.000479924     -0.0129981    0.000479924      0.0315757    100000         0
   1961.18     -0.0533716     0.00200103     0.00529504    0.000206728       0.938163      0.0343979     -0.0579603     0.00216185      0.0804947     0.00298428      0.0120221    0.000449297     -0.0120221    0.000449297     0.00216154    8.53924e-05     0.00216154    8.53924e-05      0.0789233     0.00292001      0.0129576    0.000481087     -0.0129576    0.000481087      0.0309733    100000         0
   1963.67     -0.0530392     0.00199538     0.00523556    0.000205134       0.938736      0.0345179     -0.0575668      0.0021547      0.0806786     0.00299963       0.011952     0.00044819      -0.011952     0.00044819     0.00213439    8.46258e-05     0.00213439    8.46258e-05       0.079107     0.00293519      0.0128748    0.000479672     -0.0128748    0.000479672      0.0308614    100000         0
   1966.15     -0.0529499     0.00200335     0.00520183    0.000204951        0.93937      0.0347539     -0.0574548     0.00216279      0.0807083     0.00301905      0.0119334    0.000450047     -0.0119334    0.000450047     0.00211852    8.44598e-05     0.00211852    8.44598e-05      0.0791669     0.00295543      0.0128523    0.000481581     -0.0128523    0.000481581      0.0310016    100000         0
   1968.64     -0.0527019     0.00200246     0.00515189     0.00020386       0.939966       0.034918     -0.0571606     0.00216106      0.0808784     0.00303739      0.0118813    0.000449985     -0.0118813    0.000449985     0.00209562    8.39124e-05     0.00209562    8.39124e-05      0.0793451     0.00297388      0.0127909    0.000481352     -0.0127909    0.000481352      0.0290523    100000         0
   1971.12     -0.0525057      0.0020043     0.00510617    0.000203013        0.94055      0.0350996     -0.0569235     0.00216223      0.0809795     0.00305503      0.0118406     0.00045053     -0.0118406     0.00045053     0.00207437      8.346e-05     0.00207437      8.346e-05       0.079461     0.00299187       0.012742     0.00048177      -0.012742     0.00048177      0.0306712    100000         0
   1973.61     -0.0522761      0.0020052     0.00506029    0.000202183       0.941186      0.0352922     -0.0566599     0.00216276      0.0811138     0.00307411      0.0117914    0.000450814     -0.0117914    0.000450814     0.00205382    8.30401e-05     0.00205382    8.30401e-05      0.0796104     0.00301126      0.0126864    0.000482004     -0.0126864    0.000482004      0.0295324    100000         0
   1976.09     -0.0520748     0.00200862       0.005015    0.000201506       0.941744      0.0355135     -0.0564468     0.00216678      0.0812005     0.00309472      0.0117489    0.000451674     -0.0117489    0.000451674     0.00203391    8.27033e-05     0.00203391    8.27033e-05      0.0797109     0.00303213       0.012642    0.000483013      -0.012642    0.000483013       0.030341    100000         0
   1978.58     -0.0518851      0.0020108     0.00496939    0.000200627       0.942333       0.035704     -0.0562109     0.00216804      0.0813182     0.00311327      0.0117102    0.000452323     -0.0117102    0.000452323     0.00201239     8.2221e-05     0.00201239     8.2221e-05      0.0798434     0.00305111      0.0125939    0.000483476     -0.0125939    0.000483476      0.0305381    100000         0
   1981.06      -0.051618        0.00201     0.00491892    0.000199562       0.942935       0.035895     -0.0559098     0.00216685       0.081396      0.0031305      0.0116533    0.000452257     -0.0116533    0.000452257     0.00198993    8.17047e-05     0.00198993    8.17047e-05      0.0799358     0.00306869      0.0125304    0.000483349     -0.0125304    0.000483349      0.0291962    100000         0
   1983.55     -0.0513685     0.00200967     0.00487252    0.000198631       0.943454      0.0360704     -0.0556328     0.00216632      0.0815758     0.00315104      0.0115993    0.000452252     -0.0115993    0.000452252     0.00196961    8.12595e-05     0.00196961    8.12595e-05       0.080119     0.00308909      0.0124714    0.000483335     -0.0124714    0.000483335       0.030927    100000         0
   1986.03     -0.0511702     0.00201105     0.00482978    0.000197783       0.944075      0.0362592     -0.0553841     0.00216658      0.0816805     0.00316922      0.0115586    0.000452714     -0.0115586    0.000452714      0.0019495    8.07945e-05      0.0019495    8.07945e-05      0.0802434      0.0031078      0.0124203    0.000483571     -0.0124203    0.000483571      0.0305757    100000         0
   1988.52     -0.0509773     0.00201462     0.00478678     0.00019713       0.944655      0.0364917     -0.0551693     0.00217039      0.0817544     0.00318986      0.0115186    0.000453643     -0.0115186    0.000453643     0.00193026     8.0456e-05     0.00193026     8.0456e-05      0.0803359     0.00312895      0.0123762    0.000484566     -0.0123762    0.000484566      0.0294353    100000         0
      1991      -0.050749     0.00201475     0.00474189    0.000196179       0.945218      0.0366688      -0.054895     0.00216951      0.0819168      0.0032096      0.0114695    0.000453777     -0.0114695    0.000453777     0.00190972    7.99621e-05     0.00190972    7.99621e-05      0.0805073     0.00314881      0.0123181    0.000484509     -0.0123181    0.000484509      0.0302644    100000         0
   1993.49     -0.0505845     0.00201897     0.00470139    0.000195537       0.945813      0.0369012     -0.0546989     0.00217351       0.081986     0.00322986      0.0114365    0.000454884     -0.0114365    0.000454884     0.00189102    7.96042e-05     0.00189102    7.96042e-05      0.0805985     0.00316976      0.0122787    0.000485578     -0.0122787    0.000485578      0.0298737    100000         0
   1995.97     -0.0503515     0.00201988     0.00465614     0.00019465       0.946373      0.0371041     -0.0544278     0.00217371      0.0820648     0.00324901      0.0113856    0.000455167     -0.0113856    0.000455167     0.00187066    7.91442e-05     0.00187066    7.91442e-05      0.0806919     0.00318921      0.0122206    0.000485743     -0.0122206    0.000485743      0.0302475    100000         0
   1998.46     -0.0502439     0.00202661      0.0046222    0.000194277        0.94695      0.0373502      -0.054294     0.00218043      0.0822081     0.00327381      0.0113653    0.000456836     -0.0113653    0.000456836     0.00185476    7.88997e-05     0.00185476    7.88997e-05      0.0808553     0.00321452      0.0121951    0.000487417     -0.0121951    0.000487417      0.0299769    100000         0
   2000.94     -0.0499486     0.00202402     0.00457035    0.000193008       0.947489      0.0375291     -0.0539597     0.00217703      0.0822905     0.00329046      0.0113021    0.000456384     -0.0113021    0.000456384     0.00183167    7.82864e-05     0.00183167    7.82864e-05      0.0809469     0.00323144      0.0121242    0.000486817     -0.0121242    0.000486817      0.0297789    100000         0
   2003.43     -0.0497365     0.00202489     0.00452748    0.000192103       0.948053      0.0377257     -0.0537086     0.00217724      0.0824974      0.0033135      0.0112593     0.00045676     -0.0112593     0.00045676     0.00181205    7.78201e-05     0.00181205    7.78201e-05      0.0811632      0.0032546      0.0120733    0.000487059     -0.0120733    0.000487059      0.0311647    100000         0
   2005.91     -0.0494791       0.002024     0.00447939    0.000190996       0.948627      0.0379202     -0.0534073     0.00217546      0.0826438     0.00333351       0.011206    0.000456742      -0.011206    0.000456742     0.00179021    7.72655e-05     0.00179021    7.72655e-05      0.0813202      0.0032749      0.0120111    0.000486862     -0.0120111    0.000486862      0.0292614    100000         0
    2008.4     -0.0492538     0.00202613     0.00443606    0.000190231       0.949144      0.0381532     -0.0531593      0.0021776      0.0826867     0.00335413      0.0111567    0.000457293     -0.0111567    0.000457293     0.00177127    7.68832e-05     0.00177127    7.68832e-05      0.0813785      0.0032959      0.0119578    0.000487447     -0.0119578    0.000487447      0.0308067    100000         0
   2010.88     -0.0490413     0.00202851     0.00439452    0.000189503        0.94966      0.0383822      -0.052926     0.00218008      0.0828148     0.00337719      0.0111114    0.000457925     -0.0111114    0.000457925      0.0017531    7.65207e-05      0.0017531    7.65207e-05      0.0815173     0.00331916      0.0119087    0.000488129     -0.0119087    0.000488129      0.0296796    100000         0
   2013.37     -0.0488537      0.0020305     0.00435407     0.00018867       0.950275      0.0386027     -0.0526881     0.00218087      0.0828943     0.00339684      0.0110743    0.000458585     -0.0110743    0.000458585     0.00173398    7.60576e-05     0.00173398    7.60576e-05      0.0816203     0.00333959      0.0118611    0.000488537     -0.0118611    0.000488537      0.0307799    100000         0
   2015.85     -0.0486205     0.00203017     0.00431334    0.000187777       0.950754      0.0387871     -0.0524205     0.00217997      0.0830517     0.00341778      0.0110242    0.000458617     -0.0110242    0.000458617     0.00171599    7.56211e-05     0.00171599    7.56211e-05      0.0817846      0.0033606      0.0118044    0.000488474     -0.0118044    0.000488474      0.0296006    100000         0
   2018.34     -0.0484296     0.00203522      0.0042717    0.000187176       0.951296      0.0390707     -0.0522136     0.00218544       0.083153     0.00344498      0.0109835    0.000459862     -0.0109835    0.000459862     0.00169772    7.53043e-05     0.00169772    7.53043e-05      0.0819011     0.00338811       0.011761    0.000489834      -0.011761    0.000489834       0.030174    100000         0
   2020.82     -0.0481478     0.00203269     0.00422381    0.000185949       0.951841      0.0392595     -0.0518821     0.00218161      0.0832765       0.003464      0.0109238     0.00045946     -0.0109238     0.00045946     0.00167609    7.46951e-05     0.00167609    7.46951e-05      0.0820348     0.00340742      0.0116912    0.000489172     -0.0116912    0.000489172      0.0299164    100000         0
   2023.31     -0.0479598     0.00203564     0.00418663    0.000185328       0.952322      0.0394847     -0.0516726     0.00218456      0.0834287     0.00348782      0.0108853    0.000460249     -0.0108853    0.000460249     0.00165972    7.43742e-05     0.00165972    7.43742e-05      0.0821975     0.00343148      0.0116485    0.000489986     -0.0116485    0.000489986      0.0307827    100000         0
   2025.79     -0.0477168     0.00203515     0.00414172    0.000184238       0.952875      0.0396974     -0.0513794     0.00218286      0.0835724     0.00350999      0.0108351    0.000460348     -0.0108351    0.000460348     0.00163913    7.38175e-05     0.00163913    7.38175e-05      0.0823534     0.00345398       0.011588    0.000489832      -0.011588    0.000489832      0.0299078    100000         0
   2028.28     -0.0475041     0.00203756     0.00410164    0.000183486       0.953434      0.0399502     -0.0511353     0.00218491       0.083716      0.0035361      0.0107897    0.000461013     -0.0107897    0.000461013     0.00162136    7.34273e-05     0.00162136    7.34273e-05      0.0825116     0.00348036      0.0115366    0.000490446     -0.0115366    0.000490446      0.0293433    100000         0
   2030.76     -0.0473114     0.00203996     0.00406269    0.000182712       0.953919      0.0401759     -0.0509058     0.00218652      0.0838078     0.00355793      0.0107489    0.000461686     -0.0107489    0.000461686     0.00160367    7.30091e-05     0.00160367    7.30091e-05      0.0826168     0.00350263      0.0114886    0.000490976     -0.0114886    0.000490976      0.0309486    100000         0
   2033.25     -0.0470249     0.00203786     0.00401594    0.000181539       0.954441       0.040392     -0.0505823     0.00218376      0.0839655      0.0035813      0.0106888    0.000461396     -0.0106888    0.000461396     0.00158311    7.24503e-05     0.00158311    7.24503e-05      0.0827825     0.00352612       0.011421    0.000490559      -0.011421    0.000490559      0.0308875    100000         0
   2035.73     -0.0468871      0.0020438     0.00398257     0.00018107       0.954964      0.0406617     -0.0504114     0.00218927      0.0841256     0.00360976      0.0106614    0.000462905     -0.0106614    0.000462905     0.00156771    7.21598e-05     0.00156771    7.21598e-05       0.082959     0.00355501       0.011387    0.000491991      -0.011387    0.000491991       0.029269    100000         0
   2038.22     -0.0464855     0.00203735     0.00392396    0.000179413       0.955493      0.0408786     -0.0499689     0.00218201      0.0842416     0.00363112       0.010575    0.000461636      -0.010575    0.000461636      0.0015424    7.14031e-05      0.0015424    7.14031e-05      0.0830782     0.00357637      0.0112923    0.000490565     -0.0112923    0.000490565      0.0292447    100000         0
    2040.7     -0.0463842      0.0020446     0.00389605     0.00017915       0.955997      0.0411434     -0.0498368     0.00218875      0.0843769     0.00365821      0.0105558    0.000463426     -0.0105558    0.000463426     0.00152921    7.11895e-05     0.00152921    7.11895e-05      0.0832334     0.00360407      0.0112669    0.000492264     -0.0112669    0.000492264      0.0307226    100000         0
   2043.19     -0.0461903     0.00204862     0.00385863    0.000178536       0.956518      0.0414302     -0.0496208     0.00219277       0.084386     0.00368153      0.0105139    0.000464443     -0.0105139    0.000464443     0.00151286    7.08677e-05     0.00151286    7.08677e-05      0.0832631     0.00362806      0.0112211    0.000493311     -0.0112211    0.000493311      0.0308727    100000         0
   2045.67     -0.0459588     0.00204958     0.00381807     0.00017765       0.957023      0.0416809     -0.0493559     0.00219327       0.084584     0.00371011      0.0104655    0.000464837     -0.0104655    0.000464837     0.00149498    7.04281e-05     0.00149498    7.04281e-05        0.08347     0.00365676       0.011166    0.000493621      -0.011166    0.000493621      0.0302584    100000         0
   2048.16     -0.0457761     0.00205258     0.00378072    0.000176849       0.957518      0.0419343     -0.0491356     0.00219551      0.0847735     0.00373864      0.0104295    0.000465754     -0.0104295    0.000465754     0.00147778    6.99918e-05     0.00147778    6.99918e-05       0.083671     0.00368558      0.0111223    0.000494378     -0.0111223    0.000494378      0.0296718    100000         0
   2050.64     -0.0455004     0.00205095     0.00373718    0.000175752       0.957992      0.0421626     -0.0488275     0.00219332      0.0849149     0.00376274      0.0103707    0.000465545     -0.0103707    0.000465545     0.00145891    6.94725e-05     0.00145891    6.94725e-05      0.0838196     0.00370984       0.011057    0.000494071      -0.011057    0.000494071      0.0306631    100000         0
   2053.13     -0.0452369     0.00205122     0.00369519    0.000174825       0.958473      0.0424289     -0.0485364     0.00219335      0.0850485     0.00379063      0.0103135    0.000465728     -0.0103135    0.000465728     0.00144093    6.90322e-05     0.00144093    6.90322e-05      0.0839625     0.00373786      0.0109947    0.000494235     -0.0109947    0.000494235      0.0306581    100000         0
   2055.61     -0.0451069     0.00205791     0.00366346    0.000174398       0.958962      0.0427241     -0.0483787     0.00219978      0.0852024     0.00382099       0.010289    0.000467449      -0.010289    0.000467449     0.00142637    6.87599e-05     0.00142637    6.87599e-05      0.0841326     0.00376873      0.0109645    0.000495909     -0.0109645    0.000495909      0.0295277    100000         0
    2058.1     -0.0448737     0.00205818     0.00362614    0.000173564       0.959442      0.0429662      -0.048112     0.00219931      0.0853274     0.00384629      0.0102377    0.000467595     -0.0102377    0.000467595      0.0014102     6.8344e-05      0.0014102     6.8344e-05      0.0842697     0.00379431      0.0109069    0.000495937     -0.0109069    0.000495937      0.0294032    100000         0
   2060.58      -0.044671      0.0020609     0.00358861    0.000172776       0.959908      0.0432373     -0.0478785     0.00220155      0.0854679      0.0038744      0.0101966    0.000468429     -0.0101966    0.000468429     0.00139336    6.79291e-05     0.00139336    6.79291e-05       0.084422     0.00382278      0.0108595    0.000496675     -0.0108595    0.000496675      0.0302754    100000         0
   2063.07     -0.0444181     0.00206078     0.00354652    0.000171734       0.960408      0.0435005     -0.0475866      0.0022006      0.0855654      0.0038998      0.0101446    0.000468645     -0.0101446    0.000468645     0.00137463    6.74093e-05     0.00137463    6.74093e-05      0.0845328     0.00384861      0.0107994     0.00049672     -0.0107994     0.00049672      0.0306058    100000         0
   2065.55     -0.0440883     0.00205757     0.00349808    0.000170397       0.960878      0.0437621      -0.047222     0.00219674      0.0857316     0.00392907      0.0100731    0.000468092     -0.0100731    0.000468092      0.0013539    6.67895e-05      0.0013539    6.67895e-05      0.0847026     0.00387778      0.0107211    0.000496052     -0.0107211    0.000496052      0.0301553    100000         0
   2068.04     -0.0440248     0.00206769     0.00347526    0.000170336       0.961347      0.0440889     -0.0471373     0.00220683      0.0858662     0.00396229      0.0100613    0.000470528     -0.0100613    0.000470528     0.00134332    6.66744e-05     0.00134332    6.66744e-05      0.0848581     0.00391168      0.0107054    0.000498505     -0.0107054    0.000498505      0.0302287    100000         0
   2070.52      -0.043722     0.00206254     0.00343087    0.000168913       0.961818      0.0442891     -0.0467812     0.00219998      0.0860084     0.00398397     0.00999961    0.000469672    -0.00999961    0.000469672     0.00132334    6.59866e-05     0.00132334    6.59866e-05      0.0850091     0.00393369      0.0106322    0.000497279     -0.0106322    0.000497279      0.0297055    100000         0
   2073.01     -0.0435648     0.00206771     0.00339947    0.000168391       0.962275      0.0445898     -0.0465999     0.00220493      0.0861802     0.00401632     0.00996769     0.00047102    -0.00996769     0.00047102     0.00130942    6.56889e-05     0.00130942    6.56889e-05      0.0851942     0.00396644      0.0105956    0.000498599     -0.0105956    0.000498599      0.0293002    100000         0
   2075.49     -0.0432922     0.00207004     0.00335622    0.000167504       0.962758      0.0449442      -0.046307     0.00220741      0.0862594     0.00405054     0.00990791    0.000471674    -0.00990791    0.000471674     0.00129121    6.52639e-05     0.00129121    6.52639e-05       0.085285     0.00400081      0.0105323    0.000499322     -0.0105323    0.000499322      0.0304878    100000         0
   2077.98     -0.0430676     0.00207051     0.00331842    0.000166537       0.963203      0.0452015     -0.0460426     0.00220683      0.0864811     0.00408195     0.00986166     0.00047202    -0.00986166     0.00047202      0.0012743    6.47692e-05      0.0012743    6.47692e-05      0.0855137     0.00403237      0.0104779    0.000499453     -0.0104779    0.000499453      0.0303182    100000         0
   2080.46     -0.0428696     0.00207367     0.00328677    0.000165979       0.963672      0.0455092     -0.0458198     0.00220977      0.0865572     0.00411118     0.00981927    0.000472861    -0.00981927    0.000472861     0.00126075    6.44805e-05     0.00126075    6.44805e-05      0.0856077     0.00406212      0.0104308    0.000500277     -0.0104308    0.000500277      0.0297318    100000         0
   2082.95     -0.0426015     0.00207362     0.00324451     0.00016488       0.964107      0.0458074     -0.0455221     0.00220925      0.0866769     0.00414132     0.00976243    0.000473067    -0.00976243    0.000473067     0.00124254    6.39531e-05     0.00124254    6.39531e-05      0.0857347     0.00409247      0.0103681    0.000500401     -0.0103681    0.000500401       0.029589    100000         0
   2085.43     -0.0423491     0.00207311      0.0032075    0.000163926       0.964583      0.0460883      -0.045231     0.00220777       0.086831      0.0041721     0.00970813    0.000473129    -0.00970813    0.000473129     0.00122646    6.34828e-05     0.00122646    6.34828e-05      0.0859007      0.0041235      0.0103061    0.000500279     -0.0103061    0.000500279      0.0307893    100000         0
   2087.92     -0.0421667     0.00207885       0.003176    0.000163466       0.964976      0.0464319      -0.045036     0.00221388      0.0869265     0.00420595     0.00966803    0.000474521    -0.00966803    0.000474521     0.00121326    6.32407e-05     0.00121326    6.32407e-05      0.0860074     0.00415767      0.0102642    0.000501791     -0.0102642    0.000501791      0.0298445    100000         0
    2090.4     -0.0419408     0.00208016     0.00313959    0.000162573       0.965437      0.0467355     -0.0447697     0.00221423      0.0871635      0.0042432     0.00962228    0.000475099    -0.00962228    0.000475099     0.00119703    6.27792e-05     0.00119703    6.27792e-05      0.0862539     0.00419506        0.01021    0.000502164       -0.01021    0.000502164      0.0295004    100000         0
   2092.89      -0.041719       0.002084     0.00310355    0.000161876       0.965896      0.0470993     -0.0445269     0.00221797       0.087204     0.00427536      0.0095741    0.000476113     -0.0095741    0.000476113     0.00118167    6.24201e-05     0.00118167    6.24201e-05      0.0863104     0.00422779       0.010158    0.000503191      -0.010158    0.000503191      0.0308387    100000         0
   2095.37     -0.0414489     0.00208363     0.00306398     0.00016082        0.96632      0.0474033     -0.0442263     0.00221705      0.0874113     0.00431075     0.00951678    0.000476247    -0.00951678    0.000476247     0.00116474    6.19151e-05     0.00116474    6.19151e-05      0.0865223     0.00426318      0.0100946    0.000503227     -0.0100946    0.000503227      0.0288631    100000         0
   2097.86     -0.0412718     0.00208526      0.0030344    0.000160073       0.966737      0.0476659     -0.0440105     0.00221751       0.087576     0.00433987     0.00948286    0.000476907    -0.00948286    0.000476907     0.00115127    6.15099e-05     0.00115127    6.15099e-05      0.0867007     0.00429285      0.0100525    0.000503638     -0.0100525    0.000503638       0.029976    100000         0
   2100.34     -0.0410543     0.00208722     0.00300066    0.000159275         0.9672       0.047996     -0.0437614     0.00221885      0.0877173     0.00437392     0.00943745    0.000477581    -0.00943745    0.000477581     0.00113659    6.11049e-05     0.00113659    6.11049e-05       0.086856     0.00432733      0.0100007    0.000504197     -0.0100007    0.000504197      0.0304971    100000         0
   2102.83     -0.0408316     0.00208923     0.00296555    0.000158432       0.967613      0.0483259     -0.0435116     0.00222046       0.087899     0.00441087     0.00939088    0.000478268    -0.00939088    0.000478268     0.00112149    6.06883e-05     0.00112149    6.06883e-05      0.0870459     0.00436447     0.00994878    0.000504814    -0.00994878    0.000504814      0.0308854    100000         0
