        Q2    <dsig|+1,0>         err[1]    <dsig|+2,0>         err[2]      <ALL|0,0>         err[3]     <ALL|+1,0>         err[4]   <dsig|0,+1>          err[5]   <dsig|+1,-1>         err[6]    dsig|+1,+1>         err[7]  <dsig|+2,+1>          err[8]  <dsig|+2,-1>          err[9]     <ALL|0,+1>        err[10]    <ALL|+1,-1>        err[11]    <ALL|+1,+1>        err[12]        time[s]     neval      fail
    614.31     -0.0929751    0.000488999       0.068834    0.000243721       0.158781     0.00103896      -0.114036    0.000358407      0.0315252    0.000206375      0.0215692    0.000112922     -0.0215692    0.000112922      0.0318314    0.000112454      0.0318314    0.000112454      0.0154765    9.29886e-05      0.0245424    7.66453e-05     -0.0245424    7.66453e-05       0.068436    200000         0
   616.795     -0.0930577    0.000495813      0.0685745    0.000251777       0.160637     0.00108936      -0.114121    0.000375655      0.0317611    0.000296323      0.0215766     0.00011448     -0.0215766     0.00011448       0.031726    0.000116267       0.031726    0.000116267      0.0156326    0.000113142      0.0245592    8.03754e-05     -0.0245592    8.03754e-05      0.0665563    200000         0
    619.28     -0.0932543    0.000492503      0.0683948    0.000246911       0.162378     0.00106734      -0.114337    0.000368367      0.0318386    0.000254937      0.0216114    0.000113674     -0.0216114    0.000113674      0.0316566    0.000114081      0.0316566    0.000114081       0.015745    0.000103656      0.0246044    7.87882e-05     -0.0246044    7.87882e-05      0.0652544    200000         0
   621.765     -0.0934779    0.000488837      0.0682394    0.000242548       0.164061     0.00105257      -0.114591    0.000362135      0.0318317    0.000206441      0.0216524     0.00011279     -0.0216524     0.00011279      0.0315986    0.000112131      0.0315986    0.000112131      0.0158354     9.4166e-05      0.0246578    7.74315e-05     -0.0246578    7.74315e-05      0.0664942    200000         0
    624.25     -0.0936303     0.00048753      0.0680361    0.000241289       0.165857     0.00105526       -0.11476    0.000361814      0.0319564    0.000206606      0.0216778    0.000112454     -0.0216778    0.000112454      0.0315183     0.00011162      0.0315183     0.00011162      0.0159626    9.44436e-05      0.0246931    7.73557e-05     -0.0246931    7.73557e-05      0.0683005    200000         0
   626.735     -0.0937902    0.000483241       0.067835    0.000237753       0.167635     0.00105182      -0.114931    0.000357476      0.0320728    0.000205138      0.0217052    0.000111431     -0.0217052    0.000111431      0.0314383    0.000110061      0.0314383    0.000110061      0.0160869    9.40992e-05      0.0247287     7.6412e-05     -0.0247287     7.6412e-05      0.0639998    200000         0
    629.22     -0.0939589    0.000483129      0.0676471    0.000237499       0.169384      0.0010584      -0.115121    0.000359047      0.0321669    0.000206117      0.0217333    0.000111374     -0.0217333    0.000111374       0.031365    0.000110016       0.031365    0.000110016      0.0162055    9.46747e-05      0.0247684    7.67452e-05     -0.0247684    7.67452e-05      0.0677637    200000         0
   631.705     -0.0941093    0.000482993      0.0674435    0.000237119       0.171188     0.00106382      -0.115285    0.000360393      0.0322851    0.000206638      0.0217575    0.000111311     -0.0217575    0.000111311      0.0312838     0.00010991      0.0312838     0.00010991      0.0163306    9.51598e-05      0.0248024    7.70298e-05     -0.0248024    7.70298e-05      0.0662836    200000         0
    634.19     -0.0942643    0.000482966      0.0672453    0.000236848       0.172969     0.00106949      -0.115455    0.000361621      0.0323929    0.000207454      0.0217827    0.000111274     -0.0217827    0.000111274       0.031205    0.000109841       0.031205    0.000109841      0.0164527    9.56942e-05      0.0248377     7.7291e-05     -0.0248377     7.7291e-05      0.0661076    200000         0
   636.675     -0.0944133     0.00048211      0.0670463    0.000235754       0.174742     0.00107065      -0.115624    0.000361429      0.0325134    0.000206672      0.0218073    0.000111046     -0.0218073    0.000111046      0.0311258    0.000109399      0.0311258    0.000109399      0.0165779    9.58312e-05      0.0248727    7.72433e-05     -0.0248727    7.72433e-05      0.0667293    200000         0
    639.16     -0.0945679    0.000484888      0.0668525     0.00023748       0.176521     0.00108132      -0.115796    0.000366502      0.0326171    0.000207958      0.0218334    0.000111658     -0.0218334    0.000111658      0.0310486    0.000110265      0.0310486    0.000110265      0.0166999    9.67871e-05      0.0249086    7.83324e-05     -0.0249086    7.83324e-05      0.0677309    200000         0
   641.645     -0.0947178    0.000484833       0.066658    0.000237167       0.178305     0.00108701      -0.115964    0.000367839      0.0327228    0.000208433       0.021858    0.000111615      -0.021858    0.000111615      0.0309711    0.000110185      0.0309711    0.000110185      0.0168217    9.72735e-05      0.0249437    7.86157e-05     -0.0249437    7.86157e-05      0.0656969    200000         0
    644.13     -0.0948675    0.000482799      0.0664638    0.000235348       0.180097     0.00108766       -0.11613    0.000366381      0.0328266    0.000207601      0.0218826    0.000111114     -0.0218826    0.000111114      0.0308934    0.000109406      0.0308934    0.000109406       0.016944    9.72765e-05      0.0249782    7.82952e-05     -0.0249782    7.82952e-05      0.0662086    200000         0
   646.615     -0.0950149    0.000479016      0.0662673    0.000232422       0.181873     0.00108659      -0.116292    0.000362961      0.0329299    0.000207191      0.0219068    0.000110211     -0.0219068    0.000110211      0.0308142    0.000108117      0.0308142    0.000108117      0.0170649    9.71738e-05      0.0250118     7.7551e-05     -0.0250118     7.7551e-05      0.0679072    200000         0
     649.1     -0.0951735    0.000477581      0.0660835    0.000231126       0.183637     0.00108949      -0.116472    0.000362527      0.0330255    0.000207239      0.0219331    0.000109851     -0.0219331    0.000109851      0.0307413    0.000107583      0.0307413    0.000107583      0.0171846    9.74232e-05      0.0250492    7.74515e-05     -0.0250492    7.74515e-05      0.0651351    200000         0
   651.585     -0.0953095    0.000477182      0.0658798    0.000230575       0.185465     0.00109489      -0.116617    0.000363511      0.0331419    0.000207837      0.0219542     0.00010973     -0.0219542     0.00010973      0.0306585     0.00010739      0.0306585     0.00010739      0.0173101    9.79045e-05      0.0250792    7.76588e-05     -0.0250792    7.76588e-05      0.0676203    200000         0
    654.07     -0.0954647    0.000477607      0.0656942    0.000230618       0.187246     0.00110146      -0.116787    0.000365242      0.0332405    0.000208712      0.0219799    0.000109798     -0.0219799    0.000109798      0.0305841    0.000107459      0.0305841    0.000107459      0.0174315    9.85091e-05      0.0251145    7.80291e-05     -0.0251145    7.80291e-05      0.0662716    200000         0
   656.555      -0.095598    0.000477512      0.0654937    0.000230085       0.189056     0.00110435      -0.116934    0.000366322      0.0333636    0.000208107      0.0220023     0.00010975     -0.0220023     0.00010975      0.0305024    0.000107283      0.0305024    0.000107283      0.0175589    9.87815e-05      0.0251454    7.82542e-05     -0.0251454    7.82542e-05      0.0662118    200000         0
    659.04     -0.0957475    0.000479431      0.0653078    0.000231143       0.190838     0.00111345      -0.117101     0.00036991      0.0334594    0.000209113      0.0220275    0.000110162     -0.0220275    0.000110162      0.0304274    0.000107823      0.0304274    0.000107823      0.0176797    9.95866e-05      0.0251802     7.9025e-05     -0.0251802     7.9025e-05      0.0680063    200000         0
   661.525     -0.0958767    0.000478835      0.0651103    0.000230416       0.192668      0.0011175      -0.117246    0.000370399      0.0335778    0.000209205      0.0220479    0.000109997     -0.0220479    0.000109997      0.0303472    0.000107543      0.0303472    0.000107543      0.0178067    9.99341e-05      0.0252103    7.91255e-05     -0.0252103    7.91255e-05      0.0666466    200000         0
    664.01     -0.0960227    0.000475916      0.0649234    0.000228095       0.194445     0.00111724      -0.117409    0.000367827       0.033671    0.000208611      0.0220718    0.000109296     -0.0220718    0.000109296      0.0302713    0.000106522      0.0302713    0.000106522       0.017926    9.98738e-05      0.0252441     7.8566e-05     -0.0252441     7.8566e-05      0.0657728    200000         0
   666.495     -0.0961572    0.000472296      0.0647293    0.000225317       0.196251     0.00111561      -0.117555    0.000364465      0.0337793    0.000207945      0.0220934    0.000108436     -0.0220934    0.000108436       0.030192    0.000105291       0.030192    0.000105291      0.0180497    9.97207e-05      0.0252744    7.78349e-05     -0.0252744    7.78349e-05      0.0668182    200000         0
    668.98     -0.0963024     0.00047205      0.0645471    0.000224883       0.198047     0.00112099      -0.117719    0.000365551      0.0338728    0.000208336       0.022117    0.000108351      -0.022117    0.000108351      0.0301184    0.000105148      0.0301184    0.000105148      0.0181702    0.000100175      0.0253086     7.8064e-05     -0.0253086     7.8064e-05      0.0684903    200000         0
   671.465     -0.0964296    0.000472053      0.0643521    0.000224648       0.199863     0.00112748      -0.117862    0.000366901      0.0339813    0.000209347      0.0221364    0.000108323     -0.0221364    0.000108323      0.0300386    0.000105089      0.0300386    0.000105089       0.018294    0.000100781       0.025338    7.83519e-05      -0.025338    7.83519e-05      0.0678394    200000         0
    673.95     -0.0965601     0.00047139      0.0641601     0.00022377       0.201683     0.00112943      -0.118004    0.000366929      0.0340932     0.00020871      0.0221572    0.000108143     -0.0221572    0.000108143      0.0299599    0.000104731      0.0299599    0.000104731      0.0184196    0.000100954      0.0253675    7.83532e-05     -0.0253675    7.83532e-05      0.0691259    200000         0
   676.435     -0.0966916    0.000470265      0.0639695    0.000222711       0.203507      0.0011323      -0.118146    0.000366641      0.0342007    0.000208624      0.0221797    0.000107857     -0.0221797    0.000107857      0.0298812    0.000104291      0.0298812    0.000104291      0.0185451    0.000101197      0.0253975    7.82861e-05     -0.0253975    7.82861e-05      0.0675744    200000         0
    678.92     -0.0968281    0.000473664      0.0637833    0.000224706       0.205318     0.00114517      -0.118297    0.000372414      0.0343079    0.000210262      0.0222023    0.000108612     -0.0222023    0.000108612      0.0298047    0.000105271      0.0298047    0.000105271      0.0186699    0.000102345      0.0254288    7.95275e-05     -0.0254288    7.95275e-05      0.0661628    200000         0
   681.405     -0.0969542    0.000472975      0.0635951     0.00022393       0.207133     0.00114902       -0.11844    0.000372756      0.0344121      0.0002103      0.0222226    0.000108425     -0.0222226    0.000108425      0.0297274    0.000104964      0.0297274    0.000104964      0.0187937    0.000102673      0.0254587    7.95961e-05     -0.0254587    7.95961e-05      0.0661465    200000         0
    683.89     -0.0970852    0.000467929      0.0634072    0.000220061       0.208945      0.0011405      -0.118581    0.000366771      0.0345168    0.000207482      0.0222441    0.000107241     -0.0222441    0.000107241      0.0296496     0.00010321      0.0296496     0.00010321      0.0189176    0.000101852      0.0254881    7.83002e-05     -0.0254881    7.83002e-05      0.0662747    200000         0
   686.375     -0.0972055    0.000466767      0.0632177     0.00021923       0.210757     0.00114781      -0.118718    0.000367201      0.0346145    0.000209338      0.0222617    0.000106949     -0.0222617    0.000106949      0.0295716     0.00010288      0.0295716     0.00010288      0.0190384    0.000102536      0.0255161    7.83893e-05     -0.0255161    7.83893e-05      0.0655712    200000         0
    688.86     -0.0973402    0.000466388      0.0630378    0.000218701       0.212557     0.00115299      -0.118871    0.000368066      0.0347095    0.000209706       0.022284    0.000106837      -0.022284    0.000106837      0.0294977    0.000102687      0.0294977    0.000102687      0.0191596    0.000102974       0.025548     7.8571e-05      -0.025548     7.8571e-05      0.0662425    200000         0
   691.345     -0.0974671    0.000466557      0.0628493    0.000218548       0.214395     0.00115976      -0.119003    0.000369538      0.0348197    0.000210589      0.0223052    0.000106848     -0.0223052    0.000106848       0.029419    0.000102659       0.029419    0.000102659      0.0192867    0.000103583      0.0255759    7.88852e-05     -0.0255759    7.88852e-05      0.0660027    200000         0
    693.83     -0.0975238    0.000469942      0.0626224    0.000221752       0.216281     0.00119392      -0.119061    0.000378306      0.0350342    0.000270382      0.0223114    0.000107618     -0.0223114    0.000107618      0.0293227    0.000104199      0.0293227    0.000104199      0.0194443    0.000118653      0.0255877    8.07834e-05     -0.0255877    8.07834e-05        0.06637    200000         0
   696.315     -0.0976786    0.000464892      0.0624595    0.000217085       0.218057     0.00117056      -0.119241    0.000370201      0.0350823    0.000230013      0.0223376    0.000106417     -0.0223376    0.000106417      0.0292563    0.000102069      0.0292563    0.000102069      0.0195502    0.000108474      0.0256252    7.90224e-05     -0.0256252    7.90224e-05      0.0654072    200000         0
     698.8     -0.0978381    0.000466649      0.0622965    0.000217609       0.219859     0.00117495      -0.119417    0.000372953      0.0351099    0.000210651      0.0223641    0.000106791     -0.0223641    0.000106791      0.0291895    0.000102361      0.0291895    0.000102361      0.0196527    0.000104799      0.0256617    7.96095e-05     -0.0256617    7.96095e-05      0.0661941    200000         0
   701.285     -0.0979536     0.00046592      0.0621064    0.000216754       0.221705     0.00117763      -0.119537    0.000372996      0.0352302      0.0002107      0.0223823    0.000106598     -0.0223823    0.000106598      0.0291096    0.000102006      0.0291096    0.000102006      0.0197822    0.000105109      0.0256867    7.96147e-05     -0.0256867    7.96147e-05      0.0662644    200000         0
    703.77     -0.0980571    0.000461875      0.0619153    0.000213859       0.223544     0.00117426      -0.119656    0.000368803      0.0353432    0.000209633      0.0223977    0.000105648     -0.0223977    0.000105648      0.0290298    0.000100701      0.0290298    0.000100701       0.019909    0.000104775      0.0257114     7.8707e-05     -0.0257114     7.8707e-05      0.0655452    200000         0
   706.255      -0.098178    0.000462083      0.0617316    0.000213704       0.225376     0.00118095      -0.119783    0.000370368      0.0354497    0.000210366      0.0224172     0.00010567     -0.0224172     0.00010567      0.0289526    0.000100673      0.0289526    0.000100673      0.0200347    0.000105366      0.0257378    7.90407e-05     -0.0257378    7.90407e-05      0.0682799    200000         0
    708.74     -0.0982963    0.000461982      0.0615505    0.000213356       0.227201     0.00118711      -0.119915    0.000371552      0.0355547    0.000210943      0.0224367    0.000105623     -0.0224367    0.000105623      0.0288767    0.000100557      0.0288767    0.000100557      0.0201601    0.000105893      0.0257655     7.9292e-05     -0.0257655     7.9292e-05      0.0655206    200000         0
   711.225     -0.0984127    0.000461034      0.0613668      0.0002124       0.229021     0.00118959      -0.120042    0.000371412      0.0356553    0.000210631      0.0224558    0.000105382     -0.0224558    0.000105382      0.0287993    0.000100158      0.0287993    0.000100158      0.0202837    0.000106108       0.025792    7.92569e-05      -0.025792    7.92569e-05      0.0667102    200000         0
    713.71     -0.0985135    0.000461188      0.0611728     0.00021212       0.230897     0.00119435      -0.120144    0.000372379      0.0357762    0.000210724      0.0224706    0.000105389     -0.0224706    0.000105389      0.0287169    0.000100057      0.0287169    0.000100057      0.0204139     0.00010652      0.0258132    7.94633e-05     -0.0258132    7.94633e-05      0.0661255    200000         0
   716.195     -0.0986276    0.000459968      0.0609951    0.000211103       0.232718     0.00119768      -0.120276    0.000372017      0.0358698    0.000210846       0.022489    0.000105085      -0.022489    0.000105085      0.0286425    9.96269e-05      0.0286425    9.96269e-05      0.0205364    0.000106799      0.0258406    7.93814e-05     -0.0258406    7.93814e-05       0.065987    200000         0
    718.68     -0.0987348    0.000463005       0.060809    0.000212747       0.234558     0.00121087      -0.120391    0.000377232      0.0359762    0.000212451      0.0225045    0.000105756     -0.0225045    0.000105756      0.0285639    0.000100437      0.0285639    0.000100437      0.0206612    0.000107951      0.0258644    8.05028e-05     -0.0258644    8.05028e-05      0.0663245    200000         0
   721.165     -0.0988496    0.000462211      0.0606334    0.000211889       0.236388     0.00121361      -0.120522    0.000377234      0.0360753    0.000212116      0.0225233    0.000105551     -0.0225233    0.000105551      0.0284901     0.00010008      0.0284901     0.00010008      0.0207859    0.000108172      0.0258918    8.04988e-05     -0.0258918    8.04988e-05      0.0658135    200000         0
    723.65     -0.0989538    0.000458528      0.0604478    0.000209281       0.238238     0.00121089      -0.120632    0.000373413      0.0361751    0.000211229      0.0225395    0.000104685     -0.0225395    0.000104685       0.028411    9.88953e-05       0.028411    9.88953e-05        0.02091    0.000107898      0.0259147    7.96724e-05     -0.0259147    7.96724e-05      0.0661379    200000         0
   726.135     -0.0990636    0.000457216      0.0602669    0.000208185       0.240078     0.00121446      -0.120748    0.000372992      0.0362788    0.000211514      0.0225573    0.000104363     -0.0225573    0.000104363       0.028334    9.84258e-05       0.028334    9.84258e-05      0.0210356    0.000108211      0.0259389    7.95779e-05     -0.0259389    7.95779e-05      0.0672661    200000         0
    728.62     -0.0991756    0.000457173      0.0600906    0.000207886       0.241917     0.00122109      -0.120871    0.000374215      0.0363766    0.000212264      0.0225753    0.000104329     -0.0225753    0.000104329      0.0282594    9.83268e-05      0.0282594    9.83268e-05      0.0211601     0.00010879      0.0259645    7.98381e-05     -0.0259645    7.98381e-05      0.0655832    200000         0
   731.105     -0.0992835    0.000456138      0.0599123    0.000206887       0.243749     0.00122283      -0.120988    0.000373857      0.0364737    0.000211732       0.022592    0.000104069      -0.022592    0.000104069      0.0281837    9.79019e-05      0.0281837    9.79019e-05      0.0212833    0.000108932      0.0259889    7.97566e-05     -0.0259889    7.97566e-05      0.0671145    200000         0
    733.59     -0.0993688    0.000456349       0.059722    0.000206675       0.245619     0.00122819      -0.121081    0.000374995      0.0365929    0.000211894      0.0226039    0.000104091     -0.0226039    0.000104091      0.0281022    9.78331e-05      0.0281022    9.78331e-05      0.0214131     0.00010938      0.0260081    7.99996e-05     -0.0260081    7.99996e-05      0.0661725    200000         0
   736.075      -0.099481    0.000455665      0.0595448    0.000205917       0.247468     0.00123202      -0.121195    0.000375089       0.036692    0.000211837      0.0226225    0.000103913     -0.0226225    0.000103913      0.0280262    9.75131e-05      0.0280262    9.75131e-05      0.0215383    0.000109677      0.0260321    8.00171e-05     -0.0260321    8.00171e-05      0.0663555    200000         0
    738.56     -0.0995815    0.000457463      0.0593664    0.000206749       0.249303     0.00124202      -0.121308    0.000378555      0.0367936    0.000213004      0.0226378      0.0001043     -0.0226378      0.0001043      0.0279502    9.79399e-05      0.0279502    9.79399e-05      0.0216633    0.000110584      0.0260556    8.07612e-05     -0.0260556    8.07612e-05      0.0660993    200000         0
   741.045     -0.0996876    0.000457546      0.0591917    0.000206465       0.251146     0.00124811      -0.121425    0.000379824      0.0368794    0.000213188      0.0226533    0.000104296     -0.0226533    0.000104296      0.0278758    9.78471e-05      0.0278758    9.78471e-05      0.0217835    0.000111054      0.0260796    8.10313e-05     -0.0260796    8.10313e-05      0.0665157    200000         0
    743.53     -0.0997682    0.000453419      0.0590044     0.00020373          0.253     0.00124503      -0.121514    0.000375672      0.0369953    0.000212772      0.0226652    0.000103334     -0.0226652    0.000103334      0.0277953    9.66044e-05      0.0277953    9.66044e-05      0.0219129    0.000110827      0.0260983     8.0133e-05     -0.0260983     8.0133e-05      0.0658785    200000         0
   746.015     -0.0998716    0.000452413      0.0588282    0.000202813       0.254856     0.00124862      -0.121622    0.000375358      0.0370923     0.00021281      0.0226818    0.000103082     -0.0226818    0.000103082      0.0277195    9.62065e-05      0.0277195    9.62065e-05      0.0220374    0.000111104      0.0261208    8.00631e-05     -0.0261208    8.00631e-05      0.0676985    200000         0
     748.5      -0.099981     0.00045224      0.0586586    0.000202437       0.256689     0.00125503      -0.121739    0.000376352      0.0371846     0.00021347      0.0226998    0.000103019     -0.0226998    0.000103019      0.0276468    9.60661e-05      0.0276468    9.60661e-05      0.0221612    0.000111652      0.0261455    8.02742e-05     -0.0261455    8.02742e-05      0.0649795    200000         0
   750.985      -0.100068    0.000451291      0.0584763    0.000201501        0.25856     0.00125657      -0.121833    0.000376011      0.0372915    0.000212796      0.0227127     0.00010278     -0.0227127     0.00010278      0.0275682     9.5664e-05      0.0275682     9.5664e-05      0.0222887    0.000111761      0.0261651    8.01965e-05     -0.0261651    8.01965e-05      0.0673707    200000         0
    753.47      -0.100158    0.000451211      0.0582949    0.000201133       0.260419     0.00126201      -0.121925    0.000376895      0.0374018    0.000213082      0.0227264    0.000102741     -0.0227264    0.000102741      0.0274895    9.55242e-05      0.0274895    9.55242e-05       0.022417    0.000112221      0.0261843    8.03849e-05     -0.0261843    8.03849e-05      0.0656804    200000         0
   755.955      -0.100247     0.00163174      0.0581399    0.000782436       0.262205     0.00452121      -0.122071      0.0015947      0.0374619    0.000725065      0.0227333    0.000371777     -0.0227333    0.000371777      0.0274266    0.000365403      0.0274266    0.000365403      0.0225261    0.000398485      0.0262127    0.000342587     -0.0262127    0.000342587      0.0328034    100000         0
    758.44       -0.10034     0.00163181      0.0579664     0.00078052       0.264067     0.00454439      -0.122178     0.00159704      0.0375477    0.000725644      0.0227481    0.000371702     -0.0227481    0.000371702       0.027352    0.000364643       0.027352    0.000364643      0.0226476    0.000400105       0.026235    0.000343077      -0.026235    0.000343077       0.029845    100000         0
   760.925      -0.100432     0.00163167      0.0577827    0.000778333       0.265911     0.00456596      -0.122258     0.00159875      0.0376618    0.000726585      0.0227628    0.000371576     -0.0227628    0.000371576      0.0272711    0.000363735      0.0272711    0.000363735      0.0227758    0.000401747      0.0262518    0.000343434     -0.0262518    0.000343434      0.0325181    100000         0
    763.41       -0.10052     0.00163185      0.0576096    0.000776486       0.267792     0.00459014      -0.122362     0.00160119      0.0377294    0.000726532      0.0227754    0.000371514     -0.0227754    0.000371514      0.0271967    0.000363003      0.0271967    0.000363003      0.0228915    0.000403234      0.0262734    0.000343945     -0.0262734    0.000343945      0.0332858    100000         0
   765.895      -0.100589     0.00163164      0.0574303    0.000774453       0.269613     0.00461253      -0.122444     0.00160316      0.0378526    0.000728174      0.0227846    0.000371365     -0.0227846    0.000371365      0.0271192    0.000362182      0.0271192    0.000362182      0.0230224    0.000405064      0.0262905    0.000344353     -0.0262905    0.000344353      0.0324767    100000         0
    768.38      -0.100718     0.00163216      0.0572672    0.000772619       0.271497     0.00463586      -0.122554     0.00160546       0.037948    0.000728838      0.0228085    0.000371395     -0.0228085    0.000371395      0.0270471    0.000361428      0.0270471    0.000361428      0.0231517    0.000406756      0.0263142    0.000344841     -0.0263142    0.000344841      0.0320698    100000         0
   770.865      -0.100765     0.00163195      0.0570825     0.00077063       0.273324     0.00465945      -0.122636     0.00160764      0.0380558    0.000729806      0.0228131    0.000371249     -0.0228131    0.000371249      0.0269678    0.000360636      0.0269678    0.000360636       0.023276    0.000408456      0.0263311    0.000345296     -0.0263311    0.000345296      0.0319033    100000         0
    773.35      -0.100853     0.00163187      0.0569064    0.000768572       0.275191     0.00468188      -0.122717     0.00160945      0.0381678    0.000730845      0.0228267    0.000371136     -0.0228267    0.000371136      0.0268905    0.000359786      0.0268905    0.000359786      0.0234062    0.000410155      0.0263481    0.000345674     -0.0263481    0.000345674      0.0323438    100000         0
   775.835      -0.100917     0.00163167      0.0567215    0.000766547       0.277087     0.00470607      -0.122781     0.00161136      0.0382796    0.000731888      0.0228355    0.000370998     -0.0228355    0.000370998      0.0268094    0.000358957      0.0268094    0.000358957      0.0235362    0.000411897      0.0263615    0.000346074     -0.0263615    0.000346074      0.0322093    100000         0
    778.32      -0.101016     0.00163203      0.0565516    0.000764685       0.278915     0.00472954      -0.122877     0.00161362      0.0383744    0.000732575      0.0228521    0.000370993     -0.0228521    0.000370993      0.0267347    0.000358195      0.0267347    0.000358195      0.0236603     0.00041358      0.0263819    0.000346551     -0.0263819    0.000346551       0.031942    100000         0
   780.805      -0.101081     0.00163189      0.0563724    0.000762687       0.280792     0.00475314       -0.12295     0.00161556      0.0384871    0.000733922      0.0228602    0.000370863     -0.0228602    0.000370863      0.0266565    0.000357379      0.0266565    0.000357379      0.0237901     0.00041538      0.0263969    0.000346954     -0.0263969    0.000346954      0.0324482    100000         0
    783.29      -0.101138     0.00163175       0.056188    0.000760694       0.282652     0.00477726      -0.123016     0.00161755       0.038588    0.000734699      0.0228679    0.000370746     -0.0228679    0.000370746      0.0265755    0.000356564      0.0265755    0.000356564      0.0239145    0.000417059      0.0264108    0.000347373     -0.0264108    0.000347373      0.0319923    100000         0
   785.775      -0.101228     0.00163199      0.0560217     0.00075887       0.284521     0.00480067      -0.123105     0.00161973      0.0387026    0.000736244      0.0228818    0.000370703     -0.0228818    0.000370703      0.0265026    0.000355818      0.0265026    0.000355818      0.0240475    0.000418948      0.0264295    0.000347828     -0.0264295    0.000347828      0.0319603    100000         0
    788.26      -0.101264     0.00163153      0.0558265    0.000756754       0.286431     0.00482576      -0.123136     0.00162133      0.0388142     0.00073736      0.0228832    0.000370498     -0.0228832    0.000370498      0.0264161    0.000354938      0.0264161    0.000354938      0.0241753     0.00042069      0.0264356    0.000348159     -0.0264356    0.000348159      0.0321125    100000         0
   790.745      -0.101373     0.00163207      0.0556706    0.000755009       0.288266     0.00484846      -0.123247     0.00162366      0.0388994    0.000737961      0.0229017    0.000370531     -0.0229017    0.000370531      0.0263475    0.000354222      0.0263475    0.000354222      0.0242984    0.000422348       0.026459    0.000348651      -0.026459    0.000348651      0.0324038    100000         0
    793.23      -0.101505       0.001633      0.0555275    0.000753475         0.2901     0.00487139      -0.123386     0.00162642      0.0389498     0.00073753      0.0229243    0.000370639     -0.0229243    0.000370639      0.0262852    0.000353605      0.0262852    0.000353605      0.0244108    0.000423762      0.0264881     0.00034923     -0.0264881     0.00034923      0.0321372    100000         0
   795.715      -0.101555     0.00163283      0.0553437    0.000751499       0.291983      0.0048966      -0.123431     0.00162823      0.0390744    0.000739239      0.0229297    0.000370507     -0.0229297    0.000370507      0.0262039    0.000352787      0.0262039    0.000352787       0.024545    0.000425706      0.0264975    0.000349609     -0.0264975    0.000349609      0.0322783    100000         0
     798.2      -0.101658     0.00163336      0.0551851    0.000749749       0.293789     0.00491913      -0.123535     0.00163053       0.039161    0.000739821      0.0229467    0.000370538     -0.0229467    0.000370538      0.0261338    0.000352065      0.0261338    0.000352065      0.0246661    0.000427348      0.0265193    0.000350094     -0.0265193    0.000350094      0.0317759    100000         0
   800.685      -0.101707     0.00163314      0.0550072    0.000747803       0.295657     0.00494347      -0.123593      0.0016324      0.0392825    0.000741312      0.0229526    0.000370404     -0.0229526    0.000370404      0.0260556    0.000351265      0.0260556    0.000351265      0.0247997     0.00042923      0.0265315    0.000350486     -0.0265315    0.000350486      0.0297144    100000         0
    803.17      -0.101731     0.00163275      0.0548139    0.000745759       0.297585     0.00496918      -0.123614     0.00163403      0.0393987    0.000742934      0.0229514    0.000370217     -0.0229514    0.000370217      0.0259697    0.000350412      0.0259697    0.000350412      0.0249298    0.000431124      0.0265355    0.000350823     -0.0265355    0.000350823       0.031603    100000         0
   805.655      -0.101848     0.00163359      0.0546685     0.00074422       0.299414     0.00499255      -0.123741     0.00163672      0.0394772    0.000743353      0.0229719    0.000370316     -0.0229719    0.000370316      0.0259059    0.000349788      0.0259059    0.000349788      0.0250523    0.000432785      0.0265622    0.000351391     -0.0265622    0.000351391      0.0320908    100000         0
    808.14      -0.101885     0.00163339      0.0544755     0.00074217       0.301318     0.00501803      -0.123768     0.00163842      0.0396069    0.000745101      0.0229756    0.000370197     -0.0229756    0.000370197      0.0258192    0.000348924      0.0258192    0.000348924      0.0251876    0.000434759       0.026568    0.000351748      -0.026568    0.000351748      0.0308138    100000         0
   810.625       -0.10198     0.00163395      0.0543244    0.000740564       0.303147     0.00504193      -0.123874     0.00164088       0.039682    0.000745621      0.0229898    0.000370223     -0.0229898    0.000370223       0.025753    0.000348271       0.025753    0.000348271      0.0253068    0.000436418      0.0265899    0.000352264     -0.0265899    0.000352264      0.0319226    100000         0
    813.11      -0.102058     0.00163409      0.0541567    0.000738704       0.305044      0.0050662      -0.123937     0.00164273      0.0397646     0.00074604      0.0230017    0.000370169     -0.0230017    0.000370169      0.0256778    0.000347487      0.0256778    0.000347487      0.0254291    0.000438026      0.0266033    0.000352654     -0.0266033    0.000352654      0.0321183    100000         0
   815.595      -0.102077     0.00163358      0.0539594    0.000736563       0.306948     0.00509173      -0.123939     0.00164403      0.0398914    0.000747902      0.0230002    0.000369965     -0.0230002    0.000369965      0.0255889    0.000346574      0.0255889    0.000346574      0.0255615    0.000439979      0.0266032    0.000352923     -0.0266032    0.000352923      0.0312473    100000         0
    818.08      -0.102192     0.00163451      0.0538174    0.000735064       0.308734     0.00511487      -0.124064     0.00164673      0.0399675    0.000748341      0.0230201    0.000370088     -0.0230201    0.000370088      0.0255263    0.000345963      0.0255263    0.000345963      0.0256812    0.000441648      0.0266296    0.000353494     -0.0266296    0.000353494      0.0311807    100000         0
