         y    <dsig|+1,0>         err[1]    <dsig|+2,0>         err[2]      <ALL|0,0>         err[3]     <ALL|+1,0>         err[4]   <dsig|0,+1>          err[5]   <dsig|+1,-1>         err[6]    dsig|+1,+1>         err[7]  <dsig|+2,+1>          err[8]  <dsig|+2,-1>          err[9]     <ALL|0,+1>        err[10]    <ALL|+1,-1>        err[11]    <ALL|+1,+1>        err[12]           AUzi        err[13]        AUcfqzi        err[14]       AUc2fqzi        err[15]           ALzi        err[16]        ALcfqzi        err[17]       BUcf12zi        err[18]    BUcfqmf12zi        err[19]    BUcfqpf12zi        err[20]   BUc2fqmf12zi        err[21]   BUc2fqpf12zi        err[22]       BLcf12zi        err[23]    BLcfqmf12zi        err[24]    BLcfqpf12zi        err[25]        time[s]     neval      fail
     0.122       0.207229    6.49042e-05       0.147812    6.40243e-05     -0.0239056      8.998e-06    -0.00496079    1.67146e-06       0.018345    1.80934e-05     -0.0607692    2.14422e-05      0.0607692    2.14422e-05      0.0305265      1.146e-05      0.0305265      1.146e-05    -0.00243918    7.89116e-07     0.00134789    4.23623e-07    -0.00134789    4.23623e-07       0.240213    5.03121e-05      0.0248895     5.7959e-06      0.0355063    1.34619e-05    -0.00574243    1.79589e-06   -0.000595823    1.57253e-07     0.00440671    4.24714e-06     -0.0145975     4.1451e-06      0.0145975     4.1451e-06     0.00733286    2.28459e-06     0.00733286    2.28459e-06   -0.000585922    1.44469e-07     0.00032378    7.58692e-08    -0.00032378    7.58692e-08        2.27232  10000000         1
     0.123       0.206782     6.2469e-05       0.147974    6.25528e-05     -0.0240102    8.83693e-06    -0.00499854    1.62589e-06      0.0181108     1.7825e-05      -0.060561    2.07013e-05       0.060561    2.07013e-05      0.0306056    1.11342e-05      0.0306056    1.11342e-05    -0.00244399    7.67707e-07     0.00135665     4.0992e-07    -0.00135665     4.0992e-07       0.240238    4.82646e-05      0.0248384    5.60398e-06      0.0355489     1.3222e-05    -0.00576817    1.77879e-06    -0.00060042    1.53595e-07     0.00435091    4.19207e-06     -0.0145491    4.02363e-06      0.0145491    4.02363e-06     0.00735263       2.23e-06     0.00735263       2.23e-06    -0.00058714    1.41779e-07    0.000325919    7.35569e-08   -0.000325919    7.35569e-08        2.24124  10000000         1
     0.124       0.206358    6.95262e-05       0.148112     6.7767e-05     -0.0241151    9.68001e-06    -0.00503569    1.83761e-06      0.0178966    1.84971e-05     -0.0603635    2.25068e-05      0.0603635    2.25068e-05      0.0306803    1.23507e-05      0.0306803    1.23507e-05    -0.00244891    8.53543e-07     0.00136525    4.65813e-07    -0.00136525    4.65813e-07       0.240194    5.40242e-05      0.0247829    6.21685e-06      0.0355755    1.41747e-05    -0.00579228     1.9258e-06   -0.000604771    1.73787e-07     0.00429865    4.33642e-06     -0.0144989    4.31163e-06      0.0144989    4.31163e-06     0.00736922    2.46034e-06     0.00736922    2.46034e-06   -0.000588213    1.56614e-07    0.000327925    8.41326e-08   -0.000327925    8.41326e-08        2.25541  10000000         1
     0.125       0.205924    6.53593e-05       0.148244    6.50571e-05     -0.0242197    9.34592e-06    -0.00507255    1.69943e-06      0.0176909    1.85503e-05     -0.0601644    2.16326e-05      0.0601644    2.16326e-05      0.0307523    1.15484e-05      0.0307523    1.15484e-05    -0.00245378    8.07146e-07     0.00137379    4.25324e-07    -0.00137379    4.25324e-07         0.2401     4.9473e-05      0.0247211    5.96813e-06      0.0355933    1.37914e-05    -0.00581514    1.89726e-06    -0.00060896    1.60867e-07     0.00424757    4.36708e-06     -0.0144455    4.25651e-06      0.0144455    4.25651e-06     0.00738363    2.31808e-06     0.00738363    2.31808e-06   -0.000589152    1.51062e-07    0.000329846    7.62183e-08   -0.000329846    7.62183e-08        2.35352  10000000         1
     0.126       0.205501    6.89747e-05       0.148368    6.65248e-05     -0.0243222    9.66008e-06    -0.00510859    1.82292e-06      0.0174936    1.83116e-05     -0.0599741    2.25552e-05      0.0599741    2.25552e-05      0.0308211    1.21097e-05      0.0308211    1.21097e-05    -0.00245856    8.45469e-07      0.0013821    4.60098e-07     -0.0013821    4.60098e-07       0.239964    5.31322e-05      0.0246565    6.21958e-06      0.0356031    1.38814e-05    -0.00583645    1.92444e-06    -0.00061294    1.71519e-07     0.00419784    4.29469e-06     -0.0143917    4.37499e-06      0.0143917    4.37499e-06     0.00739597    2.40052e-06     0.00739597    2.40052e-06   -0.000589968    1.55234e-07    0.000331655    8.24452e-08   -0.000331655    8.24452e-08         2.3142  10000000         1
     0.127       0.205077    6.89547e-05       0.148484    6.70668e-05      -0.024426    9.73384e-06    -0.00514505     1.9012e-06      0.0173024    1.83139e-05     -0.0597826    2.24121e-05      0.0597826    2.24121e-05      0.0308892    1.23293e-05      0.0308892    1.23293e-05    -0.00246341    8.51726e-07     0.00139053    4.80205e-07    -0.00139053    4.80205e-07       0.239813    5.33588e-05      0.0245901     6.1989e-06      0.0356085    1.39966e-05    -0.00585769    1.93656e-06   -0.000616926    1.82007e-07     0.00414935    4.29379e-06     -0.0143367    4.32573e-06      0.0143367    4.32573e-06     0.00740765    2.45473e-06     0.00740765    2.45473e-06   -0.000590759    1.56341e-07    0.000333467    8.80712e-08   -0.000333467    8.80712e-08        2.25366  10000000         1
     0.128       0.204661     6.5437e-05       0.148591    6.60434e-05     -0.0245289     9.3712e-06    -0.00518099    1.77988e-06      0.0171183    1.82982e-05     -0.0595947    2.15596e-05      0.0595947    2.15596e-05      0.0309544     1.1918e-05      0.0309544     1.1918e-05    -0.00246823    8.11007e-07      0.0013988    4.49233e-07     -0.0013988    4.49233e-07       0.239608    5.11887e-05      0.0245192    5.83275e-06      0.0356036    1.38766e-05    -0.00587731    1.86154e-06   -0.000620702    1.66991e-07     0.00410169    4.29593e-06     -0.0142793    4.16894e-06      0.0142793    4.16894e-06     0.00741691     2.3757e-06     0.00741691     2.3757e-06   -0.000591405    1.47643e-07    0.000335162    8.03701e-08   -0.000335162    8.03701e-08        2.25337  10000000         1
     0.129       0.204256    6.52977e-05       0.148686    6.41624e-05     -0.0246323    9.48648e-06    -0.00521642    1.84329e-06      0.0169489    1.78606e-05      -0.059414    2.13512e-05       0.059414    2.13512e-05      0.0310165    1.17443e-05      0.0310165    1.17443e-05    -0.00247312    8.20018e-07     0.00140696    4.62521e-07    -0.00140696    4.62521e-07       0.239364    5.00842e-05      0.0244458    5.90849e-06      0.0355899     1.3432e-05    -0.00589609    1.90635e-06   -0.000624311    1.77775e-07     0.00405696    4.19007e-06     -0.0142216    4.15506e-06      0.0142216    4.15506e-06     0.00742423    2.34295e-06     0.00742423    2.34295e-06   -0.000591975    1.52265e-07    0.000336775    8.53897e-08   -0.000336775    8.53897e-08        2.25024  10000000         1
      0.13       0.203855    6.64862e-05       0.148776    6.61723e-05     -0.0247343    9.61263e-06    -0.00525149    1.84508e-06      0.0167836    1.84757e-05     -0.0592356    2.18169e-05      0.0592356    2.18169e-05      0.0310767    1.20543e-05      0.0310767    1.20543e-05    -0.00247792    8.31251e-07     0.00141501    4.64014e-07    -0.00141501    4.64014e-07       0.239086    5.16512e-05      0.0243695    5.95428e-06      0.0355704    1.38293e-05    -0.00591363    1.91044e-06    -0.00062778    1.73943e-07     0.00401273    4.33138e-06     -0.0141624    4.22454e-06      0.0141624    4.22454e-06        0.00743    2.39365e-06        0.00743    2.39365e-06   -0.000592437    1.52043e-07    0.000338309    8.34618e-08   -0.000338309    8.34618e-08        2.27259  10000000         1
     0.131        0.20345    7.24105e-05       0.148858    7.28606e-05     -0.0248358     1.0281e-05    -0.00528637    2.04959e-06      0.0166242    1.95078e-05     -0.0590568    2.34662e-05      0.0590568    2.34662e-05      0.0311348    1.34238e-05      0.0311348    1.34238e-05    -0.00248269     8.9689e-07     0.00142302    5.20662e-07    -0.00142302    5.20662e-07       0.238778    5.75683e-05      0.0242897     6.3594e-06      0.0355441    1.51406e-05    -0.00593025    1.99554e-06   -0.000631134    1.91634e-07      0.0039695    4.55865e-06     -0.0141015    4.45391e-06      0.0141015    4.45391e-06      0.0074343    2.65734e-06      0.0074343    2.65734e-06   -0.000592812    1.59487e-07    0.000339786    9.35153e-08   -0.000339786    9.35153e-08        2.26545  10000000         1
     0.132       0.203068    6.64907e-05       0.148929    6.57925e-05     -0.0249397    9.72415e-06    -0.00532112    1.90918e-06      0.0164765    1.82694e-05     -0.0588894    2.17668e-05      0.0588894    2.17668e-05      0.0311903    1.20217e-05      0.0311903    1.20217e-05    -0.00248769    8.39385e-07     0.00143097    4.78665e-07    -0.00143097    4.78665e-07       0.238449    5.13907e-05      0.0242107    5.96792e-06       0.035512    1.36946e-05    -0.00594685     1.9323e-06   -0.000634409    1.81981e-07     0.00392882    4.27325e-06     -0.0140421    4.21665e-06      0.0140421    4.21665e-06     0.00743732    2.37653e-06     0.00743732    2.37653e-06   -0.000593189       1.54e-07    0.000341214    8.72892e-08   -0.000341214    8.72892e-08        2.48053  10000000         1
     0.133        0.20269    6.66964e-05        0.14899    6.49416e-05     -0.0250418    9.77255e-06    -0.00535511    1.89724e-06      0.0163386    1.80007e-05      -0.058724    2.18654e-05       0.058724    2.18654e-05      0.0312433    1.19185e-05      0.0312433    1.19185e-05    -0.00249259     8.4145e-07     0.00143874    4.75502e-07    -0.00143874    4.75502e-07       0.238071    5.10883e-05      0.0241273    6.01867e-06      0.0354701    1.34572e-05    -0.00596173    1.94323e-06   -0.000637448    1.79697e-07     0.00388974    4.20336e-06     -0.0139805    4.25401e-06      0.0139805    4.25401e-06     0.00743811    2.34593e-06     0.00743811    2.34593e-06   -0.000593412    1.54641e-07    0.000342523    8.60942e-08   -0.000342523    8.60942e-08        2.25775  10000000         1
     0.134       0.202303    6.55231e-05       0.149053    6.47905e-05     -0.0251434    9.72457e-06    -0.00538944    1.93071e-06      0.0161988    1.79589e-05     -0.0585565    2.14649e-05      0.0585565    2.14649e-05      0.0312963    1.19275e-05      0.0312963    1.19275e-05     -0.0024974    8.33308e-07      0.0014466    4.82333e-07     -0.0014466    4.82333e-07         0.2377    5.01264e-05      0.0240436     5.9106e-06      0.0354298    1.34669e-05    -0.00597657     1.9377e-06   -0.000640534    1.85495e-07     0.00385045     4.1909e-06     -0.0139189    4.17336e-06      0.0139189    4.17336e-06     0.00743911    2.36158e-06     0.00743911    2.36158e-06   -0.000593632    1.53502e-07    0.000343856    8.88067e-08   -0.000343856    8.88067e-08        2.24535  10000000         1
     0.135        0.20192    6.70018e-05       0.149109    6.72754e-05     -0.0252434    1.00596e-05    -0.00542315    2.00906e-06      0.0160664    1.84541e-05     -0.0583903    2.19393e-05      0.0583903    2.19393e-05      0.0313465    1.23089e-05      0.0313465    1.23089e-05    -0.00250214    8.60865e-07      0.0014543    4.99918e-07     -0.0014543    4.99918e-07       0.237282    5.15025e-05       0.023956    6.01268e-06      0.0353808    1.39947e-05    -0.00598981    2.00184e-06   -0.000643408    1.93161e-07     0.00381228    4.29994e-06      -0.013855    4.24932e-06       0.013855    4.24932e-06     0.00743797    2.43392e-06     0.00743797    2.43392e-06   -0.000593713    1.58489e-07    0.000345079    9.19841e-08   -0.000345079    9.19841e-08        2.22393  10000000         1
     0.136       0.201569    6.50701e-05       0.149146    6.40662e-05     -0.0253476    9.77465e-06    -0.00545669     1.9221e-06      0.0159482    1.78431e-05     -0.0582365    2.12877e-05      0.0582365    2.12877e-05      0.0313938    1.17915e-05      0.0313938    1.17915e-05    -0.00250725    8.32622e-07     0.00146193     4.7885e-07    -0.00146193     4.7885e-07       0.236833    4.92995e-05       0.023869    5.88942e-06      0.0353226    1.32723e-05    -0.00600313    1.94871e-06   -0.000646161    1.83612e-07     0.00377704    4.15205e-06     -0.0137923    4.14429e-06      0.0137923    4.14429e-06     0.00743507     2.3245e-06     0.00743507     2.3245e-06   -0.000593798    1.53643e-07    0.000346232    8.75603e-08   -0.000346232    8.75603e-08        2.22276  10000000         1
     0.137       0.201205     6.6286e-05       0.149187    6.45887e-05     -0.0254484    9.94427e-06    -0.00548982    1.96695e-06      0.0158298    1.80438e-05      -0.058081    2.16305e-05       0.058081    2.16305e-05      0.0314403    1.19377e-05      0.0314403    1.19377e-05    -0.00251209    8.48697e-07     0.00146947    4.90268e-07    -0.00146947    4.90268e-07       0.236375    5.01471e-05      0.0237799     5.9936e-06      0.0352642    1.33085e-05    -0.00601537    1.97399e-06   -0.000648829    1.87335e-07     0.00374177     4.1906e-06     -0.0137289    4.20222e-06      0.0137289    4.20222e-06     0.00743172    2.34022e-06     0.00743172    2.34022e-06   -0.000593797    1.56126e-07    0.000347347    8.94409e-08   -0.000347347    8.94409e-08        2.22024  10000000         1
     0.138       0.200832    6.65599e-05       0.149229    6.60635e-05     -0.0255476    1.00179e-05    -0.00552298     1.9976e-06       0.015712    1.83948e-05     -0.0579241    2.17988e-05      0.0579241    2.17988e-05      0.0314865    1.21908e-05      0.0314865    1.21908e-05    -0.00251679    8.54464e-07     0.00147703     5.0107e-07    -0.00147703     5.0107e-07       0.235912    5.11411e-05      0.0236893    5.93868e-06      0.0352047    1.35887e-05    -0.00602698    1.96935e-06   -0.000651468    1.88617e-07     0.00370663    4.26451e-06      -0.013665     4.2037e-06       0.013665     4.2037e-06     0.00742803    2.38288e-06     0.00742803    2.38288e-06   -0.000593741    1.55135e-07    0.000348448    9.09251e-08   -0.000348448    9.09251e-08        2.21499  10000000         1
     0.139       0.200488    6.67947e-05       0.149257    6.58402e-05     -0.0256492     1.0094e-05    -0.00555569    2.04566e-06      0.0156064    1.81779e-05     -0.0577775    2.18814e-05      0.0577775    2.18814e-05      0.0315297    1.22114e-05      0.0315297    1.22114e-05    -0.00252176    8.60482e-07     0.00148445    5.09949e-07    -0.00148445    5.09949e-07       0.235419    5.08925e-05      0.0235993    5.98246e-06      0.0351379    1.35111e-05    -0.00603831    1.98568e-06   -0.000653957    1.94924e-07     0.00367405    4.20508e-06     -0.0136019     4.2296e-06      0.0136019     4.2296e-06     0.00742268    2.38529e-06     0.00742268    2.38529e-06    -0.00059367    1.56733e-07    0.000349467    9.33004e-08   -0.000349467    9.33004e-08        2.20181  10000000         1
      0.14       0.200135    7.30349e-05       0.149284     7.2086e-05     -0.0257493    1.08372e-05    -0.00558833    2.24714e-06      0.0155021    1.91007e-05     -0.0576262    2.37635e-05      0.0576262    2.37635e-05      0.0315723    1.34323e-05      0.0315723    1.34323e-05    -0.00252656    9.34638e-07     0.00149187     5.6362e-07    -0.00149187     5.6362e-07       0.234905    5.65996e-05      0.0235064    6.44253e-06      0.0350676    1.46747e-05    -0.00604866    2.08727e-06   -0.000656365    2.11304e-07     0.00364154    4.40024e-06     -0.0135367    4.53017e-06      0.0135367    4.53017e-06     0.00741651    2.60052e-06     0.00741651    2.60052e-06   -0.000593503    1.66593e-07    0.000350448    1.01976e-07   -0.000350448    1.01976e-07        2.20844  10000000         1
     0.141       0.199786    6.65039e-05       0.149304    6.63387e-05     -0.0258485    1.01889e-05    -0.00562037    2.04167e-06      0.0154036    1.83439e-05     -0.0574817    2.18978e-05      0.0574817    2.18978e-05      0.0316122    1.22378e-05      0.0316122    1.22378e-05    -0.00253135    8.64871e-07     0.00149913     5.1107e-07    -0.00149913     5.1107e-07        0.23437    5.09576e-05       0.023412    5.90116e-06      0.0349923    1.35592e-05    -0.00605811    1.99184e-06   -0.000658623    1.91666e-07     0.00361014      4.227e-06      -0.013472    4.21421e-06       0.013472    4.21421e-06     0.00740896    2.37307e-06     0.00740896    2.37307e-06   -0.000593273     1.5636e-07     0.00035135    9.22574e-08    -0.00035135    9.22574e-08        2.20865  10000000         1
     0.142       0.199455    6.50953e-05       0.149316    6.51091e-05     -0.0259489     1.0079e-05    -0.00565221    2.01013e-06      0.0153124    1.81678e-05     -0.0573414    2.13853e-05      0.0573414    2.13853e-05      0.0316507    1.19955e-05      0.0316507    1.19955e-05    -0.00253626    8.50408e-07     0.00150634    5.01464e-07    -0.00150634    5.01464e-07       0.233814    4.93524e-05      0.0233177    5.80429e-06      0.0349123     1.3321e-05    -0.00606723    1.97826e-06   -0.000660784    1.89132e-07     0.00358025    4.18013e-06     -0.0134072    4.12231e-06      0.0134072    4.12231e-06     0.00740039    2.32949e-06     0.00740039    2.32949e-06   -0.000593015    1.54495e-07    0.000352204    9.06685e-08   -0.000352204    9.06685e-08         2.6176  10000000         1
     0.143       0.199118    6.63209e-05        0.14933    6.56201e-05     -0.0260481    1.02729e-05    -0.00568405    2.04861e-06      0.0152221    1.83347e-05     -0.0572021    2.17385e-05      0.0572021    2.17385e-05      0.0316887    1.21108e-05      0.0316887    1.21108e-05    -0.00254107    8.68287e-07     0.00151354    5.08204e-07    -0.00151354    5.08204e-07       0.233265    5.00049e-05      0.0232237    5.92014e-06      0.0348336    1.33619e-05    -0.00607611     2.0114e-06   -0.000662945    1.92075e-07      0.0035508    4.20855e-06     -0.0133433    4.18707e-06      0.0133433    4.18707e-06     0.00739187    2.33878e-06     0.00739187    2.33878e-06   -0.000592744    1.57725e-07    0.000353055    9.12421e-08   -0.000353055    9.12421e-08        2.26407  10000000         1
     0.144       0.198793    6.79087e-05       0.149336    6.74162e-05     -0.0261482     1.0503e-05     -0.0057157     2.1801e-06      0.0151371    1.84563e-05     -0.0570644    2.21526e-05      0.0570644    2.21526e-05      0.0317251    1.25915e-05      0.0317251    1.25915e-05    -0.00254597    8.89484e-07     0.00152068    5.42727e-07    -0.00152068    5.42727e-07       0.232687    5.16004e-05      0.0231283    6.00969e-06      0.0347486    1.36638e-05    -0.00608435     2.0377e-06   -0.000664985    2.06368e-07     0.00352222    4.22292e-06     -0.0132782    4.23082e-06      0.0132782    4.23082e-06     0.00738203    2.42988e-06     0.00738203    2.42988e-06   -0.000592416    1.59932e-07    0.000353843    9.89489e-08   -0.000353843    9.89489e-08        2.21022  10000000         1
     0.145       0.198476     7.0364e-05       0.149332    6.89373e-05     -0.0262492    1.09363e-05    -0.00574679    2.22841e-06      0.0150607    1.88448e-05     -0.0569325    2.27762e-05      0.0569325    2.27762e-05      0.0317587    1.29213e-05      0.0317587    1.29213e-05    -0.00255097    9.26486e-07     0.00152769    5.54479e-07    -0.00152769    5.54479e-07        0.23209    5.31885e-05      0.0230321    6.23001e-06      0.0346585    1.38889e-05    -0.00609216    2.11972e-06   -0.000666885    2.08601e-07     0.00349544    4.29971e-06     -0.0132135    4.33283e-06      0.0132135    4.33283e-06     0.00737088     2.4779e-06     0.00737088     2.4779e-06   -0.000592054    1.66815e-07    0.000354562    9.97916e-08   -0.000354562    9.97916e-08        2.19833  10000000         1
     0.146       0.198153    6.75808e-05       0.149336    6.71496e-05     -0.0263481    1.07273e-05    -0.00577811    2.19695e-06      0.0149818    1.84363e-05      -0.056798    2.21475e-05       0.056798    2.21475e-05      0.0317933    1.24725e-05      0.0317933    1.24725e-05    -0.00255578    8.99389e-07     0.00153475    5.42954e-07    -0.00153475    5.42954e-07       0.231496    5.07231e-05      0.0229358    5.99449e-06      0.0345707    1.35745e-05    -0.00609949    2.09303e-06   -0.000668805    2.07823e-07     0.00346823    4.19973e-06     -0.0131485    4.24109e-06      0.0131485    4.24109e-06     0.00736002    2.39499e-06     0.00736002    2.39499e-06   -0.000591652    1.62922e-07     0.00035529    9.86824e-08    -0.00035529    9.86824e-08        2.20556  10000000         1
     0.147       0.197833    7.45311e-05       0.149331    7.33909e-05     -0.0264459    1.14765e-05    -0.00580882    2.44717e-06      0.0149087    1.95009e-05     -0.0566688    2.39561e-05      0.0566688    2.39561e-05      0.0318258    1.39283e-05      0.0318258    1.39283e-05    -0.00256056    9.79197e-07     0.00154168    6.10825e-07    -0.00154168    6.10825e-07       0.230886    5.69832e-05      0.0228385    6.50073e-06      0.0344785    1.46534e-05      -0.006106    2.17953e-06   -0.000670589    2.28954e-07     0.00344222    4.42161e-06      -0.013084    4.49066e-06       0.013084    4.49066e-06     0.00734815     2.6557e-06     0.00734815     2.6557e-06   -0.000591198    1.72697e-07    0.000355954    1.10327e-07   -0.000355954    1.10327e-07        2.20169  10000000         1
     0.148       0.197528     6.8546e-05       0.149323    6.76036e-05     -0.0265447    1.08795e-05    -0.00583934    2.22944e-06       0.014839    1.86478e-05     -0.0565428    2.22762e-05      0.0565428    2.22762e-05      0.0318571     1.2647e-05      0.0318571     1.2647e-05    -0.00256544    9.13872e-07     0.00154855     5.5249e-07    -0.00154855     5.5249e-07       0.230262    5.13523e-05      0.0227416    6.04627e-06      0.0343835    1.35469e-05    -0.00611223    2.10181e-06    -0.00067229    2.08336e-07     0.00341687    4.22574e-06     -0.0130197    4.22841e-06      0.0130197    4.22841e-06     0.00733549    2.40919e-06     0.00733549    2.40919e-06   -0.000590723    1.64089e-07    0.000356572    9.93006e-08   -0.000356572    9.93006e-08        2.30283  10000000         1
     0.149       0.197228    7.39644e-05       0.149309     7.2626e-05      -0.026644    1.16689e-05    -0.00586999    2.52354e-06      0.0147739    1.92828e-05     -0.0564162    2.38892e-05      0.0564162    2.38892e-05      0.0318873    1.38314e-05      0.0318873    1.38314e-05    -0.00257034    9.88097e-07     0.00155543    6.26639e-07    -0.00155543    6.26639e-07       0.229621    5.64349e-05      0.0226439    6.41404e-06      0.0342845    1.43911e-05    -0.00611803    2.21772e-06   -0.000673937    2.37713e-07      0.0033924    4.34853e-06     -0.0129543    4.46693e-06      0.0129543    4.46693e-06       0.007322    2.61696e-06       0.007322    2.61696e-06   -0.000590205    1.74461e-07     0.00035716    1.14012e-07    -0.00035716    1.14012e-07         2.3347  10000000         1
      0.15       0.196933    6.83223e-05       0.149295    6.72271e-05     -0.0267424    1.09042e-05    -0.00590024    2.33518e-06      0.0147125    1.84067e-05     -0.0562971    2.22222e-05      0.0562971    2.22222e-05      0.0319165    1.27002e-05      0.0319165    1.27002e-05    -0.00257523    9.14235e-07     0.00156222    5.75434e-07    -0.00156222    5.75434e-07       0.228988    5.07771e-05      0.0225477    6.01607e-06      0.0341867    1.33983e-05     -0.0061237    2.09542e-06   -0.000675543    2.21459e-07     0.00336899    4.14819e-06     -0.0128914    4.20981e-06      0.0128914    4.20981e-06     0.00730851    2.41478e-06     0.00730851    2.41478e-06   -0.000589697    1.63488e-07    0.000357731    1.05215e-07   -0.000357731    1.05215e-07        2.32847  10000000         1
     0.151       0.196628    7.39626e-05       0.149277    7.27923e-05     -0.0268401    1.17607e-05    -0.00593002    2.52208e-06      0.0146532    1.94828e-05     -0.0561731     2.3822e-05      0.0561731     2.3822e-05      0.0319443    1.38229e-05      0.0319443    1.38229e-05       -0.00258    9.90573e-07     0.00156892    6.23661e-07    -0.00156892    6.23661e-07       0.228335    5.55029e-05      0.0224485    6.44416e-06      0.0340852    1.44087e-05    -0.00612853    2.23428e-06   -0.000677015    2.36277e-07     0.00334584    4.37362e-06     -0.0128263    4.45717e-06      0.0128263    4.45717e-06     0.00729399    2.61121e-06     0.00729399    2.61121e-06   -0.000589104    1.75079e-07    0.000358238    1.12676e-07   -0.000358238    1.12676e-07        2.34192  10000000         1
     0.152       0.196339    7.15437e-05        0.14926    7.03487e-05      -0.026937    1.12635e-05    -0.00595978    2.37071e-06      0.0145939    1.89911e-05      -0.056058    2.31769e-05       0.056058    2.31769e-05      0.0319722     1.3319e-05      0.0319722     1.3319e-05    -0.00258482    9.47245e-07     0.00157558    5.88324e-07    -0.00157558    5.88324e-07       0.227687    5.35361e-05      0.0223519     6.2222e-06      0.0339844    1.38819e-05    -0.00613319    2.12068e-06   -0.000678481    2.17692e-07     0.00332283    4.25284e-06     -0.0127637    4.34058e-06      0.0127637    4.34058e-06     0.00727965    2.50333e-06     0.00727965    2.50333e-06   -0.000588529    1.65428e-07    0.000358738     1.0406e-07   -0.000358738     1.0406e-07        2.33357  10000000         1
     0.153        0.19605    7.56559e-05       0.149235    7.42136e-05     -0.0270356    1.18277e-05    -0.00598939    2.52239e-06      0.0145416     1.9559e-05     -0.0559388    2.44113e-05      0.0559388    2.44113e-05      0.0319978    1.41185e-05      0.0319978    1.41185e-05     -0.0025897    1.00019e-06     0.00158221    6.28693e-07    -0.00158221    6.28693e-07       0.227018    5.70932e-05      0.0222535    6.51352e-06      0.0338791    1.45346e-05    -0.00613758     2.1971e-06   -0.000679851    2.29658e-07     0.00330122    4.36195e-06     -0.0126991    4.52899e-06      0.0126991    4.52899e-06     0.00726408    2.63358e-06     0.00726408    2.63358e-06   -0.000587909    1.72325e-07    0.000359191      1.105e-07   -0.000359191      1.105e-07        2.34007  10000000         1
     0.154        0.19578    6.91837e-05       0.149205    6.75856e-05     -0.0271343    1.11927e-05    -0.00601916    2.38968e-06      0.0144912     1.8685e-05     -0.0558289    2.24428e-05      0.0558289    2.24428e-05      0.0320235    1.28174e-05      0.0320235    1.28174e-05    -0.00259471    9.33364e-07     0.00158886    5.88006e-07    -0.00158886    5.88006e-07       0.226342    5.08956e-05      0.0221566     6.0399e-06      0.0337714    1.32795e-05    -0.00614164    2.12387e-06   -0.000681194    2.22883e-07     0.00327996    4.16439e-06     -0.0126364    4.21069e-06      0.0126364    4.21069e-06     0.00724827        2.4e-06     0.00724827        2.4e-06    -0.00058729    1.64897e-07    0.000359625    1.05706e-07   -0.000359625    1.05706e-07        2.34428  10000000         1
     0.155       0.195494    6.78525e-05       0.149178    6.71388e-05     -0.0272302    1.11859e-05    -0.00604792    2.37355e-06      0.0144442    1.84917e-05     -0.0557157    2.20876e-05      0.0557157    2.20876e-05       0.032047    1.26765e-05       0.032047    1.26765e-05    -0.00259941    9.24172e-07      0.0015953    5.82323e-07     -0.0015953    5.82323e-07       0.225666    4.95607e-05      0.0220582    5.92843e-06      0.0336644    1.32246e-05    -0.00614494    2.13324e-06   -0.000682405    2.21955e-07     0.00325957    4.11108e-06     -0.0125732    4.14966e-06      0.0125732    4.14966e-06     0.00723193    2.37924e-06     0.00723193    2.37924e-06     -0.0005866    1.64006e-07    0.000360006    1.04965e-07   -0.000360006    1.04965e-07        2.33877  10000000         1
     0.156       0.195208    6.84924e-05       0.149151    6.76842e-05     -0.0273268    1.13208e-05    -0.00607703    2.37535e-06       0.014396    1.85931e-05     -0.0556009    2.22395e-05      0.0556009    2.22395e-05      0.0320711    1.28208e-05      0.0320711    1.28208e-05    -0.00260415    9.39329e-07     0.00160181    5.85148e-07    -0.00160181    5.85148e-07       0.224992    5.02308e-05      0.0219601    5.94406e-06      0.0335578     1.3258e-05    -0.00614829    2.14558e-06    -0.00068364    2.19339e-07     0.00323898    4.12032e-06     -0.0125097    4.15173e-06      0.0125097    4.15173e-06     0.00721572    2.39283e-06     0.00721572    2.39283e-06   -0.000585912    1.65994e-07    0.000360393    1.04206e-07   -0.000360393    1.04206e-07        2.33113  10000000         1
     0.157       0.194943    7.63163e-05       0.149115    7.54813e-05     -0.0274234    1.23318e-05    -0.00610556    2.78899e-06      0.0143556    1.96584e-05     -0.0554958    2.43795e-05      0.0554958    2.43795e-05      0.0320929    1.46445e-05      0.0320929    1.46445e-05    -0.00260902    1.03348e-06     0.00160818    6.88952e-07    -0.00160818    6.88952e-07       0.224295     5.7028e-05      0.0218624    6.50791e-06      0.0334457    1.46394e-05    -0.00615093    2.28139e-06   -0.000684723    2.59849e-07     0.00321989     4.3326e-06     -0.0124474    4.45926e-06      0.0124474    4.45926e-06     0.00719826    2.72755e-06     0.00719826    2.72755e-06   -0.000585189    1.77751e-07    0.000360707    1.24371e-07   -0.000360707    1.24371e-07         2.3314  10000000         1
