        xB    <dsig|+1,0>         err[1]    <dsig|+2,0>         err[2]      <ALL|0,0>         err[3]     <ALL|+1,0>         err[4]   <dsig|0,+1>          err[5]   <dsig|+1,-1>         err[6]   <dsig|+1,+1>         err[7]  <dsig|+2,+1>          err[8]  <dsig|+2,-1>          err[9]     <ALL|0,+1>        err[10]    <ALL|+1,-1>        err[11]    <ALL|+1,+1>        err[12]           AUzi        err[13]        AUcfqzi        err[14]       AUc2fqzi        err[15]           ALzi        err[16]        ALcfqzi        err[17]       BUcf12zi        err[18]    BUcfqmf12zi        err[19]    BUcfqpf12zi        err[20]   BUc2fqmf12zi        err[21]   BUc2fqpf12zi        err[22]       BLcf12zi        err[23]    BLcfqmf12zi        err[24]    BLcfqpf12zi        err[25]        time[s]     neval      fail
     0.642      -0.127255    1.99207e-05      0.0392753    7.91739e-06       0.655229    0.000110377      -0.125212    1.87576e-05      0.0512465    1.61646e-05       0.028153    4.51428e-06      -0.028153    4.51428e-06      0.0180545    4.07102e-06      0.0180545    4.07102e-06      0.0508099    1.20774e-05      0.0271612    3.86621e-06     -0.0271612    3.86621e-06    2.52002e-05    2.44078e-09   -1.60342e-06     1.9719e-10    9.89742e-07    1.74981e-10    1.65119e-05    2.27579e-09   -1.57768e-06    1.80304e-10    1.29142e-06     3.8767e-10     7.0946e-07    9.06623e-11    -7.0946e-07    9.06623e-11    4.54977e-07    9.26437e-11    4.54977e-07    9.26437e-11    1.28042e-06    2.77939e-10    6.84467e-07    7.13966e-11   -6.84467e-07    7.13966e-11        2.63892  10000000         1
     0.643      -0.127091    1.95681e-05      0.0390782    7.80836e-06       0.657028    0.000108435      -0.125069    1.84231e-05      0.0513848    1.56876e-05      0.0281158    4.42238e-06     -0.0281158    4.42238e-06      0.0179604    4.02153e-06      0.0179604    4.02153e-06      0.0509511     1.1691e-05      0.0271319    3.78511e-06     -0.0271319    3.78511e-06    2.49126e-05    2.34402e-09   -1.58309e-06    1.92939e-10     9.7354e-07     1.7161e-10    1.63683e-05    2.21939e-09    -1.5579e-06    1.76569e-10    1.28013e-06    3.71796e-10    7.00438e-07    8.82881e-11   -7.00438e-07    8.82881e-11    4.47441e-07    9.09121e-11    4.47441e-07    9.09121e-11    1.26933e-06    2.65641e-10    6.75926e-07    6.96221e-11   -6.75926e-07    6.96221e-11        2.62943  10000000         1
     0.644      -0.126926    1.87476e-05      0.0388814    7.55943e-06       0.658825    0.000105188      -0.124924    1.77717e-05      0.0515233    1.49585e-05      0.0280781    4.22098e-06     -0.0280781    4.22098e-06      0.0178664    3.91379e-06      0.0178664    3.91379e-06      0.0510926    1.11097e-05      0.0271022    3.62726e-06     -0.0271022    3.62726e-06    2.46282e-05    2.20873e-09   -1.56298e-06    1.83433e-10    9.57577e-07    1.65185e-10    1.62257e-05    2.14329e-09   -1.53833e-06    1.69878e-10    1.26893e-06    3.50383e-10    6.91512e-07    8.34299e-11   -6.91512e-07    8.34299e-11    4.40017e-07    8.79414e-11    4.40017e-07    8.79414e-11    1.25832e-06    2.49255e-10    6.67477e-07    6.63095e-11   -6.67477e-07    6.63095e-11        2.63576  10000000         1
     0.645      -0.126759    2.22307e-05      0.0386848    8.51989e-06       0.660621    0.000119522      -0.124778    2.05976e-05      0.0516631    1.67618e-05        0.02804    5.01194e-06       -0.02804    5.01194e-06      0.0177725    4.31398e-06      0.0177725    4.31398e-06      0.0512353    1.28076e-05       0.027072    4.27882e-06      -0.027072    4.27882e-06    2.43469e-05    2.64008e-09    -1.5431e-06    2.12696e-10    9.41856e-07    1.80549e-10    1.60841e-05    2.32942e-09   -1.51898e-06    1.89058e-10    1.25784e-06    3.84632e-10    6.82689e-07    9.70055e-11   -6.82689e-07    9.70055e-11    4.32706e-07    9.39693e-11    4.32706e-07    9.39693e-11    1.24742e-06     2.8096e-10    6.59121e-07    7.57919e-11   -6.59121e-07    7.57919e-11        2.63271  10000000         1
     0.646       -0.12659    1.98756e-05      0.0384884    7.78967e-06       0.662411    0.000112031      -0.124629    1.87604e-05      0.0518026    1.62489e-05      0.0280018    4.49672e-06     -0.0280018    4.49672e-06      0.0176786    3.99829e-06      0.0176786    3.99829e-06      0.0513773    1.22521e-05      0.0270416    3.87081e-06     -0.0270416    3.87081e-06    2.40686e-05    2.35909e-09   -1.52342e-06    1.86856e-10    9.26361e-07    1.64033e-10    1.59433e-05    2.19743e-09   -1.49983e-06     1.7135e-10    1.24681e-06    3.71504e-10    6.73964e-07    8.57316e-11   -6.73964e-07    8.57316e-11    4.25499e-07    8.67265e-11    4.25499e-07    8.67265e-11    1.23658e-06    2.68831e-10    6.50853e-07    6.78976e-11   -6.50853e-07    6.78976e-11        2.64226  10000000         1
     0.647       -0.12642    1.91522e-05      0.0382925    7.58237e-06         0.6642    0.000108533       -0.12448    1.81781e-05      0.0519416    1.51819e-05      0.0279633    4.30811e-06     -0.0279633    4.30811e-06       0.017585    3.90829e-06       0.017585    3.90829e-06      0.0515191    1.13845e-05      0.0270109    3.72853e-06     -0.0270109    3.72853e-06    2.37931e-05    2.21971e-09   -1.50397e-06    1.79519e-10    9.11098e-07     1.5913e-10    1.58034e-05    2.12009e-09   -1.48088e-06    1.66374e-10    1.23585e-06    3.42331e-10    6.65334e-07    8.15732e-11   -6.65334e-07    8.15732e-11    4.18402e-07    8.44012e-11    4.18402e-07    8.44012e-11     1.2258e-06    2.45548e-10    6.42674e-07    6.53858e-11   -6.42674e-07    6.53858e-11        2.64436  10000000         1
     0.648      -0.126249    1.85377e-05      0.0380971     7.3988e-06       0.665986    0.000106233      -0.124329    1.76642e-05      0.0520805    1.48459e-05      0.0279245    4.16154e-06     -0.0279245    4.16154e-06      0.0174916    3.82771e-06      0.0174916    3.82771e-06      0.0516609    1.11088e-05      0.0269799    3.60748e-06     -0.0269799    3.60748e-06    2.35205e-05    2.11894e-09   -1.48473e-06    1.72153e-10    8.96064e-07    1.54168e-10    1.56643e-05    2.06201e-09   -1.46214e-06    1.60634e-10    1.22496e-06    3.31286e-10    6.56799e-07    7.79725e-11   -6.56799e-07    7.79725e-11    4.11411e-07    8.20468e-11    4.11411e-07    8.20468e-11    1.21509e-06    2.37249e-10    6.34583e-07    6.26994e-11   -6.34583e-07    6.26994e-11        2.65374  10000000         1
     0.649      -0.126072    2.40877e-05      0.0379003     8.9778e-06       0.667775    0.000130175      -0.124174    2.20705e-05      0.0522198    1.71636e-05      0.0278847    5.47142e-06     -0.0278847    5.47142e-06      0.0173975    4.51227e-06      0.0173975    4.51227e-06      0.0518034    1.34336e-05      0.0269481    4.60217e-06     -0.0269481    4.60217e-06      2.325e-05     2.7473e-09   -1.46559e-06    2.20045e-10    8.81182e-07    1.80909e-10    1.55258e-05    2.40718e-09   -1.44353e-06    1.91658e-10    1.21411e-06    3.72373e-10    6.48319e-07    1.01557e-10   -6.48319e-07    1.01557e-10    4.04493e-07    9.33898e-11    4.04493e-07    9.33898e-11    1.20443e-06     2.7802e-10    6.26543e-07    7.72529e-11   -6.26543e-07    7.72529e-11         2.6299  10000000         1
      0.65      -0.125903     1.9663e-05      0.0377072    7.61246e-06       0.669548    0.000113124      -0.124023    1.85954e-05      0.0523586    1.63083e-05      0.0278462    4.45227e-06     -0.0278462    4.45227e-06      0.0173051    3.90384e-06      0.0173051    3.90384e-06      0.0519447    1.23751e-05      0.0269171    3.84074e-06     -0.0269171    3.84074e-06     2.2984e-05     2.2618e-09   -1.44688e-06    1.75465e-10    8.66664e-07    1.52771e-10    1.53889e-05     2.1135e-09   -1.42527e-06    1.61229e-10    1.20341e-06    3.55632e-10    6.40017e-07    8.06529e-11   -6.40017e-07    8.06529e-11     3.9774e-07    8.07389e-11     3.9774e-07    8.07389e-11     1.1939e-06     2.5903e-10    6.18662e-07    6.39226e-11   -6.18662e-07    6.39226e-11        2.63471  10000000         1
     0.651      -0.125728    1.82836e-05      0.0375128    7.24756e-06       0.671325    0.000106148      -0.123868    1.74478e-05      0.0524977    1.47894e-05      0.0278066     4.0969e-06     -0.0278066     4.0969e-06       0.017212    3.74971e-06       0.017212    3.74971e-06      0.0520866    1.11315e-05      0.0268851    3.56068e-06     -0.0268851    3.56068e-06      2.272e-05     2.0328e-09   -1.42826e-06    1.63737e-10    8.52292e-07    1.45943e-10    1.52525e-05    1.98845e-09   -1.40714e-06    1.53087e-10    1.19275e-06    3.18619e-10    6.31766e-07    7.39532e-11   -6.31766e-07    7.39532e-11    3.91058e-07     7.7677e-11    3.91058e-07     7.7677e-11    1.18341e-06    2.29678e-10     6.1083e-07    5.96467e-11    -6.1083e-07    5.96467e-11        2.62441  10000000         1
     0.652      -0.125552    1.82753e-05      0.0373192    7.21733e-06       0.673098    0.000106546      -0.123712    1.74228e-05      0.0526351    1.46591e-05       0.027767    4.10283e-06      -0.027767    4.10283e-06      0.0171194    3.73166e-06      0.0171194    3.73166e-06      0.0522272    1.10256e-05      0.0268531    3.55708e-06     -0.0268531    3.55708e-06    2.24585e-05    2.01417e-09   -1.40986e-06    1.61638e-10    8.38134e-07    1.43608e-10    1.51168e-05    1.97175e-09    -1.3892e-06    1.50848e-10    1.18211e-06    3.11686e-10    6.23605e-07    7.32295e-11   -6.23605e-07    7.32295e-11    3.84476e-07    7.63855e-11    3.84476e-07    7.63855e-11    1.17295e-06    2.24162e-10    6.03082e-07    5.87923e-11   -6.03082e-07    5.87923e-11        2.62896  10000000         1
     0.653      -0.125374    1.95671e-05      0.0371253    7.50888e-06        0.67487    0.000113626      -0.123553    1.85303e-05      0.0527747    1.62743e-05      0.0277266     4.4132e-06     -0.0277266     4.4132e-06      0.0170266     3.8468e-06      0.0170266     3.8468e-06      0.0523697    1.24302e-05      0.0268204    3.82565e-06     -0.0268204    3.82565e-06    2.22002e-05    2.18609e-09   -1.39166e-06    1.68507e-10    8.24189e-07    1.45608e-10    1.49822e-05    2.04609e-09   -1.37145e-06    1.55142e-10    1.17161e-06    3.42377e-10    6.15536e-07    7.69736e-11   -6.15536e-07    7.69736e-11    3.77993e-07    7.68614e-11    3.77993e-07    7.68614e-11    1.16262e-06    2.51084e-10    5.95419e-07    6.14444e-11   -5.95419e-07    6.14444e-11        2.62777  10000000         1
     0.654      -0.125194    1.95917e-05      0.0369319    7.47486e-06       0.676637    0.000114962      -0.123393    1.85738e-05      0.0529145    1.63999e-05      0.0276862    4.43679e-06     -0.0276862    4.43679e-06       0.016934    3.82688e-06       0.016934    3.82688e-06       0.052512    1.25444e-05      0.0267876    3.84147e-06     -0.0267876    3.84147e-06    2.19445e-05    2.18728e-09   -1.37366e-06    1.65723e-10    8.10454e-07    1.42763e-10    1.48485e-05    2.04306e-09    -1.3539e-06    1.52716e-10    1.16118e-06     3.4077e-10    6.07561e-07    7.62393e-11   -6.07561e-07    7.62393e-11    3.71608e-07    7.53698e-11    3.71608e-07    7.53698e-11    1.15235e-06    2.50173e-10    5.87841e-07    6.06083e-11   -5.87841e-07    6.06083e-11        2.63208  10000000         1
     0.655      -0.125013       1.86e-05      0.0367391    7.21285e-06       0.678402    0.000109624      -0.123232    1.77583e-05      0.0530531    1.49995e-05      0.0276456    4.17205e-06     -0.0276456    4.17205e-06      0.0168416    3.71496e-06      0.0168416    3.71496e-06      0.0526536    1.14028e-05      0.0267544    3.63992e-06     -0.0267544    3.63992e-06    2.16915e-05     2.0166e-09   -1.35586e-06      1.575e-10    7.96925e-07    1.37804e-10    1.47155e-05    1.94494e-09   -1.33654e-06     1.4716e-10     1.1508e-06    3.07268e-10    5.99673e-07    7.12868e-11   -5.99673e-07    7.12868e-11    3.65319e-07    7.30764e-11    3.65319e-07    7.30764e-11    1.14213e-06    2.23393e-10    5.80343e-07    5.76455e-11   -5.80343e-07    5.76455e-11        2.63625  10000000         1
     0.656      -0.124831     1.8381e-05      0.0365466    7.12611e-06       0.680163    0.000109387      -0.123069    1.75783e-05      0.0531921    1.51095e-05      0.0276046    4.12678e-06     -0.0276046    4.12678e-06      0.0167494    3.67409e-06      0.0167494    3.67409e-06      0.0527955    1.15068e-05       0.026721    3.60024e-06      -0.026721    3.60024e-06    2.14411e-05    1.98217e-09   -1.33826e-06    1.53376e-10    7.83599e-07    1.34527e-10    1.45834e-05    1.91916e-09   -1.31937e-06    1.43653e-10     1.1405e-06    3.06327e-10    5.91874e-07    6.95358e-11   -5.91874e-07    6.95358e-11    3.59125e-07    7.14387e-11    3.59125e-07    7.14387e-11    1.13199e-06    2.23424e-10    5.72928e-07    5.61556e-11   -5.72928e-07    5.61556e-11        2.63347  10000000         1
     0.657      -0.124644    2.24075e-05      0.0363531    8.29051e-06       0.681939    0.000126776      -0.122906    2.07553e-05      0.0533328    1.67914e-05      0.0275625    5.06675e-06     -0.0275625    5.06675e-06      0.0166568    4.18759e-06      0.0166568    4.18759e-06      0.0529383    1.31687e-05      0.0266872     4.3078e-06     -0.0266872     4.3078e-06    2.11917e-05    2.36702e-09    -1.3207e-06    1.86037e-10    7.70384e-07    1.53175e-10    1.44514e-05    2.14763e-09   -1.30229e-06    1.64943e-10    1.13021e-06    3.32693e-10    5.84096e-07    8.52792e-11   -5.84096e-07    8.52792e-11    3.52986e-07    7.95027e-11    3.52986e-07    7.95027e-11    1.12185e-06    2.49353e-10    5.65547e-07    6.59046e-11   -5.65547e-07    6.59046e-11        2.62486  10000000         1
     0.658      -0.124463    1.93969e-05      0.0361628    7.31079e-06       0.683676    0.000115802       -0.12274    1.84173e-05      0.0534694    1.64452e-05      0.0275221    4.38722e-06     -0.0275221    4.38722e-06      0.0165654    3.73861e-06      0.0165654    3.73861e-06      0.0530788    1.26683e-05      0.0266533    3.81148e-06     -0.0266533    3.81148e-06    2.09482e-05    2.09169e-09   -1.30364e-06    1.55988e-10    7.57544e-07    1.33164e-10    1.43218e-05    1.95951e-09   -1.28559e-06    1.43993e-10    1.12009e-06    3.25837e-10    5.76537e-07    7.16405e-11   -5.76537e-07    7.16405e-11    3.47016e-07     7.0235e-11    3.47016e-07     7.0235e-11     1.1119e-06    2.41038e-10    5.58337e-07    5.71566e-11   -5.58337e-07    5.71566e-11        2.64033  10000000         1
     0.659      -0.124277    1.80947e-05      0.0359714    6.97484e-06       0.685428    0.000108919      -0.122573    1.73267e-05      0.0536082    1.49293e-05      0.0274803    4.05024e-06     -0.0274803    4.05024e-06      0.0164737    3.59644e-06      0.0164737    3.59644e-06      0.0532205    1.14205e-05      0.0266189    3.54459e-06     -0.0266189    3.54459e-06    2.07056e-05    1.89134e-09   -1.28661e-06    1.45879e-10    7.44811e-07    1.27389e-10    1.41922e-05     1.8454e-09   -1.26897e-06    1.36899e-10    1.10999e-06     2.9202e-10    5.68997e-07    6.58151e-11   -5.68997e-07    6.58151e-11    3.41099e-07    6.76349e-11    3.41099e-07    6.76349e-11    1.10197e-06    2.13975e-10    5.51162e-07    5.34028e-11   -5.51162e-07    5.34028e-11        2.62366  10000000         1
      0.66       -0.12409    1.86278e-05      0.0357807    7.06785e-06       0.687176    0.000112466      -0.122405    1.77327e-05      0.0537456    1.54527e-05      0.0274385    4.20704e-06     -0.0274385    4.20704e-06      0.0163823    3.62827e-06      0.0163823    3.62827e-06      0.0533613     1.1865e-05      0.0265845     3.6517e-06     -0.0265845     3.6517e-06    2.04654e-05    1.95122e-09   -1.26978e-06    1.47231e-10    7.32268e-07    1.26682e-10    1.40634e-05    1.87078e-09   -1.25254e-06    1.36618e-10    1.09993e-06    2.98351e-10    5.61541e-07    6.74289e-11   -5.61541e-07    6.74289e-11    3.35271e-07    6.70216e-11    3.35271e-07    6.70216e-11    1.09206e-06    2.19368e-10    5.44063e-07    5.37996e-11   -5.44063e-07    5.37996e-11        2.63886  10000000         1
     0.661        -0.1239    1.93033e-05      0.0355898    7.20755e-06       0.688923    0.000116411      -0.122235    1.83519e-05      0.0538855    1.64195e-05       0.027396    4.35239e-06      -0.027396    4.35239e-06      0.0162908    3.68172e-06      0.0162908    3.68172e-06      0.0535038    1.27274e-05      0.0265493    3.79713e-06     -0.0265493    3.79713e-06    2.02282e-05    2.02316e-09   -1.25314e-06    1.49692e-10    7.19917e-07    1.26775e-10    1.39357e-05    1.89799e-09   -1.23629e-06     1.3843e-10    1.09001e-06    3.13736e-10    5.54172e-07    6.84043e-11   -5.54172e-07    6.84043e-11    3.29533e-07    6.67845e-11    3.29533e-07    6.67845e-11    1.08229e-06    2.33589e-10    5.37044e-07    5.49045e-11   -5.37044e-07    5.49045e-11        2.65099  10000000         1
     0.662       -0.12371    1.88651e-05      0.0353997    7.06681e-06       0.690665    0.000115017      -0.122063    1.79929e-05      0.0540241    1.58667e-05      0.0273536    4.25558e-06     -0.0273536    4.25558e-06      0.0161996    3.61818e-06      0.0161996    3.61818e-06      0.0536454    1.22616e-05      0.0265141    3.71427e-06     -0.0265141    3.71427e-06    1.99932e-05    1.95801e-09   -1.23668e-06    1.44557e-10    7.07753e-07    1.23118e-10    1.38086e-05    1.85988e-09   -1.22022e-06    1.34432e-10    1.08012e-06     2.9907e-10    5.46885e-07    6.61101e-11   -5.46885e-07    6.61101e-11    3.23881e-07    6.50143e-11    3.23881e-07    6.50143e-11    1.07254e-06    2.21506e-10    5.30102e-07    5.30983e-11   -5.30102e-07    5.30983e-11        2.64645  10000000         1
     0.663      -0.123518    1.85115e-05      0.0352097    6.95451e-06       0.692404     0.00011338       -0.12189    1.77047e-05      0.0541633    1.54273e-05      0.0273107    4.16596e-06     -0.0273107    4.16596e-06      0.0161085    3.56721e-06      0.0161085    3.56721e-06      0.0537875    1.19206e-05      0.0264785    3.64402e-06     -0.0264785    3.64402e-06    1.97608e-05    1.89453e-09   -1.22041e-06    1.40579e-10    6.95772e-07    1.20151e-10    1.36824e-05     1.8163e-09   -1.20432e-06    1.31411e-10    1.07031e-06    2.87066e-10    5.39681e-07    6.40302e-11   -5.39681e-07    6.40302e-11    3.18315e-07    6.35422e-11    3.18315e-07    6.35422e-11    1.06288e-06    2.12378e-10    5.23235e-07    5.16602e-11   -5.23235e-07    5.16602e-11        2.65082  10000000         1
     0.664      -0.123326    1.79887e-05      0.0350204     6.8052e-06        0.69414    0.000111329      -0.121716    1.72736e-05      0.0543017    1.51711e-05      0.0272676    4.03502e-06     -0.0272676    4.03502e-06      0.0160176    3.50124e-06      0.0160176    3.50124e-06      0.0539289    1.17226e-05      0.0264426    3.54059e-06     -0.0264426    3.54059e-06    1.95307e-05    1.82092e-09   -1.20432e-06    1.35096e-10    6.83972e-07    1.16613e-10     1.3557e-05     1.7692e-09    -1.1886e-06    1.27174e-10    1.06055e-06    2.79318e-10    5.32556e-07    6.11977e-11   -5.32556e-07    6.11977e-11    3.12835e-07    6.18496e-11    3.12835e-07    6.18496e-11    1.05327e-06    2.06821e-10    5.16444e-07    4.96321e-11   -5.16444e-07    4.96321e-11        2.64122  10000000         1
