z2,<dsig|c12>_UL,err_<dsig|c12>_UL,<ALL|c12>_UL,err_<ALL|c12>_UL,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,Collins_UL,times[s],neval,fail
,0.1,0.0329625,1.65962e-05,0.0329625,1.65962e-05,0.148412,7.47237e-05,0.148412,7.47237e-05,0.351541,858.902,100000000,1
,0.15,0.0331709,1.68312e-05,0.0331709,1.68312e-05,0.14705,7.46147e-05,0.14705,7.46147e-05,0.357039,859.302,100000000,1
,0.2,0.0345508,1.8131e-05,0.0345508,1.8131e-05,0.1464,7.68251e-05,0.1464,7.68251e-05,0.373545,855.436,100000000,1
,0.25,0.0368345,1.95488e-05,0.0368345,1.95488e-05,0.146194,7.75882e-05,0.146194,7.75882e-05,0.398794,861.944,100000000,1
,0.3,0.039492,2.10533e-05,0.039492,2.10533e-05,0.146136,7.79052e-05,0.146136,7.79052e-05,0.427738,862.701,100000000,1
,0.35,0.0421442,2.25143e-05,0.0421442,2.25143e-05,0.146089,7.8044e-05,0.146089,7.8044e-05,0.456608,863.471,100000000,1
,0.4,0.0446467,2.38826e-05,0.0446467,2.38826e-05,0.146042,7.81216e-05,0.146042,7.81216e-05,0.483877,862.896,100000000,1
,0.45,0.0470305,2.51721e-05,0.0470305,2.51721e-05,0.146034,7.81616e-05,0.146034,7.81616e-05,0.509741,861.712,100000000,1
,0.5,0.0493285,2.64065e-05,0.0493285,2.64065e-05,0.146027,7.81711e-05,0.146027,7.81711e-05,0.534675,860.484,100000000,1
,0.55,0.0514981,2.75838e-05,0.0514981,2.75838e-05,0.146025,7.82149e-05,0.146025,7.82149e-05,0.558199,864.159,100000000,1
,0.6,0.0533747,2.85577e-05,0.0533747,2.85577e-05,0.146041,7.81379e-05,0.146041,7.81379e-05,0.578477,857.081,100000000,1
,0.65,0.0547418,2.92416e-05,0.0547418,2.92416e-05,0.146099,7.80418e-05,0.146099,7.80418e-05,0.593059,863.309,100000000,1
,0.7,0.0553686,2.94631e-05,0.0553686,2.94631e-05,0.146132,7.77611e-05,0.146132,7.77611e-05,0.59971,862.489,100000000,1
,0.75,0.0551952,2.92309e-05,0.0551952,2.92309e-05,0.146198,7.74252e-05,0.146198,7.74252e-05,0.597564,862.466,100000000,1
,0.8,0.0543143,2.85688e-05,0.0543143,2.85688e-05,0.14632,7.69628e-05,0.14632,7.69628e-05,0.587537,859.919,100000000,1
