z2,<dsig|c12>_UC,err_<dsig|c12>_UC,<ALL|c12>_UC,err_<ALL|c12>_UC,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,Collins_UC,times[s],neval,fail
,0.1,0.0175018,8.57386e-06,0.0175018,8.57386e-06,0.148109,7.25565e-05,0.148109,7.25565e-05,0.187036,853.536,100000000,1
,0.15,0.0178376,8.78053e-06,0.0178376,8.78053e-06,0.147974,7.28398e-05,0.147974,7.28398e-05,0.190799,847.953,100000000,1
,0.2,0.018609,9.20657e-06,0.018609,9.20657e-06,0.147897,7.31701e-05,0.147897,7.31701e-05,0.199154,854.743,100000000,1
,0.25,0.0196853,9.76313e-06,0.0196853,9.76313e-06,0.147817,7.33113e-05,0.147817,7.33113e-05,0.210786,853.959,100000000,1
,0.3,0.0208647,1.0363e-05,0.0208647,1.0363e-05,0.147795,7.3406e-05,0.147795,7.3406e-05,0.223448,855.462,100000000,1
,0.35,0.0220069,1.09336e-05,0.0220069,1.09336e-05,0.147775,7.34187e-05,0.147775,7.34187e-05,0.235713,854.598,100000000,1
,0.4,0.0230779,1.14673e-05,0.0230779,1.14673e-05,0.147766,7.34245e-05,0.147766,7.34245e-05,0.247199,855.246,100000000,1
,0.45,0.0240888,1.19732e-05,0.0240888,1.19732e-05,0.147754,7.34403e-05,0.147754,7.34403e-05,0.258049,853.948,100000000,1
,0.5,0.0250321,1.24413e-05,0.0250321,1.24413e-05,0.147739,7.3428e-05,0.147739,7.3428e-05,0.268181,854.509,100000000,1
,0.55,0.0258453,1.28368e-05,0.0258453,1.28368e-05,0.147743,7.33808e-05,0.147743,7.33808e-05,0.276885,854.137,100000000,1
,0.6,0.0264093,1.31062e-05,0.0264093,1.31062e-05,0.147745,7.3322e-05,0.147745,7.3322e-05,0.282923,854.689,100000000,1
,0.65,0.0266265,1.31961e-05,0.0266265,1.31961e-05,0.147767,7.32335e-05,0.147767,7.32335e-05,0.285207,852.856,100000000,1
,0.7,0.0264285,1.30766e-05,0.0264285,1.30766e-05,0.147808,7.31342e-05,0.147808,7.31342e-05,0.283008,855.283,100000000,1
,0.75,0.0258364,1.27182e-05,0.0258364,1.27182e-05,0.147848,7.27797e-05,0.147848,7.27797e-05,0.276593,854.906,100000000,1
,0.8,0.0249582,1.22449e-05,0.0249582,1.22449e-05,0.147913,7.25684e-05,0.147913,7.25684e-05,0.267074,847.792,100000000,1
