z2,<dsig|c12>_UL,err_<dsig|c12>_UL,<ALL|c12>_UL,err_<ALL|c12>_UL,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,Collins_UL,times[s],neval,fail
,0.1,0.0467437,2.25497e-05,0.0467437,2.25497e-05,0.148467,7.1622e-05,0.148467,7.1622e-05,0.498332,851.201,100000000,1
,0.15,0.0475585,2.29139e-05,0.0475585,2.29139e-05,0.148477,7.15368e-05,0.148477,7.15368e-05,0.506984,851.439,100000000,1
,0.2,0.0497424,2.39439e-05,0.0497424,2.39439e-05,0.148464,7.14644e-05,0.148464,7.14644e-05,0.530311,846.629,100000000,1
,0.25,0.0530445,2.55173e-05,0.0530445,2.55173e-05,0.148467,7.14209e-05,0.148467,7.14209e-05,0.565502,850.646,100000000,1
,0.3,0.0568577,2.73365e-05,0.0568577,2.73365e-05,0.148462,7.1379e-05,0.148462,7.1379e-05,0.606174,850.722,100000000,1
,0.35,0.0607332,2.91616e-05,0.0607332,2.91616e-05,0.148474,7.12913e-05,0.148474,7.12913e-05,0.64744,849.091,100000000,1
,0.4,0.0644565,3.08637e-05,0.0644565,3.08637e-05,0.148464,7.1089e-05,0.148464,7.1089e-05,0.687181,850.708,100000000,1
,0.45,0.0680604,3.25723e-05,0.0680604,3.25723e-05,0.148479,7.10587e-05,0.148479,7.10587e-05,0.72553,849.727,100000000,1
,0.5,0.071587,3.42395e-05,0.071587,3.42395e-05,0.148481,7.10171e-05,0.148481,7.10171e-05,0.763113,849.47,100000000,1
,0.55,0.0749926,3.58462e-05,0.0749926,3.58462e-05,0.148486,7.09757e-05,0.148486,7.09757e-05,0.799389,849.714,100000000,1
,0.6,0.0780504,3.72774e-05,0.0780504,3.72774e-05,0.148489,7.09193e-05,0.148489,7.09193e-05,0.831967,850.419,100000000,1
,0.65,0.0804371,3.83765e-05,0.0804371,3.83765e-05,0.148498,7.08482e-05,0.148498,7.08482e-05,0.857356,851.396,100000000,1
,0.7,0.081817,3.89792e-05,0.081817,3.89792e-05,0.148514,7.07549e-05,0.148514,7.07549e-05,0.871968,851.668,100000000,1
,0.75,0.0819896,3.90173e-05,0.0819896,3.90173e-05,0.148546,7.06903e-05,0.148546,7.06903e-05,0.873618,848.517,100000000,1
,0.8,0.0809582,3.84373e-05,0.0809582,3.84373e-05,0.148572,7.0539e-05,0.148572,7.0539e-05,0.862478,847.798,100000000,1
