z2,<dsig|c12>_UC,err_<dsig|c12>_UC,<ALL|c12>_UC,err_<ALL|c12>_UC,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,Collins_UC,times[s],neval,fail
,0.1,0.0231751,1.22151e-05,0.0231751,1.22151e-05,0.146598,7.72688e-05,0.146598,7.72688e-05,0.250218,861.878,100000000,1
,0.15,0.0239459,1.25787e-05,0.0239459,1.25787e-05,0.146609,7.70134e-05,0.146609,7.70134e-05,0.25852,863.963,100000000,1
,0.2,0.0249413,1.30779e-05,0.0249413,1.30779e-05,0.146621,7.68806e-05,0.146621,7.68806e-05,0.269244,867.638,100000000,1
,0.25,0.0259993,1.36099e-05,0.0259993,1.36099e-05,0.146631,7.6757e-05,0.146631,7.6757e-05,0.280647,862.037,100000000,1
,0.3,0.0269963,1.41134e-05,0.0269963,1.41134e-05,0.146639,7.66616e-05,0.146639,7.66616e-05,0.291392,864.237,100000000,1
,0.35,0.0279136,1.45803e-05,0.0279136,1.45803e-05,0.146638,7.65944e-05,0.146638,7.65944e-05,0.301296,864.621,100000000,1
,0.4,0.0288036,1.50398e-05,0.0288036,1.50398e-05,0.146654,7.6575e-05,0.146654,7.6575e-05,0.31087,864.629,100000000,1
,0.45,0.029675,1.54901e-05,0.029675,1.54901e-05,0.146654,7.65521e-05,0.146654,7.65521e-05,0.320274,855.942,100000000,1
,0.5,0.0304446,1.58879e-05,0.0304446,1.58879e-05,0.146658,7.65351e-05,0.146658,7.65351e-05,0.328572,862.698,100000000,1
,0.55,0.0309253,1.61236e-05,0.0309253,1.61236e-05,0.146643,7.64558e-05,0.146643,7.64558e-05,0.333792,863.516,100000000,1
,0.6,0.0309149,1.61123e-05,0.0309149,1.61123e-05,0.146628,7.642e-05,0.146628,7.642e-05,0.333715,861.502,100000000,1
,0.65,0.0303137,1.57959e-05,0.0303137,1.57959e-05,0.146622,7.64018e-05,0.146622,7.64018e-05,0.327239,862.829,100000000,1
,0.7,0.0290964,1.51323e-05,0.0290964,1.51323e-05,0.146628,7.62572e-05,0.146628,7.62572e-05,0.314086,862.269,100000000,1
,0.75,0.0273931,1.42589e-05,0.0273931,1.42589e-05,0.146622,7.63211e-05,0.146622,7.63211e-05,0.295711,863.167,100000000,1
,0.8,0.0254299,1.32346e-05,0.0254299,1.32346e-05,0.146605,7.6298e-05,0.146605,7.6298e-05,0.27455,861.707,100000000,1
