z2,<dsig|c12>_UC,err_<dsig|c12>_UC,<ALL|c12>_UC,err_<ALL|c12>_UC,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,Collins_UC,times[s],neval,fail
,0.1,0.0159468,8.029e-06,0.0159468,8.029e-06,0.148412,7.47237e-05,0.148412,7.47237e-05,0.17007,858.902,100000000,1
,0.15,0.0161114,8.17507e-06,0.0161114,8.17507e-06,0.14705,7.46147e-05,0.14705,7.46147e-05,0.173417,859.302,100000000,1
,0.2,0.016755,8.79239e-06,0.016755,8.79239e-06,0.1464,7.68251e-05,0.1464,7.68251e-05,0.181146,855.436,100000000,1
,0.25,0.017739,9.41444e-06,0.017739,9.41444e-06,0.146194,7.75882e-05,0.146194,7.75882e-05,0.192054,861.944,100000000,1
,0.3,0.0188358,1.00414e-05,0.0188358,1.00414e-05,0.146136,7.79052e-05,0.146136,7.79052e-05,0.20401,862.701,100000000,1
,0.35,0.0199022,1.06322e-05,0.0199022,1.06322e-05,0.146089,7.8044e-05,0.146089,7.8044e-05,0.215629,863.471,100000000,1
,0.4,0.0208995,1.11796e-05,0.0208995,1.11796e-05,0.146042,7.81216e-05,0.146042,7.81216e-05,0.226507,862.896,100000000,1
,0.45,0.0218459,1.16925e-05,0.0218459,1.16925e-05,0.146034,7.81616e-05,0.146034,7.81616e-05,0.236777,861.712,100000000,1
,0.5,0.0227336,1.21697e-05,0.0227336,1.21697e-05,0.146027,7.81711e-05,0.146027,7.81711e-05,0.24641,860.484,100000000,1
,0.55,0.0235083,1.25917e-05,0.0235083,1.25917e-05,0.146025,7.82149e-05,0.146025,7.82149e-05,0.254811,864.159,100000000,1
,0.6,0.0240702,1.28786e-05,0.0240702,1.28786e-05,0.146041,7.81379e-05,0.146041,7.81379e-05,0.260874,857.081,100000000,1
,0.65,0.0243282,1.29954e-05,0.0243282,1.29954e-05,0.146099,7.80418e-05,0.146099,7.80418e-05,0.263565,863.309,100000000,1
,0.7,0.0242038,1.28795e-05,0.0242038,1.28795e-05,0.146132,7.77611e-05,0.146132,7.77611e-05,0.262157,862.489,100000000,1
,0.75,0.0237202,1.2562e-05,0.0237202,1.2562e-05,0.146198,7.74252e-05,0.146198,7.74252e-05,0.256805,862.466,100000000,1
,0.8,0.0229684,1.20811e-05,0.0229684,1.20811e-05,0.14632,7.69628e-05,0.14632,7.69628e-05,0.248457,859.919,100000000,1
