z2,<dsig|c12>_UL,err_<dsig|c12>_UL,<ALL|c12>_UL,err_<ALL|c12>_UL,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,Collins_UL,times[s],neval,fail
,0.1,0.0531309,3.20084e-05,0.0531309,3.20084e-05,0.145621,8.77282e-05,0.145621,8.77282e-05,0.577496,866.424,100000000,1
,0.15,0.05461,3.24701e-05,0.05461,3.24701e-05,0.145654,8.66031e-05,0.145654,8.66031e-05,0.593436,865.036,100000000,1
,0.2,0.0572966,3.37034e-05,0.0572966,3.37034e-05,0.145684,8.56955e-05,0.145684,8.56955e-05,0.622502,864.525,100000000,1
,0.25,0.0610355,3.56699e-05,0.0610355,3.56699e-05,0.145715,8.51578e-05,0.145715,8.51578e-05,0.662983,864.122,100000000,1
,0.3,0.0654669,3.80919e-05,0.0654669,3.80919e-05,0.145766,8.4814e-05,0.145766,8.4814e-05,0.710868,863.962,100000000,1
,0.35,0.070221,4.07082e-05,0.070221,4.07082e-05,0.145718,8.44748e-05,0.145718,8.44748e-05,0.762745,865.088,100000000,1
,0.4,0.0751773,4.34578e-05,0.0751773,4.34578e-05,0.145707,8.42287e-05,0.145707,8.42287e-05,0.816643,864.457,100000000,1
,0.45,0.0802214,4.62476e-05,0.0802214,4.62476e-05,0.145565,8.39179e-05,0.145565,8.39179e-05,0.872286,862.385,100000000,1
,0.5,0.085559,4.92442e-05,0.085559,4.92442e-05,0.14555,8.37726e-05,0.14555,8.37726e-05,0.930418,864.104,100000000,1
,0.55,0.0911843,5.2455e-05,0.0911843,5.2455e-05,0.14555,8.37294e-05,0.14555,8.37294e-05,0.991593,866.019,100000000,1
,0.6,0.0970343,5.58726e-05,0.0970343,5.58726e-05,0.145543,8.38042e-05,0.145543,8.38042e-05,1.05526,864.318,100000000,1
,0.65,0.102884,5.93933e-05,0.102884,5.93933e-05,0.145484,8.39858e-05,0.145484,8.39858e-05,1.11932,860.412,100000000,1
,0.7,0.108492,6.2936e-05,0.108492,6.2936e-05,0.145467,8.43846e-05,0.145467,8.43846e-05,1.18049,856.698,100000000,1
,0.75,0.113187,6.61432e-05,0.113187,6.61432e-05,0.14524,8.48736e-05,0.14524,8.48736e-05,1.2335,861.882,100000000,1
,0.8,0.116433,6.89524e-05,0.116433,6.89524e-05,0.144977,8.5856e-05,0.144977,8.5856e-05,1.27117,862.406,100000000,1
