z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0285994,2.11744e-05,0.000373649,2.18674e-07,-0.00170186,1.26003e-06,-2.22347e-05,1.30126e-08,0.156534,0.000115895,0.00204511,1.19688e-06,0.182704,-0.0108721,102.91,20000000,0
0.15,0.028185,2.08389e-05,0.000368233,2.15104e-07,-0.00275841,2.03947e-06,-3.60383e-05,2.10518e-08,0.156529,0.000115732,0.00204503,1.19461e-06,0.180062,-0.0176223,103.04,20000000,0
0.2,0.0283285,2.09152e-05,0.000370118,2.15791e-07,-0.00422024,3.11585e-06,-5.51383e-05,3.21475e-08,0.156527,0.000115566,0.00204506,1.19234e-06,0.180981,-0.0269617,103.415,20000000,0
0.25,0.0290135,2.13992e-05,0.000379102,2.20703e-07,-0.00587815,4.33549e-06,-7.68063e-05,4.47147e-08,0.156527,0.000115448,0.00204524,1.19069e-06,0.185358,-0.0375536,103.765,20000000,0
0.3,0.0299599,2.20747e-05,0.00039147,2.27596e-07,-0.00755151,5.56403e-06,-9.86715e-05,5.73664e-08,0.156527,0.00011533,0.00204525,1.18908e-06,0.191404,-0.0482443,103.722,20000000,0
0.35,0.0309102,2.27536e-05,0.000403879,2.34521e-07,-0.00916392,6.74576e-06,-0.000119738,6.95283e-08,0.156526,0.000115222,0.0020452,1.18759e-06,0.197476,-0.0585456,103.251,20000000,0
0.4,0.0317309,2.33405e-05,0.000414594,2.40512e-07,-0.0107246,7.88876e-06,-0.000140127,8.12897e-08,0.156526,0.000115137,0.00204516,1.18642e-06,0.20272,-0.0685166,103.194,20000000,0
0.45,0.0324278,2.38368e-05,0.000423692,2.45576e-07,-0.0122524,9.00643e-06,-0.000160087,9.27877e-08,0.156526,0.000115058,0.00204512,1.18537e-06,0.207172,-0.0782774,103.881,20000000,0
0.5,0.0330998,2.43115e-05,0.000432465,2.50404e-07,-0.01369,1.00552e-05,-0.000178867,1.03567e-07,0.156526,0.000114967,0.00204509,1.18414e-06,0.211465,-0.0874619,103.242,20000000,0
0.55,0.033863,2.48533e-05,0.000442432,2.55932e-07,-0.0148717,1.09149e-05,-0.000194304,1.12398e-07,0.156526,0.00011488,0.00204507,1.183e-06,0.216341,-0.095011,103.426,20000000,0
