z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0395753,6.36416e-05,0.000514763,6.41259e-07,-0.00669553,1.07672e-05,-8.70898e-05,1.08491e-07,0.156986,0.000252452,0.00204195,2.54373e-06,0.252094,-0.0426504,52.1443,10000000,0
0.15,0.039151,6.29591e-05,0.000509248,6.34387e-07,-0.00750767,1.20732e-05,-9.76545e-05,1.21651e-07,0.156986,0.000252451,0.00204197,2.54374e-06,0.249391,-0.0478237,51.5721,10000000,0
0.2,0.0394223,6.33955e-05,0.000512769,6.38777e-07,-0.00906525,1.45779e-05,-0.000117912,1.46888e-07,0.156986,0.000252452,0.00204193,2.54372e-06,0.251119,-0.0577455,52.0498,10000000,0
0.25,0.0403474,6.48833e-05,0.000524795,6.53763e-07,-0.011164,1.79531e-05,-0.00014521,1.80895e-07,0.156986,0.000252452,0.00204191,2.5437e-06,0.257012,-0.0711148,51.8102,10000000,0
0.3,0.041571,6.6851e-05,0.000540706,6.73586e-07,-0.0135124,2.17296e-05,-0.000175754,2.18946e-07,0.156986,0.000252452,0.00204189,2.54369e-06,0.264807,-0.0860741,51.8195,10000000,0
0.35,0.0427842,6.88019e-05,0.000556482,6.93241e-07,-0.015909,2.55836e-05,-0.000206924,2.57777e-07,0.156986,0.000252452,0.00204188,2.54368e-06,0.272535,-0.10134,51.94,10000000,0
0.4,0.0438402,7.05002e-05,0.000570214,7.1035e-07,-0.0182798,2.93961e-05,-0.000237759,2.96191e-07,0.156986,0.000252452,0.00204187,2.54367e-06,0.279261,-0.116442,51.38,10000000,0
0.45,0.0447512,7.19653e-05,0.000582062,7.2511e-07,-0.0206302,3.31758e-05,-0.000268329,3.34274e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.285065,-0.131414,51.7173,10000000,0
0.5,0.04562,7.33623e-05,0.000593359,7.39185e-07,-0.0229406,3.68912e-05,-0.000298379,3.71709e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.290599,-0.146131,51.6423,10000000,0
0.55,0.0465506,7.48589e-05,0.000605462,7.54263e-07,-0.0250841,4.03382e-05,-0.000326257,4.06439e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.296527,-0.159785,51.536,10000000,0
0.6,0.0475794,7.65134e-05,0.000618843,7.70933e-07,-0.0268183,4.3127e-05,-0.000348813,4.34539e-07,0.156986,0.000252452,0.00204184,2.54366e-06,0.30308,-0.170832,51.802,10000000,0
0.65,0.0486483,7.82322e-05,0.000632743,7.8825e-07,-0.0278797,4.48338e-05,-0.000362617,4.51736e-07,0.156986,0.000252453,0.00204184,2.54365e-06,0.309889,-0.177593,52.0033,10000000,0
0.7,0.0496789,7.98897e-05,0.000646147,8.0495e-07,-0.0280152,4.50518e-05,-0.000364379,4.53932e-07,0.156986,0.000252453,0.00204183,2.54365e-06,0.316454,-0.178457,51.905,10000000,0
0.75,0.050579,8.13371e-05,0.000657852,8.19532e-07,-0.0271288,4.36264e-05,-0.000352849,4.39569e-07,0.156986,0.000252453,0.00204183,2.54365e-06,0.322187,-0.17281,51.6688,10000000,0
0.8,0.0512876,8.24766e-05,0.000667067,8.31012e-07,-0.0253296,4.07331e-05,-0.000329447,4.10416e-07,0.156986,0.000252453,0.00204182,2.54365e-06,0.326701,-0.161349,51.9459,10000000,0
0.1,0.0353859,5.69045e-05,0.000460274,5.73379e-07,-0.00773927,1.24456e-05,-0.000100667,1.25404e-07,0.156986,0.000252451,0.00204196,2.54374e-06,0.225408,-0.049299,51.9737,10000000,0
0.15,0.0351027,5.6449e-05,0.00045659,5.68789e-07,-0.00869539,1.39832e-05,-0.000113103,1.40896e-07,0.156986,0.000252451,0.00204196,2.54374e-06,0.223603,-0.0553895,51.2443,10000000,0
0.2,0.0354458,5.70008e-05,0.000461045,5.74343e-07,-0.0103721,1.66796e-05,-0.000134911,1.68064e-07,0.156986,0.000252452,0.00204193,2.54371e-06,0.225789,-0.0660703,51.8744,10000000,0
0.25,0.0363605,5.84718e-05,0.000472936,5.8916e-07,-0.0125508,2.01832e-05,-0.000163247,2.03365e-07,0.156986,0.000252452,0.0020419,2.5437e-06,0.231616,-0.0799486,51.6917,10000000,0
0.3,0.0375243,6.03434e-05,0.00048807,6.08015e-07,-0.0149349,2.40171e-05,-0.000194255,2.41994e-07,0.156986,0.000252452,0.00204189,2.54369e-06,0.239029,-0.0951351,51.8211,10000000,0
0.35,0.0386661,6.21795e-05,0.000502918,6.26514e-07,-0.0173261,2.78624e-05,-0.000225355,2.80738e-07,0.156986,0.000252452,0.00204187,2.54368e-06,0.246302,-0.110367,52.0823,10000000,0
0.4,0.0396622,6.37815e-05,0.000515873,6.42653e-07,-0.0196558,3.16089e-05,-0.000255656,3.18486e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.252648,-0.125207,51.7626,10000000,0
0.45,0.0405261,6.51708e-05,0.000527107,6.5665e-07,-0.021933,3.52709e-05,-0.000285274,3.55383e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.258151,-0.139713,51.7513,10000000,0
0.5,0.0413429,6.64843e-05,0.000537729,6.69883e-07,-0.024141,3.88216e-05,-0.000313992,3.9116e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.263354,-0.153778,51.726,10000000,0
0.55,0.0421922,6.78501e-05,0.000548774,6.83644e-07,-0.0261599,4.20682e-05,-0.000340249,4.23871e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.268764,-0.166638,51.6709,10000000,0
0.6,0.0430932,6.9299e-05,0.000560492,6.98242e-07,-0.0277626,4.46456e-05,-0.000361094,4.49839e-07,0.156986,0.000252453,0.00204184,2.54366e-06,0.274503,-0.176847,51.7391,10000000,0
0.65,0.0439901,7.07414e-05,0.000572157,7.12774e-07,-0.0287078,4.61655e-05,-0.000373387,4.65153e-07,0.156986,0.000252453,0.00204184,2.54365e-06,0.280217,-0.182868,52.0446,10000000,0
0.7,0.0448159,7.20694e-05,0.000582896,7.26154e-07,-0.028769,4.62641e-05,-0.000374183,4.66146e-07,0.156986,0.000252453,0.00204183,2.54365e-06,0.285477,-0.183258,51.6175,10000000,0
0.75,0.0455005,7.31703e-05,0.000591799,7.37246e-07,-0.027872,4.48215e-05,-0.000362515,4.5161e-07,0.156986,0.000252453,0.00204183,2.54365e-06,0.289838,-0.177544,51.8786,10000000,0
0.8,0.0460061,7.39834e-05,0.000598373,7.45437e-07,-0.0261344,4.20273e-05,-0.000339914,4.23455e-07,0.156986,0.000252453,0.00204182,2.54365e-06,0.293058,-0.166476,51.7609,10000000,0
0.1,0.0319792,5.1426e-05,0.000415963,5.18178e-07,-0.00854778,1.37458e-05,-0.000111184,1.38505e-07,0.156986,0.000252451,0.00204197,2.54374e-06,0.203707,-0.0544492,51.3835,10000000,0
0.15,0.0318247,5.11776e-05,0.000413951,5.15673e-07,-0.0096338,1.54922e-05,-0.000125309,1.56102e-07,0.156986,0.000252451,0.00204196,2.54373e-06,0.202723,-0.0613671,52.2167,10000000,0
0.2,0.0322274,5.18253e-05,0.000419182,5.22193e-07,-0.0113688,1.82824e-05,-0.000147874,1.84214e-07,0.156986,0.000252452,0.00204192,2.54371e-06,0.205288,-0.0724193,51.6507,10000000,0
0.25,0.0331221,5.32642e-05,0.000430815,5.36688e-07,-0.0135291,2.17563e-05,-0.000175971,2.19216e-07,0.156986,0.000252452,0.0020419,2.5437e-06,0.210987,-0.0861801,51.2419,10000000,0
0.3,0.0342172,5.50253e-05,0.000445056,5.5443e-07,-0.0158282,2.54537e-05,-0.000205874,2.56469e-07,0.156986,0.000252452,0.00204188,2.54368e-06,0.217963,-0.100826,51.4357,10000000,0
0.35,0.0352763,5.67284e-05,0.000458828,5.71588e-07,-0.0180829,2.90794e-05,-0.000235199,2.93001e-07,0.156986,0.000252452,0.00204187,2.54368e-06,0.22471,-0.115188,51.4737,10000000,0
0.4,0.0361966,5.82083e-05,0.000470796,5.86498e-07,-0.0202353,3.25407e-05,-0.000263193,3.27875e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.230572,-0.128898,50.763,10000000,0
0.45,0.0369929,5.9489e-05,0.000481152,5.99401e-07,-0.0222997,3.58605e-05,-0.000290042,3.61324e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.235645,-0.142049,51.8522,10000000,0
0.5,0.0377374,6.06862e-05,0.000490833,6.11462e-07,-0.0242664,3.90233e-05,-0.000315623,3.93191e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.240387,-0.154577,52.1834,10000000,0
0.55,0.0384924,6.19003e-05,0.000500652,6.23695e-07,-0.0260337,4.18653e-05,-0.000338608,4.21826e-07,0.156986,0.000252452,0.00204184,2.54366e-06,0.245196,-0.165834,51.6892,10000000,0
0.6,0.0392676,6.31471e-05,0.000510734,6.36256e-07,-0.0274075,4.40745e-05,-0.000356476,4.44085e-07,0.156986,0.000252453,0.00204184,2.54366e-06,0.250134,-0.174585,52.3955,10000000,0
0.65,0.0400138,6.4347e-05,0.000520438,6.48345e-07,-0.0281861,4.53267e-05,-0.000366602,4.56701e-07,0.156986,0.000252453,0.00204184,2.54365e-06,0.254887,-0.179545,51.4698,10000000,0
