z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0519701,2.68668e-05,0.000678288,2.78063e-07,-0.0112211,5.80091e-06,-0.000146452,6.00375e-08,0.156446,8.08775e-05,0.00204186,8.37056e-07,0.332192,-0.0717246,155.257,30000000,0
0.15,0.0521272,8.38266e-05,0.000677996,8.44622e-07,-0.0126645,2.0366e-05,-0.000164722,2.05204e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.332049,-0.0806727,51.8968,10000000,0
0.2,0.0523868,8.42441e-05,0.000681369,8.48826e-07,-0.0152181,2.44725e-05,-0.000197934,2.4658e-07,0.156986,0.000252452,0.00204184,2.54366e-06,0.333703,-0.0969391,51.3303,10000000,0
0.25,0.0528722,8.50249e-05,0.000687681,8.56691e-07,-0.0187917,3.02193e-05,-0.000244414,3.04483e-07,0.156986,0.000252453,0.00204184,2.54365e-06,0.336795,-0.119703,51.9713,10000000,0
0.3,0.0534257,8.5915e-05,0.000694878,8.65658e-07,-0.0230821,3.71189e-05,-0.000300216,3.74e-07,0.156986,0.000252453,0.00204183,2.54365e-06,0.340321,-0.147033,51.8314,10000000,0
0.35,0.0539417,8.67448e-05,0.000701587,8.74017e-07,-0.0277969,4.47008e-05,-0.000361538,4.50394e-07,0.156986,0.000252453,0.00204182,2.54365e-06,0.343608,-0.177066,51.4649,10000000,0
0.4,0.0543907,8.74669e-05,0.000707426,8.81292e-07,-0.0327349,5.26417e-05,-0.000425762,5.30403e-07,0.156986,0.000252453,0.00204182,2.54364e-06,0.346468,-0.208521,51.7925,10000000,0
0.45,0.0547873,8.81047e-05,0.000712582,8.87716e-07,-0.0378457,6.08605e-05,-0.000492234,6.13212e-07,0.156986,0.000252453,0.00204181,2.54364e-06,0.348994,-0.241077,51.4831,10000000,0
0.5,0.0551505,8.86887e-05,0.000717304,8.936e-07,-0.043201,6.94725e-05,-0.000561886,6.99983e-07,0.156986,0.000252453,0.00204181,2.54364e-06,0.351308,-0.27519,51.6405,10000000,0
0.55,0.0554781,8.92157e-05,0.000721564,8.98908e-07,-0.0488857,7.86142e-05,-0.000635821,7.92091e-07,0.156986,0.000252453,0.00204181,2.54364e-06,0.353395,-0.311401,51.8014,10000000,0
