z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0370193,5.95317e-05,0.000481478,5.99817e-07,-0.00254199,4.08784e-06,-3.30614e-05,4.11874e-08,0.156986,0.000252453,0.00204178,2.54362e-06,0.235812,-0.0161924,51.505,10000000,0
0.15,0.0364584,5.86292e-05,0.000474216,5.90751e-07,-0.00323014,5.19444e-06,-4.20147e-05,5.23394e-08,0.156986,0.000252452,0.00204193,2.54372e-06,0.232239,-0.020576,51.6103,10000000,0
0.2,0.0366189,5.88871e-05,0.000476314,5.93358e-07,-0.00453154,7.2872e-06,-5.89433e-05,7.34273e-08,0.156986,0.000252451,0.00204198,2.54375e-06,0.233261,-0.0288658,51.691,10000000,0
0.25,0.0374824,6.02759e-05,0.000487542,6.07348e-07,-0.00626411,1.00734e-05,-8.14787e-05,1.01501e-07,0.156986,0.000252451,0.00204195,2.54373e-06,0.238762,-0.0399023,51.7098,10000000,0
0.3,0.0386903,6.22185e-05,0.000503247,6.26916e-07,-0.00819782,1.3183e-05,-0.000106629,1.32833e-07,0.156986,0.000252452,0.00204193,2.54372e-06,0.246457,-0.05222,51.3946,10000000,0
0.35,0.0399117,6.41825e-05,0.000519128,6.46702e-07,-0.010189,1.63852e-05,-0.000132528,1.65097e-07,0.156986,0.000252452,0.00204191,2.5437e-06,0.254237,-0.0649041,51.0928,10000000,0
0.4,0.040861,2.97618e-05,0.000533937,3.06355e-07,-0.012166,8.86129e-06,-0.000158975,9.12143e-08,0.156547,0.000114024,0.00204562,1.17371e-06,0.261014,-0.0777145,103.337,20000000,0
0.45,0.0417713,3.03944e-05,0.000545824,3.12783e-07,-0.0141996,1.03322e-05,-0.000185546,1.06327e-07,0.156547,0.00011391,0.0020456,1.17222e-06,0.266829,-0.0907052,101.505,20000000,0
0.5,0.042653,3.10149e-05,0.000557341,3.19108e-07,-0.0162148,1.17905e-05,-0.000211877,1.21311e-07,0.156547,0.000113832,0.00204558,1.17121e-06,0.272461,-0.103578,103.612,20000000,0
0.55,0.0437688,7.03853e-05,0.000569285,7.09192e-07,-0.0180946,2.90983e-05,-0.00023535,2.9319e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.278807,-0.115262,51.6913,10000000,0
0.6,0.0449473,7.22806e-05,0.000584611,7.28287e-07,-0.0194676,3.13063e-05,-0.000253208,3.15437e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.286314,-0.124009,52.2722,10000000,0
0.65,0.0462576,7.43876e-05,0.000601652,7.49516e-07,-0.0201172,3.23508e-05,-0.000261655,3.2596e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.29466,-0.128146,51.3982,10000000,0
0.7,0.0476136,7.65684e-05,0.000619289,7.71488e-07,-0.0198142,3.18637e-05,-0.000257715,3.21052e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.303298,-0.126216,51.2811,10000000,0
0.75,0.0488882,7.86181e-05,0.000635865,7.92139e-07,-0.0185179,2.97789e-05,-0.000240853,3.00046e-07,0.156986,0.000252452,0.00204184,2.54366e-06,0.311417,-0.117959,51.4874,10000000,0
0.8,0.0499756,8.03667e-05,0.000650006,8.09756e-07,-0.016395,2.63651e-05,-0.000213241,2.65648e-07,0.156986,0.000252453,0.00204184,2.54365e-06,0.318344,-0.104436,51.7438,10000000,0
0.1,0.0296857,4.77383e-05,0.000386096,4.80992e-07,-0.00529513,8.51523e-06,-6.88691e-05,8.57961e-08,0.156986,0.000252453,0.00204178,2.54362e-06,0.189097,-0.0337299,50.5767,10000000,0
0.15,0.0294064,4.72888e-05,0.000382498,4.76489e-07,-0.00635278,1.0216e-05,-8.26325e-05,1.02938e-07,0.156986,0.000252451,0.00204197,2.54374e-06,0.187318,-0.0404671,51.715,10000000,0
0.2,0.0297078,4.77734e-05,0.000386418,4.81373e-07,-0.00794171,1.27711e-05,-0.0001033,1.28684e-07,0.156986,0.000252451,0.00204197,2.54374e-06,0.189238,-0.0505885,51.9979,10000000,0
0.25,0.030547,4.9123e-05,0.000397328,4.94967e-07,-0.00983704,1.58191e-05,-0.000127952,1.59394e-07,0.156986,0.000252452,0.00204194,2.54372e-06,0.194584,-0.0626618,51.2229,10000000,0
0.3,0.0316295,5.08639e-05,0.000411404,5.12505e-07,-0.0117988,1.89737e-05,-0.000153466,1.9118e-07,0.156986,0.000252452,0.00204192,2.54371e-06,0.20148,-0.0751579,51.027,10000000,0
0.35,0.0326994,5.25844e-05,0.000425316,5.29838e-07,-0.0136969,2.20262e-05,-0.000178154,2.21935e-07,0.156986,0.000252452,0.0020419,2.54369e-06,0.208295,-0.0872492,51.6941,10000000,0
0.4,0.0335384,2.44312e-05,0.000438246,2.51481e-07,-0.0154679,1.12677e-05,-0.000202119,1.15983e-07,0.156547,0.000114037,0.0020456,1.17384e-06,0.214239,-0.098807,103.344,20000000,0
0.45,0.0343419,2.49906e-05,0.00044874,2.57172e-07,-0.0172131,1.2526e-05,-0.000224921,1.28902e-07,0.156547,0.000113919,0.00204558,1.17232e-06,0.219371,-0.109955,103.121,20000000,0
0.5,0.0351055,2.55279e-05,0.000458716,2.62653e-07,-0.018859,1.37138e-05,-0.000246427,1.411e-07,0.156547,0.000113837,0.00204556,1.17126e-06,0.224249,-0.120469,103.555,20000000,0
0.55,0.0360209,5.79259e-05,0.00046851,5.83652e-07,-0.0203243,3.26839e-05,-0.000264351,3.29318e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.229453,-0.129466,51.034,10000000,0
0.6,0.0369246,5.93792e-05,0.000480263,5.98294e-07,-0.0212819,3.42239e-05,-0.000276805,3.44834e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.235209,-0.135566,51.469,10000000,0
0.65,0.0378695,6.08987e-05,0.000492551,6.13603e-07,-0.0215979,3.4732e-05,-0.000280914,3.49952e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.241228,-0.137578,51.3077,10000000,0
0.7,0.0387917,6.23816e-05,0.000504544,6.28544e-07,-0.0211263,3.39737e-05,-0.00027478,3.42312e-07,0.156986,0.000252452,0.00204184,2.54366e-06,0.247103,-0.134575,51.1577,10000000,0
0.75,0.0396102,6.36979e-05,0.000515189,6.41805e-07,-0.0198825,3.19734e-05,-0.000258601,3.22157e-07,0.156986,0.000252453,0.00204184,2.54365e-06,0.252316,-0.126651,51.3506,10000000,0
0.8,0.0402677,6.47552e-05,0.000523739,6.52458e-07,-0.0180416,2.90131e-05,-0.000234658,2.92329e-07,0.156986,0.000252453,0.00204183,2.54365e-06,0.256505,-0.114925,51.6578,10000000,0
0.1,0.0316321,5.08684e-05,0.000411412,5.1253e-07,-0.00450894,7.25094e-06,-5.86439e-05,7.30576e-08,0.156986,0.000252453,0.00204178,2.54362e-06,0.201496,-0.0287219,51.4073,10000000,0
0.15,0.0312676,5.02818e-05,0.000406705,5.06646e-07,-0.00547053,8.79723e-06,-7.11566e-05,8.86421e-08,0.156986,0.000252451,0.00204196,2.54374e-06,0.199174,-0.0348472,51.4459,10000000,0
0.2,0.0315262,5.06976e-05,0.000410072,5.10838e-07,-0.00700777,1.12693e-05,-9.11522e-05,1.13551e-07,0.156986,0.000252451,0.00204197,2.54374e-06,0.200821,-0.0446393,51.6519,10000000,0
0.25,0.0323723,5.20583e-05,0.000421071,5.24544e-07,-0.00890208,1.43155e-05,-0.000115791,1.44245e-07,0.156986,0.000252452,0.00204194,2.54373e-06,0.206211,-0.0567061,51.3323,10000000,0
0.3,0.033493,5.38605e-05,0.000435643,5.427e-07,-0.0109091,1.7543e-05,-0.000141894,1.76764e-07,0.156986,0.000252452,0.00204192,2.54371e-06,0.21335,-0.0694906,51.8057,10000000,0
0.35,0.0346104,5.56575e-05,0.000450173,5.60803e-07,-0.01289,2.07286e-05,-0.000167659,2.08861e-07,0.156986,0.000252452,0.0020419,2.5437e-06,0.220468,-0.0821092,51.4037,10000000,0
0.4,0.0354874,2.58498e-05,0.000463715,2.66085e-07,-0.0147764,1.07635e-05,-0.000193084,1.10794e-07,0.156547,0.000114032,0.0020456,1.17379e-06,0.226689,-0.0943895,102.975,20000000,0
0.45,0.0363288,2.64356e-05,0.000474705,2.72043e-07,-0.0166612,1.2124e-05,-0.00021771,1.24765e-07,0.156547,0.000113916,0.00204558,1.17228e-06,0.232063,-0.10643,102.418,20000000,0
0.5,0.0371342,2.70024e-05,0.000485225,2.77824e-07,-0.0184672,1.34285e-05,-0.000241307,1.38164e-07,0.156547,0.000113834,0.00204557,1.17122e-06,0.237208,-0.117966,102.966,20000000,0
0.55,0.0381137,6.12914e-05,0.00049573,6.17562e-07,-0.0200974,3.2319e-05,-0.000261399,3.25641e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.242784,-0.12802,51.4016,10000000,0
0.6,0.0391003,6.2878e-05,0.000508562,6.33547e-07,-0.0212014,3.40944e-05,-0.000275758,3.43529e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.249069,-0.135053,51.0669,10000000,0
0.65,0.0401499,6.45658e-05,0.000522211,6.50552e-07,-0.0216158,3.47608e-05,-0.000281147,3.50243e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.255754,-0.137692,50.7709,10000000,0
0.7,0.0411912,6.62404e-05,0.000535755,6.67425e-07,-0.0211665,3.40382e-05,-0.000275302,3.42962e-07,0.156986,0.000252452,0.00204184,2.54366e-06,0.262388,-0.13483,51.0598,10000000,0
0.75,0.0421306,6.77511e-05,0.000547972,6.82645e-07,-0.0198543,3.19281e-05,-0.000258235,3.21701e-07,0.156986,0.000252453,0.00204184,2.54366e-06,0.268372,-0.126472,51.3868,10000000,0
0.8,0.0428984,6.89857e-05,0.000557956,6.95084e-07,-0.01786,2.8721e-05,-0.000232295,2.89386e-07,0.156986,0.000252453,0.00204183,2.54365e-06,0.273262,-0.113768,51.0669,10000000,0
0.1,0.0323291,5.19892e-05,0.000420477,5.23823e-07,-0.00543861,8.74596e-06,-7.07353e-05,8.81209e-08,0.156986,0.000252453,0.00204178,2.54362e-06,0.205936,-0.0346439,50.8691,10000000,0
0.15,0.0319959,5.14529e-05,0.000416178,5.18447e-07,-0.00652255,1.0489e-05,-8.48403e-05,1.05688e-07,0.156986,0.000252451,0.00204196,2.54374e-06,0.203813,-0.0415485,51.5291,10000000,0
0.2,0.0322836,5.19156e-05,0.000419923,5.23111e-07,-0.00811413,1.30484e-05,-0.000105543,1.31478e-07,0.156986,0.000252451,0.00204197,2.54375e-06,0.205646,-0.0516868,51.799,10000000,0
0.25,0.0331519,5.3312e-05,0.000431212,5.37177e-07,-0.00998571,1.60581e-05,-0.000129886,1.61803e-07,0.156986,0.000252452,0.00204195,2.54373e-06,0.211177,-0.0636088,51.3388,10000000,0
0.3,0.034285,5.51342e-05,0.000445945,5.55533e-07,-0.0118991,1.9135e-05,-0.000154771,1.92805e-07,0.156986,0.000252452,0.00204192,2.54371e-06,0.218395,-0.0757968,51.888,10000000,0
0.35,0.0354049,5.69351e-05,0.000460507,5.73676e-07,-0.0137276,2.20756e-05,-0.000178554,2.22433e-07,0.156986,0.000252452,0.0020419,2.5437e-06,0.225529,-0.0874449,51.2104,10000000,0
0.4,0.0362734,2.64245e-05,0.000473985,2.72001e-07,-0.0154104,1.12262e-05,-0.000201368,1.15557e-07,0.156547,0.000114042,0.0020456,1.17389e-06,0.23171,-0.0984394,102.5,20000000,0
0.45,0.0371014,2.69999e-05,0.0004848,2.7785e-07,-0.0170513,1.24087e-05,-0.000222807,1.27696e-07,0.156547,0.000113924,0.00204558,1.17237e-06,0.236999,-0.108921,103.215,20000000,0
0.5,0.0378885,2.75529e-05,0.000495081,2.83489e-07,-0.0185839,1.35144e-05,-0.000242832,1.39048e-07,0.156547,0.000113842,0.00204557,1.17131e-06,0.242027,-0.118711,103.346,20000000,0
0.55,0.0388505,6.24762e-05,0.000505313,6.295e-07,-0.0199406,3.20668e-05,-0.00025936,3.231e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.247477,-0.127021,51.6473,10000000,0
0.6,0.039821,6.40369e-05,0.000517935,6.45225e-07,-0.0208174,3.34768e-05,-0.000270763,3.37306e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.253659,-0.132606,51.1891,10000000,0
0.65,0.0408627,6.57121e-05,0.000531483,6.62103e-07,-0.0210995,3.39305e-05,-0.000274432,3.41877e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.260295,-0.134404,51.8296,10000000,0
0.7,0.0419082,6.73934e-05,0.00054508,6.79042e-07,-0.0206589,3.32221e-05,-0.000268701,3.34738e-07,0.156986,0.000252452,0.00204184,2.54366e-06,0.266955,-0.131597,52.066,10000000,0
0.75,0.0428645,6.89312e-05,0.000557516,6.94535e-07,-0.0195156,3.13834e-05,-0.000253829,3.16212e-07,0.156986,0.000252453,0.00204184,2.54366e-06,0.273046,-0.124314,51.5835,10000000,0
0.8,0.0436595,7.02097e-05,0.000567855,7.07416e-07,-0.0178343,2.86797e-05,-0.000231961,2.88969e-07,0.156986,0.000252453,0.00204183,2.54365e-06,0.27811,-0.113604,51.5828,10000000,0
0.1,0.0336656,5.41385e-05,0.000437859,5.45478e-07,-0.00412333,6.63083e-06,-5.36286e-05,6.68097e-08,0.156986,0.000252453,0.00204178,2.54362e-06,0.214449,-0.0262656,52.0347,10000000,0
0.15,0.0332381,5.34505e-05,0.000432334,5.38574e-07,-0.00503847,8.10242e-06,-6.55363e-05,8.16409e-08,0.156986,0.000252452,0.00204195,2.54373e-06,0.211726,-0.0320949,51.268,10000000,0
0.2,0.0334679,5.382e-05,0.000435328,5.423e-07,-0.00652247,1.04889e-05,-8.484e-05,1.05688e-07,0.156986,0.000252451,0.00204197,2.54375e-06,0.21319,-0.041548,51.7693,10000000,0
0.25,0.034324,5.51968e-05,0.000446458,5.56169e-07,-0.00836094,1.34453e-05,-0.000108752,1.35477e-07,0.156986,0.000252452,0.00204195,2.54373e-06,0.218643,-0.0532591,51.4864,10000000,0
0.3,0.0354767,5.70505e-05,0.000461445,5.74843e-07,-0.0103129,1.65844e-05,-0.000134141,1.67105e-07,0.156986,0.000252452,0.00204192,2.54371e-06,0.225986,-0.0656933,51.5791,10000000,0
0.35,0.0366292,5.89039e-05,0.000476432,5.93514e-07,-0.0122406,1.96843e-05,-0.000159212,1.98338e-07,0.156986,0.000252452,0.0020419,2.5437e-06,0.233327,-0.0779724,52.1748,10000000,0
0.4,0.0375271,2.73357e-05,0.00049037,2.81381e-07,-0.0140762,1.02535e-05,-0.000183935,1.05544e-07,0.156547,0.000114033,0.00204561,1.1738e-06,0.239718,-0.0899169,103.013,20000000,0
0.45,0.0383865,2.79332e-05,0.000501594,2.87455e-07,-0.0159086,1.15764e-05,-0.000207877,1.19131e-07,0.156547,0.000113917,0.00204559,1.17229e-06,0.245208,-0.101622,103.361,20000000,0
0.5,0.0392109,2.85128e-05,0.000512361,2.93365e-07,-0.0176653,1.28456e-05,-0.000230829,1.32167e-07,0.156547,0.000113836,0.00204557,1.17124e-06,0.250474,-0.112843,102.998,20000000,0
0.55,0.0402304,6.46953e-05,0.000523262,6.51859e-07,-0.019254,3.09628e-05,-0.00025043,3.11976e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.256267,-0.122648,51.6761,10000000,0
