z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0324123,5.21226e-05,0.000421593,5.25193e-07,-0.0112145,1.80342e-05,-0.000145869,1.81715e-07,0.156986,0.000252451,0.00204195,2.54373e-06,0.206466,-0.0714362,51.3169,10000000,0
0.15,0.0323836,5.20766e-05,0.000421212,5.24723e-07,-0.0122188,1.96492e-05,-0.000158929,1.97985e-07,0.156986,0.000252452,0.00204191,2.5437e-06,0.206283,-0.0778334,51.2195,10000000,0
0.2,0.032875,5.28669e-05,0.000427599,5.32683e-07,-0.0140488,2.25921e-05,-0.000182729,2.27636e-07,0.156986,0.000252452,0.00204189,2.54369e-06,0.209414,-0.0894905,51.2188,10000000,0
0.25,0.0338009,5.43558e-05,0.000439638,5.47683e-07,-0.0164903,2.65183e-05,-0.000214484,2.67195e-07,0.156986,0.000252452,0.00204187,2.54368e-06,0.215311,-0.105043,50.6779,10000000,0
0.3,0.0348848,5.60989e-05,0.000453734,5.65244e-07,-0.0192052,3.08842e-05,-0.000249795,3.11184e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.222216,-0.122337,51.4758,10000000,0
0.35,0.0359195,5.77628e-05,0.00046719,5.82007e-07,-0.021944,3.52885e-05,-0.000285416,3.55561e-07,0.156986,0.000252452,0.00204185,2.54367e-06,0.228807,-0.139783,51.7814,10000000,0
0.4,0.0368263,5.92211e-05,0.000478983,5.967e-07,-0.0245987,3.95576e-05,-0.000319944,3.98574e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.234583,-0.156693,51.2509,10000000,0
0.45,0.0376237,6.05034e-05,0.000489353,6.0962e-07,-0.0271714,4.36949e-05,-0.000353406,4.40261e-07,0.156986,0.000252452,0.00204184,2.54366e-06,0.239663,-0.173082,51.8416,10000000,0
0.5,0.0383626,6.16916e-05,0.000498962,6.21591e-07,-0.0296762,4.77229e-05,-0.000385983,4.80845e-07,0.156986,0.000252453,0.00204184,2.54365e-06,0.244369,-0.189037,51.5133,10000000,0
0.55,0.0390696,6.28286e-05,0.000508156,6.33045e-07,-0.032044,5.15306e-05,-0.000416778,5.1921e-07,0.156986,0.000252453,0.00204183,2.54365e-06,0.248873,-0.20412,51.3107,10000000,0
0.6,0.0397227,6.38789e-05,0.00051665,6.43628e-07,-0.0340917,5.48235e-05,-0.000443411,5.52388e-07,0.156986,0.000252453,0.00204183,2.54365e-06,0.253033,-0.217163,51.2832,10000000,0
0.65,0.0402669,6.4754e-05,0.000523727,6.52444e-07,-0.0355822,5.72205e-05,-0.000462797,5.76538e-07,0.156986,0.000252453,0.00204183,2.54365e-06,0.256499,-0.226658,51.9956,10000000,0
0.7,0.0406554,6.53788e-05,0.00052878,6.58739e-07,-0.0362662,5.83204e-05,-0.000471692,5.87621e-07,0.156986,0.000252453,0.00204182,2.54364e-06,0.258975,-0.231015,51.8823,10000000,0
0.75,0.0408675,6.572e-05,0.000531538,6.62175e-07,-0.0360003,5.78929e-05,-0.000468233,5.83312e-07,0.156986,0.000252453,0.00204182,2.54364e-06,0.260326,-0.229322,51.1858,10000000,0
0.8,0.0409184,6.58018e-05,0.000532198,6.62999e-07,-0.0348171,5.59901e-05,-0.000452842,5.64139e-07,0.156986,0.000252453,0.00204181,2.54364e-06,0.26065,-0.221784,50.8837,10000000,0
0.1,0.0484726,7.79493e-05,0.0006305,7.85432e-07,-0.00888022,1.42804e-05,-0.000115508,1.43892e-07,0.156986,0.000252451,0.00204198,2.54375e-06,0.308769,-0.0565668,51.7063,10000000,0
0.15,0.0479632,7.71302e-05,0.000623861,7.77169e-07,-0.00937191,1.50711e-05,-0.000121901,1.51857e-07,0.156986,0.000252452,0.00204193,2.54372e-06,0.305525,-0.0596989,51.4919,10000000,0
0.2,0.048216,7.75368e-05,0.00062714,7.81259e-07,-0.0108329,1.74206e-05,-0.000140903,1.75529e-07,0.156986,0.000252452,0.0020419,2.5437e-06,0.307135,-0.0690055,51.4601,10000000,0
0.25,0.0491915,7.91057e-05,0.000639824,7.97063e-07,-0.0131033,2.10716e-05,-0.000170432,2.12316e-07,0.156986,0.000252452,0.00204188,2.54369e-06,0.31335,-0.0834678,51.1308,10000000,0
