z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,Collins_U,Collins_L,time[s],neval,fail
0.1,0.040359,2.96328e-05,0.000527319,3.05231e-07,-0.0138986,1.02048e-05,-0.000181596,1.05114e-07,0.156535,0.000114933,0.00204524,1.18386e-06,0.257827,-0.0887894,102.82,20000000,0
0.15,0.0403112,2.95255e-05,0.000526683,3.03929e-07,-0.0148717,1.08926e-05,-0.000194305,1.12126e-07,0.156535,0.000114653,0.0020452,1.18021e-06,0.257522,-0.0950054,102.547,20000000,0
0.2,0.0407844,2.98168e-05,0.00053286,3.06785e-07,-0.0169062,1.23598e-05,-0.000220884,1.2717e-07,0.156535,0.00011444,0.00204518,1.17748e-06,0.260544,-0.108002,103.322,20000000,0
0.25,0.0418088,6.72334e-05,0.000543789,6.77432e-07,-0.019858,3.19341e-05,-0.000258285,3.21762e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.266321,-0.126496,51.9553,10000000,0
0.3,0.0428658,6.89332e-05,0.000557535,6.94557e-07,-0.0232263,3.73506e-05,-0.000302094,3.76337e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.273054,-0.147951,51.4262,10000000,0
0.35,0.0438677,7.05445e-05,0.000570565,7.10791e-07,-0.0267271,4.29804e-05,-0.000347626,4.33061e-07,0.156986,0.000252453,0.00204184,2.54366e-06,0.279437,-0.170251,51.3484,10000000,0
0.4,0.0447428,7.19518e-05,0.000581946,7.24969e-07,-0.0301818,4.85359e-05,-0.000392558,4.89037e-07,0.156986,0.000252453,0.00204184,2.54365e-06,0.285011,-0.192258,51.041,10000000,0
0.45,0.045512,7.31888e-05,0.000591949,7.37432e-07,-0.0335729,5.39892e-05,-0.000436663,5.43982e-07,0.156986,0.000252453,0.00204183,2.54365e-06,0.289911,-0.213859,51.8035,10000000,0
0.5,0.046222,7.43306e-05,0.000601182,7.48935e-07,-0.0369532,5.94252e-05,-0.000480628,5.98753e-07,0.156986,0.000252453,0.00204183,2.54365e-06,0.294434,-0.235392,51.1751,10000000,0
0.55,0.0468906,7.54058e-05,0.000609877,7.59768e-07,-0.0403195,6.48387e-05,-0.000524411,6.53296e-07,0.156986,0.000252453,0.00204182,2.54364e-06,0.298693,-0.256835,52.146,10000000,0
