z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0358788,5.76976e-05,0.000466644,5.81338e-07,-0.00257845,4.14647e-06,-3.35356e-05,4.17782e-08,0.156986,0.000252453,0.00204178,2.54362e-06,0.228547,-0.0164247,51.1942,10000000,0
0.15,0.0353401,5.68308e-05,0.000459672,5.72632e-07,-0.00326361,5.24825e-06,-4.24502e-05,5.28818e-08,0.156986,0.000252452,0.00204194,2.54372e-06,0.225116,-0.0207892,51.2817,10000000,0
0.2,0.0355022,5.70915e-05,0.00046179,5.75265e-07,-0.00455691,7.32801e-06,-5.92733e-05,7.38384e-08,0.156986,0.000252451,0.00204198,2.54375e-06,0.226148,-0.0290274,51.3621,10000000,0
0.25,0.0363467,5.84495e-05,0.000472768,5.88944e-07,-0.00627901,1.00974e-05,-8.16723e-05,1.01742e-07,0.156986,0.000252452,0.00204195,2.54373e-06,0.231528,-0.0399972,51.1549,10000000,0
0.3,0.037525,6.03445e-05,0.000488089,6.08034e-07,-0.00820265,1.31908e-05,-0.000106692,1.32911e-07,0.156986,0.000252452,0.00204193,2.54371e-06,0.239034,-0.0522508,51.5934,10000000,0
0.35,0.0387165,6.22606e-05,0.000503582,6.27336e-07,-0.0101859,1.63801e-05,-0.000132487,1.65045e-07,0.156986,0.000252452,0.0020419,2.5437e-06,0.246623,-0.064884,51.6959,10000000,0
0.4,0.0396446,2.88757e-05,0.000518041,2.97234e-07,-0.0121576,8.85518e-06,-0.000158865,9.11513e-08,0.156547,0.000114023,0.00204562,1.17371e-06,0.253244,-0.077661,103.37,20000000,0
0.45,0.0405354,2.9495e-05,0.000529674,3.03528e-07,-0.0141885,1.03241e-05,-0.000185401,1.06243e-07,0.156547,0.000113909,0.00204559,1.17222e-06,0.258934,-0.0906342,102.703,20000000,0
0.5,0.0413983,3.01025e-05,0.000540946,3.0972e-07,-0.0162028,1.17817e-05,-0.00021172,1.21221e-07,0.156547,0.000113832,0.00204558,1.1712e-06,0.264446,-0.103501,102.474,20000000,0
0.55,0.0424866,6.83235e-05,0.000552608,6.88417e-07,-0.0180825,2.90787e-05,-0.000235192,2.92993e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.270639,-0.115185,51.846,10000000,0
0.6,0.043632,7.01655e-05,0.000567504,7.06975e-07,-0.0194552,3.12863e-05,-0.000253046,3.15235e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.277936,-0.123929,50.8662,10000000,0
0.65,0.0449004,7.22052e-05,0.000584,7.27526e-07,-0.0201032,3.23283e-05,-0.000261473,3.25734e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.286015,-0.128057,51.7309,10000000,0
0.7,0.0462078,7.43077e-05,0.000601004,7.48709e-07,-0.0197966,3.18353e-05,-0.000257485,3.20765e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.294343,-0.126104,52.078,10000000,0
0.75,0.0474317,7.62758e-05,0.00061692,7.68538e-07,-0.0184938,2.97402e-05,-0.000240539,2.99655e-07,0.156986,0.000252453,0.00204184,2.54366e-06,0.302139,-0.117805,51.0051,10000000,0
0.8,0.0484712,7.79475e-05,0.000630439,7.8538e-07,-0.0163618,2.63117e-05,-0.000212809,2.6511e-07,0.156986,0.000252453,0.00204184,2.54365e-06,0.308761,-0.104224,51.2516,10000000,0
0.1,0.032168,5.17302e-05,0.000418381,5.21213e-07,-0.00373145,6.00064e-06,-4.85317e-05,6.04601e-08,0.156986,0.000252453,0.00204178,2.54362e-06,0.20491,-0.0237693,50.6216,10000000,0
0.15,0.0317512,5.10594e-05,0.000412995,5.14482e-07,-0.00457677,7.35995e-06,-5.95311e-05,7.41599e-08,0.156986,0.000252451,0.00204196,2.54374e-06,0.202254,-0.0291539,51.8781,10000000,0
0.2,0.0319679,5.14079e-05,0.000415817,5.17995e-07,-0.00600173,9.65144e-06,-7.80664e-05,9.72497e-08,0.156986,0.000252451,0.00204197,2.54375e-06,0.203635,-0.0382309,50.9588,10000000,0
0.25,0.0327896,5.27293e-05,0.000426499,5.31306e-07,-0.00780449,1.25505e-05,-0.000101514,1.2646e-07,0.156986,0.000252452,0.00204194,2.54373e-06,0.208869,-0.0497145,50.8831,10000000,0
0.3,0.0338998,5.45147e-05,0.000440934,5.49291e-07,-0.00974997,1.56791e-05,-0.000126818,1.57983e-07,0.156986,0.000252452,0.00204192,2.54371e-06,0.215941,-0.0621072,51.9359,10000000,0
0.35,0.0350133,5.63054e-05,0.000455413,5.67331e-07,-0.0117,1.8815e-05,-0.000152181,1.89579e-07,0.156986,0.000252452,0.0020419,2.5437e-06,0.223034,-0.0745289,51.6338,10000000,0
0.4,0.0358859,2.61394e-05,0.000468924,2.69066e-07,-0.0135859,9.89601e-06,-0.000177528,1.01865e-07,0.156547,0.000114029,0.00204561,1.17376e-06,0.229234,-0.0867849,103.955,20000000,0
0.45,0.0367238,2.67225e-05,0.000479867,2.74996e-07,-0.0154906,1.12719e-05,-0.000202415,1.15997e-07,0.156547,0.000113913,0.00204558,1.17226e-06,0.234587,-0.098952,102.791,20000000,0
0.5,0.0375298,2.72896e-05,0.000490395,2.80779e-07,-0.0173381,1.26073e-05,-0.000226553,1.29715e-07,0.156547,0.000113832,0.00204557,1.17121e-06,0.239735,-0.110753,102.446,20000000,0
0.55,0.0385224,6.19486e-05,0.000501046,6.24184e-07,-0.0190248,3.05941e-05,-0.000247448,3.08261e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.245387,-0.121188,51.5407,10000000,0
0.6,0.0395384,6.35824e-05,0.000514259,6.40645e-07,-0.0201985,3.24815e-05,-0.000262713,3.27278e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.251859,-0.128664,51.0444,10000000,0
0.65,0.0406348,6.53456e-05,0.000528519,6.5841e-07,-0.0206798,3.32556e-05,-0.000268973,3.35077e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.258843,-0.13173,51.2874,10000000,0
0.7,0.0417378,6.71194e-05,0.000542864,6.76281e-07,-0.0202794,3.26118e-05,-0.000263765,3.28589e-07,0.156986,0.000252452,0.00204184,2.54366e-06,0.265869,-0.12918,51.9844,10000000,0
0.75,0.0427463,6.87412e-05,0.000555979,6.92621e-07,-0.018985,3.05301e-05,-0.000246928,3.07614e-07,0.156986,0.000252453,0.00204184,2.54366e-06,0.272293,-0.120934,51.3472,10000000,0
0.8,0.0435823,7.00855e-05,0.000566851,7.06165e-07,-0.0169708,2.72911e-05,-0.00022073,2.74979e-07,0.156986,0.000252453,0.00204183,2.54365e-06,0.277618,-0.108104,51.8579,10000000,0
0.1,0.0386872,6.22138e-05,0.000503171,6.26842e-07,-0.00344407,5.53849e-06,-4.4794e-05,5.58037e-08,0.156986,0.000252453,0.00204178,2.54362e-06,0.246437,-0.0219387,51.1765,10000000,0
0.15,0.0381328,6.1322e-05,0.000495994,6.17882e-07,-0.00429225,6.90243e-06,-5.58293e-05,6.95491e-08,0.156986,0.000252452,0.00204192,2.54371e-06,0.242906,-0.0273416,50.7928,10000000,0
0.2,0.0383301,6.1639e-05,0.000498573,6.21087e-07,-0.00575922,9.26146e-06,-7.49122e-05,9.33203e-08,0.156986,0.000252451,0.00204198,2.54375e-06,0.244162,-0.0366861,50.7963,10000000,0
0.25,0.0392542,6.31251e-05,0.000510588,6.36057e-07,-0.00763102,1.22715e-05,-9.92584e-05,1.2365e-07,0.156986,0.000252451,0.00204196,2.54373e-06,0.250048,-0.0486094,50.9618,10000000,0
0.3,0.0405294,6.51758e-05,0.000527168,6.56715e-07,-0.00965697,1.55295e-05,-0.000125609,1.56476e-07,0.156986,0.000252452,0.00204193,2.54372e-06,0.258171,-0.0615148,51.0493,10000000,0
0.35,0.041812,6.72385e-05,0.000543845,6.77494e-07,-0.011688,1.87957e-05,-0.000152026,1.89385e-07,0.156986,0.000252452,0.00204191,2.5437e-06,0.266342,-0.0744527,51.5541,10000000,0
0.4,0.042806,3.118e-05,0.000559353,3.20954e-07,-0.013651,9.94339e-06,-0.000178379,1.02353e-07,0.156547,0.000114029,0.00204562,1.17377e-06,0.273439,-0.0872003,103.345,20000000,0
0.45,0.0437565,3.18402e-05,0.000571765,3.27662e-07,-0.0156295,1.13731e-05,-0.00020423,1.17039e-07,0.156547,0.000113914,0.0020456,1.17227e-06,0.27951,-0.099839,103.521,20000000,0
0.5,0.0446726,3.2484e-05,0.000583731,3.34225e-07,-0.0175492,1.2761e-05,-0.000229314,1.31298e-07,0.156547,0.000113834,0.00204558,1.17123e-06,0.285362,-0.112102,102.724,20000000,0
0.55,0.0458272,7.36956e-05,0.000596058,7.42545e-07,-0.0193067,3.10475e-05,-0.000251116,3.1283e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.291919,-0.122984,50.8787,10000000,0
0.6,0.0470398,7.56455e-05,0.000611828,7.62191e-07,-0.0205434,3.30361e-05,-0.000267199,3.32866e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.299643,-0.130861,51.7485,10000000,0
0.65,0.0483845,7.7808e-05,0.000629316,7.83979e-07,-0.0210736,3.38889e-05,-0.000274096,3.41459e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.308209,-0.134239,51.0783,10000000,0
0.7,0.0497745,8.00433e-05,0.000647394,8.06501e-07,-0.020701,3.32896e-05,-0.000269248,3.3542e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.317063,-0.131865,51.234,10000000,0
0.75,0.0510808,8.2144e-05,0.000664383,8.27665e-07,-0.0194095,3.12127e-05,-0.000252449,3.14493e-07,0.156986,0.000252452,0.00204184,2.54366e-06,0.325384,-0.123638,51.1789,10000000,0
0.8,0.0521962,8.39377e-05,0.000678888,8.45737e-07,-0.0173748,2.79407e-05,-0.000225984,2.81524e-07,0.156986,0.000252453,0.00204184,2.54365e-06,0.332489,-0.110677,51.2467,10000000,0
0.1,0.0359518,5.78149e-05,0.000467593,5.8252e-07,-0.00271029,4.35849e-06,-3.52504e-05,4.39144e-08,0.156986,0.000252453,0.00204178,2.54362e-06,0.229012,-0.0172645,50.9372,10000000,0
0.15,0.0354171,5.69547e-05,0.000460674,5.7388e-07,-0.00341821,5.49687e-06,-4.4461e-05,5.53869e-08,0.156986,0.000252452,0.00204194,2.54372e-06,0.225606,-0.0217739,50.9642,10000000,0
0.2,0.0355849,5.72245e-05,0.000462866,5.76605e-07,-0.00473551,7.61522e-06,-6.15964e-05,7.67324e-08,0.156986,0.000252451,0.00204198,2.54375e-06,0.226675,-0.0301651,51.557,10000000,0
0.25,0.0364356,5.85925e-05,0.000473925,5.90385e-07,-0.00647822,1.04177e-05,-8.42635e-05,1.0497e-07,0.156986,0.000252451,0.00204195,2.54373e-06,0.232094,-0.0412662,50.679,10000000,0
0.3,0.0376197,6.04968e-05,0.000489321,6.09568e-07,-0.008416,1.35339e-05,-0.000109467,1.36368e-07,0.156986,0.000252452,0.00204193,2.54371e-06,0.239637,-0.0536098,52.0839,10000000,0
0.35,0.0388161,6.24207e-05,0.000504877,6.2895e-07,-0.010406,1.67341e-05,-0.00013535,1.68613e-07,0.156986,0.000252452,0.0020419,2.5437e-06,0.247258,-0.0662863,51.4357,10000000,0
0.4,0.039748,2.89512e-05,0.000519392,2.98011e-07,-0.0123769,9.01494e-06,-0.00016173,9.27958e-08,0.156547,0.000114024,0.00204562,1.17371e-06,0.253904,-0.0790616,101.816,20000000,0
0.45,0.0406421,2.95729e-05,0.000531069,3.04329e-07,-0.014401,1.04787e-05,-0.000188177,1.07835e-07,0.156547,0.00011391,0.00204559,1.17223e-06,0.259616,-0.0919913,103.038,20000000,0
0.5,0.0415077,3.01821e-05,0.000542375,3.1054e-07,-0.0164023,1.19269e-05,-0.000214327,1.22714e-07,0.156547,0.000113832,0.00204558,1.17121e-06,0.265145,-0.104776,102.887,20000000,0
0.55,0.0425979,6.85025e-05,0.000554056,6.90221e-07,-0.0182646,2.93716e-05,-0.000237561,2.95944e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.271348,-0.116345,51.4893,10000000,0
0.6,0.0437436,7.03449e-05,0.000568955,7.08783e-07,-0.0196169,3.15464e-05,-0.00025515,3.17856e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.278646,-0.12496,51.8047,10000000,0
0.65,0.0450108,7.23827e-05,0.000585436,7.29314e-07,-0.020246,3.2558e-05,-0.000263331,3.28048e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.286718,-0.128967,51.6829,10000000,0
0.7,0.0463158,7.44813e-05,0.000602408,7.50459e-07,-0.0199267,3.20444e-05,-0.000259177,3.22873e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.295031,-0.126933,51.5112,10000000,0
0.75,0.0475364,7.64442e-05,0.000618282,7.70235e-07,-0.0186213,2.99453e-05,-0.000242198,3.01722e-07,0.156986,0.000252453,0.00204184,2.54366e-06,0.302806,-0.118618,51.0654,10000000,0
