z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0355476,5.71645e-05,0.000462377,5.75998e-07,-0.00729531,1.17317e-05,-9.48919e-05,1.1821e-07,0.156986,0.000252451,0.00204196,2.54374e-06,0.226438,-0.046471,50.8043,10000000,0
0.15,0.0352332,5.66589e-05,0.000458287,5.70904e-07,-0.00817233,1.3142e-05,-0.0001063,1.32421e-07,0.156986,0.000252451,0.00204196,2.54374e-06,0.224435,-0.0520576,51.4665,10000000,0
0.2,0.0355529,5.71731e-05,0.000462438,5.76079e-07,-0.00978815,1.57405e-05,-0.000127315,1.58602e-07,0.156986,0.000252452,0.00204193,2.54371e-06,0.226471,-0.0623504,51.2904,10000000,0
0.25,0.0364564,5.86261e-05,0.000474184,5.90715e-07,-0.011934,1.91912e-05,-0.000155224,1.9337e-07,0.156986,0.000252452,0.0020419,2.5437e-06,0.232227,-0.0760194,51.5441,10000000,0
0.3,0.0376193,6.04963e-05,0.000489307,6.09556e-07,-0.0143162,2.30222e-05,-0.000186208,2.31969e-07,0.156986,0.000252452,0.00204189,2.54369e-06,0.239635,-0.0911942,51.3955,10000000,0
0.35,0.0387663,6.23407e-05,0.000504222,6.28138e-07,-0.0167343,2.69108e-05,-0.000217659,2.7115e-07,0.156986,0.000252452,0.00204187,2.54368e-06,0.246941,-0.106598,51.397,10000000,0
0.4,0.0397704,6.39555e-05,0.000517279,6.44406e-07,-0.0191164,3.07415e-05,-0.000248641,3.09746e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.253337,-0.121771,51.0511,10000000,0
0.45,0.0406441,6.53605e-05,0.000528642,6.58561e-07,-0.0214688,3.45244e-05,-0.000279236,3.47862e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.258902,-0.136756,51.4827,10000000,0
0.5,0.0414739,6.66949e-05,0.000539433,6.72005e-07,-0.0237711,3.82268e-05,-0.000309181,3.85166e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.264188,-0.151422,52.13,10000000,0
0.55,0.042341,6.80894e-05,0.00055071,6.86055e-07,-0.0258951,4.16423e-05,-0.000336805,4.1958e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.269712,-0.164951,51.5253,10000000,0
0.6,0.0432648,6.95749e-05,0.000562723,7.01022e-07,-0.0275985,4.43817e-05,-0.00035896,4.4718e-07,0.156986,0.000252453,0.00204184,2.54366e-06,0.275596,-0.175802,50.7364,10000000,0
0.65,0.0441872,7.10583e-05,0.00057472,7.15967e-07,-0.028621,4.60261e-05,-0.000372259,4.63748e-07,0.156986,0.000252453,0.00204184,2.54365e-06,0.281472,-0.182316,51.376,10000000,0
0.7,0.0450381,7.24266e-05,0.000585786,7.29753e-07,-0.0287153,4.61777e-05,-0.000373485,4.65276e-07,0.156986,0.000252453,0.00204183,2.54365e-06,0.286892,-0.182916,51.4935,10000000,0
0.75,0.045744,7.35619e-05,0.000594966,7.41191e-07,-0.0277924,4.46935e-05,-0.000361479,4.5032e-07,0.156986,0.000252453,0.00204183,2.54365e-06,0.291389,-0.177037,51.3613,10000000,0
0.8,0.0462651,7.43998e-05,0.000601742,7.49633e-07,-0.0259676,4.1759e-05,-0.000337745,4.20752e-07,0.156986,0.000252453,0.00204182,2.54365e-06,0.294708,-0.165413,51.754,10000000,0
0.1,0.0343984,5.53165e-05,0.00044743,5.57378e-07,-0.00723265,1.16309e-05,-9.40772e-05,1.17195e-07,0.156986,0.000252451,0.00204197,2.54374e-06,0.219117,-0.0460719,51.2258,10000000,0
0.15,0.0341064,5.48469e-05,0.00044363,5.52645e-07,-0.00813208,1.30773e-05,-0.000105776,1.31769e-07,0.156986,0.000252451,0.00204196,2.54374e-06,0.217257,-0.0518012,51.0719,10000000,0
0.2,0.0344203,5.53517e-05,0.000447706,5.57726e-07,-0.00971172,1.56175e-05,-0.000126321,1.57363e-07,0.156986,0.000252452,0.00204192,2.54371e-06,0.219257,-0.0618635,51.4634,10000000,0
0.25,0.0352901,5.67506e-05,0.000459014,5.71817e-07,-0.0117645,1.89186e-05,-0.000153019,1.90623e-07,0.156986,0.000252452,0.0020419,2.5437e-06,0.224798,-0.0749394,51.1322,10000000,0
0.3,0.0364039,5.85417e-05,0.000473498,5.89861e-07,-0.01401,2.25297e-05,-0.000182225,2.27007e-07,0.156986,0.000252452,0.00204188,2.54369e-06,0.231892,-0.0892435,50.9528,10000000,0
0.35,0.0374976,6.03006e-05,0.000487721,6.07582e-07,-0.0162609,2.61495e-05,-0.000211501,2.63479e-07,0.156986,0.000252452,0.00204187,2.54368e-06,0.23886,-0.103582,51.5087,10000000,0
0.4,0.0384501,6.18322e-05,0.000500106,6.23012e-07,-0.0184525,2.96738e-05,-0.000240005,2.98988e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.244926,-0.117542,51.3125,10000000,0
