z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0291993,4.69561e-05,0.00037977,4.73111e-07,-0.00480444,7.72615e-06,-6.24872e-05,7.78456e-08,0.156986,0.000252453,0.00204178,2.54362e-06,0.185999,-0.0306042,51.9736,10000000,0
0.15,0.0288997,4.64739e-05,0.000375907,4.68279e-07,-0.0057865,9.30533e-06,-7.52667e-05,9.3762e-08,0.156986,0.000252451,0.00204197,2.54374e-06,0.18409,-0.0368599,51.2764,10000000,0
0.2,0.0291728,4.6913e-05,0.000379459,4.72703e-07,-0.00729259,1.17273e-05,-9.48569e-05,1.18166e-07,0.156986,0.000252451,0.00204197,2.54374e-06,0.18583,-0.0464537,51.9786,10000000,0
0.25,0.0299799,4.82111e-05,0.000389953,4.85779e-07,-0.00910873,1.46479e-05,-0.000118478,1.47593e-07,0.156986,0.000252452,0.00204194,2.54372e-06,0.190972,-0.0580225,51.8282,10000000,0
0.3,0.031032,4.9903e-05,0.000403632,5.02823e-07,-0.0110031,1.76942e-05,-0.000143117,1.78287e-07,0.156986,0.000252452,0.00204191,2.54371e-06,0.197673,-0.0700894,51.2637,10000000,0
0.35,0.0320752,5.15806e-05,0.000417197,5.19724e-07,-0.012848,2.06611e-05,-0.000167112,2.0818e-07,0.156986,0.000252452,0.0020419,2.54369e-06,0.204319,-0.0818417,51.4927,10000000,0
0.4,0.0328933,2.39609e-05,0.000429816,2.4664e-07,-0.014581,1.06214e-05,-0.00019053,1.09331e-07,0.156547,0.000114035,0.0020456,1.17382e-06,0.210118,-0.0931413,103.488,20000000,0
0.45,0.0336771,2.45066e-05,0.000440054,2.52191e-07,-0.0162962,1.18587e-05,-0.000212941,1.22035e-07,0.156547,0.000113918,0.00204558,1.1723e-06,0.215124,-0.104098,103.41,20000000,0
0.5,0.034424,2.50321e-05,0.000449811,2.57552e-07,-0.0179224,1.30326e-05,-0.000234188,1.34091e-07,0.156547,0.000113836,0.00204556,1.17125e-06,0.219896,-0.114486,103.313,20000000,0
0.55,0.0353248,5.68065e-05,0.000459456,5.72373e-07,-0.0193767,3.11601e-05,-0.000252025,3.13964e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.225019,-0.123429,51.7392,10000000,0
0.6,0.0362217,5.82488e-05,0.00047112,5.86904e-07,-0.020339,3.27075e-05,-0.00026454,3.29554e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.230732,-0.129559,51.7178,10000000,0
0.65,0.0371667,5.97684e-05,0.00048341,6.02215e-07,-0.0206718,3.32428e-05,-0.000268869,3.34947e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.236751,-0.131679,52.0476,10000000,0
0.7,0.0380958,6.12626e-05,0.000495494,6.17269e-07,-0.0202271,3.25276e-05,-0.000263084,3.27742e-07,0.156986,0.000252452,0.00204184,2.54366e-06,0.24267,-0.128847,51.9324,10000000,0
0.75,0.0389268,6.2599e-05,0.000506301,6.30733e-07,-0.0190152,3.05787e-05,-0.00024732,3.08104e-07,0.156986,0.000252453,0.00204184,2.54365e-06,0.247963,-0.121126,51.1225,10000000,0
0.8,0.0395999,6.36813e-05,0.000515053,6.41637e-07,-0.0172056,2.76687e-05,-0.000223784,2.78783e-07,0.156986,0.000252453,0.00204183,2.54365e-06,0.252251,-0.1096,51.5629,10000000,0
0.1,0.0438492,7.0515e-05,0.000570309,7.10482e-07,-0.00150302,2.41705e-06,-1.95485e-05,2.43532e-08,0.156986,0.000252453,0.00204178,2.54362e-06,0.279319,-0.00957424,50.9568,10000000,0
0.15,0.0431305,6.93589e-05,0.000560981,6.98849e-07,-0.00206863,3.32659e-06,-2.69058e-05,3.35182e-08,0.156986,0.000252452,0.00204186,2.54367e-06,0.274741,-0.0131771,51.7765,10000000,0
0.2,0.0432554,6.95594e-05,0.000562637,7.00893e-07,-0.00327211,5.2619e-06,-4.25614e-05,5.302e-08,0.156986,0.000252451,0.00204198,2.54375e-06,0.275536,-0.0208432,51.4824,10000000,0
0.25,0.0442123,7.10983e-05,0.000575082,7.16398e-07,-0.00494461,7.95148e-06,-6.43159e-05,8.01203e-08,0.156986,0.000252451,0.00204197,2.54374e-06,0.281632,-0.0314971,51.4739,10000000,0
0.3,0.0455817,7.33005e-05,0.000592886,7.38582e-07,-0.00685864,1.10295e-05,-8.92112e-05,1.11134e-07,0.156986,0.000252452,0.00204194,2.54372e-06,0.290355,-0.0436894,51.6691,10000000,0
0.35,0.0469709,7.55345e-05,0.000610949,7.61087e-07,-0.00886597,1.42575e-05,-0.000115319,1.43659e-07,0.156986,0.000252452,0.00204192,2.54371e-06,0.299204,-0.0564761,51.6634,10000000,0
0.4,0.0480395,3.49887e-05,0.000627745,3.60161e-07,-0.0108931,7.93375e-06,-0.000142342,8.16673e-08,0.156547,0.000114018,0.00204564,1.17366e-06,0.306869,-0.0695832,102.807,20000000,0
0.45,0.0490605,3.56973e-05,0.000641077,3.67357e-07,-0.0130023,9.46069e-06,-0.000169902,9.7359e-08,0.156547,0.000113906,0.00204561,1.1722e-06,0.313392,-0.0830567,104.073,20000000,0
0.5,0.0500524,3.63949e-05,0.000654032,3.74464e-07,-0.0151236,1.09969e-05,-0.000197619,1.13146e-07,0.156547,0.000113831,0.00204559,1.1712e-06,0.319728,-0.0966074,103.275,20000000,0
0.55,0.0513363,8.25548e-05,0.000667714,8.3181e-07,-0.0171351,2.75552e-05,-0.00022287,2.77642e-07,0.156986,0.000252452,0.00204187,2.54367e-06,0.327011,-0.10915,51.8132,10000000,0
0.6,0.0527249,8.47878e-05,0.000685772,8.54308e-07,-0.018659,3.00059e-05,-0.000242691,3.02335e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.335857,-0.118858,51.6959,10000000,0
0.65,0.0543051,8.73291e-05,0.000706325,8.79912e-07,-0.0194535,3.12835e-05,-0.000253023,3.15207e-07,0.156986,0.000252452,0.00204185,2.54367e-06,0.345923,-0.123918,51.645,10000000,0
0.7,0.055977,9.00176e-05,0.000728067,9.07e-07,-0.0192612,3.09742e-05,-0.000250521,3.1209e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.356573,-0.122693,51.3997,10000000,0
0.75,0.0575815,9.25979e-05,0.000748935,9.32997e-07,-0.0180161,2.8972e-05,-0.000234327,2.91916e-07,0.156986,0.000252452,0.00204184,2.54366e-06,0.366793,-0.114762,51.5183,10000000,0
0.8,0.05898,9.48469e-05,0.000767122,9.55656e-07,-0.0158726,2.5525e-05,-0.000206446,2.57184e-07,0.156986,0.000252453,0.00204184,2.54365e-06,0.375702,-0.101108,51.9846,10000000,0
0.1,0.0365879,5.88379e-05,0.000475867,5.92827e-07,-0.00285982,4.59894e-06,-3.71951e-05,4.63371e-08,0.156986,0.000252453,0.00204178,2.54362e-06,0.233064,-0.018217,51.9223,10000000,0
0.15,0.0360471,5.79679e-05,0.000468869,5.84088e-07,-0.00359831,5.78648e-06,-4.68035e-05,5.8305e-08,0.156986,0.000252452,0.00204194,2.54372e-06,0.22962,-0.0229211,51.9894,10000000,0
0.2,0.0362182,5.82428e-05,0.000471102,5.86866e-07,-0.00492994,7.92788e-06,-6.41254e-05,7.98829e-08,0.156986,0.000252451,0.00204198,2.54375e-06,0.230709,-0.0314036,50.9297,10000000,0
0.25,0.0370803,5.96293e-05,0.000482311,6.00832e-07,-0.00666323,1.07152e-05,-8.66699e-05,1.07968e-07,0.156986,0.000252451,0.00204195,2.54373e-06,0.236201,-0.0424446,51.9915,10000000,0
0.3,0.0382788,6.15566e-05,0.000497893,6.20247e-07,-0.00856618,1.37754e-05,-0.000111421,1.38801e-07,0.156986,0.000252452,0.00204193,2.54371e-06,0.243835,-0.0545664,51.3463,10000000,0
0.35,0.0394873,6.35001e-05,0.000513608,6.39826e-07,-0.0104976,1.68814e-05,-0.000136541,1.70096e-07,0.156986,0.000252452,0.00204191,2.5437e-06,0.251534,-0.0668696,51.1617,10000000,0
0.4,0.0404249,2.94449e-05,0.000528237,3.03093e-07,-0.0123875,9.0229e-06,-0.00016187,9.28778e-08,0.156547,0.000114027,0.00204562,1.17374e-06,0.258228,-0.0791298,103.286,20000000,0
0.45,0.0413224,3.00683e-05,0.000539958,3.09428e-07,-0.0143102,1.04129e-05,-0.000186991,1.07157e-07,0.156547,0.000113912,0.00204559,1.17225e-06,0.263961,-0.0914115,102.672,20000000,0
0.5,0.0421895,3.06778e-05,0.000551284,3.15642e-07,-0.0161939,1.17753e-05,-0.000211604,1.21155e-07,0.156547,0.000113832,0.00204558,1.17121e-06,0.2695,-0.103445,102.049,20000000,0
0.55,0.0432853,6.96079e-05,0.000562996,7.01359e-07,-0.0179334,2.88391e-05,-0.000233254,2.90578e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.275727,-0.114236,52.1612,10000000,0
0.6,0.0444404,7.14653e-05,0.000578018,7.20072e-07,-0.0191795,3.08429e-05,-0.00024946,3.10768e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.283085,-0.122173,51.7036,10000000,0
0.65,0.045724,7.35297e-05,0.000594712,7.40871e-07,-0.0197405,3.17451e-05,-0.000256757,3.19858e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.291261,-0.125747,51.2738,10000000,0
0.7,0.047053,7.56668e-05,0.000611996,7.62403e-07,-0.019414,3.122e-05,-0.000252509,3.14566e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.299727,-0.123667,51.3455,10000000,0
0.75,0.0483031,7.76772e-05,0.000628255,7.82659e-07,-0.0181738,2.92256e-05,-0.000236378,2.94471e-07,0.156986,0.000252453,0.00204184,2.54366e-06,0.30769,-0.115767,51.6258,10000000,0
0.8,0.0493713,7.93949e-05,0.000642146,7.99964e-07,-0.0161849,2.60272e-05,-0.000210508,2.62244e-07,0.156986,0.000252453,0.00204184,2.54365e-06,0.314494,-0.103097,51.597,10000000,0
0.1,0.041524,6.67758e-05,0.000540067,6.72806e-07,-0.00270706,4.35329e-06,-3.52084e-05,4.3862e-08,0.156986,0.000252453,0.00204178,2.54362e-06,0.264507,-0.0172439,51.7704,10000000,0
0.15,0.0408875,6.57518e-05,0.000531817,6.62512e-07,-0.0034582,5.56119e-06,-4.49803e-05,5.60343e-08,0.156986,0.000252452,0.0020419,2.54369e-06,0.260453,-0.0220287,51.1728,10000000,0
0.2,0.0410529,6.60176e-05,0.00053399,6.65206e-07,-0.00483307,7.77211e-06,-6.28655e-05,7.83133e-08,0.156986,0.000252451,0.00204198,2.54375e-06,0.261506,-0.0307866,51.2086,10000000,0
0.25,0.0420011,6.75425e-05,0.000546319,6.80568e-07,-0.00662917,1.06604e-05,-8.62273e-05,1.07416e-07,0.156986,0.000252451,0.00204196,2.54374e-06,0.267546,-0.0422277,51.6483,10000000,0
0.3,0.0433318,6.96825e-05,0.000563621,7.02125e-07,-0.00860142,1.38321e-05,-0.000111879,1.39373e-07,0.156986,0.000252452,0.00204193,2.54372e-06,0.276023,-0.0547909,51.1551,10000000,0
0.35,0.0446748,7.18422e-05,0.000581083,7.23882e-07,-0.0106,1.7046e-05,-0.000137874,1.71756e-07,0.156986,0.000252452,0.00204191,2.5437e-06,0.284578,-0.0675219,51.275,10000000,0
0.4,0.0457102,3.32946e-05,0.000597304,3.42721e-07,-0.0125513,9.14219e-06,-0.000164011,9.41061e-08,0.156547,0.000114026,0.00204563,1.17374e-06,0.29199,-0.0801761,103.046,20000000,0
0.45,0.0466988,3.39806e-05,0.000610213,3.4969e-07,-0.0145312,1.05737e-05,-0.000189879,1.08812e-07,0.156547,0.000113912,0.0020456,1.17226e-06,0.298305,-0.092823,103.39,20000000,0
0.5,0.0476544,3.46518e-05,0.000622695,3.56531e-07,-0.0164688,1.19753e-05,-0.000215197,1.23213e-07,0.156547,0.000113833,0.00204558,1.17122e-06,0.304409,-0.105201,103.145,20000000,0
0.55,0.048876,7.85983e-05,0.000635712,7.91945e-07,-0.0182593,2.93632e-05,-0.000237493,2.95859e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.311339,-0.116312,51.68,10000000,0
0.6,0.0501791,8.0694e-05,0.000652661,8.13059e-07,-0.0195484,3.14362e-05,-0.000254259,3.16746e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.319641,-0.124523,51.3577,10000000,0
