z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,Collins_U,Collins_L,time[s],neval,fail
0.1,0.038196,1.97426e-05,0.000498517,2.0434e-07,-0.0108165,5.5908e-06,-0.000141173,5.78662e-08,0.156446,8.08632e-05,0.00204187,8.36955e-07,0.244148,-0.069139,154.528,30000000,0
0.15,0.0384439,6.18224e-05,0.000500022,6.2291e-07,-0.0125092,2.01162e-05,-0.000162701,2.02687e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.244887,-0.0796832,51.5205,10000000,0
0.2,0.0387701,6.2347e-05,0.000504263,6.28194e-07,-0.0151314,2.43331e-05,-0.000196806,2.45174e-07,0.156986,0.000252453,0.00204184,2.54365e-06,0.246965,-0.0963866,51.2736,10000000,0
0.25,0.039236,6.30962e-05,0.000510321,6.35742e-07,-0.018582,2.98821e-05,-0.000241685,3.01084e-07,0.156986,0.000252453,0.00204183,2.54365e-06,0.249933,-0.118367,51.7783,10000000,0
0.3,0.0397204,6.38751e-05,0.000516619,6.43589e-07,-0.0225828,3.63159e-05,-0.000293721,3.65909e-07,0.156986,0.000252453,0.00204183,2.54365e-06,0.253018,-0.143852,51.4262,10000000,0
0.35,0.040157,6.45773e-05,0.000522297,6.50663e-07,-0.0268753,4.32188e-05,-0.00034955,4.3546e-07,0.156986,0.000252453,0.00204182,2.54364e-06,0.2558,-0.171195,51.5895,10000000,0
0.4,0.0405376,6.51893e-05,0.000527245,6.56828e-07,-0.0312863,5.03121e-05,-0.00040692,5.0693e-07,0.156986,0.000252453,0.00204182,2.54364e-06,0.258224,-0.199293,52.3938,10000000,0
0.45,0.0408768,6.57348e-05,0.000531656,6.62324e-07,-0.0357734,5.7528e-05,-0.00046528,5.79634e-07,0.156986,0.000252453,0.00204181,2.54364e-06,0.260385,-0.227876,51.4107,10000000,0
0.5,0.0411797,6.62221e-05,0.000535595,6.67232e-07,-0.0403969,6.49631e-05,-0.000525413,6.54547e-07,0.156986,0.000252453,0.00204181,2.54364e-06,0.262314,-0.257328,52.3985,10000000,0
0.55,0.0414274,6.66204e-05,0.000538816,6.71245e-07,-0.0452262,7.27293e-05,-0.000588224,7.32796e-07,0.156986,0.000252453,0.0020418,2.54363e-06,0.263892,-0.28809,51.9228,10000000,0
0.6,0.0415859,6.68752e-05,0.000540876,6.73812e-07,-0.0502518,8.0811e-05,-0.000653587,8.14224e-07,0.156986,0.000252453,0.0020418,2.54363e-06,0.264902,-0.320103,51.9769,10000000,0
0.65,0.0416331,6.69512e-05,0.00054149,6.74577e-07,-0.0553335,8.8983e-05,-0.000719679,8.96562e-07,0.156986,0.000252453,0.0020418,2.54363e-06,0.265202,-0.352473,50.976,10000000,0
0.7,0.0415648,6.68413e-05,0.0005406,6.73469e-07,-0.0602224,9.6845e-05,-0.000783264,9.75775e-07,0.156986,0.000252453,0.00204179,2.54363e-06,0.264767,-0.383616,50.7125,10000000,0
0.75,0.0414036,6.65822e-05,0.000538503,6.70858e-07,-0.0645035,0.00010373,-0.000838945,1.04514e-06,0.156986,0.000252453,0.00204179,2.54363e-06,0.263741,-0.410887,51.9037,10000000,0
