z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0414526,2.14246e-05,0.000541023,2.21752e-07,-0.0112226,5.80035e-06,-0.000146472,6.00354e-08,0.156446,8.08589e-05,0.00204188,8.36914e-07,0.264964,-0.0717342,154.671,30000000,0
0.15,0.0416963,6.70526e-05,0.000542325,6.75609e-07,-0.0130028,2.09101e-05,-0.000169122,2.10686e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.265605,-0.0828278,51.4317,10000000,0
0.2,0.0420205,6.7574e-05,0.000546539,6.80861e-07,-0.0157404,2.53125e-05,-0.000204728,2.55043e-07,0.156986,0.000252453,0.00204184,2.54365e-06,0.26767,-0.100266,51.5912,10000000,0
0.25,0.0424982,6.83422e-05,0.000552751,6.886e-07,-0.019329,3.10833e-05,-0.000251401,3.13188e-07,0.156986,0.000252453,0.00204183,2.54365e-06,0.270713,-0.123125,51.6326,10000000,0
0.3,0.0430002,6.91495e-05,0.000559278,6.96733e-07,-0.02348,3.77587e-05,-0.000305391,3.80447e-07,0.156986,0.000252453,0.00204183,2.54365e-06,0.273911,-0.149567,51.4055,10000000,0
0.35,0.0434535,6.98786e-05,0.000565173,7.04077e-07,-0.0279264,4.4909e-05,-0.000363221,4.52491e-07,0.156986,0.000252453,0.00204182,2.54364e-06,0.276799,-0.177891,51.4578,10000000,0
0.4,0.0438467,7.05108e-05,0.000570285,7.10446e-07,-0.0324894,5.22469e-05,-0.000422569,5.26425e-07,0.156986,0.000252453,0.00204182,2.54364e-06,0.279303,-0.206957,51.5501,10000000,0
0.45,0.0441948,7.10707e-05,0.000574812,7.16086e-07,-0.0371257,5.97027e-05,-0.000482869,6.01546e-07,0.156986,0.000252453,0.00204181,2.54364e-06,0.281521,-0.23649,50.6114,10000000,0
0.5,0.0445059,7.1571e-05,0.000578857,7.21127e-07,-0.0418975,6.73762e-05,-0.00054493,6.78861e-07,0.156986,0.000252453,0.00204181,2.54364e-06,0.283502,-0.266886,51.8747,10000000,0
0.55,0.0447644,7.19866e-05,0.000582217,7.25313e-07,-0.0468764,7.5383e-05,-0.000609687,7.59535e-07,0.156986,0.000252453,0.0020418,2.54363e-06,0.285149,-0.298602,51.4002,10000000,0
