z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0379411,6.10135e-05,0.000493508,6.1478e-07,-0.00607002,9.76128e-06,-7.89541e-05,9.83558e-08,0.156986,0.000252451,0.00204195,2.54373e-06,0.241684,-0.0386659,51.6077,10000000,0
0.15,0.0375118,6.03231e-05,0.000487927,6.07826e-07,-0.00674624,1.08487e-05,-8.77502e-05,1.09313e-07,0.156986,0.000252451,0.00204197,2.54374e-06,0.23895,-0.0429734,51.089,10000000,0
0.2,0.0377586,6.07201e-05,0.000491128,6.11819e-07,-0.00818457,1.31617e-05,-0.000106457,1.32618e-07,0.156986,0.000252452,0.00204193,2.54372e-06,0.240522,-0.0521356,51.4816,10000000,0
0.25,0.0386453,6.21461e-05,0.000502656,6.26182e-07,-0.0102068,1.64138e-05,-0.000132759,1.65385e-07,0.156986,0.000252452,0.0020419,2.5437e-06,0.24617,-0.0650175,51.1785,10000000,0
0.3,0.0398299,6.40511e-05,0.000518059,6.45374e-07,-0.0125347,2.01573e-05,-0.000163037,2.03104e-07,0.156986,0.000252452,0.00204189,2.54369e-06,0.253716,-0.0798462,52.0868,10000000,0
0.35,0.0410128,6.59534e-05,0.000533442,6.64539e-07,-0.0149684,2.40709e-05,-0.00019469,2.42536e-07,0.156986,0.000252452,0.00204188,2.54368e-06,0.261251,-0.0953484,51.0729,10000000,0
0.4,0.0420512,6.76232e-05,0.000546945,6.81362e-07,-0.0174308,2.80307e-05,-0.000226716,2.82434e-07,0.156986,0.000252452,0.00204187,2.54367e-06,0.267865,-0.111034,51.8887,10000000,0
0.45,0.0429559,6.90781e-05,0.00055871,6.9602e-07,-0.0199237,3.20397e-05,-0.00025914,3.22827e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.273628,-0.126914,51.5712,10000000,0
0.5,0.0438245,7.0475e-05,0.000570007,7.10093e-07,-0.022421,3.60557e-05,-0.000291621,3.6329e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.279162,-0.142822,51.3171,10000000,0
0.55,0.0447543,7.19702e-05,0.000582098,7.25157e-07,-0.0247785,3.98469e-05,-0.000322283,4.01489e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.285084,-0.157839,51.8661,10000000,0
0.6,0.0457743,7.36106e-05,0.000595364,7.41684e-07,-0.0267224,4.29729e-05,-0.000347566,4.32985e-07,0.156986,0.000252452,0.00204184,2.54366e-06,0.291582,-0.170222,51.6777,10000000,0
0.65,0.0468226,7.52963e-05,0.000608997,7.58668e-07,-0.0279485,4.49446e-05,-0.000363512,4.52851e-07,0.156986,0.000252453,0.00204184,2.54365e-06,0.298259,-0.178032,50.8776,10000000,0
0.7,0.0478186,7.68981e-05,0.000621951,7.74807e-07,-0.0281573,4.52803e-05,-0.000366227,4.56234e-07,0.156986,0.000252453,0.00204183,2.54365e-06,0.304604,-0.179362,51.6011,10000000,0
0.75,0.0486719,7.82704e-05,0.000633048,7.88632e-07,-0.0272189,4.37712e-05,-0.00035402,4.41028e-07,0.156986,0.000252453,0.00204183,2.54365e-06,0.31004,-0.173384,51.501,10000000,0
0.8,0.0493264,7.93229e-05,0.000641559,7.99236e-07,-0.025234,4.05793e-05,-0.000328203,4.08866e-07,0.156986,0.000252453,0.00204182,2.54365e-06,0.314209,-0.16074,52.0373,10000000,0
0.1,0.0340449,5.4748e-05,0.000442832,5.5165e-07,-0.00718919,1.1561e-05,-9.35119e-05,1.16491e-07,0.156986,0.000252451,0.00204197,2.54374e-06,0.216865,-0.045795,51.6152,10000000,0
0.15,0.0337542,5.42804e-05,0.000439048,5.46937e-07,-0.00804047,1.293e-05,-0.000104584,1.30284e-07,0.156986,0.000252451,0.00204196,2.54374e-06,0.215013,-0.0512177,51.5858,10000000,0
