z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0351636,5.6547e-05,0.000457381,5.69775e-07,-0.0116321,1.87057e-05,-0.000151301,1.88481e-07,0.156986,0.000252451,0.00204196,2.54374e-06,0.223992,-0.0740962,51.2579,10000000,0
0.15,0.0350981,5.64418e-05,0.00045652,5.68708e-07,-0.0126859,2.04003e-05,-0.000165005,2.05554e-07,0.156986,0.000252452,0.00204191,2.54371e-06,0.223575,-0.0808088,50.9164,10000000,0
0.2,0.0355907,5.7234e-05,0.000462922,5.76686e-07,-0.0145967,2.34732e-05,-0.000189857,2.36515e-07,0.156986,0.000252452,0.00204189,2.54369e-06,0.226712,-0.0929809,51.5062,10000000,0
0.25,0.0365555,5.87855e-05,0.000475466,5.92315e-07,-0.0171398,2.75628e-05,-0.000222932,2.77719e-07,0.156986,0.000252452,0.00204187,2.54368e-06,0.232858,-0.10918,51.3953,10000000,0
0.3,0.0376957,6.06192e-05,0.000490295,6.1079e-07,-0.0199626,3.21023e-05,-0.000259647,3.23458e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.240121,-0.127162,51.1522,10000000,0
0.35,0.0387857,6.2372e-05,0.00050447,6.2845e-07,-0.0228058,3.66745e-05,-0.000296626,3.69526e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.247065,-0.145273,51.5495,10000000,0
0.4,0.0397377,6.39029e-05,0.00051685,6.43873e-07,-0.0255574,4.10993e-05,-0.000332413,4.14109e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.253129,-0.1628,51.6388,10000000,0
0.45,0.0405707,6.52425e-05,0.000527683,6.57369e-07,-0.0282201,4.53814e-05,-0.000367046,4.57253e-07,0.156986,0.000252452,0.00204184,2.54366e-06,0.258435,-0.179762,51.6462,10000000,0
0.5,0.0413432,6.64848e-05,0.000537729,6.69885e-07,-0.0308095,4.95453e-05,-0.000400723,4.99207e-07,0.156986,0.000252453,0.00204184,2.54365e-06,0.263355,-0.196256,51.9114,10000000,0
0.55,0.0420911,6.76875e-05,0.000547456,6.82003e-07,-0.0332554,5.34786e-05,-0.000432535,5.38838e-07,0.156986,0.000252453,0.00204183,2.54365e-06,0.26812,-0.211836,50.9441,10000000,0
