z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0419843,6.75155e-05,0.000546093,6.8029e-07,-0.00700983,1.12726e-05,-9.11774e-05,1.13583e-07,0.156986,0.000252452,0.00204193,2.54372e-06,0.267439,-0.0446525,51.4101,10000000,0
0.15,0.0415304,6.67855e-05,0.0005402,6.72943e-07,-0.00787031,1.26563e-05,-0.000102372,1.27527e-07,0.156986,0.000252451,0.00204197,2.54374e-06,0.264548,-0.0501337,51.9005,10000000,0
0.2,0.0418118,6.72382e-05,0.000543851,6.77497e-07,-0.00950448,1.52843e-05,-0.000123626,1.54006e-07,0.156986,0.000252452,0.00204194,2.54372e-06,0.266341,-0.0605434,50.7412,10000000,0
0.25,0.042785,6.88031e-05,0.000556501,6.9326e-07,-0.0116965,1.88093e-05,-0.000152136,1.89522e-07,0.156986,0.000252452,0.00204191,2.5437e-06,0.27254,-0.0745065,51.8289,10000000,0
0.3,0.0440738,7.08758e-05,0.00057326,7.1414e-07,-0.0141412,2.27407e-05,-0.000183932,2.29133e-07,0.156986,0.000252452,0.00204189,2.54369e-06,0.28075,-0.0900791,51.2042,10000000,0
0.35,0.045351,7.29296e-05,0.000589868,7.34832e-07,-0.0166287,2.67409e-05,-0.000216285,2.69439e-07,0.156986,0.000252452,0.00204188,2.54368e-06,0.288885,-0.105925,50.8247,10000000,0
0.4,0.0464607,7.47143e-05,0.0006043,7.52811e-07,-0.0190825,3.06869e-05,-0.0002482,3.09197e-07,0.156986,0.000252452,0.00204187,2.54367e-06,0.295954,-0.121555,51.3772,10000000,0
0.45,0.047416,7.62506e-05,0.000616722,7.68288e-07,-0.0215087,3.45885e-05,-0.000279755,3.48508e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.302039,-0.13701,51.4312,10000000,0
0.5,0.0483264,7.77146e-05,0.000628561,7.83038e-07,-0.0238882,3.84151e-05,-0.000310704,3.87063e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.307839,-0.152168,51.2522,10000000,0
0.55,0.0493043,7.92872e-05,0.000641279,7.98882e-07,-0.0260917,4.19585e-05,-0.000339362,4.22765e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.314068,-0.166204,51.0666,10000000,0
