z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0335647,5.39758e-05,0.000436587,5.43869e-07,-0.00840237,1.35119e-05,-0.000109292,1.36149e-07,0.156986,0.000252451,0.00204197,2.54374e-06,0.213807,-0.0535229,51.1362,10000000,0
0.15,0.0333638,5.36526e-05,0.00043397,5.40611e-07,-0.00945584,1.5206e-05,-0.000122994,1.53218e-07,0.156986,0.000252451,0.00204196,2.54374e-06,0.212526,-0.0602336,51.6773,10000000,0
0.2,0.0337544,5.4281e-05,0.000439045,5.46937e-07,-0.0112054,1.80195e-05,-0.000145749,1.81565e-07,0.156986,0.000252452,0.00204192,2.54371e-06,0.215015,-0.0713781,50.8164,10000000,0
0.25,0.0346737,5.57593e-05,0.000450996,5.61828e-07,-0.0134242,2.15876e-05,-0.000174606,2.17516e-07,0.156986,0.000252452,0.0020419,2.5437e-06,0.220871,-0.0855117,50.831,10000000,0
0.3,0.0358143,5.75935e-05,0.000465828,5.80307e-07,-0.0158146,2.54318e-05,-0.000205698,2.56249e-07,0.156986,0.000252452,0.00204188,2.54368e-06,0.228136,-0.100739,51.4516,10000000,0
0.35,0.0369238,5.93779e-05,0.000480257,5.98284e-07,-0.0181826,2.92398e-05,-0.000236496,2.94616e-07,0.156986,0.000252452,0.00204187,2.54368e-06,0.235204,-0.115823,51.4998,10000000,0
0.4,0.037891,6.09331e-05,0.000492834,6.13953e-07,-0.0204641,3.29087e-05,-0.00026617,3.31583e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.241365,-0.130356,51.4648,10000000,0
0.45,0.0387301,6.22826e-05,0.000503747,6.27548e-07,-0.0226712,3.6458e-05,-0.000294875,3.67344e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.24671,-0.144415,51.3889,10000000,0
0.5,0.0395182,6.355e-05,0.000513996,6.40317e-07,-0.0247905,3.98661e-05,-0.000322439,4.01683e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.25173,-0.157915,51.7192,10000000,0
0.55,0.0403232,6.48446e-05,0.000524465,6.5336e-07,-0.0267091,4.29515e-05,-0.000347393,4.3277e-07,0.156986,0.000252452,0.00204184,2.54366e-06,0.256859,-0.170137,50.9848,10000000,0
0.6,0.0411567,6.61849e-05,0.000535304,6.66864e-07,-0.0282136,4.53708e-05,-0.00036696,4.57147e-07,0.156986,0.000252453,0.00204184,2.54366e-06,0.262168,-0.17972,51.7734,10000000,0
0.65,0.0419652,6.7485e-05,0.000545819,6.79963e-07,-0.0290799,4.67639e-05,-0.000378226,4.71182e-07,0.156986,0.000252453,0.00204184,2.54365e-06,0.267318,-0.185238,51.5749,10000000,0
0.7,0.0426878,6.86472e-05,0.000555217,6.91672e-07,-0.0291012,4.67983e-05,-0.000378503,4.71528e-07,0.156986,0.000252453,0.00204183,2.54365e-06,0.271921,-0.185374,51.7248,10000000,0
0.75,0.0432663,6.95774e-05,0.00056274,7.01044e-07,-0.0282172,4.53766e-05,-0.000367005,4.57203e-07,0.156986,0.000252453,0.00204183,2.54365e-06,0.275606,-0.179743,51.1166,10000000,0
0.8,0.043674,7.02331e-05,0.000568041,7.07649e-07,-0.0265487,4.26936e-05,-0.000345303,4.30169e-07,0.156986,0.000252453,0.00204182,2.54364e-06,0.278203,-0.169115,51.8379,10000000,0
0.1,0.0418737,6.73377e-05,0.000544655,6.78499e-07,-0.00559551,8.99822e-06,-7.27813e-05,9.06666e-08,0.156986,0.000252452,0.00204193,2.54372e-06,0.266735,-0.0356433,50.9714,10000000,0
0.15,0.0413538,6.65015e-05,0.000537902,6.70081e-07,-0.00622675,1.00133e-05,-8.09933e-05,1.00896e-07,0.156986,0.000252451,0.00204197,2.54374e-06,0.263423,-0.0396643,51.3964,10000000,0
0.2,0.0415689,6.68474e-05,0.000540691,6.7356e-07,-0.00762236,1.22576e-05,-9.91449e-05,1.23509e-07,0.156986,0.000252452,0.00204194,2.54372e-06,0.264793,-0.0485543,51.2489,10000000,0
0.25,0.0424882,6.83258e-05,0.000552641,6.88451e-07,-0.00960693,1.5449e-05,-0.000124957,1.55664e-07,0.156986,0.000252452,0.00204191,2.5437e-06,0.270649,-0.061196,51.036,10000000,0
0.3,0.0437392,7.03377e-05,0.000568908,7.08719e-07,-0.0119038,1.91427e-05,-0.000154831,1.92881e-07,0.156986,0.000252452,0.00204189,2.54369e-06,0.278618,-0.0758271,51.2568,10000000,0
0.35,0.044991,7.23508e-05,0.000585187,7.28999e-07,-0.014313,2.30169e-05,-0.000186165,2.31916e-07,0.156986,0.000252452,0.00204188,2.54368e-06,0.286592,-0.0911733,51.3267,10000000,0
0.4,0.0460828,7.41066e-05,0.000599384,7.46688e-07,-0.0167563,2.69461e-05,-0.000217944,2.71505e-07,0.156986,0.000252452,0.00204187,2.54367e-06,0.293547,-0.106737,51.3644,10000000,0
0.45,0.0470257,7.56229e-05,0.000611646,7.61964e-07,-0.0192355,3.0933e-05,-0.000250189,3.11675e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.299553,-0.12253,51.4101,10000000,0
0.5,0.0479323,7.70808e-05,0.000623435,7.76652e-07,-0.0217259,3.49379e-05,-0.00028258,3.52028e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.305328,-0.138394,51.172,10000000,0
