z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0402703,3.26094e-05,0.000530596,3.34195e-07,1.04962e-05,8.49944e-09,1.38296e-07,8.71059e-11,0.154336,0.000124975,0.00203351,1.2808e-06,0.260927,6.80089e-05,309.245,60000000,0
0.15,0.0401587,2.9757e-05,0.000524676,3.0712e-07,-0.00086941,6.44221e-07,-1.13589e-05,6.64896e-09,0.156535,0.000115991,0.00204514,1.19713e-06,0.256547,-0.00555408,103.502,20000000,0
0.2,0.0402611,2.97029e-05,0.000526011,3.06447e-07,-0.00227214,1.67628e-06,-2.96855e-05,1.72944e-08,0.156528,0.000115479,0.00204504,1.19141e-06,0.257213,-0.0145159,103.171,20000000,0
0.25,0.0411476,3.03385e-05,0.000537624,3.12891e-07,-0.00398954,2.94153e-06,-5.21263e-05,3.03369e-08,0.156526,0.000115408,0.00204513,1.19024e-06,0.262879,-0.025488,103.443,20000000,0
0.3,0.0424225,3.12534e-05,0.000554312,3.22229e-07,-0.00581699,4.28548e-06,-7.60076e-05,4.41842e-08,0.156526,0.000115316,0.00204525,1.18893e-06,0.271025,-0.0371631,102.973,20000000,0
0.35,0.0437138,3.2178e-05,0.000571182,3.31658e-07,-0.00765028,5.63143e-06,-9.99617e-05,5.80429e-08,0.156526,0.00011522,0.00204523,1.18757e-06,0.279275,-0.0488755,102.864,20000000,0
0.4,0.044824,3.29731e-05,0.000585677,3.39771e-07,-0.00948119,6.97448e-06,-0.000123883,7.18685e-08,0.156526,0.000115142,0.00204519,1.18648e-06,0.286368,-0.0605728,102.779,20000000,0
0.45,0.0457593,3.36396e-05,0.000597885,3.46567e-07,-0.0113232,8.32419e-06,-0.000147948,8.57588e-08,0.156525,0.000115069,0.00204514,1.18548e-06,0.292344,-0.0723412,103.254,20000000,0
0.5,0.0466679,3.42815e-05,0.000609745,3.53092e-07,-0.0131131,9.6327e-06,-0.000171331,9.92145e-08,0.156525,0.000114981,0.0020451,1.18428e-06,0.298149,-0.0837764,101.758,20000000,0
0.55,0.0477301,3.50358e-05,0.000623614,3.60786e-07,-0.0146628,1.07631e-05,-0.000191576,1.10834e-07,0.156525,0.000114896,0.00204507,1.18316e-06,0.304935,-0.0936769,103.742,20000000,0
0.6,0.0490515,3.59717e-05,0.000640873,3.70316e-07,-0.0156944,1.15094e-05,-0.000205053,1.18486e-07,0.156526,0.000114787,0.00204505,1.1817e-06,0.313377,-0.100268,102.879,20000000,0
