z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0449685,2.32442e-05,0.000586908,2.40578e-07,-0.010837,5.60167e-06,-0.00014144,5.79775e-08,0.156446,8.08672e-05,0.00204187,8.36978e-07,0.287437,-0.06927,153.522,30000000,0
0.15,0.0451622,7.26262e-05,0.000587405,7.31768e-07,-0.0124302,1.99892e-05,-0.000161674,2.01407e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.287683,-0.0791801,51.4264,10000000,0
0.2,0.0454436,7.30787e-05,0.000591062,7.36325e-07,-0.0150142,2.41446e-05,-0.000195282,2.43276e-07,0.156986,0.000252453,0.00204184,2.54366e-06,0.289475,-0.0956403,51.3363,10000000,0
0.25,0.0459067,7.38235e-05,0.000597084,7.43828e-07,-0.0184904,2.97348e-05,-0.000240494,2.996e-07,0.156986,0.000252453,0.00204183,2.54365e-06,0.292425,-0.117783,51.8245,10000000,0
0.3,0.0464136,7.46386e-05,0.000603674,7.5204e-07,-0.0225721,3.62987e-05,-0.000293583,3.65736e-07,0.156986,0.000252453,0.00204183,2.54365e-06,0.295654,-0.143784,50.8118,10000000,0
0.35,0.0468784,7.53862e-05,0.000609718,7.5957e-07,-0.0269898,4.34028e-05,-0.000351039,4.37315e-07,0.156986,0.000252453,0.00204182,2.54364e-06,0.298615,-0.171925,51.944,10000000,0
0.4,0.0472816,7.60346e-05,0.000614961,7.66102e-07,-0.0315608,5.07536e-05,-0.00041049,5.11378e-07,0.156986,0.000252453,0.00204182,2.54364e-06,0.301183,-0.201042,51.5987,10000000,0
0.45,0.0476375,7.66069e-05,0.000619589,7.71868e-07,-0.0362399,5.82781e-05,-0.000471347,5.87192e-07,0.156986,0.000252453,0.00204181,2.54364e-06,0.30345,-0.230847,51.947,10000000,0
0.5,0.0479592,7.71243e-05,0.000623772,7.7708e-07,-0.0410905,6.60785e-05,-0.000534435,6.65786e-07,0.156986,0.000252453,0.00204181,2.54364e-06,0.3055,-0.261746,51.5164,10000000,0
0.55,0.0482386,7.75736e-05,0.000627404,7.81606e-07,-0.0461868,7.42741e-05,-0.000600719,7.48361e-07,0.156986,0.000252453,0.0020418,2.54363e-06,0.307279,-0.29421,51.4761,10000000,0
0.6,0.0484485,7.79112e-05,0.000630134,7.85007e-07,-0.051519,8.28489e-05,-0.000670069,8.34757e-07,0.156986,0.000252453,0.0020418,2.54363e-06,0.308616,-0.328175,51.611,10000000,0
0.65,0.0485646,7.80979e-05,0.000631642,7.86887e-07,-0.0569369,9.15615e-05,-0.000740534,9.22542e-07,0.156986,0.000252453,0.0020418,2.54363e-06,0.309356,-0.362687,51.6436,10000000,0
0.7,0.0485766,7.81172e-05,0.000631797,7.87081e-07,-0.0621723,9.99807e-05,-0.000808626,1.00737e-06,0.156986,0.000252453,0.0020418,2.54363e-06,0.309432,-0.396037,51.558,10000000,0
0.75,0.0484976,7.79901e-05,0.000630769,7.858e-07,-0.0667758,0.000107384,-0.0008685,1.08196e-06,0.156986,0.000252453,0.00204179,2.54363e-06,0.308929,-0.425361,51.5614,10000000,0
0.8,0.0483561,7.77626e-05,0.000628928,7.83507e-07,-0.0701263,0.000112772,-0.000912075,1.13625e-06,0.156986,0.000252453,0.00204179,2.54362e-06,0.308028,-0.446703,51.6049,10000000,0
0.1,0.0464154,2.39974e-05,0.000605786,2.48363e-07,-0.0110055,5.68998e-06,-0.000143637,5.88889e-08,0.156446,8.08847e-05,0.00204184,8.37122e-07,0.296686,-0.0703468,153.616,30000000,0
0.15,0.0465898,7.49219e-05,0.000605972,7.54898e-07,-0.0123608,1.98776e-05,-0.000160771,2.00283e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.296776,-0.078738,51.3562,10000000,0
0.2,0.0468653,7.5365e-05,0.000609553,7.59361e-07,-0.0148132,2.38214e-05,-0.000192668,2.40019e-07,0.156986,0.000252453,0.00204184,2.54366e-06,0.298531,-0.09436,51.3066,10000000,0
0.25,0.0473434,7.61339e-05,0.00061577,7.67106e-07,-0.0182805,2.93973e-05,-0.000237765,2.962e-07,0.156986,0.000252453,0.00204183,2.54365e-06,0.301577,-0.116447,51.8002,10000000,0
0.3,0.0478785,7.69944e-05,0.000622728,7.75775e-07,-0.0224674,3.61302e-05,-0.00029222,3.64039e-07,0.156986,0.000252453,0.00204183,2.54365e-06,0.304985,-0.143117,51.1485,10000000,0
0.35,0.0483771,7.77962e-05,0.000629211,7.83853e-07,-0.0270868,4.35588e-05,-0.000352301,4.38887e-07,0.156986,0.000252453,0.00204182,2.54364e-06,0.308161,-0.172543,51.6965,10000000,0
0.4,0.048816,7.8502e-05,0.000634918,7.90963e-07,-0.0319405,5.13642e-05,-0.000415429,5.17531e-07,0.156986,0.000252453,0.00204182,2.54364e-06,0.310957,-0.203461,51.0328,10000000,0
0.45,0.0492091,7.91343e-05,0.00064003,7.97333e-07,-0.0369788,5.94663e-05,-0.000480958,5.99165e-07,0.156986,0.000252453,0.00204181,2.54364e-06,0.313462,-0.235554,51.3706,10000000,0
0.5,0.0495696,7.9714e-05,0.000644717,8.03174e-07,-0.0422729,6.79801e-05,-0.000549814,6.84946e-07,0.156986,0.000252453,0.00204181,2.54364e-06,0.315758,-0.269278,51.2932,10000000,0
0.55,0.0498869,8.02242e-05,0.000648842,8.08313e-07,-0.0479076,7.70413e-05,-0.000623099,7.76242e-07,0.156986,0.000252453,0.00204181,2.54363e-06,0.317779,-0.305171,50.6758,10000000,0
0.6,0.0501285,8.06128e-05,0.000651984,8.12227e-07,-0.0538727,8.66339e-05,-0.000700682,8.72894e-07,0.156986,0.000252453,0.0020418,2.54363e-06,0.319318,-0.343168,51.7648,10000000,0
0.65,0.0502647,8.08319e-05,0.000653755,8.14434e-07,-0.059997,9.64826e-05,-0.000780335,9.72125e-07,0.156986,0.000252453,0.0020418,2.54363e-06,0.320186,-0.38218,51.9898,10000000,0
0.7,0.0502818,8.08593e-05,0.000653975,8.14709e-07,-0.0659694,0.000106087,-0.000858013,1.06889e-06,0.156986,0.000252453,0.0020418,2.54363e-06,0.320294,-0.420224,51.2023,10000000,0
0.75,0.0501928,8.07162e-05,0.000652817,8.13267e-07,-0.0712634,0.0001146,-0.000926866,1.15467e-06,0.156986,0.000252453,0.00204179,2.54363e-06,0.319727,-0.453947,51.4508,10000000,0
0.8,0.0500297,8.0454e-05,0.000650695,8.10624e-07,-0.0751431,0.000120839,-0.000977325,1.21753e-06,0.156986,0.000252453,0.00204179,2.54363e-06,0.318689,-0.478661,51.5028,10000000,0
0.1,0.040508,2.09313e-05,0.0005287,2.16652e-07,-0.0107828,5.57169e-06,-0.000140735,5.76706e-08,0.156447,8.08391e-05,0.00204191,8.36737e-07,0.258925,-0.0689232,154.79,30000000,0
0.15,0.0407426,6.55189e-05,0.00052992,6.60156e-07,-0.0126385,2.03241e-05,-0.000164383,2.04782e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.25953,-0.0805068,51.0155,10000000,0
0.2,0.0410452,6.60057e-05,0.000533854,6.65058e-07,-0.0153389,2.46668e-05,-0.000199505,2.48537e-07,0.156986,0.000252453,0.00204184,2.54365e-06,0.261458,-0.0977086,51.6209,10000000,0
0.25,0.0414901,6.6721e-05,0.000539638,6.72264e-07,-0.0187785,3.0198e-05,-0.000244241,3.04268e-07,0.156986,0.000252453,0.00204183,2.54365e-06,0.264291,-0.119619,50.8186,10000000,0
0.3,0.0419553,6.74692e-05,0.000545688,6.79802e-07,-0.0226896,3.64876e-05,-0.00029511,3.67639e-07,0.156986,0.000252453,0.00204183,2.54365e-06,0.267255,-0.144532,51.6974,10000000,0
