z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0372216,5.98565e-05,0.000484151,6.03123e-07,-0.0107659,1.73127e-05,-0.000140034,1.74445e-07,0.156986,0.000252451,0.00204196,2.54374e-06,0.237101,-0.0685783,50.6264,10000000,0
0.15,0.037036,5.95581e-05,0.000481727,6.00109e-07,-0.0116182,1.86833e-05,-0.000151117,1.88254e-07,0.156986,0.000252452,0.00204192,2.54371e-06,0.235919,-0.0740076,52.0627,10000000,0
0.2,0.0374535,6.02296e-05,0.000487151,6.06869e-07,-0.0133833,2.15219e-05,-0.000174075,2.16854e-07,0.156986,0.000252452,0.00204189,2.54369e-06,0.238578,-0.0852517,51.2095,10000000,0
0.25,0.0384024,6.17556e-05,0.00049949,6.22243e-07,-0.015855,2.54967e-05,-0.000206221,2.56901e-07,0.156986,0.000252452,0.00204188,2.54368e-06,0.244623,-0.100996,51.2132,10000000,0
0.3,0.0395687,6.36312e-05,0.000514657,6.41138e-07,-0.0186815,3.00421e-05,-0.000242984,3.027e-07,0.156986,0.000252452,0.00204187,2.54367e-06,0.252052,-0.119001,51.4935,10000000,0
0.35,0.0407024,6.54542e-05,0.000529399,6.59505e-07,-0.021594,3.47257e-05,-0.000280865,3.4989e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.259274,-0.137554,51.8089,10000000,0
0.4,0.0416998,6.70582e-05,0.000542371,6.75665e-07,-0.0244701,3.93508e-05,-0.000318272,3.96492e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.265627,-0.155874,51.0391,10000000,0
0.45,0.0425777,6.84701e-05,0.000553788,6.8989e-07,-0.0273067,4.39124e-05,-0.000355165,4.42452e-07,0.156986,0.000252452,0.00204184,2.54366e-06,0.27122,-0.173943,51.4777,10000000,0
0.5,0.0434032,6.97975e-05,0.000564523,7.03264e-07,-0.0301138,4.84265e-05,-0.000391674,4.87935e-07,0.156986,0.000252453,0.00204184,2.54366e-06,0.276478,-0.191824,51.1878,10000000,0
0.55,0.044223,7.11158e-05,0.000575184,7.16546e-07,-0.0328081,5.27593e-05,-0.000426717,5.3159e-07,0.156986,0.000252453,0.00204183,2.54365e-06,0.2817,-0.208987,50.8504,10000000,0
0.6,0.0450256,7.24066e-05,0.000585623,7.29551e-07,-0.0351739,5.65638e-05,-0.000457486,5.69923e-07,0.156986,0.000252453,0.00204183,2.54365e-06,0.286813,-0.224057,50.813,10000000,0
0.65,0.0457474,7.35674e-05,0.00059501,7.41246e-07,-0.0369282,5.9385e-05,-0.000480303,5.98348e-07,0.156986,0.000252453,0.00204183,2.54365e-06,0.291411,-0.235232,51.0416,10000000,0
0.7,0.046327,7.44995e-05,0.000602547,7.50636e-07,-0.0377675,6.07347e-05,-0.000491219,6.11946e-07,0.156986,0.000252453,0.00204182,2.54365e-06,0.295103,-0.240578,51.483,10000000,0
0.75,0.0467222,7.5135e-05,0.000607686,7.57039e-07,-0.0375057,6.03138e-05,-0.000487813,6.07705e-07,0.156986,0.000252453,0.00204182,2.54364e-06,0.29762,-0.238911,51.7441,10000000,0
0.8,0.0469307,7.54703e-05,0.000610396,7.60416e-07,-0.0361608,5.8151e-05,-0.00047032,5.85912e-07,0.156986,0.000252453,0.00204181,2.54364e-06,0.298948,-0.230344,51.6739,10000000,0
0.1,0.036019,5.79225e-05,0.000468508,5.83636e-07,-0.0103853,1.67008e-05,-0.000135084,1.68279e-07,0.156986,0.000252451,0.00204196,2.54374e-06,0.22944,-0.0661543,51.4679,10000000,0
0.15,0.0358483,5.76482e-05,0.000466278,5.80864e-07,-0.0112744,1.81305e-05,-0.000146645,1.82683e-07,0.156986,0.000252452,0.00204192,2.54371e-06,0.228353,-0.0718175,51.1054,10000000,0
0.2,0.0362499,5.82941e-05,0.000471496,5.87367e-07,-0.0129996,2.09049e-05,-0.000169084,2.10636e-07,0.156986,0.000252452,0.00204189,2.54369e-06,0.230911,-0.0828074,51.024,10000000,0
0.25,0.037154,5.9748e-05,0.000483252,6.02014e-07,-0.0153562,2.46946e-05,-0.000199734,2.4882e-07,0.156986,0.000252452,0.00204187,2.54368e-06,0.236671,-0.0978189,50.7816,10000000,0
0.3,0.03826,6.15266e-05,0.000497635,6.19933e-07,-0.0180114,2.89644e-05,-0.000234268,2.91841e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.243716,-0.114732,51.0017,10000000,0
0.35,0.0393292,6.3246e-05,0.000511539,6.37256e-07,-0.0207155,3.33129e-05,-0.000269438,3.35656e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.250527,-0.131957,51.9138,10000000,0
0.4,0.0402629,6.47475e-05,0.000523681,6.52383e-07,-0.0233577,3.75619e-05,-0.000303803,3.78466e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.256474,-0.148788,50.8704,10000000,0
0.45,0.0410777,6.60578e-05,0.000534278,6.65585e-07,-0.0259377,4.17109e-05,-0.000337359,4.2027e-07,0.156986,0.000252452,0.00204184,2.54366e-06,0.261664,-0.165223,50.8941,10000000,0
0.5,0.04184,6.72837e-05,0.000544191,6.77935e-07,-0.0284681,4.57801e-05,-0.00037027,4.6127e-07,0.156986,0.000252453,0.00204184,2.54365e-06,0.26652,-0.181342,51.2423,10000000,0
0.55,0.0425995,6.8505e-05,0.000554068,6.9024e-07,-0.030878,4.96556e-05,-0.000401614,5.00318e-07,0.156986,0.000252453,0.00204183,2.54365e-06,0.271358,-0.196693,51.1968,10000000,0
0.6,0.0433514,6.97143e-05,0.000563848,7.02424e-07,-0.0329796,5.30352e-05,-0.000428947,5.3437e-07,0.156986,0.000252453,0.00204183,2.54365e-06,0.276148,-0.21008,51.0123,10000000,0
0.65,0.0440398,7.08213e-05,0.000572799,7.13576e-07,-0.0345272,5.55239e-05,-0.000449075,5.59444e-07,0.156986,0.000252453,0.00204183,2.54365e-06,0.280533,-0.219938,51.02,10000000,0
0.7,0.0446085,7.17359e-05,0.000580196,7.22791e-07,-0.0352595,5.67015e-05,-0.000458598,5.71309e-07,0.156986,0.000252453,0.00204182,2.54364e-06,0.284156,-0.224602,51.2934,10000000,0
0.75,0.045016,7.23912e-05,0.000585495,7.29393e-07,-0.0350212,5.63183e-05,-0.000455498,5.67447e-07,0.156986,0.000252453,0.00204182,2.54364e-06,0.286752,-0.223084,51.7317,10000000,0
0.8,0.0452555,7.27764e-05,0.000588608,7.33273e-07,-0.0338364,5.4413e-05,-0.000440087,5.48249e-07,0.156986,0.000252453,0.00204181,2.54364e-06,0.288277,-0.215537,50.8511,10000000,0
0.1,0.0462579,7.43878e-05,0.000601692,7.49545e-07,-0.00937517,1.50763e-05,-0.000121946,1.51912e-07,0.156986,0.000252451,0.00204197,2.54375e-06,0.294662,-0.0597197,51.9914,10000000,0
0.15,0.0458115,7.36701e-05,0.000595873,7.42304e-07,-0.00995785,1.60134e-05,-0.000129522,1.61351e-07,0.156986,0.000252452,0.00204193,2.54372e-06,0.291819,-0.0634314,51.1417,10000000,0
0.2,0.0460972,7.41296e-05,0.000599581,7.46927e-07,-0.0115073,1.8505e-05,-0.000149674,1.86456e-07,0.156986,0.000252452,0.0020419,2.5437e-06,0.293639,-0.0733013,50.8615,10000000,0
0.25,0.0470689,7.56922e-05,0.000612214,7.62668e-07,-0.0138486,2.22702e-05,-0.000180126,2.24392e-07,0.156986,0.000252452,0.00204188,2.54368e-06,0.299828,-0.0882155,50.8286,10000000,0
0.3,0.0483502,7.77528e-05,0.000628876,7.83427e-07,-0.0166399,2.67589e-05,-0.00021643,2.69619e-07,0.156986,0.000252452,0.00204187,2.54368e-06,0.30799,-0.105996,51.5052,10000000,0
0.35,0.0496201,7.9795e-05,0.000645391,8.04002e-07,-0.019606,3.15287e-05,-0.000255008,3.17679e-07,0.156986,0.000252452,0.00204186,2.54367e-06,0.31608,-0.12489,50.8601,10000000,0
0.4,0.0507328,8.15843e-05,0.00065986,8.22029e-07,-0.0226152,3.63679e-05,-0.000294146,3.66436e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.323167,-0.144058,51.3865,10000000,0
0.45,0.0517034,8.31451e-05,0.000672482,8.37754e-07,-0.0256598,4.1264e-05,-0.000333745,4.15768e-07,0.156986,0.000252452,0.00204185,2.54366e-06,0.32935,-0.163452,50.8061,10000000,0
0.5,0.0526308,8.46366e-05,0.000684543,8.52781e-07,-0.0287472,4.62289e-05,-0.0003739,4.65792e-07,0.156986,0.000252452,0.00204184,2.54366e-06,0.335258,-0.183119,51.4604,10000000,0
0.55,0.0536059,8.62047e-05,0.000697224,8.68579e-07,-0.0317809,5.11076e-05,-0.000413358,5.14948e-07,0.156986,0.000252453,0.00204184,2.54365e-06,0.341469,-0.202444,50.5354,10000000,0
