z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,AU,err_AU,BU,err_BU,denU,denL,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0448599,2.29449e-05,0.0188697,8.39157e-06,-0.0160905,8.22996e-06,-0.00676826,3.00992e-06,0.232319,0.000118826,0.0977219,4.3458e-05,-1.7936e-09,6.45063e-13,-4.16687e-10,1.51542e-13,1.5371,1.32677,0.193096,-0.0692604,51.906,10000000,0
0.15,0.0451852,2.31119e-05,0.0190062,8.45259e-06,-0.0180244,9.21938e-06,-0.00758162,3.37175e-06,0.232318,0.000118829,0.0977197,4.34586e-05,-1.79358e-09,6.45068e-13,-4.16679e-10,1.51544e-13,0.72536,0.635395,0.194498,-0.0775854,54.806,10000000,0
0.2,0.0461388,2.36001e-05,0.0194071,8.6311e-06,-0.0209902,1.07365e-05,-0.00882899,3.9266e-06,0.232317,0.000118831,0.0977184,4.34592e-05,-1.79356e-09,6.45072e-13,-4.16674e-10,1.51545e-13,0.401668,0.348256,0.198603,-0.0903514,52.2119,10000000,0
0.25,0.0475525,2.43236e-05,0.0200016,8.8957e-06,-0.0246749,1.26215e-05,-0.0103788,4.61596e-06,0.232317,0.000118832,0.0977175,4.34597e-05,-1.79354e-09,6.45075e-13,-4.1667e-10,1.51546e-13,0.241853,0.202828,0.204688,-0.106212,54.8681,10000000,0
0.3,0.049085,2.51078e-05,0.0206461,9.18249e-06,-0.0286436,1.46517e-05,-0.0120481,5.35845e-06,0.232317,0.000118834,0.0977169,4.34602e-05,-1.79353e-09,6.45078e-13,-4.16666e-10,1.51547e-13,0.152947,0.122701,0.211285,-0.123296,55.7855,10000000,0
0.35,0.0505098,2.58369e-05,0.0212453,9.44914e-06,-0.0325933,1.66722e-05,-0.0137093,6.09741e-06,0.232317,0.000118835,0.0977163,4.34607e-05,-1.79352e-09,6.45081e-13,-4.16663e-10,1.51547e-13,0.0997526,0.0765243,0.217418,-0.140297,55.7683,10000000,0
0.4,0.0517572,2.64753e-05,0.0217699,9.6826e-06,-0.0363978,1.86185e-05,-0.0153095,6.8092e-06,0.232316,0.000118836,0.0977158,4.34611e-05,-1.7935e-09,6.45084e-13,-4.16661e-10,1.51548e-13,0.0669092,0.0493352,0.222788,-0.156673,53.45,10000000,0
0.45,0.0528601,2.70397e-05,0.0222337,9.88903e-06,-0.0400561,2.049e-05,-0.0168481,7.49366e-06,0.232316,0.000118837,0.0977154,4.34615e-05,-1.79349e-09,6.45086e-13,-4.16658e-10,1.51549e-13,0.0460966,0.0328068,0.227535,-0.172421,55.6465,10000000,0
0.5,0.0538708,2.75569e-05,0.0226587,1.00782e-05,-0.0435603,2.22827e-05,-0.018322,8.1493e-06,0.232316,0.000118838,0.097715,4.34619e-05,-1.79349e-09,6.45089e-13,-4.16656e-10,1.51549e-13,0.0325994,0.0223684,0.231886,-0.187504,55.376,10000000,0
0.55,0.0548007,2.80328e-05,0.0230498,1.02522e-05,-0.0467914,2.39357e-05,-0.019681,8.75385e-06,0.232316,0.000118839,0.0977147,4.34623e-05,-1.79348e-09,6.45091e-13,-4.16654e-10,1.5155e-13,0.0236063,0.0155043,0.235888,-0.201413,54.2697,10000000,0
0.6,0.0556098,2.84469e-05,0.02339,1.04037e-05,-0.0494921,2.53174e-05,-0.0208168,9.25917e-06,0.232316,0.00011884,0.0977144,4.34626e-05,-1.79347e-09,6.45093e-13,-4.16652e-10,1.5155e-13,0.0173668,0.010799,0.239371,-0.213038,55.5435,10000000,0
0.65,0.0562347,2.87668e-05,0.0236528,1.05207e-05,-0.0513659,2.62761e-05,-0.0216049,9.60979e-06,0.232316,0.000118841,0.0977141,4.34629e-05,-1.79346e-09,6.45095e-13,-4.1665e-10,1.51551e-13,0.0127953,0.00746108,0.242061,-0.221103,53.0791,10000000,0
0.7,0.0566343,2.89714e-05,0.0238208,1.05955e-05,-0.0521225,2.66634e-05,-0.0219231,9.75141e-06,0.232316,0.000118842,0.0977139,4.34632e-05,-1.79346e-09,6.45096e-13,-4.16649e-10,1.51551e-13,0.00931015,0.00505647,0.243781,-0.22436,51.7628,10000000,0
0.75,0.0568049,2.90588e-05,0.0238925,1.06275e-05,-0.05163,2.64116e-05,-0.0217159,9.65934e-06,0.232316,0.000118843,0.0977136,4.34635e-05,-1.79345e-09,6.45098e-13,-4.16647e-10,1.51551e-13,0.00654846,0.00330917,0.244516,-0.22224,51.9757,10000000,0
0.8,0.0567823,2.90474e-05,0.0238829,1.06233e-05,-0.0499744,2.55648e-05,-0.0210195,9.34966e-06,0.232316,0.000118843,0.0977134,4.34637e-05,-1.79344e-09,6.451e-13,-4.16646e-10,1.51552e-13,0.00432337,0.00204284,0.244418,-0.215114,52.2407,10000000,0
0.1,0.0522351,2.67171e-05,0.0219721,9.77115e-06,-0.0162221,8.29726e-06,-0.00682366,3.03453e-06,0.232319,0.000118826,0.0977224,4.34579e-05,-1.79361e-09,6.45062e-13,-4.16689e-10,1.51542e-13,1.5371,1.32677,0.224842,-0.069827,52.1571,10000000,0
0.15,0.0524223,2.68135e-05,0.0220505,9.80636e-06,-0.0180769,9.24617e-06,-0.00760372,3.38155e-06,0.232318,0.000118828,0.0977201,4.34584e-05,-1.79358e-09,6.45067e-13,-4.16681e-10,1.51544e-13,0.72536,0.635395,0.225649,-0.0778112,52.0385,10000000,0
0.2,0.0533585,2.72929e-05,0.022444,9.98164e-06,-0.0211153,1.08005e-05,-0.00888167,3.95e-06,0.232317,0.00011883,0.0977187,4.3459e-05,-1.79356e-09,6.45071e-13,-4.16675e-10,1.51545e-13,0.401668,0.348256,0.229679,-0.0908902,52.0187,10000000,0
0.25,0.0548746,2.80688e-05,0.0230815,1.02654e-05,-0.0250122,1.2794e-05,-0.0105207,4.67904e-06,0.232317,0.000118832,0.0977178,4.34596e-05,-1.79355e-09,6.45074e-13,-4.16671e-10,1.51546e-13,0.241853,0.202828,0.236206,-0.107664,51.9097,10000000,0
0.3,0.0565725,2.89376e-05,0.0237955,1.05832e-05,-0.0292947,1.49846e-05,-0.0123219,5.48022e-06,0.232317,0.000118833,0.0977171,4.34601e-05,-1.79353e-09,6.45077e-13,-4.16668e-10,1.51546e-13,0.152947,0.122701,0.243514,-0.126098,52.0713,10000000,0
0.35,0.0581734,2.97569e-05,0.0244688,1.08828e-05,-0.033624,1.71994e-05,-0.0141428,6.29019e-06,0.232317,0.000118835,0.0977165,4.34605e-05,-1.79352e-09,6.4508e-13,-4.16664e-10,1.51547e-13,0.0997526,0.0765243,0.250406,-0.144734,52.1447,10000000,0
