z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,AU,err_AU,BU,err_BU,denU,denL,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0724869,3.70763e-05,0.0304903,1.35597e-05,-0.0194149,9.93053e-06,-0.00816652,3.63184e-06,0.232318,0.000118828,0.0977202,4.34584e-05,-1.79358e-09,6.45066e-13,-4.16681e-10,1.51544e-13,0.585396,0.47972,0.312016,-0.0835705,55.8691,10000000,0
0.15,0.0725164,3.70923e-05,0.0305022,1.35655e-05,-0.0211269,1.08065e-05,-0.0088865,3.95218e-06,0.232317,0.000118831,0.0977184,4.34592e-05,-1.79356e-09,6.45072e-13,-4.16674e-10,1.51545e-13,0.275567,0.230366,0.312144,-0.0909399,55.9991,10000000,0
0.2,0.0733564,3.75227e-05,0.0308553,1.37229e-05,-0.0244349,1.24987e-05,-0.0102778,4.57108e-06,0.232317,0.000118833,0.0977173,4.34599e-05,-1.79354e-09,6.45076e-13,-4.16669e-10,1.51546e-13,0.152858,0.126023,0.31576,-0.105179,55.8832,10000000,0
0.25,0.0748387,3.82814e-05,0.0314785,1.40004e-05,-0.0290514,1.48604e-05,-0.0122196,5.43477e-06,0.232317,0.000118834,0.0977166,4.34604e-05,-1.79352e-09,6.4508e-13,-4.16665e-10,1.51547e-13,0.0925333,0.0729266,0.322141,-0.125051,56.0121,10000000,0
0.3,0.0765301,3.91471e-05,0.0321898,1.4317e-05,-0.0344273,1.76105e-05,-0.0144807,6.44054e-06,0.232316,0.000118836,0.097716,4.34609e-05,-1.79351e-09,6.45083e-13,-4.16662e-10,1.51548e-13,0.058916,0.0437194,0.329422,-0.148192,55.9801,10000000,0
0.35,0.0781273,3.99645e-05,0.0328614,1.46159e-05,-0.0401065,2.05157e-05,-0.0168694,7.50306e-06,0.232316,0.000118837,0.0977155,4.34614e-05,-1.7935e-09,6.45086e-13,-4.16659e-10,1.51548e-13,0.0386748,0.0270038,0.336297,-0.172637,56.0122,10000000,0
0.4,0.0795282,4.06816e-05,0.0334505,1.48782e-05,-0.0458426,2.34501e-05,-0.0192819,8.57624e-06,0.232316,0.000118838,0.0977151,4.34618e-05,-1.79349e-09,6.45088e-13,-4.16656e-10,1.51549e-13,0.0260829,0.0172528,0.342327,-0.197328,55.4542,10000000,0
0.45,0.0807731,4.13188e-05,0.0339741,1.51112e-05,-0.0516078,2.63995e-05,-0.0217068,9.65489e-06,0.232316,0.000118839,0.0977147,4.34622e-05,-1.79348e-09,6.45091e-13,-4.16654e-10,1.5155e-13,0.0180536,0.011376,0.347686,-0.222144,55.8605,10000000,0
0.5,0.081941,4.19165e-05,0.0344651,1.53298e-05,-0.0574446,2.93855e-05,-0.0241617,1.07469e-05,0.232316,0.00011884,0.0977144,4.34626e-05,-1.79347e-09,6.45093e-13,-4.16652e-10,1.5155e-13,0.0128265,0.00768582,0.352713,-0.247269,55.8572,10000000,0
0.55,0.0830659,4.24922e-05,0.0349382,1.55404e-05,-0.0632838,3.23727e-05,-0.0266177,1.18395e-05,0.232316,0.000118841,0.0977141,4.34629e-05,-1.79346e-09,6.45095e-13,-4.1665e-10,1.51551e-13,0.00933723,0.00526626,0.357555,-0.272404,55.7287,10000000,0
0.6,0.0841124,4.30278e-05,0.0353783,1.57363e-05,-0.0688386,3.52145e-05,-0.028954,1.28788e-05,0.232316,0.000118842,0.0977139,4.34632e-05,-1.79346e-09,6.45096e-13,-4.16649e-10,1.51551e-13,0.00691219,0.00361201,0.36206,-0.296314,55.9579,10000000,0
