z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,AU,err_AU,BU,err_BU,denU,denL,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0625617,3.19998e-05,0.0263153,1.17031e-05,-0.018748,9.58944e-06,-0.00788595,3.50709e-06,0.232318,0.000118829,0.0977197,4.34586e-05,-1.79358e-09,6.45068e-13,-4.1668e-10,1.51544e-13,0.585396,0.47972,0.269294,-0.0806997,56.1179,10000000,0
0.15,0.0626336,3.20374e-05,0.0263452,1.17168e-05,-0.0201528,1.03083e-05,-0.00847675,3.76997e-06,0.232317,0.000118831,0.0977181,4.34594e-05,-1.79355e-09,6.45073e-13,-4.16672e-10,1.51545e-13,0.275567,0.230366,0.269604,-0.086747,55.6984,10000000,0
0.2,0.0634402,3.24506e-05,0.0266842,1.18679e-05,-0.0231466,1.18398e-05,-0.00973591,4.33008e-06,0.232317,0.000118833,0.0977171,4.346e-05,-1.79353e-09,6.45077e-13,-4.16668e-10,1.51546e-13,0.152858,0.126023,0.273076,-0.0996337,55.4522,10000000,0
0.25,0.0648252,3.31595e-05,0.0272666,1.21272e-05,-0.0274865,1.40599e-05,-0.0115613,5.14203e-06,0.232317,0.000118835,0.0977164,4.34606e-05,-1.79352e-09,6.45081e-13,-4.16664e-10,1.51547e-13,0.0925333,0.0729266,0.279038,-0.118315,56.0718,10000000,0
0.3,0.0664029,3.39669e-05,0.0279301,1.24225e-05,-0.0326529,1.67029e-05,-0.0137343,6.10861e-06,0.232316,0.000118836,0.0977158,4.34611e-05,-1.79351e-09,6.45084e-13,-4.16661e-10,1.51548e-13,0.058916,0.0437194,0.285829,-0.140554,55.625,10000000,0
0.35,0.0679068,3.47366e-05,0.0285625,1.27039e-05,-0.0382015,1.95413e-05,-0.0160681,7.14671e-06,0.232316,0.000118837,0.0977154,4.34616e-05,-1.79349e-09,6.45087e-13,-4.16658e-10,1.51549e-13,0.0386748,0.0270038,0.292303,-0.164438,55.0103,10000000,0
0.4,0.0692495,3.54238e-05,0.0291272,1.29553e-05,-0.0438872,2.245e-05,-0.0184595,8.21047e-06,0.232316,0.000118839,0.097715,4.3462e-05,-1.79348e-09,6.45089e-13,-4.16656e-10,1.51549e-13,0.0260829,0.0172528,0.298083,-0.188911,53.9878,10000000,0
0.45,0.0704636,3.60451e-05,0.0296377,1.31825e-05,-0.0496798,2.54133e-05,-0.0208958,9.29423e-06,0.232316,0.00011884,0.0977146,4.34624e-05,-1.79347e-09,6.45092e-13,-4.16653e-10,1.5155e-13,0.0180536,0.011376,0.303309,-0.213845,55.2297,10000000,0
0.5,0.0716044,3.6629e-05,0.0301174,1.33961e-05,-0.0556185,2.84515e-05,-0.0233936,1.04054e-05,0.232316,0.000118841,0.0977143,4.34627e-05,-1.79347e-09,6.45094e-13,-4.16651e-10,1.5155e-13,0.0128265,0.00768582,0.308219,-0.239409,55.8999,10000000,0
0.55,0.0726775,3.71782e-05,0.0305687,1.35969e-05,-0.0616257,3.15246e-05,-0.0259203,1.15293e-05,0.232316,0.000118841,0.097714,4.3463e-05,-1.79346e-09,6.45095e-13,-4.1665e-10,1.51551e-13,0.00933723,0.00526626,0.312839,-0.265267,52.7431,10000000,0
0.6,0.0736252,3.76632e-05,0.0309673,1.37743e-05,-0.067395,3.44761e-05,-0.0283468,1.26087e-05,0.232316,0.000118842,0.0977138,4.34633e-05,-1.79345e-09,6.45097e-13,-4.16648e-10,1.51551e-13,0.00691219,0.00361201,0.316918,-0.290101,55.4604,10000000,0
0.65,0.0743617,3.80401e-05,0.031277,1.39122e-05,-0.07242,3.70468e-05,-0.0304603,1.35489e-05,0.232316,0.000118843,0.0977136,4.34635e-05,-1.79345e-09,6.45098e-13,-4.16647e-10,1.51551e-13,0.00512762,0.00244723,0.320088,-0.31173,53.366,10000000,0
0.7,0.0748289,3.82793e-05,0.0314735,1.39996e-05,-0.0760828,3.89208e-05,-0.0320008,1.42342e-05,0.232316,0.000118843,0.0977134,4.34637e-05,-1.79344e-09,6.451e-13,-4.16646e-10,1.51552e-13,0.00375721,0.00161971,0.3221,-0.327497,55.8776,10000000,0
