z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,AU,err_AU,BU,err_BU,denU,denL,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0511498,2.61706e-05,0.0215124,9.57121e-06,0.000361971,1.85201e-07,0.000152237,6.77325e-08,0.232319,0.000118865,0.097708,4.34718e-05,-1.79325e-09,6.45146e-13,-4.16605e-10,1.51561e-13,27.4663,25.8531,0.22017,0.00155808,55.8039,10000000,0
0.15,0.0506755,2.59279e-05,0.0213129,9.48246e-06,-0.000830394,4.24868e-07,-0.000349244,1.55384e-07,0.232319,0.000118865,0.097708,4.34718e-05,-1.79325e-09,6.45146e-13,-4.16605e-10,1.51561e-13,13.018,12.3279,0.218129,-0.00357437,55.8617,10000000,0
0.2,0.0511367,2.61584e-05,0.0215088,9.56675e-06,-0.0027032,1.38279e-06,-0.001137,5.05719e-07,0.232317,0.000118839,0.0977154,4.34622e-05,-1.79348e-09,6.4509e-13,-4.16656e-10,1.51549e-13,7.18591,6.77622,0.220117,-0.0116358,54.835,10000000,0
0.25,0.0524592,2.68314e-05,0.0220666,9.81301e-06,-0.00500565,2.56025e-06,-0.00210559,9.36355e-07,0.23232,0.000118825,0.0977236,4.34577e-05,-1.79361e-09,6.4506e-13,-4.16692e-10,1.51541e-13,4.2848,3.98547,0.225806,-0.0215464,55.8993,10000000,0
0.3,0.0541724,2.77076e-05,0.0227872,1.01335e-05,-0.00749009,3.83097e-06,-0.00315065,1.4011e-06,0.23232,0.000118825,0.0977236,4.34577e-05,-1.79362e-09,6.4506e-13,-4.16692e-10,1.51541e-13,2.67597,2.44399,0.23318,-0.0322405,50.5979,10000000,0
0.35,0.0558691,2.85757e-05,0.0235007,1.04509e-05,-0.0100295,5.12986e-06,-0.0042188,1.87613e-06,0.232319,0.000118826,0.0977225,4.34578e-05,-1.79361e-09,6.45062e-13,-4.16689e-10,1.51542e-13,1.72416,1.54601,0.240484,-0.0431712,55.2911,10000000,0
0.4,0.0573556,2.93364e-05,0.0241258,1.07291e-05,-0.0126001,6.44474e-06,-0.00530005,2.35701e-06,0.232318,0.000118827,0.0977213,4.34581e-05,-1.79359e-09,6.45064e-13,-4.16685e-10,1.51543e-13,1.1445,1.00972,0.246884,-0.0542364,55.8535,10000000,0
0.45,0.0586713,3.00098e-05,0.024679,1.09753e-05,-0.0151865,7.76774e-06,-0.00638792,2.84085e-06,0.232318,0.000118828,0.0977202,4.34584e-05,-1.79358e-09,6.45066e-13,-4.16681e-10,1.51543e-13,0.781391,0.679467,0.252548,-0.0653695,55.7026,10000000,0
0.5,0.0599974,3.06884e-05,0.0252366,1.12235e-05,-0.0176619,9.03398e-06,-0.0074291,3.30395e-06,0.232317,0.000118829,0.0977193,4.34587e-05,-1.79357e-09,6.45069e-13,-4.16678e-10,1.51544e-13,0.547606,0.469141,0.258256,-0.0760249,53.2099,10000000,0
0.55,0.0615195,3.14672e-05,0.0258767,1.15083e-05,-0.0197478,1.0101e-05,-0.00830642,3.69417e-06,0.232317,0.00011883,0.0977186,4.34591e-05,-1.79356e-09,6.45071e-13,-4.16675e-10,1.51545e-13,0.392387,0.330252,0.264808,-0.0850034,55.1316,10000000,0
