z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,AU,err_AU,BU,err_BU,denU,denL,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0557033,2.84907e-05,0.0234312,1.04198e-05,-0.00859738,4.39731e-06,-0.00361643,1.60822e-06,0.23232,0.000118825,0.0977238,4.34577e-05,-1.79362e-09,6.4506e-13,-4.16693e-10,1.51541e-13,3.41457,3.04915,0.23977,-0.0370067,55.1639,10000000,0
0.15,0.0554726,2.83729e-05,0.023334,1.03767e-05,-0.00985429,5.04023e-06,-0.00414511,1.84335e-06,0.232319,0.000118826,0.0977227,4.34578e-05,-1.79361e-09,6.45061e-13,-4.1669e-10,1.51542e-13,1.61407,1.45776,0.238777,-0.042417,55.7882,10000000,0
0.2,0.0561455,2.87176e-05,0.0236167,1.05028e-05,-0.012144,6.21148e-06,-0.00510817,2.2717e-06,0.232318,0.000118827,0.0977208,4.34582e-05,-1.79359e-09,6.45065e-13,-4.16684e-10,1.51543e-13,0.892735,0.799934,0.241675,-0.0522731,56.0059,10000000,0
0.25,0.0576029,2.94636e-05,0.0242295,1.07755e-05,-0.015203,7.77624e-06,-0.00639482,2.84396e-06,0.232318,0.000118829,0.0977195,4.34587e-05,-1.79357e-09,6.45068e-13,-4.16679e-10,1.51544e-13,0.535557,0.467755,0.247949,-0.0654406,55.9011,10000000,0
0.3,0.0593839,3.03749e-05,0.0249784,1.11088e-05,-0.0186587,9.54397e-06,-0.00784835,3.49046e-06,0.232317,0.000118831,0.0977185,4.34591e-05,-1.79356e-09,6.45071e-13,-4.16675e-10,1.51545e-13,0.337093,0.284544,0.255616,-0.0803158,55.8175,10000000,0
0.35,0.0611205,3.12636e-05,0.0257087,1.14338e-05,-0.0222546,1.13834e-05,-0.00936081,4.16318e-06,0.232317,0.000118832,0.0977178,4.34596e-05,-1.79355e-09,6.45074e-13,-4.16671e-10,1.51546e-13,0.218856,0.1785,0.263091,-0.0957944,55.7657,10000000,0
0.4,0.0626578,3.20503e-05,0.0263551,1.17215e-05,-0.0258873,1.32417e-05,-0.0108887,4.84281e-06,0.232317,0.000118833,0.0977171,4.346e-05,-1.79353e-09,6.45077e-13,-4.16668e-10,1.51546e-13,0.146232,0.1157,0.269708,-0.111431,53.7314,10000000,0
0.45,0.0640341,3.27547e-05,0.0269339,1.19791e-05,-0.029539,1.51098e-05,-0.0124246,5.52598e-06,0.232317,0.000118834,0.0977166,4.34604e-05,-1.79352e-09,6.4508e-13,-4.16665e-10,1.51547e-13,0.10041,0.0773207,0.275633,-0.12715,55.9205,10000000,0
0.5,0.0653785,3.34427e-05,0.0274993,1.22307e-05,-0.0331327,1.69482e-05,-0.0139362,6.19833e-06,0.232316,0.000118835,0.0977162,4.34608e-05,-1.79351e-09,6.45082e-13,-4.16663e-10,1.51548e-13,0.0707736,0.0529988,0.28142,-0.142619,54.087,10000000,0
0.55,0.0667939,3.4167e-05,0.0280945,1.24956e-05,-0.0364354,1.86378e-05,-0.0153253,6.81625e-06,0.232316,0.000118836,0.0977158,4.34612e-05,-1.7935e-09,6.45084e-13,-4.1666e-10,1.51548e-13,0.0510532,0.0369775,0.287513,-0.156835,53.379,10000000,0
0.6,0.0682939,3.49346e-05,0.0287254,1.27764e-05,-0.0390508,1.99758e-05,-0.0164253,7.30559e-06,0.232316,0.000118837,0.0977154,4.34615e-05,-1.7935e-09,6.45086e-13,-4.16658e-10,1.51549e-13,0.0373878,0.0259774,0.29397,-0.168093,55.6873,10000000,0
0.65,0.0697786,3.56943e-05,0.0293497,1.30542e-05,-0.0405831,2.07597e-05,-0.0170697,7.5923e-06,0.232316,0.000118838,0.0977151,4.34618e-05,-1.79349e-09,6.45088e-13,-4.16656e-10,1.51549e-13,0.0274065,0.0181395,0.30036,-0.174689,55.9903,10000000,0
0.7,0.0711451,3.63936e-05,0.0299244,1.331e-05,-0.0406658,2.08022e-05,-0.0171045,7.60784e-06,0.232316,0.000118839,0.0977148,4.34622e-05,-1.79348e-09,6.4509e-13,-4.16654e-10,1.5155e-13,0.0198369,0.0124473,0.306243,-0.175045,52.8078,10000000,0
0.75,0.072287,3.6978e-05,0.0304046,1.35237e-05,-0.0391862,2.00455e-05,-0.0164821,7.33109e-06,0.232316,0.00011884,0.0977144,4.34626e-05,-1.79347e-09,6.45093e-13,-4.16652e-10,1.5155e-13,0.013883,0.00825584,0.311158,-0.168676,50.9895,10000000,0
0.8,0.0731485,3.74191e-05,0.0307668,1.3685e-05,-0.0363237,1.85814e-05,-0.015278,6.79563e-06,0.232316,0.000118841,0.097714,4.3463e-05,-1.79346e-09,6.45095e-13,-4.1665e-10,1.51551e-13,0.00912584,0.00516431,0.314866,-0.156355,54.5353,10000000,0
0.1,0.0499879,2.55673e-05,0.0210271,9.3507e-06,-0.0102308,5.23273e-06,-0.0043035,1.91376e-06,0.23232,0.000118825,0.0977239,4.34577e-05,-1.79362e-09,6.45059e-13,-4.16693e-10,1.51541e-13,3.41457,3.04915,0.215168,-0.0440373,55.6965,10000000,0
0.15,0.0499161,2.5531e-05,0.0209966,9.33736e-06,-0.0117564,6.01312e-06,-0.00494519,2.19916e-06,0.232319,0.000118826,0.0977224,4.34579e-05,-1.7936e-09,6.45062e-13,-4.16688e-10,1.51542e-13,1.61407,1.45776,0.21486,-0.0506044,54.7007,10000000,0
0.2,0.0506595,2.59117e-05,0.0213091,9.47656e-06,-0.0142672,7.29747e-06,-0.00600123,2.66887e-06,0.232318,0.000118828,0.0977205,4.34583e-05,-1.79359e-09,6.45066e-13,-4.16682e-10,1.51543e-13,0.892735,0.799934,0.218061,-0.0614122,54.0932,10000000,0
0.25,0.0520883,2.6643e-05,0.0219098,9.74397e-06,-0.0174662,8.9339e-06,-0.00734679,3.26734e-06,0.232317,0.000118829,0.0977193,4.34588e-05,-1.79357e-09,6.45069e-13,-4.16678e-10,1.51544e-13,0.535557,0.467755,0.224212,-0.0751826,47.8424,10000000,0
0.3,0.0537828,2.751e-05,0.0226224,1.00611e-05,-0.020968,1.07252e-05,-0.00881965,3.92245e-06,0.232317,0.000118831,0.0977183,4.34592e-05,-1.79356e-09,6.45072e-13,-4.16674e-10,1.51545e-13,0.337093,0.284544,0.231506,-0.0902558,53.7263,10000000,0
0.35,0.0554187,2.83472e-05,0.0233103,1.03672e-05,-0.0245186,1.25415e-05,-0.0103131,4.58671e-06,0.232317,0.000118832,0.0977176,4.34597e-05,-1.79354e-09,6.45075e-13,-4.1667e-10,1.51546e-13,0.218856,0.1785,0.238548,-0.105539,52.4301,10000000,0
