z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,AU,err_AU,BU,err_BU,denU,denL,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0532577,2.72424e-05,0.0224012,9.96315e-06,-0.014509,7.42166e-06,-0.00610277,2.71427e-06,0.232317,0.000118834,0.0977166,4.34605e-05,-1.79352e-09,6.4508e-13,-4.16665e-10,1.51547e-13,0.13973,0.103122,0.229246,-0.0624538,50.2647,10000000,0
0.15,0.0535525,2.73937e-05,0.0225249,1.00185e-05,-0.0175004,8.95197e-06,-0.00736091,3.27394e-06,0.232316,0.000118837,0.0977156,4.34613e-05,-1.7935e-09,6.45085e-13,-4.16659e-10,1.51548e-13,0.0654761,0.0498185,0.230515,-0.0753299,55.4818,10000000,0
0.2,0.0540754,2.76616e-05,0.0227447,1.01165e-05,-0.0216698,1.10849e-05,-0.00911457,4.05401e-06,0.232316,0.000118839,0.0977149,4.3462e-05,-1.79348e-09,6.45089e-13,-4.16655e-10,1.51549e-13,0.0364373,0.0271421,0.232766,-0.0932772,55.7862,10000000,0
0.25,0.0547181,2.79907e-05,0.023015,1.02369e-05,-0.0268235,1.37214e-05,-0.0112822,5.01823e-06,0.232316,0.00011884,0.0977144,4.34625e-05,-1.79347e-09,6.45092e-13,-4.16652e-10,1.5155e-13,0.0222766,0.0154851,0.235533,-0.115461,54.7187,10000000,0
0.3,0.0553458,2.83121e-05,0.0232789,1.03544e-05,-0.0326261,1.66899e-05,-0.0137228,6.10388e-06,0.232316,0.000118841,0.097714,4.3463e-05,-1.79346e-09,6.45095e-13,-4.1665e-10,1.51551e-13,0.0143592,0.00909486,0.238235,-0.140439,51.9776,10000000,0
0.35,0.0558975,2.85946e-05,0.0235109,1.04577e-05,-0.0387796,1.98378e-05,-0.0163109,7.25516e-06,0.232316,0.000118842,0.0977137,4.34633e-05,-1.79345e-09,6.45097e-13,-4.16648e-10,1.51551e-13,0.00953535,0.00549203,0.24061,-0.166926,55.2878,10000000,0
0.4,0.0563724,2.88377e-05,0.0237106,1.05466e-05,-0.045094,2.30681e-05,-0.0189668,8.43656e-06,0.232316,0.000118843,0.0977135,4.34636e-05,-1.79345e-09,6.45099e-13,-4.16647e-10,1.51552e-13,0.00649255,0.00343323,0.242654,-0.194106,55.6211,10000000,0
0.45,0.0567868,2.90498e-05,0.0238848,1.06242e-05,-0.0515339,2.63626e-05,-0.0216754,9.64143e-06,0.232316,0.000118843,0.0977133,4.34638e-05,-1.79344e-09,6.451e-13,-4.16645e-10,1.51552e-13,0.00453029,0.00221667,0.244438,-0.221827,56.2258,10000000,0
0.5,0.0571396,2.92304e-05,0.0240332,1.06902e-05,-0.058165,2.97549e-05,-0.0244645,1.08821e-05,0.232316,0.000118844,0.0977132,4.34639e-05,-1.79344e-09,6.45101e-13,-4.16645e-10,1.51552e-13,0.0032441,0.00146293,0.245956,-0.25037,53.3456,10000000,0
0.55,0.0574051,2.93662e-05,0.0241449,1.07399e-05,-0.0650418,3.32728e-05,-0.0273569,1.21687e-05,0.232316,0.000118844,0.0977132,4.3464e-05,-1.79344e-09,6.45101e-13,-4.16644e-10,1.51552e-13,0.00238267,0.0009721,0.247099,-0.279971,53.4883,10000000,0
0.6,0.0575479,2.94393e-05,0.0242049,1.07666e-05,-0.0721178,3.68927e-05,-0.0303331,1.34925e-05,0.232316,0.000118844,0.0977131,4.3464e-05,-1.79344e-09,6.45101e-13,-4.16644e-10,1.51552e-13,0.0017822,0.000638625,0.247714,-0.31043,54.1798,10000000,0
0.65,0.0575546,2.94427e-05,0.0242077,1.07679e-05,-0.0791806,4.05058e-05,-0.0333037,1.48139e-05,0.232316,0.000118844,0.0977131,4.34641e-05,-1.79344e-09,6.45102e-13,-4.16644e-10,1.51552e-13,0.00133694,0.000408045,0.247743,-0.340832,52.5136,10000000,0
0.7,0.0574308,2.93794e-05,0.0241556,1.07447e-05,-0.0858836,4.39348e-05,-0.036123,1.6068e-05,0.232316,0.000118844,0.0977131,4.34641e-05,-1.79344e-09,6.45102e-13,-4.16644e-10,1.51552e-13,0.000990723,0.000249881,0.24721,-0.369684,52.363,10000000,0
0.75,0.05721,2.92665e-05,0.0240628,1.07034e-05,-0.0916643,4.6892e-05,-0.0385544,1.71495e-05,0.232316,0.000118844,0.0977131,4.34641e-05,-1.79344e-09,6.45102e-13,-4.16644e-10,1.51552e-13,0.00070877,0.000144495,0.246259,-0.394567,52.209,10000000,0
0.8,0.0569363,2.91264e-05,0.0239476,1.06522e-05,-0.0957638,4.89891e-05,-0.0402786,1.79165e-05,0.232316,0.000118844,0.0977131,4.34641e-05,-1.79344e-09,6.45102e-13,-4.16644e-10,1.51552e-13,0.000474796,7.74491e-05,0.245081,-0.412213,52.15,10000000,0
0.1,0.0621966,3.18147e-05,0.0261611,1.16353e-05,-0.0152394,7.79524e-06,-0.00641,2.85089e-06,0.232317,0.000118834,0.0977168,4.34603e-05,-1.79353e-09,6.45079e-13,-4.16666e-10,1.51547e-13,0.13973,0.103122,0.267724,-0.0655977,52.2673,10000000,0
0.15,0.0624423,3.1941e-05,0.0262642,1.16815e-05,-0.0181202,9.26901e-06,-0.00762164,3.38989e-06,0.232316,0.000118836,0.0977158,4.34612e-05,-1.7935e-09,6.45084e-13,-4.1666e-10,1.51548e-13,0.0654761,0.0498185,0.268781,-0.0779981,52.2435,10000000,0
0.2,0.0629688,3.22108e-05,0.0264854,1.17802e-05,-0.0223953,1.1456e-05,-0.00941976,4.18973e-06,0.232316,0.000118838,0.0977151,4.34618e-05,-1.79349e-09,6.45088e-13,-4.16656e-10,1.51549e-13,0.0364373,0.0271421,0.271048,-0.0964002,52.1116,10000000,0
0.25,0.0636648,3.25672e-05,0.0267781,1.19106e-05,-0.0278672,1.42553e-05,-0.0117212,5.21348e-06,0.232316,0.00011884,0.0977146,4.34624e-05,-1.79347e-09,6.45091e-13,-4.16653e-10,1.5155e-13,0.0222766,0.0154851,0.274044,-0.119954,52.3066,10000000,0
0.3,0.0643696,3.29281e-05,0.0270744,1.20426e-05,-0.0341657,1.74774e-05,-0.0143704,6.39189e-06,0.232316,0.000118841,0.0977142,4.34628e-05,-1.79346e-09,6.45094e-13,-4.16651e-10,1.5155e-13,0.0143592,0.00909486,0.277077,-0.147066,52.303,10000000,0
0.35,0.0650012,3.32515e-05,0.02734,1.21608e-05,-0.0409533,2.09498e-05,-0.0172253,7.66181e-06,0.232316,0.000118842,0.0977138,4.34632e-05,-1.79346e-09,6.45096e-13,-4.16649e-10,1.51551e-13,0.00953535,0.00549203,0.279796,-0.176283,52.3303,10000000,0
0.4,0.0655502,3.35326e-05,0.0275708,1.22636e-05,-0.0480109,2.45602e-05,-0.0201937,8.98225e-06,0.232316,0.000118843,0.0977136,4.34635e-05,-1.79345e-09,6.45098e-13,-4.16647e-10,1.51551e-13,0.00649255,0.00343323,0.28216,-0.206662,51.9068,10000000,0
0.45,0.0660341,3.37803e-05,0.0277743,1.23542e-05,-0.0552953,2.82868e-05,-0.0232575,1.03451e-05,0.232316,0.000118843,0.0977134,4.34637e-05,-1.79344e-09,6.451e-13,-4.16646e-10,1.51552e-13,0.00453029,0.00221667,0.284242,-0.238018,51.6491,10000000,0
0.5,0.0664563,3.39964e-05,0.0279518,1.24333e-05,-0.0628818,3.21678e-05,-0.0264484,1.17645e-05,0.232316,0.000118844,0.0977133,4.34639e-05,-1.79344e-09,6.45101e-13,-4.16645e-10,1.51552e-13,0.0032441,0.00146293,0.28606,-0.270674,51.8312,10000000,0
0.55,0.0667928,3.41686e-05,0.0280934,1.24963e-05,-0.0708333,3.62356e-05,-0.0297928,1.32522e-05,0.232316,0.000118844,0.0977132,4.3464e-05,-1.79344e-09,6.45101e-13,-4.16645e-10,1.51552e-13,0.00238267,0.0009721,0.287508,-0.304901,51.9393,10000000,0
0.6,0.0670052,3.42773e-05,0.0281827,1.2536e-05,-0.0790947,4.04618e-05,-0.0332676,1.47978e-05,0.232316,0.000118844,0.0977132,4.3464e-05,-1.79344e-09,6.45101e-13,-4.16644e-10,1.51552e-13,0.0017822,0.000638625,0.288423,-0.340461,52.038,10000000,0
0.65,0.0670731,3.4312e-05,0.0282112,1.25487e-05,-0.0874114,4.47163e-05,-0.0367656,1.63538e-05,0.232316,0.000118844,0.0977131,4.34641e-05,-1.79344e-09,6.45102e-13,-4.16644e-10,1.51552e-13,0.00133694,0.000408045,0.288715,-0.376261,51.6315,10000000,0
0.7,0.0669966,3.42729e-05,0.028179,1.25344e-05,-0.0953649,4.8785e-05,-0.0401109,1.78418e-05,0.232316,0.000118844,0.0977131,4.34641e-05,-1.79344e-09,6.45102e-13,-4.16644e-10,1.51552e-13,0.000990723,0.000249881,0.288385,-0.410496,51.8141,10000000,0
0.75,0.0668062,3.41755e-05,0.028099,1.24988e-05,-0.102271,5.2318e-05,-0.0430156,1.91339e-05,0.232316,0.000118844,0.0977131,4.34641e-05,-1.79344e-09,6.45102e-13,-4.16644e-10,1.51552e-13,0.00070877,0.000144495,0.287566,-0.440224,52.1958,10000000,0
0.8,0.0665467,3.40428e-05,0.0279898,1.24503e-05,-0.1072,5.48393e-05,-0.0450886,2.0056e-05,0.232316,0.000118844,0.0977131,4.34641e-05,-1.79344e-09,6.45102e-13,-4.16644e-10,1.51552e-13,0.000474796,7.74491e-05,0.286449,-0.461439,51.6897,10000000,0
0.1,0.0636441,3.2555e-05,0.0267699,1.19061e-05,-0.0146298,7.48341e-06,-0.0061536,2.73685e-06,0.232317,0.000118834,0.0977169,4.34602e-05,-1.79353e-09,6.45078e-13,-4.16666e-10,1.51547e-13,0.13973,0.103122,0.273954,-0.0629737,51.8195,10000000,0
0.15,0.0638378,3.26548e-05,0.0268512,1.19426e-05,-0.0171729,8.78442e-06,-0.00722319,3.21266e-06,0.232316,0.000118836,0.0977158,4.34611e-05,-1.79351e-09,6.45084e-13,-4.16661e-10,1.51548e-13,0.0654761,0.0498185,0.274788,-0.0739204,52.291,10000000,0
0.2,0.0643272,3.29057e-05,0.0270568,1.20343e-05,-0.0211556,1.08219e-05,-0.00889833,3.9578e-06,0.232316,0.000118838,0.0977152,4.34618e-05,-1.79349e-09,6.45088e-13,-4.16657e-10,1.51549e-13,0.0364373,0.0271421,0.276895,-0.091064,51.8617,10000000,0
0.25,0.0650077,3.32542e-05,0.0273429,1.21618e-05,-0.0264007,1.3505e-05,-0.0111044,4.9391e-06,0.232316,0.00011884,0.0977146,4.34623e-05,-1.79348e-09,6.45091e-13,-4.16654e-10,1.5155e-13,0.0222766,0.0154851,0.279824,-0.113641,51.693,10000000,0
0.3,0.0657133,3.36155e-05,0.0276396,1.2294e-05,-0.0325456,1.66486e-05,-0.013689,6.08878e-06,0.232316,0.000118841,0.0977142,4.34628e-05,-1.79347e-09,6.45094e-13,-4.16651e-10,1.5155e-13,0.0143592,0.00909486,0.282862,-0.140092,51.3526,10000000,0
0.35,0.0663541,3.39435e-05,0.027909,1.24139e-05,-0.0392529,2.00799e-05,-0.0165101,7.34368e-06,0.232316,0.000118842,0.0977139,4.34632e-05,-1.79346e-09,6.45096e-13,-4.16649e-10,1.51551e-13,0.00953535,0.00549203,0.28562,-0.168963,52.181,10000000,0
