,z2,<dsig|1;0>,err[1],<dsig|2;0>,err[2],<ALL|0;0>,err[3],<ALL|1;0>,err[4],<dsig|0;1>,err[5],<dsig|1;-1>,err[6],<dsig|1;1>,err[7],<dsig|2;1>,err[8],<dsig|2;-1>,err[9],<ALL|0;1>,err[10],<ALL|1;-1>,err[11],<ALL|1;1>,err[12],AUzi,err[13],AUcfqzi,err[14],AUc2fqzi,err[15],ALzi,err[16],ALcfqzi,err[17],BUcf12zi,err[18],BUcfqmf12zi,err[19],BUcfqpf12zi,err[20],BUc2fqmf12zi,err[21],BUc2fqpf12zi,err[22],BLcf12zi,err[23],BLcfqmf12zi,err[24],BLcfqpf12zi,err[25],time[s],neval,fail
,0.1,0.18758,0.000142889,0.0826304,8.02403e-05,-0.00151807,1.05327e-06,-6.82965e-05,4.19018e-08,0.0085938,6.71106e-06,-0.00846471,6.86743e-06,0.00846471,6.86743e-06,0.0024545,2.14918e-06,0.0024545,2.14918e-06,-1.37261e-05,8.51199e-09,2.57515e-06,1.62892e-09,-2.57515e-06,1.62892e-09,0.0434033,2.13836e-05,0.0040708,2.36503e-06,0.00358643,3.00118e-06,-6.58893e-05,3.2189e-08,-1.48215e-06,5.41929e-10,0.00250361,1.51692e-06,-0.002466,1.58954e-06,0.002466,1.58954e-06,0.000715063,5.17602e-07,0.000715063,5.17602e-07,-3.9988e-06,1.50599e-09,7.50213e-07,2.97635e-10,-7.50213e-07,2.97635e-10,2.8545,10000000,1
,0.15,0.18758,0.000142889,0.0826304,8.02403e-05,-0.00151807,1.05327e-06,-6.82965e-05,4.19018e-08,0.00868883,6.78527e-06,-0.00855832,6.94338e-06,0.00855832,6.94338e-06,0.00248164,2.17295e-06,0.00248164,2.17295e-06,-1.38779e-05,8.60612e-09,2.60363e-06,1.64694e-09,-2.60363e-06,1.64694e-09,0.0434033,2.13836e-05,0.0040708,2.36503e-06,0.00358643,3.00118e-06,-6.58893e-05,3.2189e-08,-1.48215e-06,5.41929e-10,0.00250361,1.51692e-06,-0.002466,1.58954e-06,0.002466,1.58954e-06,0.000715063,5.17602e-07,0.000715063,5.17602e-07,-3.9988e-06,1.50599e-09,7.50213e-07,2.97635e-10,-7.50213e-07,2.97635e-10,2.86546,10000000,1
,0.2,0.18758,0.000142889,0.0826304,8.02403e-05,-0.00151807,1.05327e-06,-6.82965e-05,4.19018e-08,0.00897904,7.0119e-06,-0.00884417,7.17528e-06,0.00884417,7.17528e-06,0.00256453,2.24553e-06,0.00256453,2.24553e-06,-1.43414e-05,8.89356e-09,2.69059e-06,1.70194e-09,-2.69059e-06,1.70194e-09,0.0434033,2.13836e-05,0.0040708,2.36503e-06,0.00358643,3.00118e-06,-6.58893e-05,3.2189e-08,-1.48215e-06,5.41929e-10,0.00250361,1.51692e-06,-0.002466,1.58954e-06,0.002466,1.58954e-06,0.000715063,5.17602e-07,0.000715063,5.17602e-07,-3.9988e-06,1.50599e-09,7.50213e-07,2.97635e-10,-7.50213e-07,2.97635e-10,2.87148,10000000,1
,0.25,0.18758,0.000142889,0.0826304,8.02403e-05,-0.00151807,1.05327e-06,-6.82965e-05,4.19018e-08,0.00941298,7.35077e-06,-0.00927159,7.52205e-06,0.00927159,7.52205e-06,0.00268847,2.35405e-06,0.00268847,2.35405e-06,-1.50345e-05,9.32337e-09,2.82062e-06,1.78419e-09,-2.82062e-06,1.78419e-09,0.0434033,2.13836e-05,0.0040708,2.36503e-06,0.00358643,3.00118e-06,-6.58893e-05,3.2189e-08,-1.48215e-06,5.41929e-10,0.00250361,1.51692e-06,-0.002466,1.58954e-06,0.002466,1.58954e-06,0.000715063,5.17602e-07,0.000715063,5.17602e-07,-3.9988e-06,1.50599e-09,7.50213e-07,2.97635e-10,-7.50213e-07,2.97635e-10,2.86572,10000000,1
,0.3,0.18758,0.000142889,0.0826304,8.02403e-05,-0.00151807,1.05327e-06,-6.82965e-05,4.19018e-08,0.00988644,7.72051e-06,-0.00973794,7.9004e-06,0.00973794,7.9004e-06,0.00282369,2.47245e-06,0.00282369,2.47245e-06,-1.57908e-05,9.79233e-09,2.96249e-06,1.87394e-09,-2.96249e-06,1.87394e-09,0.0434033,2.13836e-05,0.0040708,2.36503e-06,0.00358643,3.00118e-06,-6.58893e-05,3.2189e-08,-1.48215e-06,5.41929e-10,0.00250361,1.51692e-06,-0.002466,1.58954e-06,0.002466,1.58954e-06,0.000715063,5.17602e-07,0.000715063,5.17602e-07,-3.9988e-06,1.50599e-09,7.50213e-07,2.97635e-10,-7.50213e-07,2.97635e-10,2.88789,10000000,1
,0.35,0.18758,0.000142889,0.0826304,8.02403e-05,-0.00151807,1.05327e-06,-6.82965e-05,4.19018e-08,0.0103394,8.07425e-06,-0.0101841,8.26238e-06,0.0101841,8.26238e-06,0.00295307,2.58574e-06,0.00295307,2.58574e-06,-1.65143e-05,1.0241e-08,3.09823e-06,1.9598e-09,-3.09823e-06,1.9598e-09,0.0434033,2.13836e-05,0.0040708,2.36503e-06,0.00358643,3.00118e-06,-6.58893e-05,3.2189e-08,-1.48215e-06,5.41929e-10,0.00250361,1.51692e-06,-0.002466,1.58954e-06,0.002466,1.58954e-06,0.000715063,5.17602e-07,0.000715063,5.17602e-07,-3.9988e-06,1.50599e-09,7.50213e-07,2.97635e-10,-7.50213e-07,2.97635e-10,2.90517,10000000,1
,0.4,0.18758,0.000142889,0.0826304,8.02403e-05,-0.00151807,1.05327e-06,-6.82965e-05,4.19018e-08,0.010774,8.41358e-06,-0.0106121,8.60963e-06,0.0106121,8.60963e-06,0.00307718,2.69441e-06,0.00307718,2.69441e-06,-1.72083e-05,1.06714e-08,3.22844e-06,2.04216e-09,-3.22844e-06,2.04216e-09,0.0434033,2.13836e-05,0.0040708,2.36503e-06,0.00358643,3.00118e-06,-6.58893e-05,3.2189e-08,-1.48215e-06,5.41929e-10,0.00250361,1.51692e-06,-0.002466,1.58954e-06,0.002466,1.58954e-06,0.000715063,5.17602e-07,0.000715063,5.17602e-07,-3.9988e-06,1.50599e-09,7.50213e-07,2.97635e-10,-7.50213e-07,2.97635e-10,3.14064,10000000,1
,0.45,0.18758,0.000142889,0.0826304,8.02403e-05,-0.00151807,1.05327e-06,-6.82965e-05,4.19018e-08,0.0112163,8.75905e-06,-0.0110479,8.96314e-06,0.0110479,8.96314e-06,0.00320353,2.80504e-06,0.00320353,2.80504e-06,-1.79149e-05,1.11096e-08,3.361e-06,2.12601e-09,-3.361e-06,2.12601e-09,0.0434033,2.13836e-05,0.0040708,2.36503e-06,0.00358643,3.00118e-06,-6.58893e-05,3.2189e-08,-1.48215e-06,5.41929e-10,0.00250361,1.51692e-06,-0.002466,1.58954e-06,0.002466,1.58954e-06,0.000715063,5.17602e-07,0.000715063,5.17602e-07,-3.9988e-06,1.50599e-09,7.50213e-07,2.97635e-10,-7.50213e-07,2.97635e-10,2.9415,10000000,1
,0.5,0.18758,0.000142889,0.0826304,8.02403e-05,-0.00151807,1.05327e-06,-6.82965e-05,4.19018e-08,0.0116709,9.11406e-06,-0.0114956,9.32642e-06,0.0114956,9.32642e-06,0.00333337,2.91873e-06,0.00333337,2.91873e-06,-1.8641e-05,1.15598e-08,3.49723e-06,2.21218e-09,-3.49723e-06,2.21218e-09,0.0434033,2.13836e-05,0.0040708,2.36503e-06,0.00358643,3.00118e-06,-6.58893e-05,3.2189e-08,-1.48215e-06,5.41929e-10,0.00250361,1.51692e-06,-0.002466,1.58954e-06,0.002466,1.58954e-06,0.000715063,5.17602e-07,0.000715063,5.17602e-07,-3.9988e-06,1.50599e-09,7.50213e-07,2.97635e-10,-7.50213e-07,2.97635e-10,3.33433,10000000,1
,0.55,0.18758,0.000142889,0.0826304,8.02403e-05,-0.00151807,1.05327e-06,-6.82965e-05,4.19018e-08,0.012089,9.44056e-06,-0.0119075,9.66053e-06,0.0119075,9.66053e-06,0.00345278,3.02329e-06,0.00345278,3.02329e-06,-1.93088e-05,1.1974e-08,3.62251e-06,2.29143e-09,-3.62251e-06,2.29143e-09,0.0434033,2.13836e-05,0.0040708,2.36503e-06,0.00358643,3.00118e-06,-6.58893e-05,3.2189e-08,-1.48215e-06,5.41929e-10,0.00250361,1.51692e-06,-0.002466,1.58954e-06,0.002466,1.58954e-06,0.000715063,5.17602e-07,0.000715063,5.17602e-07,-3.9988e-06,1.50599e-09,7.50213e-07,2.97635e-10,-7.50213e-07,2.97635e-10,3.74153,10000000,1
