,z2,<dsig|1;0>,err[1],<dsig|2;0>,err[2],<ALL|0;0>,err[3],<ALL|1;0>,err[4],<dsig|0;1>,err[5],<dsig|1;-1>,err[6],<dsig|1;1>,err[7],<dsig|2;1>,err[8],<dsig|2;-1>,err[9],<ALL|0;1>,err[10],<ALL|1;-1>,err[11],<ALL|1;1>,err[12],AUzi,err[13],AUcfqzi,err[14],AUc2fqzi,err[15],ALzi,err[16],ALcfqzi,err[17],BUcf12zi,err[18],BUcfqmf12zi,err[19],BUcfqpf12zi,err[20],BUc2fqmf12zi,err[21],BUc2fqpf12zi,err[22],BLcf12zi,err[23],BLcfqmf12zi,err[24],BLcfqpf12zi,err[25],time[s],neval,fail
,0.1,0.0666734,8.85081e-05,0.128719,8.8971e-05,-0.0054394,3.81611e-06,-0.000673238,3.4475e-07,-0.000689602,2.26682e-06,-0.00124112,2.61422e-06,0.00124112,2.61422e-06,0.00537554,3.45076e-06,0.00537554,3.45076e-06,-2.72486e-05,1.81883e-08,1.73624e-05,8.85983e-09,-1.73624e-05,8.85983e-09,0.000269892,1.04894e-07,8.99731e-06,1.14205e-08,3.47402e-05,1.98572e-08,-1.46805e-06,8.57458e-10,-9.08508e-08,3.02923e-11,-1.56952e-06,5.12305e-09,-2.82477e-06,5.84776e-09,2.82477e-06,5.84776e-09,1.22346e-05,6.25089e-09,1.22346e-05,6.25089e-09,-6.20174e-08,3.36554e-11,3.95166e-08,1.30671e-11,-3.95166e-08,1.30671e-11,3.69378,10000000,1
,0.15,0.0666734,8.85081e-05,0.128719,8.8971e-05,-0.0054394,3.81611e-06,-0.000673238,3.4475e-07,-0.000700288,2.30194e-06,-0.00126035,2.65473e-06,0.00126035,2.65473e-06,0.00545884,3.50424e-06,0.00545884,3.50424e-06,-2.76708e-05,1.84701e-08,1.76314e-05,8.99712e-09,-1.76314e-05,8.99712e-09,0.000269892,1.04894e-07,8.99731e-06,1.14205e-08,3.47402e-05,1.98572e-08,-1.46805e-06,8.57458e-10,-9.08508e-08,3.02923e-11,-1.56952e-06,5.12305e-09,-2.82477e-06,5.84776e-09,2.82477e-06,5.84776e-09,1.22346e-05,6.25089e-09,1.22346e-05,6.25089e-09,-6.20174e-08,3.36554e-11,3.95166e-08,1.30671e-11,-3.95166e-08,1.30671e-11,3.38039,10000000,1
,0.2,0.0666734,8.85081e-05,0.128719,8.8971e-05,-0.0054394,3.81611e-06,-0.000673238,3.4475e-07,-0.000729104,2.39667e-06,-0.00131222,2.76397e-06,0.00131222,2.76397e-06,0.00568346,3.64843e-06,0.00568346,3.64843e-06,-2.88095e-05,1.92301e-08,1.8357e-05,9.36734e-09,-1.8357e-05,9.36734e-09,0.000269892,1.04894e-07,8.99731e-06,1.14205e-08,3.47402e-05,1.98572e-08,-1.46805e-06,8.57458e-10,-9.08508e-08,3.02923e-11,-1.56952e-06,5.12305e-09,-2.82477e-06,5.84776e-09,2.82477e-06,5.84776e-09,1.22346e-05,6.25089e-09,1.22346e-05,6.25089e-09,-6.20174e-08,3.36554e-11,3.95166e-08,1.30671e-11,-3.95166e-08,1.30671e-11,3.5279,10000000,1
,0.25,0.0666734,8.85081e-05,0.128719,8.8971e-05,-0.0054394,3.81611e-06,-0.000673238,3.4475e-07,-0.000771356,2.53555e-06,-0.00138826,2.92414e-06,0.00138826,2.92414e-06,0.00601282,3.85986e-06,0.00601282,3.85986e-06,-3.0479e-05,2.03445e-08,1.94208e-05,9.91018e-09,-1.94208e-05,9.91018e-09,0.000269892,1.04894e-07,8.99731e-06,1.14205e-08,3.47402e-05,1.98572e-08,-1.46805e-06,8.57458e-10,-9.08508e-08,3.02923e-11,-1.56952e-06,5.12305e-09,-2.82477e-06,5.84776e-09,2.82477e-06,5.84776e-09,1.22346e-05,6.25089e-09,1.22346e-05,6.25089e-09,-6.20174e-08,3.36554e-11,3.95166e-08,1.30671e-11,-3.95166e-08,1.30671e-11,4.03467,10000000,1
,0.3,0.0666734,8.85081e-05,0.128719,8.8971e-05,-0.0054394,3.81611e-06,-0.000673238,3.4475e-07,-0.000818249,2.6897e-06,-0.00147265,3.10191e-06,0.00147265,3.10191e-06,0.00637836,4.09451e-06,0.00637836,4.09451e-06,-3.23319e-05,2.15813e-08,2.06014e-05,1.05126e-08,-2.06014e-05,1.05126e-08,0.000269892,1.04894e-07,8.99731e-06,1.14205e-08,3.47402e-05,1.98572e-08,-1.46805e-06,8.57458e-10,-9.08508e-08,3.02923e-11,-1.56952e-06,5.12305e-09,-2.82477e-06,5.84776e-09,2.82477e-06,5.84776e-09,1.22346e-05,6.25089e-09,1.22346e-05,6.25089e-09,-6.20174e-08,3.36554e-11,3.95166e-08,1.30671e-11,-3.95166e-08,1.30671e-11,4.06141,10000000,1
,0.35,0.0666734,8.85081e-05,0.128719,8.8971e-05,-0.0054394,3.81611e-06,-0.000673238,3.4475e-07,-0.000863918,2.83982e-06,-0.00155485,3.27504e-06,0.00155485,3.27504e-06,0.00673435,4.32304e-06,0.00673435,4.32304e-06,-3.41365e-05,2.27858e-08,2.17512e-05,1.10994e-08,-2.17512e-05,1.10994e-08,0.000269892,1.04894e-07,8.99731e-06,1.14205e-08,3.47402e-05,1.98572e-08,-1.46805e-06,8.57458e-10,-9.08508e-08,3.02923e-11,-1.56952e-06,5.12305e-09,-2.82477e-06,5.84776e-09,2.82477e-06,5.84776e-09,1.22346e-05,6.25089e-09,1.22346e-05,6.25089e-09,-6.20174e-08,3.36554e-11,3.95166e-08,1.30671e-11,-3.95166e-08,1.30671e-11,4.17523,10000000,1
,0.4,0.0666734,8.85081e-05,0.128719,8.8971e-05,-0.0054394,3.81611e-06,-0.000673238,3.4475e-07,-0.000906754,2.98062e-06,-0.00163194,3.43742e-06,0.00163194,3.43742e-06,0.00706826,4.53739e-06,0.00706826,4.53739e-06,-3.5829e-05,2.39156e-08,2.28297e-05,1.16497e-08,-2.28297e-05,1.16497e-08,0.000269892,1.04894e-07,8.99731e-06,1.14205e-08,3.47402e-05,1.98572e-08,-1.46805e-06,8.57458e-10,-9.08508e-08,3.02923e-11,-1.56952e-06,5.12305e-09,-2.82477e-06,5.84776e-09,2.82477e-06,5.84776e-09,1.22346e-05,6.25089e-09,1.22346e-05,6.25089e-09,-6.20174e-08,3.36554e-11,3.95166e-08,1.30671e-11,-3.95166e-08,1.30671e-11,3.72878,10000000,1
,0.45,0.0666734,8.85081e-05,0.128719,8.8971e-05,-0.0054394,3.81611e-06,-0.000673238,3.4475e-07,-0.000947399,3.11423e-06,-0.00170509,3.5915e-06,0.00170509,3.5915e-06,0.0073851,4.74078e-06,0.0073851,4.74078e-06,-3.74351e-05,2.49876e-08,2.38531e-05,1.21719e-08,-2.38531e-05,1.21719e-08,0.000269892,1.04894e-07,8.99731e-06,1.14205e-08,3.47402e-05,1.98572e-08,-1.46805e-06,8.57458e-10,-9.08508e-08,3.02923e-11,-1.56952e-06,5.12305e-09,-2.82477e-06,5.84776e-09,2.82477e-06,5.84776e-09,1.22346e-05,6.25089e-09,1.22346e-05,6.25089e-09,-6.20174e-08,3.36554e-11,3.95166e-08,1.30671e-11,-3.95166e-08,1.30671e-11,3.94244,10000000,1
,0.5,0.0666734,8.85081e-05,0.128719,8.8971e-05,-0.0054394,3.81611e-06,-0.000673238,3.4475e-07,-0.000985822,3.24053e-06,-0.00177425,3.73716e-06,0.00177425,3.73716e-06,0.00768461,4.93305e-06,0.00768461,4.93305e-06,-3.89533e-05,2.60011e-08,2.48204e-05,1.26656e-08,-2.48204e-05,1.26656e-08,0.000269892,1.04894e-07,8.99731e-06,1.14205e-08,3.47402e-05,1.98572e-08,-1.46805e-06,8.57458e-10,-9.08508e-08,3.02923e-11,-1.56952e-06,5.12305e-09,-2.82477e-06,5.84776e-09,2.82477e-06,5.84776e-09,1.22346e-05,6.25089e-09,1.22346e-05,6.25089e-09,-6.20174e-08,3.36554e-11,3.95166e-08,1.30671e-11,-3.95166e-08,1.30671e-11,3.41734,10000000,1
,0.55,0.0666734,8.85081e-05,0.128719,8.8971e-05,-0.0054394,3.81611e-06,-0.000673238,3.4475e-07,-0.00101953,3.35135e-06,-0.00183492,3.86496e-06,0.00183492,3.86496e-06,0.0079474,5.10174e-06,0.0079474,5.10174e-06,-4.02854e-05,2.68902e-08,2.56692e-05,1.30987e-08,-2.56692e-05,1.30987e-08,0.000269892,1.04894e-07,8.99731e-06,1.14205e-08,3.47402e-05,1.98572e-08,-1.46805e-06,8.57458e-10,-9.08508e-08,3.02923e-11,-1.56952e-06,5.12305e-09,-2.82477e-06,5.84776e-09,2.82477e-06,5.84776e-09,1.22346e-05,6.25089e-09,1.22346e-05,6.25089e-09,-6.20174e-08,3.36554e-11,3.95166e-08,1.30671e-11,-3.95166e-08,1.30671e-11,3.91928,10000000,1
