z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,AU,err_AU,BU,err_BU,denU,denL,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0517351,2.50108e-05,0.038185,1.75154e-05,-0.0102355,4.94824e-06,-0.0075547,3.46532e-06,0.230407,0.000111388,0.17006,7.80062e-05,-1.82738e-10,6.17856e-14,-4.21042e-11,1.45485e-14,3.30282,2.9533,0.224538,-0.0444236,51.9461,10000000,0
0.15,0.0517019,2.49951e-05,0.0381603,1.75044e-05,-0.0118336,5.72094e-06,-0.0087342,4.00644e-06,0.230407,0.000111389,0.170059,7.80073e-05,-1.82736e-10,6.17859e-14,-4.21036e-11,1.45486e-14,1.54816,1.39821,0.224394,-0.0513598,51.5738,10000000,0
0.2,0.0524915,2.53775e-05,0.0387428,1.77722e-05,-0.0143978,6.96076e-06,-0.0106267,4.87469e-06,0.230406,0.000111392,0.170058,7.80092e-05,-1.82733e-10,6.17865e-14,-4.21029e-11,1.45487e-14,0.85075,0.76141,0.227821,-0.0624887,51.9787,10000000,0
0.25,0.0539643,2.60903e-05,0.0398296,1.82713e-05,-0.0176264,8.52187e-06,-0.0130096,5.96795e-06,0.230406,0.000111395,0.170057,7.80111e-05,-1.8273e-10,6.17871e-14,-4.21021e-11,1.45489e-14,0.507728,0.442563,0.234214,-0.0765013,51.6564,10000000,0
0.3,0.0556929,2.69267e-05,0.0411053,1.8857e-05,-0.0211364,1.02191e-05,-0.0156001,7.15655e-06,0.230406,0.000111398,0.170056,7.80129e-05,-1.82727e-10,6.17877e-14,-4.21015e-11,1.4549e-14,0.318209,0.267941,0.241717,-0.0917354,51.5004,10000000,0
0.35,0.0573567,2.77318e-05,0.0423332,1.94208e-05,-0.0246798,1.19326e-05,-0.0182154,8.35651e-06,0.230406,0.000111401,0.170055,7.80148e-05,-1.82725e-10,6.17882e-14,-4.21008e-11,1.45491e-14,0.205886,0.167441,0.248938,-0.107114,51.4713,10000000,0
0.4,0.0588229,2.84413e-05,0.0434151,1.99177e-05,-0.028163,1.3617e-05,-0.0207861,9.53612e-06,0.230406,0.000111403,0.170055,7.80166e-05,-1.82722e-10,6.17888e-14,-4.21002e-11,1.45492e-14,0.137194,0.108199,0.255301,-0.122232,51.9666,10000000,0
0.45,0.0601341,2.90759e-05,0.0443827,2.03621e-05,-0.0315744,1.52668e-05,-0.0233039,1.06915e-05,0.230406,0.000111406,0.170054,7.80183e-05,-1.8272e-10,6.17894e-14,-4.20997e-11,1.45494e-14,0.0939934,0.0721051,0.260992,-0.137038,51.5766,10000000,0
0.5,0.061398,2.96877e-05,0.0453154,2.07905e-05,-0.0348449,1.68485e-05,-0.0257176,1.17991e-05,0.230406,0.000111408,0.170054,7.80199e-05,-1.82717e-10,6.17899e-14,-4.20992e-11,1.45495e-14,0.0661172,0.0492901,0.266477,-0.151232,51.5608,10000000,0
0.55,0.0626975,3.03166e-05,0.0462745,2.1231e-05,-0.0377626,1.82597e-05,-0.027871,1.27874e-05,0.230406,0.00011141,0.170053,7.80214e-05,-1.82715e-10,6.17904e-14,-4.20987e-11,1.45496e-14,0.0475691,0.0342715,0.272118,-0.163896,51.8941,10000000,0
0.6,0.0640292,3.09611e-05,0.0472572,2.16823e-05,-0.0399919,1.93379e-05,-0.0295163,1.35425e-05,0.230406,0.000111412,0.170053,7.80229e-05,-1.82713e-10,6.17908e-14,-4.20983e-11,1.45497e-14,0.0347277,0.0239866,0.277897,-0.173571,51.8856,10000000,0
0.65,0.0653057,3.15789e-05,0.0481992,2.2115e-05,-0.0412068,1.99258e-05,-0.0304129,1.39542e-05,0.230406,0.000111414,0.170052,7.80243e-05,-1.82712e-10,6.17913e-14,-4.20978e-11,1.45498e-14,0.025351,0.0166741,0.283437,-0.178844,51.6599,10000000,0
0.7,0.0664431,3.21295e-05,0.0490386,2.25006e-05,-0.041121,1.98846e-05,-0.0303495,1.39254e-05,0.230406,0.000111416,0.170052,7.80257e-05,-1.8271e-10,6.17918e-14,-4.20974e-11,1.45499e-14,0.0182534,0.0113809,0.288374,-0.178472,51.5742,10000000,0
0.75,0.0673609,3.25739e-05,0.0497159,2.28118e-05,-0.0396857,1.91909e-05,-0.0292902,1.34396e-05,0.230406,0.000111418,0.170052,7.80271e-05,-1.82708e-10,6.17923e-14,-4.2097e-11,1.455e-14,0.0126919,0.00750094,0.292358,-0.172243,51.3946,10000000,0
0.8,0.0680268,3.28965e-05,0.0502073,2.30378e-05,-0.0370861,1.79341e-05,-0.0273714,1.25595e-05,0.230406,0.00011142,0.170051,7.80286e-05,-1.82706e-10,6.17928e-14,-4.20965e-11,1.45501e-14,0.0082758,0.00465549,0.295248,-0.16096,51.4779,10000000,0
0.1,0.050064,2.42029e-05,0.0369516,1.69496e-05,-0.0101652,4.91426e-06,-0.00750282,3.44152e-06,0.230407,0.000111388,0.17006,7.80062e-05,-1.82738e-10,6.17856e-14,-4.21042e-11,1.45485e-14,3.30282,2.9533,0.217285,-0.0441186,51.5358,10000000,0
0.15,0.0500484,2.41958e-05,0.0369399,1.69446e-05,-0.0117857,5.69777e-06,-0.00869882,3.99022e-06,0.230407,0.00011139,0.170059,7.80074e-05,-1.82736e-10,6.1786e-14,-4.21036e-11,1.45486e-14,1.54816,1.39821,0.217218,-0.0511517,51.1248,10000000,0
0.2,0.0508176,2.45684e-05,0.0375074,1.72055e-05,-0.0142884,6.90791e-06,-0.010546,4.83768e-06,0.230406,0.000111393,0.170058,7.80093e-05,-1.82733e-10,6.17865e-14,-4.21028e-11,1.45487e-14,0.85075,0.76141,0.220557,-0.0620141,51.4084,10000000,0
