z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,AU,err_AU,BU,err_BU,denU,denL,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0575135,2.78139e-05,0.0424476,1.94784e-05,-0.00478081,2.31203e-06,-0.00352846,1.61915e-06,0.230407,0.000111426,0.170051,7.80332e-05,-1.827e-10,6.17944e-14,-4.20954e-11,1.45505e-14,8.37567,7.77603,0.249617,-0.0207495,51.9165,10000000,0
0.15,0.0572119,2.76587e-05,0.0422273,1.93697e-05,-0.00624652,3.01984e-06,-0.00461047,2.11483e-06,0.230407,0.000111388,0.17006,7.80067e-05,-1.82737e-10,6.17857e-14,-4.21039e-11,1.45485e-14,3.93294,3.6757,0.248308,-0.0271109,51.6332,10000000,0
0.2,0.0579188,2.80003e-05,0.0427491,1.9609e-05,-0.00852141,4.11959e-06,-0.00628953,2.885e-06,0.230407,0.000111388,0.17006,7.80064e-05,-1.82738e-10,6.17856e-14,-4.21041e-11,1.45485e-14,2.1579,2.00463,0.251376,-0.0369842,51.7394,10000000,0
0.25,0.0595145,2.87722e-05,0.0439266,2.01495e-05,-0.0112998,5.46287e-06,-0.00834017,3.82571e-06,0.230407,0.00011139,0.170059,7.80075e-05,-1.82736e-10,6.1786e-14,-4.21036e-11,1.45486e-14,1.28216,1.17036,0.258302,-0.0490428,50.728,10000000,0
0.3,0.0614855,2.97257e-05,0.0453811,2.08172e-05,-0.0142531,6.89078e-06,-0.0105199,4.82568e-06,0.230406,0.000111392,0.170058,7.80089e-05,-1.82734e-10,6.17864e-14,-4.2103e-11,1.45487e-14,0.799079,0.712839,0.266857,-0.0618606,51.5884,10000000,0
0.35,0.063415,3.06592e-05,0.046805,2.14709e-05,-0.0171956,8.31354e-06,-0.0126916,5.82205e-06,0.230406,0.000111394,0.170057,7.80105e-05,-1.82731e-10,6.17869e-14,-4.21024e-11,1.45488e-14,0.514204,0.448249,0.275231,-0.0746317,51.4785,10000000,0
0.4,0.0651096,3.14792e-05,0.0480556,2.20452e-05,-0.0200769,9.70675e-06,-0.0148182,6.79773e-06,0.230406,0.000111397,0.170056,7.80121e-05,-1.82729e-10,6.17874e-14,-4.21018e-11,1.45489e-14,0.341045,0.291301,0.282586,-0.0871369,51.5301,10000000,0
0.45,0.0666221,3.22111e-05,0.0491717,2.25577e-05,-0.0228876,1.10659e-05,-0.0168926,7.74955e-06,0.230406,0.000111399,0.170056,7.80137e-05,-1.82726e-10,6.17879e-14,-4.21012e-11,1.4549e-14,0.232696,0.195145,0.289151,-0.0993358,51.1714,10000000,0
0.5,0.0681246,3.29382e-05,0.0502805,2.30669e-05,-0.0255321,1.23448e-05,-0.0188444,8.64515e-06,0.230406,0.000111401,0.170055,7.80152e-05,-1.82724e-10,6.17884e-14,-4.21007e-11,1.45491e-14,0.163007,0.134139,0.295672,-0.110814,51.4526,10000000,0
0.55,0.0697855,3.37419e-05,0.0515062,2.36297e-05,-0.0277711,1.34276e-05,-0.0204969,9.40343e-06,0.230406,0.000111403,0.170055,7.80167e-05,-1.82722e-10,6.17888e-14,-4.21002e-11,1.45493e-14,0.116716,0.0939033,0.302881,-0.120531,51.6086,10000000,0
0.6,0.0716566,3.46472e-05,0.0528871,2.42638e-05,-0.0292721,1.41536e-05,-0.0216047,9.91188e-06,0.230406,0.000111405,0.170054,7.80181e-05,-1.8272e-10,6.17893e-14,-4.20997e-11,1.45494e-14,0.084722,0.0662951,0.311002,-0.127046,51.4871,10000000,0
0.65,0.0736392,3.56065e-05,0.0543503,2.49356e-05,-0.0297632,1.43913e-05,-0.0219671,1.00783e-05,0.230406,0.000111407,0.170054,7.80196e-05,-1.82718e-10,6.17898e-14,-4.20993e-11,1.45495e-14,0.0614536,0.0465681,0.319606,-0.129177,51.6935,10000000,0
0.7,0.0756139,3.6562e-05,0.0558076,2.56047e-05,-0.0290382,1.4041e-05,-0.021432,9.83306e-06,0.230406,0.000111409,0.170053,7.80211e-05,-1.82716e-10,6.17903e-14,-4.20988e-11,1.45496e-14,0.0439553,0.0321654,0.328177,-0.126031,51.9161,10000000,0
0.75,0.0774163,3.74343e-05,0.0571377,2.62156e-05,-0.0271461,1.31264e-05,-0.0200354,9.19252e-06,0.230406,0.000111412,0.170053,7.80227e-05,-1.82714e-10,6.17908e-14,-4.20983e-11,1.45497e-14,0.0303697,0.0214646,0.336,-0.117818,51.1615,10000000,0
0.8,0.0789312,3.81678e-05,0.0582556,2.67293e-05,-0.0243363,1.1768e-05,-0.0179616,8.24126e-06,0.230406,0.000111415,0.170052,7.80247e-05,-1.82711e-10,6.17915e-14,-4.20977e-11,1.45498e-14,0.0196924,0.0134819,0.342575,-0.105624,51.7805,10000000,0
0.1,0.0520841,2.51882e-05,0.0384405,1.76396e-05,-0.00423636,2.04873e-06,-0.00312663,1.43475e-06,0.230407,0.000111426,0.170051,7.80331e-05,-1.827e-10,6.17943e-14,-4.20954e-11,1.45505e-14,8.37567,7.77603,0.226053,-0.0183865,52.2074,10000000,0
0.15,0.0518099,2.5047e-05,0.0382402,1.75407e-05,-0.00555242,2.68426e-06,-0.00409817,1.87982e-06,0.230407,0.000111388,0.17006,7.80064e-05,-1.82738e-10,6.17856e-14,-4.21041e-11,1.45485e-14,3.93294,3.6757,0.224863,-0.0240983,51.4932,10000000,0
0.2,0.0524553,2.53591e-05,0.0387165,1.77593e-05,-0.00765485,3.70067e-06,-0.00564993,2.59163e-06,0.230407,0.000111388,0.17006,7.80066e-05,-1.82738e-10,6.17857e-14,-4.2104e-11,1.45485e-14,2.1579,2.00463,0.227664,-0.0332232,51.5804,10000000,0
0.25,0.0539118,2.60637e-05,0.0397913,1.82527e-05,-0.0102674,4.96379e-06,-0.00757819,3.4762e-06,0.230406,0.00011139,0.170059,7.80078e-05,-1.82735e-10,6.17861e-14,-4.21034e-11,1.45486e-14,1.28216,1.17036,0.233985,-0.0445622,50.9067,10000000,0
0.3,0.0557127,2.69349e-05,0.0411203,1.88628e-05,-0.0130839,6.32558e-06,-0.00965696,4.42987e-06,0.230406,0.000111393,0.170058,7.80093e-05,-1.82733e-10,6.17865e-14,-4.21028e-11,1.45487e-14,0.799079,0.712839,0.241802,-0.0567864,51.6923,10000000,0
0.35,0.0574793,2.77896e-05,0.042424,1.94613e-05,-0.0159272,7.70037e-06,-0.0117555,5.39264e-06,0.230406,0.000111395,0.170057,7.80109e-05,-1.8273e-10,6.1787e-14,-4.21022e-11,1.45488e-14,0.514204,0.448249,0.249469,-0.0691268,51.8568,10000000,0
0.4,0.0590357,2.85427e-05,0.0435725,1.99887e-05,-0.0187464,9.06355e-06,-0.0138362,6.34729e-06,0.230406,0.000111397,0.170056,7.80125e-05,-1.82728e-10,6.17875e-14,-4.21016e-11,1.4549e-14,0.341045,0.291301,0.256224,-0.0813624,50.9416,10000000,0
0.45,0.060429,2.9217e-05,0.0446007,2.04609e-05,-0.0215278,1.04086e-05,-0.015889,7.2892e-06,0.230406,0.0001114,0.170055,7.80142e-05,-1.82726e-10,6.1788e-14,-4.21011e-11,1.45491e-14,0.232696,0.195145,0.262272,-0.0934344,51.0885,10000000,0
0.5,0.0618137,2.98871e-05,0.0456226,2.09302e-05,-0.0241717,1.16871e-05,-0.0178403,8.18457e-06,0.230406,0.000111402,0.170055,7.80157e-05,-1.82723e-10,6.17885e-14,-4.21005e-11,1.45492e-14,0.163007,0.134139,0.268282,-0.104909,51.7356,10000000,0
