z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,AU,err_AU,BU,err_BU,denU,denL,Collins_U,Collins_L,time[s],neval,fail
0.1,0.050685,2.45049e-05,0.0374093,1.7161e-05,-0.0189594,9.16636e-06,-0.0139934,6.41929e-06,0.230406,0.000111395,0.170057,7.80112e-05,-1.8273e-10,6.17871e-14,-4.21021e-11,1.45489e-14,0.558565,0.458728,0.219981,-0.0822867,51.4591,10000000,0
0.15,0.0510941,2.47037e-05,0.0377109,1.73003e-05,-0.021095,1.01994e-05,-0.0155696,7.1427e-06,0.230406,0.0001114,0.170055,7.80146e-05,-1.82725e-10,6.17882e-14,-4.21009e-11,1.45491e-14,0.260841,0.218012,0.221757,-0.0915559,52.1297,10000000,0
0.2,0.0520519,2.51678e-05,0.0384177,1.76252e-05,-0.024519,1.18552e-05,-0.0180966,8.30232e-06,0.230406,0.000111404,0.170054,7.80173e-05,-1.82721e-10,6.1789e-14,-4.21e-11,1.45493e-14,0.143809,0.118291,0.225914,-0.106416,51.9905,10000000,0
0.25,0.0533776,2.58095e-05,0.0393959,1.80746e-05,-0.028938,1.39923e-05,-0.021358,9.79895e-06,0.230406,0.000111407,0.170054,7.80197e-05,-1.82718e-10,6.17898e-14,-4.20992e-11,1.45495e-14,0.0866259,0.0680124,0.231668,-0.125596,52.2725,10000000,0
0.3,0.0547657,2.64814e-05,0.0404203,1.85452e-05,-0.0338653,1.63752e-05,-0.0249946,1.14677e-05,0.230406,0.00011141,0.170053,7.80218e-05,-1.82715e-10,6.17905e-14,-4.20986e-11,1.45496e-14,0.0549248,0.0405664,0.237692,-0.146981,52.016,10000000,0
0.35,0.0560372,2.70969e-05,0.0413586,1.89762e-05,-0.0389209,1.88203e-05,-0.0287258,1.318e-05,0.230406,0.000111413,0.170053,7.80237e-05,-1.82712e-10,6.17911e-14,-4.2098e-11,1.45498e-14,0.0359338,0.0249524,0.243211,-0.168923,52.0211,10000000,0
0.4,0.0571481,2.76346e-05,0.0421784,1.93528e-05,-0.0439054,2.1231e-05,-0.0324046,1.48683e-05,0.230406,0.000111416,0.170052,7.80254e-05,-1.8271e-10,6.17917e-14,-4.20975e-11,1.45499e-14,0.0241707,0.0158882,0.248032,-0.190557,52.0604,10000000,0
0.45,0.0581303,2.81101e-05,0.0429032,1.96858e-05,-0.0488069,2.36016e-05,-0.0360221,1.65285e-05,0.230406,0.000111418,0.170052,7.80269e-05,-1.82708e-10,6.17922e-14,-4.2097e-11,1.455e-14,0.0166948,0.0104425,0.252295,-0.21183,51.661,10000000,0
0.5,0.0590111,2.85365e-05,0.0435532,1.99844e-05,-0.0536593,2.59485e-05,-0.0396033,1.8172e-05,0.230406,0.000111419,0.170051,7.80282e-05,-1.82707e-10,6.17927e-14,-4.20967e-11,1.45501e-14,0.011839,0.00703242,0.256118,-0.23289,51.7589,10000000,0
0.55,0.0597739,2.89057e-05,0.0441162,2.0243e-05,-0.0584064,2.82444e-05,-0.0431069,1.97799e-05,0.230406,0.000111421,0.170051,7.80291e-05,-1.82705e-10,6.1793e-14,-4.20964e-11,1.45502e-14,0.00859719,0.00479871,0.259429,-0.253493,52.0592,10000000,0
