z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,AU,err_AU,BU,err_BU,denU,denL,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0719451,3.47829e-05,0.053101,2.43588e-05,-0.0190087,9.19007e-06,-0.0140299,6.4359e-06,0.230406,0.000111393,0.170057,7.80099e-05,-1.82732e-10,6.17867e-14,-4.21026e-11,1.45488e-14,0.558565,0.458728,0.312253,-0.082501,51.2658,10000000,0
0.15,0.0720252,3.48231e-05,0.0531596,2.4387e-05,-0.0207884,1.00509e-05,-0.0153433,7.03874e-06,0.230406,0.000111398,0.170056,7.80131e-05,-1.82727e-10,6.17877e-14,-4.21014e-11,1.4549e-14,0.260841,0.218012,0.312601,-0.0902252,51.7343,10000000,0
0.2,0.0728898,3.52424e-05,0.0537975,2.46806e-05,-0.0241247,1.16644e-05,-0.0178056,8.16866e-06,0.230406,0.000111402,0.170055,7.80158e-05,-1.82723e-10,6.17885e-14,-4.21005e-11,1.45492e-14,0.143809,0.118291,0.316354,-0.104705,52.0988,10000000,0
0.25,0.0743651,3.59568e-05,0.0548862,2.51809e-05,-0.028733,1.38929e-05,-0.0212068,9.72933e-06,0.230406,0.000111405,0.170054,7.80181e-05,-1.8272e-10,6.17893e-14,-4.20998e-11,1.45494e-14,0.0866259,0.0680124,0.322757,-0.124706,52.0255,10000000,0
0.3,0.0760297,3.67627e-05,0.0561145,2.57452e-05,-0.0340779,1.64777e-05,-0.0251515,1.15395e-05,0.230406,0.000111408,0.170054,7.80202e-05,-1.82717e-10,6.179e-14,-4.20991e-11,1.45495e-14,0.0549248,0.0405664,0.329982,-0.147904,51.8785,10000000,0
0.35,0.0775977,3.75218e-05,0.0572716,2.62769e-05,-0.0397223,1.92074e-05,-0.0293174,1.34511e-05,0.230406,0.000111411,0.170053,7.80222e-05,-1.82714e-10,6.17906e-14,-4.20985e-11,1.45497e-14,0.0359338,0.0249524,0.336787,-0.172401,51.6681,10000000,0
0.4,0.0789716,3.8187e-05,0.0582854,2.67427e-05,-0.0454251,2.19655e-05,-0.0335263,1.53826e-05,0.230406,0.000111414,0.170052,7.8024e-05,-1.82712e-10,6.17912e-14,-4.20979e-11,1.45498e-14,0.0241707,0.0158882,0.34275,-0.197153,51.7397,10000000,0
0.45,0.0801947,3.87792e-05,0.059188,2.71575e-05,-0.0511638,2.47409e-05,-0.0377617,1.73263e-05,0.230406,0.000111416,0.170052,7.80256e-05,-1.8271e-10,6.17918e-14,-4.20974e-11,1.45499e-14,0.0166948,0.0104425,0.348058,-0.222059,51.6521,10000000,0
0.5,0.0813411,3.93342e-05,0.060034,2.75462e-05,-0.0569716,2.75498e-05,-0.042048,1.92934e-05,0.230406,0.000111418,0.170052,7.8027e-05,-1.82708e-10,6.17923e-14,-4.2097e-11,1.455e-14,0.011839,0.00703242,0.353034,-0.247266,52.3595,10000000,0
0.55,0.0824433,3.98678e-05,0.0608474,2.79198e-05,-0.062772,3.03552e-05,-0.046329,2.12581e-05,0.230406,0.000111419,0.170051,7.80281e-05,-1.82707e-10,6.17926e-14,-4.20967e-11,1.45501e-14,0.00859719,0.00479871,0.357817,-0.272441,51.5794,10000000,0
0.6,0.0834628,4.03613e-05,0.0615998,2.82654e-05,-0.0682753,3.30168e-05,-0.0503906,2.31221e-05,0.230406,0.000111421,0.170051,7.80291e-05,-1.82705e-10,6.1793e-14,-4.20964e-11,1.45502e-14,0.00634504,0.00327682,0.362242,-0.296326,52.1884,10000000,0
