z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,AU,err_AU,BU,err_BU,denU,denL,Collins_U,Collins_L,time[s],neval,fail
0.1,0.064057,3.09695e-05,0.0472789,2.16882e-05,-0.0183284,8.8612e-06,-0.0135278,6.20559e-06,0.230406,0.000111394,0.170057,7.80103e-05,-1.82731e-10,6.17868e-14,-4.21024e-11,1.45488e-14,0.558565,0.458728,0.278018,-0.0795483,51.6164,10000000,0
0.15,0.0641525,3.1017e-05,0.047349,2.17215e-05,-0.0198143,9.58e-06,-0.0146243,6.70896e-06,0.230406,0.000111399,0.170056,7.80135e-05,-1.82726e-10,6.17878e-14,-4.21013e-11,1.4549e-14,0.260841,0.218012,0.278432,-0.0859973,52.2331,10000000,0
0.2,0.0649749,3.14157e-05,0.0479557,2.20007e-05,-0.0228537,1.10499e-05,-0.0168676,7.73835e-06,0.230406,0.000111403,0.170055,7.80163e-05,-1.82723e-10,6.17887e-14,-4.21004e-11,1.45492e-14,0.143809,0.118291,0.282002,-0.099189,51.749,10000000,0
0.25,0.0663628,3.20877e-05,0.0489799,2.24713e-05,-0.0272028,1.31531e-05,-0.0200774,9.21124e-06,0.230406,0.000111406,0.170054,7.80186e-05,-1.82719e-10,6.17894e-14,-4.20996e-11,1.45494e-14,0.0866259,0.0680124,0.288025,-0.118065,51.8406,10000000,0
0.3,0.0679319,3.28474e-05,0.0501378,2.30033e-05,-0.0323526,1.56435e-05,-0.0238781,1.09553e-05,0.230406,0.000111409,0.170053,7.80207e-05,-1.82716e-10,6.17901e-14,-4.20989e-11,1.45495e-14,0.0549248,0.0405664,0.294836,-0.140416,51.8051,10000000,0
0.35,0.0694232,3.35693e-05,0.0512383,2.35089e-05,-0.0378764,1.83149e-05,-0.0279549,1.28261e-05,0.230406,0.000111412,0.170053,7.80227e-05,-1.82714e-10,6.17908e-14,-4.20983e-11,1.45497e-14,0.0359338,0.0249524,0.301308,-0.16439,51.9132,10000000,0
0.4,0.0707492,3.42112e-05,0.0522168,2.39585e-05,-0.0435338,2.1051e-05,-0.0321304,1.47422e-05,0.230406,0.000111414,0.170052,7.80245e-05,-1.82711e-10,6.17914e-14,-4.20978e-11,1.45498e-14,0.0241707,0.0158882,0.307063,-0.188944,51.9584,10000000,0
0.45,0.0719463,3.47908e-05,0.0531002,2.43643e-05,-0.0493,2.38398e-05,-0.0363861,1.66953e-05,0.230406,0.000111416,0.170052,7.8026e-05,-1.82709e-10,6.17919e-14,-4.20973e-11,1.45499e-14,0.0166948,0.0104425,0.312259,-0.21397,51.749,10000000,0
0.5,0.0730709,3.53351e-05,0.0539301,2.47456e-05,-0.0552055,2.66959e-05,-0.0407445,1.86954e-05,0.230406,0.000111418,0.170052,7.80274e-05,-1.82708e-10,6.17924e-14,-4.20969e-11,1.45501e-14,0.011839,0.00703242,0.31714,-0.239601,51.8607,10000000,0
0.55,0.0741337,3.58496e-05,0.0547144,2.51058e-05,-0.061166,2.95787e-05,-0.0451436,2.07143e-05,0.230406,0.00011142,0.170051,7.80285e-05,-1.82706e-10,6.17928e-14,-4.20966e-11,1.45501e-14,0.00859719,0.00479871,0.321752,-0.265471,52.3588,10000000,0
0.6,0.0750807,3.63079e-05,0.0554133,2.54268e-05,-0.066873,3.23388e-05,-0.0493556,2.26472e-05,0.230406,0.000111421,0.170051,7.80293e-05,-1.82705e-10,6.17931e-14,-4.20963e-11,1.45502e-14,0.00634504,0.00327682,0.325863,-0.29024,52.2139,10000000,0
0.65,0.0758304,3.66708e-05,0.0559666,2.5681e-05,-0.0718269,3.47347e-05,-0.0530118,2.43251e-05,0.230406,0.000111422,0.170051,7.803e-05,-1.82704e-10,6.17933e-14,-4.20961e-11,1.45503e-14,0.00468731,0.00220869,0.329117,-0.311741,52.408,10000000,0
0.7,0.0763274,3.69114e-05,0.0563334,2.58495e-05,-0.0754223,3.64736e-05,-0.0556653,2.55429e-05,0.230406,0.000111423,0.170051,7.80305e-05,-1.82704e-10,6.17935e-14,-4.2096e-11,1.45503e-14,0.00341639,0.00145318,0.331274,-0.327345,51.7872,10000000,0
0.75,0.0765597,3.70239e-05,0.0565048,2.59282e-05,-0.0771147,3.72923e-05,-0.0569144,2.61162e-05,0.230406,0.000111423,0.170051,7.80309e-05,-1.82703e-10,6.17936e-14,-4.20959e-11,1.45503e-14,0.00240277,0.000919867,0.332282,-0.334691,52.444,10000000,0
0.8,0.0765622,3.70252e-05,0.0565066,2.59292e-05,-0.0766017,3.70443e-05,-0.0565357,2.59425e-05,0.230406,0.000111423,0.170051,7.80311e-05,-1.82703e-10,6.17937e-14,-4.20958e-11,1.45503e-14,0.0015823,0.000548065,0.332293,-0.332464,51.8097,10000000,0
0.1,0.051549,2.49226e-05,0.038047,1.74535e-05,-0.0198371,9.59071e-06,-0.0146412,6.71647e-06,0.230406,0.000111395,0.170057,7.80112e-05,-1.8273e-10,6.17871e-14,-4.21021e-11,1.45489e-14,0.558565,0.458728,0.223731,-0.0860961,52.4036,10000000,0
0.15,0.0520134,2.51482e-05,0.0383894,1.76115e-05,-0.02214,1.07046e-05,-0.0163408,7.49653e-06,0.230406,0.0001114,0.170055,7.80146e-05,-1.82725e-10,6.17882e-14,-4.21009e-11,1.45491e-14,0.260841,0.218012,0.225747,-0.0960914,51.5267,10000000,0
0.2,0.053027,2.56392e-05,0.0391374,1.79554e-05,-0.0257426,1.24469e-05,-0.0189997,8.71664e-06,0.230406,0.000111404,0.170054,7.80173e-05,-1.82721e-10,6.1789e-14,-4.21e-11,1.45493e-14,0.143809,0.118291,0.230146,-0.111727,52.0238,10000000,0
0.25,0.0543998,2.63037e-05,0.0401504,1.84207e-05,-0.0303377,1.46691e-05,-0.0223911,1.02729e-05,0.230406,0.000111407,0.170054,7.80196e-05,-1.82718e-10,6.17898e-14,-4.20993e-11,1.45495e-14,0.0866259,0.0680124,0.236104,-0.131671,51.7034,10000000,0
0.3,0.0558231,2.69927e-05,0.0412007,1.89032e-05,-0.0354247,1.71293e-05,-0.0261455,1.19958e-05,0.230406,0.00011141,0.170053,7.80218e-05,-1.82715e-10,6.17905e-14,-4.20986e-11,1.45496e-14,0.0549248,0.0405664,0.242281,-0.153749,51.97,10000000,0
0.35,0.0571197,2.76203e-05,0.0421576,1.93428e-05,-0.0406167,1.96403e-05,-0.0299774,1.37543e-05,0.230406,0.000111413,0.170053,7.80237e-05,-1.82712e-10,6.17911e-14,-4.2098e-11,1.45498e-14,0.0359338,0.0249524,0.247909,-0.176283,51.1409,10000000,0
0.4,0.058249,2.8167e-05,0.0429909,1.97256e-05,-0.0457126,2.21049e-05,-0.0337384,1.54803e-05,0.230406,0.000111416,0.170052,7.80254e-05,-1.8271e-10,6.17917e-14,-4.20975e-11,1.45499e-14,0.0241707,0.0158882,0.25281,-0.1984,51.5701,10000000,0
0.45,0.0592442,2.86488e-05,0.0437253,2.0063e-05,-0.0507027,2.45183e-05,-0.0374213,1.71705e-05,0.230406,0.000111418,0.170052,7.80269e-05,-1.82708e-10,6.17922e-14,-4.2097e-11,1.455e-14,0.0166948,0.0104425,0.25713,-0.220058,52.2674,10000000,0
0.5,0.0601311,2.90781e-05,0.0443799,2.03637e-05,-0.0556234,2.68983e-05,-0.0410529,1.88372e-05,0.230406,0.000111419,0.170051,7.80282e-05,-1.82707e-10,6.17926e-14,-4.20967e-11,1.45501e-14,0.011839,0.00703242,0.260979,-0.241415,51.7306,10000000,0
0.55,0.0608904,2.94456e-05,0.0449402,2.06211e-05,-0.0604203,2.92183e-05,-0.0445932,2.04619e-05,0.230406,0.000111421,0.170051,7.80291e-05,-1.82705e-10,6.1793e-14,-4.20964e-11,1.45502e-14,0.00859719,0.00479871,0.264274,-0.262234,51.7052,10000000,0
