z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,AU,err_AU,BU,err_BU,denU,denL,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0649058,3.13827e-05,0.0479047,2.19776e-05,-0.0145116,7.01655e-06,-0.0107105,4.91376e-06,0.230406,0.000111404,0.170054,7.80172e-05,-1.82721e-10,6.1789e-14,-4.21e-11,1.45493e-14,0.130456,0.0967489,0.281702,-0.0629829,51.8145,10000000,0
0.15,0.0651093,3.14826e-05,0.0480546,2.20476e-05,-0.0171163,8.27633e-06,-0.0126328,5.79599e-06,0.230406,0.000111409,0.170053,7.8021e-05,-1.82716e-10,6.17902e-14,-4.20988e-11,1.45496e-14,0.0606742,0.0462145,0.282585,-0.0742876,51.6396,10000000,0
0.2,0.0656047,3.17233e-05,0.04842,2.22161e-05,-0.0211584,1.02312e-05,-0.0156161,7.16501e-06,0.230406,0.000111413,0.170053,7.80238e-05,-1.82712e-10,6.17912e-14,-4.2098e-11,1.45498e-14,0.0335712,0.024956,0.284735,-0.091831,51.7738,10000000,0
0.25,0.066286,3.20536e-05,0.0489226,2.24475e-05,-0.0264621,1.27962e-05,-0.0195305,8.96128e-06,0.230406,0.000111416,0.170052,7.8026e-05,-1.82709e-10,6.17919e-14,-4.20973e-11,1.45499e-14,0.020425,0.0141409,0.287692,-0.11485,51.2368,10000000,0
0.3,0.0669894,3.23944e-05,0.0494416,2.26862e-05,-0.0326691,1.5798e-05,-0.0241115,1.10635e-05,0.230406,0.000111419,0.170052,7.80277e-05,-1.82707e-10,6.17925e-14,-4.20968e-11,1.45501e-14,0.0131095,0.00826185,0.290745,-0.141789,51.878,10000000,0
0.35,0.0676276,3.27036e-05,0.0499126,2.29027e-05,-0.0394515,1.90781e-05,-0.0291172,1.33606e-05,0.230406,0.000111421,0.170051,7.80291e-05,-1.82705e-10,6.1793e-14,-4.20964e-11,1.45502e-14,0.00867526,0.00496762,0.293515,-0.171226,51.7276,10000000,0
0.4,0.068186,3.2974e-05,0.0503246,2.30921e-05,-0.0465884,2.25296e-05,-0.0343845,1.57778e-05,0.230406,0.000111422,0.170051,7.803e-05,-1.82704e-10,6.17933e-14,-4.20962e-11,1.45503e-14,0.00589085,0.00309441,0.295938,-0.202201,51.5731,10000000,0
0.45,0.0686813,3.32138e-05,0.0506902,2.326e-05,-0.0540428,2.61347e-05,-0.0398863,1.83025e-05,0.230406,0.000111423,0.170051,7.80306e-05,-1.82704e-10,6.17935e-14,-4.2096e-11,1.45503e-14,0.00410173,0.00199073,0.298088,-0.234555,51.7975,10000000,0
0.5,0.0691195,3.34258e-05,0.0510136,2.34085e-05,-0.0618884,2.99289e-05,-0.0456766,2.09596e-05,0.230406,0.000111423,0.170051,7.80309e-05,-1.82703e-10,6.17936e-14,-4.20959e-11,1.45503e-14,0.00293177,0.00130887,0.29999,-0.268606,51.877,10000000,0
0.55,0.0694794,3.36e-05,0.0512792,2.35305e-05,-0.0701896,3.39434e-05,-0.0518033,2.3771e-05,0.230406,0.000111423,0.170051,7.80311e-05,-1.82703e-10,6.17937e-14,-4.20958e-11,1.45503e-14,0.00214799,0.000865458,0.301552,-0.304634,51.5803,10000000,0
