z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,AU,err_AU,BU,err_BU,denU,denL,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0803557,3.88524e-05,0.0593078,2.72087e-05,-0.0147439,7.12874e-06,-0.0108819,4.99232e-06,0.230406,0.000111403,0.170055,7.80162e-05,-1.82723e-10,6.17887e-14,-4.21004e-11,1.45492e-14,0.130456,0.0967489,0.348757,-0.0639908,51.4873,10000000,0
0.15,0.0804696,3.89093e-05,0.0593914,2.72486e-05,-0.0172319,8.3321e-06,-0.0127182,5.83504e-06,0.230406,0.000111408,0.170054,7.80199e-05,-1.82717e-10,6.17899e-14,-4.20992e-11,1.45495e-14,0.0606742,0.0462145,0.349251,-0.0747891,52.2371,10000000,0
0.2,0.0809345,3.91356e-05,0.0597343,2.7407e-05,-0.0212628,1.02816e-05,-0.0156932,7.20028e-06,0.230406,0.000111412,0.170053,7.80228e-05,-1.82713e-10,6.17908e-14,-4.20983e-11,1.45497e-14,0.0335712,0.024956,0.351269,-0.0922843,51.9242,10000000,0
0.25,0.0816473,3.94813e-05,0.0602602,2.76492e-05,-0.0266684,1.28958e-05,-0.0196827,9.03104e-06,0.230406,0.000111415,0.170052,7.80251e-05,-1.8271e-10,6.17916e-14,-4.20976e-11,1.45499e-14,0.020425,0.0141409,0.354363,-0.115745,52.0058,10000000,0
0.3,0.0824123,3.98522e-05,0.0608246,2.79089e-05,-0.0330787,1.59959e-05,-0.0244138,1.12021e-05,0.230406,0.000111418,0.170052,7.8027e-05,-1.82708e-10,6.17922e-14,-4.2097e-11,1.455e-14,0.0131095,0.00826185,0.357683,-0.143567,51.633,10000000,0
0.35,0.0831142,4.01924e-05,0.0613425,2.81471e-05,-0.0401505,1.9416e-05,-0.0296331,1.35972e-05,0.230406,0.00011142,0.170051,7.80284e-05,-1.82706e-10,6.17927e-14,-4.20966e-11,1.45501e-14,0.00867526,0.00496762,0.360729,-0.17426,51.7392,10000000,0
0.4,0.0837247,4.04882e-05,0.061793,2.83543e-05,-0.0476502,2.3043e-05,-0.0351682,1.61373e-05,0.230406,0.000111421,0.170051,7.80295e-05,-1.82705e-10,6.17931e-14,-4.20963e-11,1.45502e-14,0.00589085,0.00309441,0.363379,-0.20681,51.1332,10000000,0
0.45,0.084265,4.07498e-05,0.0621917,2.85375e-05,-0.0555406,2.68589e-05,-0.0409917,1.88096e-05,0.230406,0.000111422,0.170051,7.80303e-05,-1.82704e-10,6.17934e-14,-4.20961e-11,1.45503e-14,0.00410173,0.00199073,0.365724,-0.241055,51.782,10000000,0
0.5,0.0847544,4.09867e-05,0.0625529,2.87035e-05,-0.063903,3.09031e-05,-0.0471635,2.16418e-05,0.230406,0.000111423,0.170051,7.80307e-05,-1.82703e-10,6.17935e-14,-4.20959e-11,1.45503e-14,0.00293177,0.00130887,0.367848,-0.27735,52.1311,10000000,0
0.55,0.0851868,4.11959e-05,0.062872,2.885e-05,-0.0728097,3.52104e-05,-0.0537371,2.46583e-05,0.230406,0.000111423,0.170051,7.8031e-05,-1.82703e-10,6.17936e-14,-4.20959e-11,1.45503e-14,0.00214799,0.000865458,0.369725,-0.316006,51.6759,10000000,0
0.6,0.085532,4.13629e-05,0.0631267,2.89669e-05,-0.0821882,3.97459e-05,-0.0606589,2.78345e-05,0.230406,0.000111423,0.170051,7.80311e-05,-1.82703e-10,6.17937e-14,-4.20958e-11,1.45503e-14,0.0016016,0.000565614,0.371223,-0.35671,51.9778,10000000,0
0.65,0.0857602,4.14733e-05,0.0632952,2.90443e-05,-0.0917414,4.43659e-05,-0.0677096,3.10699e-05,0.230406,0.000111424,0.170051,7.80312e-05,-1.82703e-10,6.17937e-14,-4.20958e-11,1.45504e-14,0.0011962,0.000359264,0.372213,-0.398173,52.1069,10000000,0
0.7,0.0858587,4.1521e-05,0.0633678,2.90776e-05,-0.100973,4.88304e-05,-0.0745232,3.41965e-05,0.230406,0.000111424,0.170051,7.80313e-05,-1.82703e-10,6.17938e-14,-4.20958e-11,1.45504e-14,0.000881474,0.000218549,0.372641,-0.438241,51.5186,10000000,0
0.75,0.0858395,4.15117e-05,0.0633537,2.90712e-05,-0.109063,5.27425e-05,-0.0804937,3.69362e-05,0.230406,0.000111424,0.170051,7.80313e-05,-1.82703e-10,6.17938e-14,-4.20958e-11,1.45504e-14,0.000626214,0.000125454,0.372557,-0.473351,51.8534,10000000,0
0.8,0.0857317,4.14596e-05,0.0632742,2.90347e-05,-0.114881,5.55561e-05,-0.0847877,3.89066e-05,0.230406,0.000111424,0.170051,7.80314e-05,-1.82703e-10,6.17938e-14,-4.20958e-11,1.45504e-14,0.00041592,6.66526e-05,0.37209,-0.498602,52.3212,10000000,0
0.1,0.0651607,3.1506e-05,0.0480928,2.20639e-05,-0.014211,6.8712e-06,-0.0104886,4.81196e-06,0.230406,0.000111404,0.170054,7.80172e-05,-1.82721e-10,6.1789e-14,-4.21e-11,1.45493e-14,0.130456,0.0967489,0.282808,-0.0616782,51.3047,10000000,0
0.15,0.065356,3.16019e-05,0.0482366,2.21311e-05,-0.0168875,8.16568e-06,-0.012464,5.7185e-06,0.230406,0.000111409,0.170053,7.8021e-05,-1.82716e-10,6.17902e-14,-4.20988e-11,1.45496e-14,0.0606742,0.0462145,0.283656,-0.0732944,51.8715,10000000,0
0.2,0.0658359,3.18351e-05,0.0485906,2.22944e-05,-0.0209258,1.01187e-05,-0.0154444,7.08624e-06,0.230406,0.000111413,0.170053,7.80238e-05,-1.82712e-10,6.17912e-14,-4.2098e-11,1.45498e-14,0.0335712,0.024956,0.285739,-0.0908216,51.688,10000000,0
0.25,0.0664972,3.21557e-05,0.0490785,2.2519e-05,-0.0261452,1.26429e-05,-0.0192966,8.85398e-06,0.230406,0.000111416,0.170052,7.8026e-05,-1.82709e-10,6.17919e-14,-4.20973e-11,1.45499e-14,0.020425,0.0141409,0.288609,-0.113475,52.0731,10000000,0
