z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,AU,err_AU,BU,err_BU,denU,denL,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0672386,3.2506e-05,0.0496278,2.27644e-05,-0.0144074,6.96517e-06,-0.0106339,4.87779e-06,0.230407,0.000111389,0.17006,7.80068e-05,-1.82737e-10,6.17857e-14,-4.21039e-11,1.45485e-14,1.47833,1.2782,0.291826,-0.0625304,51.3644,10000000,0
0.15,0.0671719,3.24749e-05,0.0495781,2.27425e-05,-0.0160062,7.73834e-06,-0.0118138,5.41924e-06,0.230406,0.000111392,0.170058,7.8009e-05,-1.82734e-10,6.17864e-14,-4.21029e-11,1.45487e-14,0.691896,0.606043,0.291537,-0.0694694,51.473,10000000,0
0.2,0.068039,3.28951e-05,0.0502178,2.30368e-05,-0.0188804,9.12821e-06,-0.0139352,6.39257e-06,0.230406,0.000111395,0.170057,7.80113e-05,-1.8273e-10,6.17871e-14,-4.21021e-11,1.45489e-14,0.38072,0.329567,0.295301,-0.0819442,50.6901,10000000,0
0.25,0.0696752,3.36871e-05,0.0514252,2.35914e-05,-0.022724,1.09868e-05,-0.0167719,7.69414e-06,0.230406,0.000111399,0.170056,7.80134e-05,-1.82727e-10,6.17878e-14,-4.21013e-11,1.4549e-14,0.228075,0.190763,0.302402,-0.0986259,51.4986,10000000,0
0.3,0.0715892,3.46134e-05,0.0528376,2.42401e-05,-0.0270626,1.30848e-05,-0.019974,9.1634e-06,0.230406,0.000111401,0.170055,7.80154e-05,-1.82724e-10,6.17884e-14,-4.21006e-11,1.45492e-14,0.143623,0.114841,0.310709,-0.117456,51.7824,10000000,0
0.35,0.0734208,3.54999e-05,0.0541893,2.48609e-05,-0.0315485,1.52541e-05,-0.0232848,1.06826e-05,0.230406,0.000111404,0.170054,7.80173e-05,-1.82721e-10,6.1789e-14,-4.21e-11,1.45493e-14,0.0933524,0.0713397,0.318658,-0.136926,51.5993,10000000,0
0.4,0.0750275,3.62776e-05,0.0553749,2.54055e-05,-0.0360183,1.74157e-05,-0.0265838,1.21964e-05,0.230406,0.000111407,0.170054,7.80192e-05,-1.82718e-10,6.17896e-14,-4.20994e-11,1.45494e-14,0.0624491,0.0458467,0.325632,-0.156326,51.3546,10000000,0
0.45,0.0764598,3.69709e-05,0.0564319,2.58911e-05,-0.0404563,1.9562e-05,-0.0298592,1.36995e-05,0.230406,0.000111409,0.170053,7.80209e-05,-1.82716e-10,6.17902e-14,-4.20989e-11,1.45496e-14,0.0429299,0.0303971,0.331848,-0.175587,51.3883,10000000,0
0.5,0.077834,3.76362e-05,0.057446,2.6357e-05,-0.0448317,2.16781e-05,-0.0330884,1.51814e-05,0.230406,0.000111412,0.170053,7.80225e-05,-1.82714e-10,6.17907e-14,-4.20984e-11,1.45497e-14,0.0303006,0.0206656,0.337812,-0.194577,51.1353,10000000,0
0.55,0.0792338,3.83138e-05,0.058479,2.68315e-05,-0.0489718,2.36805e-05,-0.036144,1.65837e-05,0.230406,0.000111414,0.170052,7.8024e-05,-1.82712e-10,6.17912e-14,-4.20979e-11,1.45498e-14,0.0218856,0.0142715,0.343888,-0.212546,51.2313,10000000,0
0.6,0.0806476,3.89981e-05,0.0595223,2.73107e-05,-0.0525294,2.54012e-05,-0.0387696,1.77887e-05,0.230406,0.000111415,0.170052,7.80253e-05,-1.8271e-10,6.17917e-14,-4.20975e-11,1.45499e-14,0.0160514,0.00990111,0.350024,-0.227986,51.4052,10000000,0
0.65,0.0819775,3.96418e-05,0.0605038,2.77616e-05,-0.0550892,2.66394e-05,-0.0406587,1.86559e-05,0.230406,0.000111417,0.170052,7.80266e-05,-1.82709e-10,6.17921e-14,-4.20971e-11,1.455e-14,0.011777,0.00680865,0.355796,-0.239096,51.8809,10000000,0
0.7,0.0831347,4.02019e-05,0.0613577,2.81539e-05,-0.0562298,2.71914e-05,-0.0415005,1.90424e-05,0.230406,0.000111419,0.170052,7.80278e-05,-1.82707e-10,6.17925e-14,-4.20968e-11,1.45501e-14,0.00852425,0.00458907,0.360818,-0.244047,51.3068,10000000,0
0.75,0.0840409,4.06407e-05,0.0620264,2.84612e-05,-0.0557327,2.69514e-05,-0.0411336,1.88744e-05,0.230406,0.00011142,0.170051,7.8029e-05,-1.82706e-10,6.17929e-14,-4.20964e-11,1.45502e-14,0.00595638,0.002984,0.364751,-0.241889,51.2027,10000000,0
0.8,0.0846726,4.09468e-05,0.0624926,2.86755e-05,-0.0536497,2.59444e-05,-0.0395961,1.81692e-05,0.230406,0.000111422,0.170051,7.803e-05,-1.82704e-10,6.17933e-14,-4.20962e-11,1.45503e-14,0.0039006,0.00182757,0.367493,-0.232849,51.5154,10000000,0
0.1,0.0546224,2.6407e-05,0.0403159,1.84931e-05,-0.0148393,7.17399e-06,-0.0109526,5.02403e-06,0.230407,0.000111389,0.170059,7.80072e-05,-1.82736e-10,6.17859e-14,-4.21037e-11,1.45486e-14,1.47833,1.2782,0.237069,-0.0644046,51.0961,10000000,0
0.15,0.0547405,2.64651e-05,0.0404027,1.85338e-05,-0.0165736,8.01272e-06,-0.0122326,5.61139e-06,0.230406,0.000111393,0.170057,7.80097e-05,-1.82732e-10,6.17867e-14,-4.21027e-11,1.45488e-14,0.691896,0.606043,0.237583,-0.0719319,51.3021,10000000,0
0.2,0.0556228,2.68925e-05,0.0410536,1.88331e-05,-0.0194543,9.40575e-06,-0.0143587,6.58693e-06,0.230406,0.000111397,0.170056,7.80121e-05,-1.82729e-10,6.17874e-14,-4.21018e-11,1.45489e-14,0.38072,0.329567,0.241412,-0.0844348,51.0815,10000000,0
0.25,0.0571068,2.76107e-05,0.0421487,1.93361e-05,-0.0231754,1.12052e-05,-0.0171051,7.84708e-06,0.230406,0.0001114,0.170055,7.80143e-05,-1.82725e-10,6.17881e-14,-4.2101e-11,1.45491e-14,0.228075,0.190763,0.247853,-0.100585,50.6684,10000000,0
0.3,0.0587865,2.84236e-05,0.0433883,1.99053e-05,-0.0272884,1.31941e-05,-0.0201406,9.23994e-06,0.230406,0.000111403,0.170055,7.80163e-05,-1.82722e-10,6.17887e-14,-4.21003e-11,1.45492e-14,0.143623,0.114841,0.255143,-0.118436,51.0212,10000000,0
0.35,0.0603774,2.91936e-05,0.0445624,2.04445e-05,-0.0314726,1.52176e-05,-0.0232288,1.0657e-05,0.230406,0.000111405,0.170054,7.80183e-05,-1.8272e-10,6.17893e-14,-4.20997e-11,1.45494e-14,0.0933524,0.0713397,0.262048,-0.136596,51.2145,10000000,0
0.4,0.0617746,2.98698e-05,0.0455934,2.09181e-05,-0.0355831,1.72055e-05,-0.0262625,1.20492e-05,0.230406,0.000111408,0.170054,7.80201e-05,-1.82717e-10,6.17899e-14,-4.20991e-11,1.45495e-14,0.0624491,0.0458467,0.268112,-0.154437,51.366,10000000,0
0.45,0.0630191,3.04723e-05,0.0465118,2.134e-05,-0.0396099,1.9153e-05,-0.0292345,1.3413e-05,0.230406,0.000111411,0.170053,7.80219e-05,-1.82715e-10,6.17905e-14,-4.20986e-11,1.45496e-14,0.0429299,0.0303971,0.273513,-0.171914,51.6068,10000000,0
