z2,<dsig|c12>_UL,err_<dsig|c12>_UL,<ALL|c12>_UL,err_<ALL|c12>_UL,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,Collins_UL,times[s],neval,fail
,0.1,0.0519614,2.02293e-05,0.000679706,2.09066e-07,0.148882,5.7962e-05,0.00194753,5.99027e-07,0.552411,103.779,34000000,0
,0.15,0.0524951,2.03361e-05,0.000686678,2.09802e-07,0.148882,5.76754e-05,0.0019475,5.95021e-07,0.558086,103.898,34000000,0
,0.2,0.0546634,2.10963e-05,0.000715032,2.17362e-07,0.148882,5.74583e-05,0.00194748,5.92011e-07,0.581136,106.149,34000000,0
,0.25,0.0582086,2.82036e-05,0.000761422,2.90111e-07,0.14889,7.21411e-05,0.00194762,7.42065e-07,0.618794,68.2706,22000000,0
,0.3,0.0624549,6.4533e-05,0.000817492,6.60542e-07,0.14893,0.000153886,0.0019494,1.57513e-06,0.663755,18.6143,6000000,0
,0.35,0.06715,0.000393539,0.000868518,3.89299e-06,0.149676,0.000877188,0.0019359,8.67738e-06,0.7101,3.1117,1000000,0
,0.4,0.0713996,0.000418445,0.00092348,4.13936e-06,0.149676,0.000877189,0.0019359,8.67737e-06,0.75504,3.10667,1000000,0
,0.45,0.075518,0.000442581,0.000976744,4.37811e-06,0.149676,0.000877189,0.00193589,8.67736e-06,0.798591,3.04067,1000000,0
,0.5,0.0796039,0.000466527,0.00102959,4.61498e-06,0.149676,0.000877189,0.00193589,8.67734e-06,0.841798,3.04891,1000000,0
,0.55,0.0836599,0.000490297,0.00108204,4.85012e-06,0.149676,0.000877189,0.00193588,8.67733e-06,0.88469,3.05899,1000000,0
,0.6,0.0874885,0.000512736,0.00113156,5.07208e-06,0.149676,0.00087719,0.00193588,8.67733e-06,0.925177,3.0963,1000000,0
,0.65,0.0907336,0.000531754,0.00117353,5.2602e-06,0.149676,0.00087719,0.00193587,8.67732e-06,0.959493,3.10636,1000000,0
,0.7,0.0929863,0.000544956,0.00120266,5.3908e-06,0.149676,0.00087719,0.00193587,8.67731e-06,0.983315,3.1103,1000000,0
,0.75,0.0939208,0.000550433,0.00121475,5.44497e-06,0.149676,0.00087719,0.00193587,8.6773e-06,0.993197,3.10361,1000000,0
,0.8,0.0934271,0.00054754,0.00120836,5.41634e-06,0.149676,0.000877191,0.00193586,8.67729e-06,0.987977,3.10677,1000000,0
