z2,<dsig|c12>_UC,err_<dsig|c12>_UC,<ALL|c12>_UC,err_<ALL|c12>_UC,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,Collins_UC,times[s],neval,fail
,0.1,0.0233961,9.10845e-06,0.000306044,9.41341e-08,0.148882,5.7962e-05,0.00194753,5.99027e-07,0.248728,103.779,34000000,0
,0.15,0.0240647,9.32243e-06,0.000314786,9.61769e-08,0.148882,5.76754e-05,0.0019475,5.95021e-07,0.255837,103.898,34000000,0
,0.2,0.0250572,9.67033e-06,0.000327763,9.96363e-08,0.148882,5.74583e-05,0.00194748,5.92011e-07,0.266387,106.149,34000000,0
,0.25,0.0262112,1.27e-05,0.000342867,1.30636e-07,0.14889,7.21411e-05,0.00194762,7.42065e-07,0.278642,68.2706,22000000,0
,0.3,0.0273569,2.82672e-05,0.000358084,2.89335e-07,0.14893,0.000153886,0.0019494,1.57513e-06,0.290743,18.6143,6000000,0
,0.35,0.0285627,0.000167394,0.000369429,1.65591e-06,0.149676,0.000877188,0.0019359,8.67738e-06,0.302046,3.1117,1000000,0
,0.4,0.0295906,0.000173419,0.000382724,1.7155e-06,0.149676,0.000877189,0.0019359,8.67737e-06,0.312916,3.10667,1000000,0
,0.45,0.0306083,0.000179383,0.000395885,1.7745e-06,0.149676,0.000877189,0.00193589,8.67736e-06,0.323678,3.04067,1000000,0
,0.5,0.0315543,0.000184927,0.000408119,1.82934e-06,0.149676,0.000877189,0.00193589,8.67734e-06,0.333681,3.04891,1000000,0
,0.55,0.0322562,0.000189041,0.000417197,1.87003e-06,0.149676,0.000877189,0.00193588,8.67733e-06,0.341104,3.05899,1000000,0
,0.6,0.0324932,0.00019043,0.000420261,1.88377e-06,0.149676,0.00087719,0.00193588,8.67733e-06,0.34361,3.0963,1000000,0
,0.65,0.0321272,0.000188285,0.000415526,1.86255e-06,0.149676,0.00087719,0.00193587,8.67732e-06,0.33974,3.10636,1000000,0
,0.7,0.0310989,0.000182258,0.000402226,1.80293e-06,0.149676,0.00087719,0.00193587,8.67731e-06,0.328866,3.1103,1000000,0
,0.75,0.0295202,0.000173007,0.000381807,1.71141e-06,0.149676,0.00087719,0.00193587,8.6773e-06,0.312172,3.10361,1000000,0
,0.8,0.0276176,0.000161856,0.000357198,1.6011e-06,0.149676,0.000877191,0.00193586,8.67729e-06,0.292051,3.10677,1000000,0
