z2,<dsig|1;0>U,err[1],<dsig|1;0>L,err[2],<dsig|2;0>U,err[3],<dsig|2;0>L,err[4],<ALL|0;0>U,err[5],<ALL|0;0>L,err[6],<ALL|1;0>U,err[7],<ALL|1;0>L,err[8],<dsig|0;1>U,err[9],<dsig|0;1>L,err[10],<dsig|1;-1>U,err[11],<dsig|1;-1>L,err[12],<dsig|1;1>U,err[13],<dsig|1;1>L,err[14],<dsig|2;1>U,err[15],<dsig|2;1>L,err[16],<dsig|2;-1>U,err[17],<dsig|2;-1>L,err[18],<ALL|0;1>U,err[19],<ALL|0;1>L,err[20],<ALL|1;-1>U,err[21],<ALL|1;-1>L,err[22],<ALL|1;1>U,err[23],<ALL|1;1>L,err[24],time[s],neval,fail
,0.1,0.190288,0.000114079,0.190288,0.000114079,0.0863818,6.85544e-05,0.0863818,6.85544e-05,-0.0145862,8.36258e-06,-0.0145862,8.36258e-06,-0.00108953,5.4875e-07,-0.00108953,5.4875e-07,0.0161923,2.42386e-05,-0.00663526,2.42386e-05,-0.015831,2.4115e-05,0.00648719,2.4115e-05,0.015831,2.4115e-05,-0.00648719,2.4115e-05,0.00460704,7.62736e-06,-0.00188787,7.62736e-06,0.00460704,7.62736e-06,-0.00188787,7.62736e-06,-0.000311983,3.71972e-07,0.000127844,3.71972e-07,7.73705e-05,9.33703e-08,-3.17048e-05,9.33703e-08,-7.73705e-05,9.33703e-08,3.17048e-05,9.33703e-08,2.91426,10000000,1
,0.15,0.190288,0.000114079,0.190288,0.000114079,0.0863818,6.85544e-05,0.0863818,6.85544e-05,-0.0145862,8.36258e-06,-0.0145862,8.36258e-06,-0.00108953,5.4875e-07,-0.00108953,5.4875e-07,0.0158693,2.42386e-05,-0.00636502,2.42386e-05,-0.0155151,2.4115e-05,0.00622298,2.4115e-05,0.0155151,2.4115e-05,-0.00622298,2.4115e-05,0.00451512,7.62736e-06,-0.00181098,7.62736e-06,0.00451512,7.62736e-06,-0.00181098,7.62736e-06,-0.000305759,3.71972e-07,0.000122637,3.71972e-07,7.58269e-05,9.33703e-08,-3.04135e-05,9.33703e-08,-7.58269e-05,9.33703e-08,3.04135e-05,9.33703e-08,2.95414,10000000,1
,0.2,0.190288,0.000114079,0.190288,0.000114079,0.0863818,6.85544e-05,0.0863818,6.85544e-05,-0.0145862,8.36258e-06,-0.0145862,8.36258e-06,-0.00108953,5.4875e-07,-0.00108953,5.4875e-07,0.0158691,2.42386e-05,-0.00678895,2.42386e-05,-0.015515,2.4115e-05,0.00663745,2.4115e-05,0.015515,2.4115e-05,-0.00663745,2.4115e-05,0.00451508,7.62736e-06,-0.00193159,7.62736e-06,0.00451508,7.62736e-06,-0.00193159,7.62736e-06,-0.000305755,3.71972e-07,0.000130805,3.71972e-07,7.5826e-05,9.33703e-08,-3.24391e-05,9.33703e-08,-7.5826e-05,9.33703e-08,3.24391e-05,9.33703e-08,2.94521,10000000,1
,0.25,0.190288,0.000114079,0.190288,0.000114079,0.0863818,6.85544e-05,0.0863818,6.85544e-05,-0.0145862,8.36258e-06,-0.0145862,8.36258e-06,-0.00108953,5.4875e-07,-0.00108953,5.4875e-07,0.0161719,2.42386e-05,-0.00775865,2.42386e-05,-0.015811,2.4115e-05,0.0075855,2.4115e-05,0.015811,2.4115e-05,-0.0075855,2.4115e-05,0.00460124,7.62736e-06,-0.00220749,7.62736e-06,0.00460124,7.62736e-06,-0.00220749,7.62736e-06,-0.000311591,3.71972e-07,0.000149489,3.71972e-07,7.72731e-05,9.33703e-08,-3.70725e-05,9.33703e-08,-7.72731e-05,9.33703e-08,3.70725e-05,9.33703e-08,2.98051,10000000,1
,0.3,0.190288,0.000114079,0.190288,0.000114079,0.0863818,6.85544e-05,0.0863818,6.85544e-05,-0.0145862,8.36258e-06,-0.0145862,8.36258e-06,-0.00108953,5.4875e-07,-0.00108953,5.4875e-07,0.0166174,2.42386e-05,-0.0090316,2.42386e-05,-0.0162466,2.4115e-05,0.00883005,2.4115e-05,0.0162466,2.4115e-05,-0.00883005,2.4115e-05,0.00472799,7.62736e-06,-0.00256967,7.62736e-06,0.00472799,7.62736e-06,-0.00256967,7.62736e-06,-0.000320174,3.71972e-07,0.000174015,3.71972e-07,7.94018e-05,9.33703e-08,-4.3155e-05,9.33703e-08,-7.94018e-05,9.33703e-08,4.3155e-05,9.33703e-08,2.94953,10000000,1
,0.35,0.190288,0.000114079,0.190288,0.000114079,0.0863818,6.85544e-05,0.0863818,6.85544e-05,-0.0145862,8.36258e-06,-0.0145862,8.36258e-06,-0.00108953,5.4875e-07,-0.00108953,5.4875e-07,0.0170653,2.42386e-05,-0.0104005,2.42386e-05,-0.0166844,2.4115e-05,0.0101684,2.4115e-05,0.0166844,2.4115e-05,-0.0101684,2.4115e-05,0.00485541,7.62736e-06,-0.00295915,7.62736e-06,0.00485541,7.62736e-06,-0.00295915,7.62736e-06,-0.000328802,3.71972e-07,0.00020039,3.71972e-07,8.15416e-05,9.33703e-08,-4.96959e-05,9.33703e-08,-8.15416e-05,9.33703e-08,4.96959e-05,9.33703e-08,3.04068,10000000,1
,0.4,0.190288,0.000114079,0.190288,0.000114079,0.0863818,6.85544e-05,0.0863818,6.85544e-05,-0.0145862,8.36258e-06,-0.0145862,8.36258e-06,-0.00108953,5.4875e-07,-0.00108953,5.4875e-07,0.0174579,2.42386e-05,-0.0117526,2.42386e-05,-0.0170683,2.4115e-05,0.0114903,2.4115e-05,0.0170683,2.4115e-05,-0.0114903,2.4115e-05,0.00496712,7.62736e-06,-0.00334385,7.62736e-06,0.00496712,7.62736e-06,-0.00334385,7.62736e-06,-0.000336368,3.71972e-07,0.000226442,3.71972e-07,8.34177e-05,9.33703e-08,-5.61566e-05,9.33703e-08,-8.34177e-05,9.33703e-08,5.61566e-05,9.33703e-08,2.98657,10000000,1
,0.45,0.190288,0.000114079,0.190288,0.000114079,0.0863818,6.85544e-05,0.0863818,6.85544e-05,-0.0145862,8.36258e-06,-0.0145862,8.36258e-06,-0.00108953,5.4875e-07,-0.00108953,5.4875e-07,0.0177986,2.42386e-05,-0.0130709,2.42386e-05,-0.0174014,2.4115e-05,0.0127792,2.4115e-05,0.0174014,2.4115e-05,-0.0127792,2.4115e-05,0.00506406,7.62736e-06,-0.00371893,7.62736e-06,0.00506406,7.62736e-06,-0.00371893,7.62736e-06,-0.000342932,3.71972e-07,0.000251842,3.71972e-07,8.50457e-05,9.33703e-08,-6.24556e-05,9.33703e-08,-8.50457e-05,9.33703e-08,6.24556e-05,9.33703e-08,2.96981,10000000,1
,0.5,0.190288,0.000114079,0.190288,0.000114079,0.0863818,6.85544e-05,0.0863818,6.85544e-05,-0.0145862,8.36258e-06,-0.0145862,8.36258e-06,-0.00108953,5.4875e-07,-0.00108953,5.4875e-07,0.0181168,2.42386e-05,-0.0143991,2.42386e-05,-0.0177125,2.4115e-05,0.0140778,2.4115e-05,0.0177125,2.4115e-05,-0.0140778,2.4115e-05,0.0051546,7.62736e-06,-0.00409684,7.62736e-06,0.0051546,7.62736e-06,-0.00409684,7.62736e-06,-0.000349063,3.71972e-07,0.000277433,3.71972e-07,8.65661e-05,9.33703e-08,-6.88022e-05,9.33703e-08,-8.65661e-05,9.33703e-08,6.88022e-05,9.33703e-08,3.06505,10000000,1
,0.55,0.190288,0.000114079,0.190288,0.000114079,0.0863818,6.85544e-05,0.0863818,6.85544e-05,-0.0145862,8.36258e-06,-0.0145862,8.36258e-06,-0.00108953,5.4875e-07,-0.00108953,5.4875e-07,0.0184343,2.42386e-05,-0.015771,2.42386e-05,-0.0180229,2.4115e-05,0.0154191,2.4115e-05,0.0180229,2.4115e-05,-0.0154191,2.4115e-05,0.00524494,7.62736e-06,-0.00448717,7.62736e-06,0.00524494,7.62736e-06,-0.00448717,7.62736e-06,-0.000355181,3.71972e-07,0.000303866,3.71972e-07,8.80833e-05,9.33703e-08,-7.53574e-05,9.33703e-08,-8.80833e-05,9.33703e-08,7.53574e-05,9.33703e-08,2.97483,10000000,1
