z2,<dsig|1;0>U,err[1],<dsig|1;0>L,err[2],<dsig|2;0>U,err[3],<dsig|2;0>L,err[4],<ALL|0;0>U,err[5],<ALL|0;0>L,err[6],<ALL|1;0>U,err[7],<ALL|1;0>L,err[8],<dsig|0;1>U,err[9],<dsig|0;1>L,err[10],<dsig|1;-1>U,err[11],<dsig|1;-1>L,err[12],<dsig|1;1>U,err[13],<dsig|1;1>L,err[14],<dsig|2;1>U,err[15],<dsig|2;1>L,err[16],<dsig|2;-1>U,err[17],<dsig|2;-1>L,err[18],<ALL|0;1>U,err[19],<ALL|0;1>L,err[20],<ALL|1;-1>U,err[21],<ALL|1;-1>L,err[22],<ALL|1;1>U,err[23],<ALL|1;1>L,err[24],time[s],neval,fail
,0.1,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.0013403,1.06263e-05,0.00031947,1.06263e-05,-0.00172267,1.18625e-05,0.000410611,1.18625e-05,0.00172267,1.18625e-05,-0.000410611,1.18625e-05,0.0136856,1.44695e-05,-0.00326208,1.44695e-05,0.0136856,1.44695e-05,-0.00326208,1.44695e-05,-0.0005984,8.2711e-07,0.000142633,8.2711e-07,0.000708313,6.23273e-07,-0.000168832,6.23273e-07,-0.000708313,6.23273e-07,0.000168832,6.23273e-07,2.96198,10000000,1
,0.15,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00134122,1.06263e-05,0.000357758,1.06263e-05,-0.00172386,1.18625e-05,0.000459823,1.18625e-05,0.00172386,1.18625e-05,-0.000459823,1.18625e-05,0.0136951,1.44695e-05,-0.00365304,1.44695e-05,0.0136951,1.44695e-05,-0.00365304,1.44695e-05,-0.000598815,8.2711e-07,0.000159728,8.2711e-07,0.000708804,6.23273e-07,-0.000189067,6.23273e-07,-0.000708804,6.23273e-07,0.000189067,6.23273e-07,2.91855,10000000,1
,0.2,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00134976,1.06263e-05,0.000428785,1.06263e-05,-0.00173484,1.18625e-05,0.000551112,1.18625e-05,0.00173484,1.18625e-05,-0.000551112,1.18625e-05,0.0137823,1.44695e-05,-0.00437828,1.44695e-05,0.0137823,1.44695e-05,-0.00437828,1.44695e-05,-0.000602627,8.2711e-07,0.000191439,8.2711e-07,0.000713317,6.23273e-07,-0.000226602,6.23273e-07,-0.000713317,6.23273e-07,0.000226602,6.23273e-07,3.0093,10000000,1
,0.25,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00136409,1.06263e-05,0.000528927,1.06263e-05,-0.00175326,1.18625e-05,0.000679824,1.18625e-05,0.00175326,1.18625e-05,-0.000679824,1.18625e-05,0.0139286,1.44695e-05,-0.00540082,1.44695e-05,0.0139286,1.44695e-05,-0.00540082,1.44695e-05,-0.000609025,8.2711e-07,0.000236149,8.2711e-07,0.00072089,6.23273e-07,-0.000279525,6.23273e-07,-0.00072089,6.23273e-07,0.000279525,6.23273e-07,2.91983,10000000,1
,0.3,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00137999,1.06263e-05,0.000649751,1.06263e-05,-0.00177368,1.18625e-05,0.000835118,1.18625e-05,0.00177368,1.18625e-05,-0.000835118,1.18625e-05,0.0140909,1.44695e-05,-0.00663455,1.44695e-05,0.0140909,1.44695e-05,-0.00663455,1.44695e-05,-0.000616121,8.2711e-07,0.000290094,8.2711e-07,0.000729289,6.23273e-07,-0.000343378,6.23273e-07,-0.000729289,6.23273e-07,0.000343378,6.23273e-07,2.92265,10000000,1
,0.35,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00139475,1.06263e-05,0.000783024,1.06263e-05,-0.00179266,1.18625e-05,0.00100641,1.18625e-05,0.00179266,1.18625e-05,-0.00100641,1.18625e-05,0.0142417,1.44695e-05,-0.00799538,1.44695e-05,0.0142417,1.44695e-05,-0.00799538,1.44695e-05,-0.000622713,8.2711e-07,0.000349596,8.2711e-07,0.000737092,6.23273e-07,-0.000413809,6.23273e-07,-0.000737092,6.23273e-07,0.000413809,6.23273e-07,3.09207,10000000,1
,0.4,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00140773,1.06263e-05,0.000923107,1.06263e-05,-0.00180934,1.18625e-05,0.00118646,1.18625e-05,0.00180934,1.18625e-05,-0.00118646,1.18625e-05,0.0143742,1.44695e-05,-0.00942576,1.44695e-05,0.0143742,1.44695e-05,-0.00942576,1.44695e-05,-0.000628509,8.2711e-07,0.000412138,8.2711e-07,0.000743952,6.23273e-07,-0.000487839,6.23273e-07,-0.000743952,6.23273e-07,0.000487839,6.23273e-07,2.92616,10000000,1
,0.45,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00141937,1.06263e-05,0.00106894,1.06263e-05,-0.0018243,1.18625e-05,0.0013739,1.18625e-05,0.0018243,1.18625e-05,-0.0013739,1.18625e-05,0.014493,1.44695e-05,-0.0109148,1.44695e-05,0.014493,1.44695e-05,-0.0109148,1.44695e-05,-0.000633703,8.2711e-07,0.000477248,8.2711e-07,0.0007501,6.23273e-07,-0.000564908,6.23273e-07,-0.0007501,6.23273e-07,0.000564908,6.23273e-07,2.97951,10000000,1
,0.5,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00142999,1.06263e-05,0.00122236,1.06263e-05,-0.00183795,1.18625e-05,0.00157108,1.18625e-05,0.00183795,1.18625e-05,-0.00157108,1.18625e-05,0.0146015,1.44695e-05,-0.0124814,1.44695e-05,0.0146015,1.44695e-05,-0.0124814,1.44695e-05,-0.000638445,8.2711e-07,0.000545745,8.2711e-07,0.000755714,6.23273e-07,-0.000645986,6.23273e-07,-0.000755714,6.23273e-07,0.000645986,6.23273e-07,3.09346,10000000,1
,0.55,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00143928,1.06263e-05,0.00138558,1.06263e-05,-0.00184989,1.18625e-05,0.00178087,1.18625e-05,0.00184989,1.18625e-05,-0.00178087,1.18625e-05,0.0146963,1.44695e-05,-0.014148,1.44695e-05,0.0146963,1.44695e-05,-0.014148,1.44695e-05,-0.000642592,8.2711e-07,0.000618616,8.2711e-07,0.000760622,6.23273e-07,-0.000732243,6.23273e-07,-0.000760622,6.23273e-07,0.000732243,6.23273e-07,3.04933,10000000,1
